index,meth,VCDN
0,0.10778315365314484,0.3338578939437866
1,716.7614135742188,0.32901185750961304
2,42.37978744506836,0.33774787187576294
3,7.211250305175781,0.33497902750968933
4,245.12057495117188,0.33535388112068176
5,3.027866840362549,0.33711016178131104
6,75.59728240966797,0.32992666959762573
7,59.40412139892578,0.3285577595233917
8,5.5476555824279785,0.337145060300827
9,11.275571823120117,0.33557015657424927
10,46.386558532714844,0.33553850650787354
11,42.40766525268555,0.33582577109336853
12,13.831131935119629,0.32820773124694824
13,0.3526754081249237,0.33007532358169556
14,8.284854888916016,0.33227550983428955
15,19.595544815063477,0.33092597126960754
16,17.342761993408203,0.3289166986942291
17,6.4531569480896,0.32554349303245544
18,0.3770938813686371,0.3353048264980316
19,4.1604390144348145,0.3358059823513031
20,11.192266464233398,0.3353339731693268
21,12.478744506835938,0.3344744145870209
22,7.2392988204956055,0.33327174186706543
23,1.4228582382202148,0.32813066244125366
24,1.0677415132522583,0.33135512471199036
25,5.229800701141357,0.3308102786540985
26,7.506025314331055,0.3284255266189575
27,5.028678894042969,0.3273783326148987
28,1.312633752822876,0.331621378660202
29,0.6369045376777649,0.33386868238449097
30,3.0456573963165283,0.33589908480644226
31,4.7185797691345215,0.3339137136936188
32,3.6183674335479736,0.3331410586833954
33,1.2676904201507568,0.32807427644729614
34,0.4551926255226135,0.32830071449279785
35,1.6847693920135498,0.32875242829322815
36,2.889014720916748,0.32639041543006897
37,2.274576425552368,0.32728132605552673
38,0.93683260679245,0.3295668661594391
39,0.42984727025032043,0.33227771520614624
40,1.2465195655822754,0.3331610858440399
41,1.9416662454605103,0.3325246572494507
42,1.6144688129425049,0.3303789794445038
43,0.6989961862564087,0.32711830735206604
44,0.4083656072616577,0.32552048563957214
45,0.9662993550300598,0.32745370268821716
46,1.366379737854004,0.3275369703769684
47,1.0397790670394897,0.32582637667655945
48,0.4987705945968628,0.3284550905227661
49,0.4347151815891266,0.33195191621780396
50,0.8245664834976196,0.3313984274864197
51,0.9448961019515991,0.33039945363998413
52,0.6980281472206116,0.3280453383922577
53,0.392071396112442,0.3277990221977234
54,0.4551193416118622,0.3243544101715088
55,0.6641926169395447,0.3263362646102905
56,0.7095905542373657,0.3276168406009674
57,0.5055754780769348,0.3268836438655853
58,0.36129897832870483,0.3280784785747528
59,0.48181644082069397,0.3292573392391205
60,0.618654727935791,0.3306182026863098
61,0.5679355263710022,0.3273327946662903
62,0.3628740906715393,0.3262501657009125
63,0.3674410879611969,0.3284260928630829
64,0.47203877568244934,0.32778438925743103
65,0.49950045347213745,0.3267112672328949
66,0.4042030870914459,0.3269177973270416
67,0.3401000499725342,0.32830291986465454
68,0.3782413601875305,0.33127593994140625
69,0.43659576773643494,0.32923203706741333
70,0.4053175151348114,0.3281925916671753
71,0.3572031855583191,0.3271842300891876
72,0.3328673541545868,0.3266504406929016
73,0.36792969703674316,0.3260965049266815
74,0.3966734707355499,0.32818207144737244
75,0.3619147837162018,0.327800989151001
76,0.3297766447067261,0.327565461397171
77,0.33125537633895874,0.32827210426330566
78,0.3710925579071045,0.3276359736919403
79,0.3474690914154053,0.3256141245365143
80,0.3050623834133148,0.3259836435317993
81,0.3186163604259491,0.32698601484298706
82,0.33751150965690613,0.3272605538368225
83,0.33361151814460754,0.32753369212150574
84,0.3080754578113556,0.3268856108188629
85,0.32265517115592957,0.3289015591144562
86,0.32909274101257324,0.3284437358379364
87,0.31477808952331543,0.32775941491127014
88,0.3040629029273987,0.32694146037101746
89,0.3182257413864136,0.3260720670223236
90,0.2980072498321533,0.3280862271785736
91,0.3124745786190033,0.3288876414299011
92,0.30955544114112854,0.32563599944114685
93,0.2836378216743469,0.3246067464351654
94,0.29126372933387756,0.32815903425216675
95,0.30169180035591125,0.3279731273651123
96,0.2989976406097412,0.3269301652908325
97,0.28205469250679016,0.324975848197937
98,0.2926042079925537,0.32634255290031433
99,0.30105337500572205,0.3261614143848419
100,0.27800825238227844,0.32534509897232056
101,0.285980224609375,0.3291254937648773
102,0.2794383764266968,0.3294251561164856
103,0.2879828214645386,0.3254365026950836
104,0.2692530155181885,0.3263583779335022
105,0.28023210167884827,0.3276692032814026
106,0.28657642006874084,0.32870593667030334
107,0.2676188051700592,0.3251933157444
108,0.27809613943099976,0.32648375630378723
109,0.26707544922828674,0.32741865515708923
110,0.27855002880096436,0.32647401094436646
111,0.25468137860298157,0.32504478096961975
112,0.26897838711738586,0.326053261756897
113,0.27255862951278687,0.3277435898780823
114,0.27305102348327637,0.32570159435272217
115,0.2600531280040741,0.3261561393737793
116,0.259655237197876,0.3269748389720917
117,0.2642441391944885,0.3259635865688324
118,0.2538311779499054,0.3262077271938324
119,0.2545490264892578,0.3249928653240204
120,0.24498817324638367,0.32723468542099
121,0.25980693101882935,0.32760125398635864
122,0.24064235389232635,0.32461583614349365
123,0.24924692511558533,0.3273717761039734
124,0.2419692873954773,0.3273791968822479
125,0.24454592168331146,0.3261731266975403
126,0.23112715780735016,0.3252269923686981
127,0.22933577001094818,0.3268243074417114
128,0.24394656717777252,0.32574671506881714
129,0.22532881796360016,0.325386106967926
130,0.23046670854091644,0.3269563913345337
131,0.22470298409461975,0.32749372720718384
132,0.2290230244398117,0.3256256580352783
133,0.23578226566314697,0.32596874237060547
134,0.23038750886917114,0.32616761326789856
135,0.2359706461429596,0.32633456587791443
136,0.2241826206445694,0.32775384187698364
137,0.22465164959430695,0.3259057402610779
138,0.2287348210811615,0.32602763175964355
139,0.22394780814647675,0.3265465497970581
140,0.2152852565050125,0.32663848996162415
141,0.2250225841999054,0.32762056589126587
142,0.2251686304807663,0.32650226354599
143,0.22414852678775787,0.32600080966949463
144,0.22305427491664886,0.3281783163547516
145,0.2132578194141388,0.3260461688041687
146,0.21368393301963806,0.3246361017227173
147,0.21694929897785187,0.32500016689300537
148,0.20616452395915985,0.32688939571380615
149,0.2091362476348877,0.32405969500541687
150,0.21877452731132507,0.326381653547287
151,0.21071021258831024,0.3267967700958252
152,0.21273939311504364,0.32595717906951904
153,0.20538556575775146,0.3269466161727905
154,0.20511068403720856,0.3255446255207062
155,0.20410804450511932,0.3255811929702759
156,0.20462721586227417,0.3242611289024353
157,0.2111208140850067,0.32789158821105957
158,0.2041989117860794,0.32719215750694275
159,0.20346763730049133,0.3254416882991791
160,0.20281264185905457,0.32706233859062195
161,0.20376501977443695,0.3258688151836395
162,0.20075586438179016,0.3256181478500366
163,0.20358845591545105,0.32749056816101074
164,0.2038602977991104,0.3245513439178467
165,0.19107750058174133,0.3252963721752167
166,0.1950342208147049,0.32765668630599976
167,0.1983204185962677,0.3257165253162384
168,0.1928180605173111,0.32490065693855286
169,0.19367296993732452,0.32657402753829956
170,0.19620445370674133,0.3257646858692169
171,0.18801116943359375,0.3239213228225708
172,0.19732806086540222,0.3265109956264496
173,0.1954129934310913,0.32653144001960754
174,0.1835290938615799,0.3236176371574402
175,0.20220759510993958,0.32499149441719055
176,0.18200722336769104,0.3260241448879242
177,0.18716417253017426,0.3240233361721039
178,0.19657476246356964,0.32445257902145386
179,0.18494832515716553,0.3257414698600769
180,0.18474242091178894,0.3257621228694916
181,0.17616941034793854,0.32451099157333374
182,0.18271049857139587,0.3264598548412323
183,0.18567697703838348,0.3252597451210022
184,0.1838749200105667,0.3238999843597412
185,0.18421506881713867,0.3255242705345154
186,0.18769438564777374,0.32633867859840393
187,0.18439525365829468,0.3251975476741791
188,0.17834384739398956,0.32499709725379944
189,0.17899714410305023,0.3263670802116394
190,0.1821254938840866,0.3242048919200897
191,0.18039292097091675,0.32358837127685547
192,0.16713014245033264,0.32631415128707886
193,0.17703266441822052,0.3244430422782898
194,0.181738942861557,0.32463425397872925
195,0.1795966923236847,0.325212299823761
196,0.16893930733203888,0.32420629262924194
197,0.17273147404193878,0.32449832558631897
