features,aggregate
FLJ16287|162962,0.003510923435670596
FLJ20699|55020,0.0027324196065013863
FLJ21408|400512,0.0012461381151645686
FLJ22374|84182,0.001586988212670273
FLJ22655|79785,0.003925461103829356
FLJ23569|503538,0.0023899279015579633
FLJ25778|254048,0.0025082042467563345
FLJ30698|400687,0.0024259346396427613
FLJ32810|143872,0.002410353160864966
FLJ33590|285093,0.0010385983416952946
FLJ34931|388939,0.003247440905282732
FLJ35024|401491,0.0027177950570052515
FLJ35348|266655,0.00174249217872505
FLJ35530|400798,0.0027234392036807444
FLJ37505|400087,0.0015123746586128207
FLJ37543|285668,0.001108199923711104
FLJ38576|651430,0.00768925294358907
FLJ39534|285352,0.003857291555291983
FLJ40296|122183,0.0026132889120186508
FLJ40504|284085,0.002941540098961651
FLJ42117|200844,0.0022068854578497317
FLJ42953|400892,0.0014188601678483126
FLJ43582|389649,0.0013853261916731315
FLJ44451|100101122,0.002318966439045358
FLJ44715|386671,0.0030505773628262023
FLJ45224|401562,0.002372389830688181
FLJ45910|388512,0.004166591450240842
FLRT1|23769,0.0019430698482473408
FLT1|2321,0.002863421832594206
FMN2|56776,0.0059274111118650386
FN3KRP|79672,0.0028469319504471893
FNBP1|23048,0.0008095376818588148
FOXB2|442425,0.0023899671320960535
FOXK2|3607,0.0024878649245838975
FOXP1|27086,0.0027019238430002583
FPGS|2356,0.0019009768735038352
FPRL1|2358,0.004882645175293986
FRAP1|2475,0.0017157533892017062
FREM1|158326,0.003350499435748172
FRMD4A|55691,0.0017938976281446938
FRMD8|83786,0.0018345504517814672
FTSJ3|117246,0.0035963304084688993
FUS|2521,0.0032917299712445875
FXYD6|53826,0.002966578507686817
FZD2|2535,0.0014058482829387622
FZD4|8322,0.003621158568302999
FZR1|51343,0.004572094074128851
GAB3|139716,0.001954082667963722
GABRE|2564,0.0016701199078789524
GABRG1|2565,0.0008029445559697537
GABRR2|2570,0.0024281993229346697
GADD45GIP1|90480,0.00334617580228667
GADD45G|10912,0.004774988136480738
GAGE6|2578,0.0012902400544495323
GAGE7|2579,0.002767221643446274
GAGE8|26749,0.0011800637740648412
GAK|2580,0.0013917389946279247
GALM|130589,0.0017783826088803637
GALNT5|11227,0.003320281127382496
GALNTL5|168391,0.0015447425848960758
GALR1|2587,0.0027850127310992817
GAMT|2593,0.0019102816578648793
GAS2L1|10634,0.0027350126500276656
GBAP|2630,0.00221338367810268
GBE1|2632,0.0024989937428962403
GCC1|79571,0.0035968003141682928
GCK|2645,0.001753913170450794
GCN1L1|10985,0.001141606589270868
GCN5L2|2648,0.002224897377193267
GDF15|9518,0.005315942315937405
GEN1|348654,0.0032622574863125113
GFPT2|9945,0.004462613579029411
GGA2|23062,0.005886928044824298
GLB1|2720,0.002296162100416558
GLI1|2735,0.0038693008368585746
GLI2|2736,0.005944433601315356
GLI3|2737,0.0014542788560593207
GLIS1|148979,0.0019390875186695812
GLO1|2739,0.001440740021931705
GLRA3|8001,0.0026496979157030606
GLRX5|51218,0.0013562791628780007
GLUL|2752,0.0025971853209024887
GMDS|2762,0.001387013321582742
GMNN|51053,0.004745374343112155
GMPPB|29925,0.002916127634695071
GMPR|2766,0.0019068363381123418
GNG2|54331,0.003799193346702994
GNG4|2786,0.003941109946190933
GNPTG|84572,0.006493912165989423
GOLGA2L1|55592,0.0011347136284814417
GOLGA2|2801,0.003110287340855469
GOLM1|51280,0.0072518737723404674
GOLT1A|127845,0.0017197068988196004
GON4L|54856,0.0007893271368699651
GOSR2|9570,0.002191832268305415
GPATCH4|54865,0.0022252022928852667
GPC3|2719,0.005223616202137359
GPC6|10082,0.0013446547898591315
GPKOW|27238,0.002004583428951911
GPNMB|10457,0.0025236347527107495
GPR108|56927,0.0022115577506617865
GPR126|57211,0.0018718586194551112
GPR132|29933,0.006172422988439206
GPR137|56834,0.0025616997383663075
GPR35|2859,0.0014178088912861814
GPSM2|29899,0.00352785082841644
GPT|2875,0.005015392637005397
GRAMD2|196996,0.012430259444874763
GRASP|160622,0.0026961743421346483
GRB14|2888,0.0069952057617639965
GRHL1|29841,0.0007338334034275959
GRHL2|79977,0.002254469781168437
GRIA3|2892,0.00237148009873088
GRIN1|2902,0.006111110396780043
GRK5|2869,0.005604784577208415
GSTA1|2938,0.0032234116268161574
GSTM4|2948,0.0016255020292392734
GTF2IRD1|9569,0.0036978900511429667
GTF3C5|9328,0.0013505834524869507
GTPBP10|85865,0.002802860375873701
GTPBP2|54676,0.0028471924520778844
GUCA1C|9626,0.0011782699958729484
GYPB|2994,0.001414844314795785
GYPE|2996,0.0020182211056936853
Gcom1|145781,0.007099121107219731
HAMP|57817,0.0030830902303719846
HAP1|9001,0.001359213748777861
HAS1|3036,0.0022724572311085683
HBP1|26959,0.001565444763869093
HBQ1|3049,0.0015261502038012571
HBS1L|10767,0.0014049566618831622
HBXIP|10542,0.0012170174706178183
HCG18|414777,0.00729699268389716
HCG8|80869,0.0023802300075361927
HCLS1|3059,0.0010594649279933766
HCP5|10866,0.007518676763675488
HCRTR2|3062,0.0015726851032003414
HDAC3|8841,0.0016859816640690506
HDAC8|55869,0.0035628376254872867
HDAC9|9734,0.0029286056818189567
HDGFL1|154150,0.0030607560327176354
HEATR2|54919,0.004223675616228737
HECW1|23072,0.0034882801104889937
HES1|3280,0.0055512234087558635
HEY1|23462,0.004235927025296977
HEYL|26508,0.003963280090356494
HGF|3082,0.009766225865396877
HGSNAT|138050,0.004576350481573623
HIF1A|3091,0.0012105920581705013
HIPK3|10114,0.0026848369510345336
HIST1H1C|3006,0.0022674541744431213
HIST1H2BN|8341,0.0011537859293850787
HIST1H3F|8968,0.006668547734839388
HIST1H3J|8356,0.0010520877652208387
HIST1H4E|8367,0.0019102184422351428
HIVEP1|3096,0.0029648769352115904
HK2|3099,0.00246984304290882
HLA-B|3106,0.0023376038951531436
HLA-C|3107,0.001861873674290591
HLA-DRB6|3128,0.0045123831647637894
HLCS|3141,0.0039056242189076194
HLX|3142,0.0034326849388579216
HM13|81502,0.001659227332161274
HMGB3|3149,0.000810591718225995
HMGN2|3151,0.0036109152210772846
HMGN3|9324,0.005500174850972175
HNRNPU|3192,0.008569595888054858
"HNRPA1L-2,HNRNPA1|664709",0.0016072902272686875
HNRPDL|9987,0.0025776194446970064
HOXA10|3206,0.011551072597682515
HOXA13|3209,0.012049912010733566
HOXA5|3202,0.008951309156687692
HOXA7|3204,0.008365462411979637
HOXB13|10481,0.0038836609764839403
HOXB2|3212,0.0031983840830202706
HOXC10|3226,0.006373684504112015
HOXC13|3229,0.00447862363657861
HOXD11|3237,0.009337954741046265
HOXD13|3239,0.008117330257201402
HPS3|84343,0.004751900378162286
HP|3240,0.0041119811302673705
HRAS|3265,0.0018518562207175359
HRBL|3268,0.0017540136168729776
HRH1|3269,0.0032100149583096514
HRH4|59340,0.0038135586084280604
HRK|8739,0.0024131666606422276
HS3ST5|222537,0.012467158567402038
HSD11B2|3291,0.0019058022415357804
HSD17B12|51144,0.0030170676031297124
HSD17B14|51171,0.005409789200184759
HSD17B1|3292,0.0013026167109457935
HSD17B7|51478,0.0019290661032905485
HSF2BP|11077,0.0006452684538531832
HSPBAP1|79663,0.003233410828863705
HSPBP1|23640,0.0052034591531199825
HSPC159|29094,0.0014418264302186454
HTR2B|3357,0.008083124791433267
HTR2C|3358,0.002587776135795001
HTR7|3363,0.0019135645700677465
HTRA2|27429,0.0008577399704014077
HUNK|30811,0.003659971699501096
HYAL1|3373,0.00306984078812052
ICAM3|3385,0.0021026279110780634
ICT1|3396,0.00343218749961601
ID1|3397,0.001016320804466568
ID2B|84099,0.0014982622480138614
IDH1|3417,0.0026412860572591432
IDI1|3422,0.0021379617467096245
IDI2|91734,0.0025488657222727585
IER3|8870,0.0019460736344566537
IER5|51278,0.0010065820122287196
IFNGR1|3459,0.0010841652845709124
IFRD2|7866,0.0016355332406556796
IGF2BP3|10643,0.001092069752241414
IGLL1|3543,0.0020981738968429116
IGSF22|283284,0.0035101288202859333
IHH|3549,0.0012154763590321515
IHPK2|51447,0.0016680206211970054
IKBKB|3551,0.0029801466523258317
IKBKE|9641,0.00509360191938308
IKIP|121457,0.0016346691836830788
IKZF2|22807,0.0020997442496245005
IL11|3589,0.0015571409934339838
IL15|3600,0.014577311218219554
IL17RE|132014,0.007295993347191147
IL18R1|8809,0.0019287744195900607
IL1RAPL2|26280,0.003407507776930102
IL1RL1|9173,0.0037247830691133316
IL23A|51561,0.005944940409033736
IL27RA|9466,0.004062252990697545
IL27|246778,0.0037066049334095455
IL28RA|163702,0.00269393858957571
IL3RA|3563,0.0031170089351749185
IL6R|3570,0.0017239423137060121
IL6ST|3572,0.002125041985685606
IL7|3574,0.0017336173208725015
IL8RB|3579,0.003705119423008668
ILF2|3608,0.0040494087297135335
ILK|3611,0.0031294035115545103
IMPDH1|3614,0.005510918051366467
ING1|3621,0.005196144686568196
ING2|3622,0.0014943008849932094
ING4|51147,0.004872216545491144
INHBE|83729,0.0038780165788939052
INPP5B|3633,0.004277680088663023
INSIG1|3638,0.0073025270878783015
INSIG2|51141,0.0020467878430142864
INSM1|3642,0.002645259914595948
INTS9|55756,0.0012215216031994688
IPO4|79711,0.0026080682547249805
IPO8|10526,0.002256359313219062
IQCC|55721,0.003001484140036703
IQCD|115811,0.0014166815700474124
IQUB|154865,0.0018131118707038212
IRAK1BP1|134728,0.0023591206238423646
IRF2|3660,0.0014237220456234556
IRS1|3667,0.0012295245624191226
IRX2|153572,0.0018760146046524033
ISCA1L|389293,0.0012146975819512847
ISG20L1|64782,0.005880731472627762
ISLR2|57611,0.0043622023371044415
ISY1|57461,0.0014585368972447228
ITGA10|8515,0.003692575057084141
ITGA1|3672,0.0018668762723305504
ITGA4|3676,0.0018329856443965794
ITM2A|9452,0.003634794981059419
ITPKC|80271,0.0013774805906009747
ITSN2|50618,0.002513268464545168
JARID2|3720,0.00046059891700535685
JDP2|122953,0.005541412412703479
JUB|84962,0.003916446139952817
KBTBD11|9920,0.0029430215470684752
KBTBD2|25948,0.0013184302820710707
KCMF1|56888,0.0017858110640298552
KCNA3|3738,0.0020982608164941277
KCNA5|3741,0.006457841930028083
KCNG1|3755,0.0023632383637807487
KCNIP4|80333,0.001581222512919213
KCNJ16|3773,0.007036148346258958
KCNJ8|3764,0.00100811984074216
KCNK5|8645,0.0030489657571889633
KCNMB4|27345,0.0023642635027028153
KCNQ3|3786,0.0012024343134483765
KCNS3|3790,0.0010389968075703387
KCTD21|283219,0.005721397267304973
KIAA0101|9768,0.002172563528525613
KIAA0174|9798,0.003389268093867878
KIAA0194|22993,0.002381176675836256
KIAA0391|9692,0.0010422069126978057
KIAA0409|23378,0.0013971571235794232
KIAA0484|57240,0.0015014594425579683
KIAA0495|57212,0.0022666776193356
KIAA0774|23281,0.000740521425687177
KIAA0828|23382,0.0030210366647823277
KIAA0831|22863,0.0015241966151017525
KIAA0999|23387,0.0039016208284135116
KIAA1303|57521,0.00213316296717424
KIAA1305|57523,0.0012160902245428517
KIAA1383|54627,0.0023393389994179024
KIAA1429|25962,0.0025217233418509386
KIAA1505|57639,0.002470647163499713
KIAA1549|57670,0.0034372296927830644
KIAA1751|85452,0.0033096996242290362
KIAA1754L|150771,0.001234616568232203
KIAA1841|84542,0.006804777384072293
KIAA1913|114801,0.002123146133559925
KIAA1975|119385,0.0005080586956550433
KIF12|113220,0.002156785178666836
KIF13A|63971,0.0015388030518481643
KIF5A|3798,0.004593106309785367
KIF5B|3799,0.006827707680956351
KIF5C|3800,0.0038619985222548966
KIF7|374654,0.0026028490695971388
KIF9|64147,0.0009163312863765303
KIR3DL1|3811,0.0014124101094732697
KIT|3815,0.0012771154224999748
KLC4|89953,0.0024671093000988523
KLF10|7071,0.005450581873412446
KLF15|28999,0.001514837516216728
KLF3|51274,0.003571351729486752
KLF9|687,0.0011676978820618698
KLHDC7A|127707,0.00109063190487148
KLHL5|51088,0.002273478558728263
KLK7|5650,0.003649012853075155
KLKB1|3818,0.0032937015329929133
KLRA1|10748,0.005099400770226115
KMO|8564,0.003426770146438743
KNG1|3827,0.0011225177025042602
KPNA6|23633,0.003956781320675371
KRBA2|124751,0.004766278679341005
KRT12|3859,0.0036405694954604337
KRT18|3875,0.0022637241246844645
KRT6B|3854,0.003708059612940842
KRT81|3887,0.0006548604536395821
KRTAP10-5|386680,0.0022968851180333845
KRTAP5-11|440051,0.0036339855055184753
KRTAP9-2|83899,0.002709233380259965
KRTDAP|388533,0.003016590474647948
KSR1|8844,0.0028894936522296535
LAMA4|3910,0.009383655778242234
LAMA5|3911,0.0022130714248330286
LAMB1|3912,0.0010111270737350965
LAMC1|3915,0.0025466066541249667
LAMP1|3916,0.005886432714328047
LASS4|79603,0.0024359636007704293
LASS5|91012,0.0023142525601578356
LATS2|26524,0.0025201217790041352
LCA5|167691,0.003011213910027675
LCE3A|353142,0.002342873118383597
LCE4A|199834,0.004962077313225
LCN6|158062,0.002001623019965991
LCP1|3936,0.0012893572187490866
LDHAL6A|160287,0.0014531894589868706
LDLRAD3|143458,0.006856613760989672
LDOC1L|84247,0.0016271271297847558
LEMD1|93273,0.0027860487215571068
LENG4|79143,0.0013269908127133113
LEPROT|54741,0.0020944334040192765
LETM1|3954,0.0017739699919558651
LFNG|3955,0.0034047379368550594
LGALS13|29124,0.002084999614910028
LGALS1|3956,0.011414371962990048
LGALS2|3957,0.0038939213766828974
LHFPL3|375612,0.0016533737910680042
LIAS|11019,0.006438416837449785
LIF|3976,0.0036676150532282247
LILRA5|353514,0.0013524389372972655
LIN9|286826,0.0015952549552017028
LINS1|55180,0.012433800847449437
LIPC|3990,0.0038984437471800814
LIX1L|128077,0.0022264942489341917
LMBR1L|55716,0.0029061208256633856
LMBRD2|92255,0.0024117468798172032
LMCD1|29995,0.002962879559800837
LMLN|89782,0.001196882392538462
LMTK2|22853,0.005290441647610521
LNX2|222484,0.0021246432113771105
LOC116236|116236,0.002133660631362631
LOC116349|116349,0.008120929397985442
LOC120376|120376,0.0008665943149634631
LOC126520|126520,0.0029457010165023162
LOC128977|128977,0.002279856394136412
LOC129293|129293,0.0011151991088966186
LOC129607|129607,0.001522262491199091
LOC130940|130940,0.002483285443752053
LOC133491|133491,0.004183180489235517
LOC134466|134466,0.0016339429890553426
LOC143381|143381,0.0032104951628753936
LOC144571|144571,0.0015203949345491475
LOC145845|145845,0.0039171166993652575
LOC148987|148987,0.0019860378906117757
LOC149351|149351,0.0010432977706529456
LOC150166|150166,0.003028891316053565
LOC150568|150568,0.0022399515782455435
LOC150935|150935,0.0029870727848268315
LOC151162|151162,0.00342644132022722
LOC151438|151438,0.00251882913485957
LOC151657|151657,0.0019223611903354094
LOC152573|152573,0.00419663508695588
LOC153277|153277,0.0028813975899076253
LOC153328|153328,0.003952660056692837
LOC154761|154761,0.0018490174481338092
LOC158376|158376,0.001347978109492847
LOC158402|158402,0.002696476268403694
LOC161247|161247,0.002450197120528858
LOC196541|196541,0.004199011544531078
LOC200830|200830,0.0031020616864950133
LOC202134|202134,0.004293398622056775
LOC202347|202347,0.0011076421305464318
LOC202459|202459,0.0011529434227648722
LOC220077|220077,0.0034080016995078092
LOC221442|221442,0.004400097886007599
LOC255275|255275,0.005218149374039752
LOC255480|255480,0.004985624515223573
LOC256273|256273,0.0018275884577547568
LOC257396|257396,0.001329169887162048
LOC283104|283104,0.0016566907915426025
LOC283143|283143,0.0024195108423914436
LOC283404|283404,0.005266318490951329
LOC283516|283516,0.0013595692442199443
LOC283658|283658,0.0026173577852547773
LOC283713|283713,0.006914250190453555
LOC284242|284242,0.004708200096448741
LOC284422|284422,0.0028590280944452715
LOC284513|284513,0.0013854874221943332
LOC284702|284702,0.0014732999148900838
LOC285300|285300,0.0027163598427643173
LOC285431|285431,0.0018538859170807416
LOC285463|285463,0.0015838766682210574
LOC285505|285505,0.0009129944005275244
LOC285771|285771,0.002026597590920209
LOC286052|286052,0.0010955800380766081
LOC286109|286109,0.0044774377826115345
LOC286167|286167,0.014094794345508583
LOC286184|286184,0.0017206835537849556
LOC286191|286191,0.0018149119072874218
LOC286411|286411,0.0015752970895305189
LOC338579|338579,0.0016720969960164697
LOC338651|338651,0.002193194972724005
LOC339809|339809,0.0019806972197791333
LOC341112|341112,0.0055048381824096045
LOC342918|342918,0.0011881229122866128
LOC345222|345222,0.0032123433597163156
LOC348692|348692,0.0015792813562357825
LOC374491|374491,0.0025983469083569206
LOC387647|387647,0.0017624138813798307
LOC387924|387924,0.002156609600979987
LOC388248|388248,0.0024760490243612224
LOC388279|388279,0.003732002337502316
LOC388323|388323,0.004794632564553879
LOC388474|388474,0.004172373254747275
LOC388789|388789,0.00260282849007445
LOC389541|389541,0.006399427341879962
LOC390791|390791,0.0017359077590422178
LOC391359|391359,0.004878794281176724
LOC400238|400238,0.0011666798445844422
LOC400604|400604,0.0027721642318749647
LOC400622|400622,0.0012912958020420292
LOC400642|400642,0.0014341034248033877
LOC400756|400756,0.0023714842574966187
"LOC401015,FAM133B|401015",0.005089353056403521
LOC401152|401152,0.002005267872112966
LOC401431|401431,0.004029956477229167
LOC401577|401577,0.0015438038319538902
LOC402175|402175,0.00410744539372386
LOC439911|439911,0.002277046858719957
LOC440248|440248,0.003486575611975575
LOC440366|440366,0.003103522204236553
LOC440498|440498,0.0007005829957482565
LOC440587|440587,0.0030124945681429182
LOC440597|440597,0.002175407404987153
LOC440799|440799,0.0023346532071093456
LOC440934|440934,0.002493152945852105
LOC441052|441052,0.0009670323286151044
LOC441242|441242,0.004392064453276665
LOC441376|441376,0.0018422346107346366
"LOC441383,ZNF252|441383",0.00164665336652714
"LOC441666,LOC283027|441666",0.003433673156417534
LOC442245|442245,0.003200128775903886
LOC51035|51035,0.0031665621385415276
LOC51057|51057,0.001022162139204623
LOC552889|552889,0.0009740433663221568
LOC554202|554202,0.004420187303119595
LOC56854|56854,0.0018204547146813868
LOC572558|572558,0.0027117920403161304
LOC642032|642032,0.0024660683925429943
LOC642350|642350,0.002759956638872914
LOC642367|642367,0.0031844722574963
LOC642513|642513,0.001804381050790377
LOC643327|643327,0.0022869236154175326
LOC643923|643923,0.001825629551008479
LOC644096|644096,0.0050807462386539964
LOC644656|644656,0.0032903528369212934
LOC645030|645030,0.0024013335549259024
LOC645257|645257,0.005656644107240035
LOC645652|645652,0.0025023688452079007
LOC646378|646378,0.0012296776814925813
LOC646405|646405,0.0020362565738429065
LOC646543|646543,0.0021439834393122458
"LOC646590,MEG8|646590",0.002044521437840527
LOC646871|646871,0.003487358945139065
LOC647509|647509,0.0016784639482783767
"LOC648210,LOC644037|648210",0.004558700442501415
"LOC653299,BACH2|653299",0.0021766674409771317
LOC653354|653354,0.001608737936946914
LOC727916|727916,0.0020937739374761186
LOC727993|727993,0.0013532384662147585
LOC728190|728190,0.0025852593062057356
LOC728485|728485,0.0015915110560098583
LOC728540|728540,0.0066738852394898724
LOC728568|728568,0.0010076216361523057
LOC728705|728705,0.00600850266743901
LOC728853|728853,0.005296776769654077
LOC729338|729338,0.0007828881494684951
LOC729680|729680,0.0023325113303182283
LOC729681|729681,0.005112382543439615
"LOC729988,TMEM90A|729988",0.0023951700393924566
LOC730091|730091,0.0025427750249600286
LOC730092|730092,0.0035997512689767766
LOC730101|730101,0.005388275761329773
LOC730107|730107,0.003879619962441962
LOC730139|730139,0.0016752307113974045
LOC730168|730168,0.0012064927579021846
LOC730961|730961,0.006028015827647604
LOC732096|732096,0.00559051661479422
LOC751071|751071,0.0030445927937270472
LOC90110|90110,0.0032287004779361144
LOC91450|91450,0.0032093185771447626
LOC92270|92270,0.0027240045790035846
LOH12CR1|118426,0.0012962896036509165
"LONP2,SIAH1|83752",0.0015027529466367096
LOR|4014,0.0018597911808684868
LPIN1|23175,0.003929648294417893
LPL|4023,0.0009177039690331767
LPPR2|64748,0.0013001239060395939
LPPR4|9890,0.002433883272212063
LRP2BP|55805,0.001430344990304742
LRP8|7804,0.001193970976382668
LRPAP1|4043,0.004732956793157034
LRRC28|123355,0.0011413466961164634
LRRC33|375387,0.0018360897689212582
LRRC39|127495,0.00229939282807862
LRRC41|10489,0.0024489104508301626
LRRC43|254050,0.005132289269203205
LRRC55|219527,0.007206239399991956
LRRC59|55379,0.004314228301012716
LRRC61|65999,0.0013096458760338873
LRRFIP2|9209,0.005001814948526087
LRRK2|120892,0.0023952156149871285
LRRTM4|80059,0.0021838407901215925
LRTM1|57408,0.002690215993458034
LSM14B|149986,0.00209268329616162
LSM1|27257,0.0049842966056158405
LSM2|57819,0.0006409373839139494
LSM4|25804,0.003202263882762421
LSP1|4046,0.006083339820657197
"LTB4R2,CIDEB|56413",0.003872534262160984
LUM|4060,0.0024924543118191814
LUZP2|338645,0.0010985646576089712
LY6D|8581,0.001708537462203153
LY6G5C|80741,0.0011414362557686738
LYG1|129530,0.001545654800636814
LYPLA3|23659,0.0033353508345992625
LYSMD1|388695,0.0026702002969012156
LYVE1|10894,0.003611643357592418
LYZL4|131375,0.004687054580030038
M-RIP|23164,0.005030951908382868
MAD2L2|10459,0.0030842943859878875
MAFG|4097,0.0019452360455616184
MAFK|7975,0.003116402749669776
MAF|4094,0.002524472954503449
MAGEA10|4109,0.004014086997210073
MAGED4B|81557,0.004565523673072572
MAK10|60560,0.0023653774031926794
MAML3|55534,0.0014021301789641724
MAN2B2|23324,0.005196379924476142
MANBAL|63905,0.001964671396012282
MANBA|4126,0.007306957233098406
MANEAL|149175,0.005056345183713202
MAP1B|4131,0.0019962262811192935
MAP3K5|4217,0.002438579603174921
MAPK8IP3|23162,0.003710092269826078
MARCKS|4082,0.0015754494028978492
MARS2|92935,0.0037147246328556585
MAST2|23139,0.001326947109140891
MAX|4149,0.0014082240082118021
MAZ|4150,0.0015322381891085231
MBD1|4152,0.003242115768205589
MBP|4155,0.0014596760282497923
MCART6|401612,0.0011387320552204193
MCCC2|64087,0.0030364128491471246
MCC|4163,0.0037379312262052454
MCF2L2|23101,0.003253474526640683
MCFD2|90411,0.002661227172304497
MCM8|84515,0.00321478970835901
MCOLN1|57192,0.0021532647509809474
MCPH1|79648,0.0036332473012299048
MEA1|4201,0.002468538217376568
MED12|9968,0.0031523716690129177
MED18|54797,0.0022677795260370886
MED19|219541,0.0019285062065522586
MED27|9442,0.0013735099313081996
MED8|112950,0.00398967783998061
MEGF8|1954,0.0008779151481035607
MEIG1|644890,0.002107720458291479
MESDC1|59274,0.0021498833877560495
MESP2|145873,0.003121388732018753
METT10D|79066,0.0016910275720791587
METT11D1|64745,0.003719865599286486
METTL7B|196410,0.0013354865337177506
MFI2|4241,0.004879924316905306
MFN2|9927,0.0020874446955910066
MFSD9|84804,0.002170366561546234
MGA|23269,0.003505901428171833
MGC16385|92806,0.0026666002049090492
MGC20983|115948,0.0013075403859100921
MGC21675|92070,0.002360854029652654
MGC21881|389741,0.0012414727229425292
MGC33846|220382,0.0016079098129512445
MGC34761|283971,0.006134565826564745
MGC34796|414927,0.003670752798774273
MGC42105|167359,0.0037675827661082526
MGC50273|408029,0.004720377914187601
MGC50559|254013,0.005193377543526169
MGC50722|399693,0.0022011570252851538
MGC70857|414919,0.004081750273917334
MGEA5|10724,0.0029879890311218823
MGST2|4258,0.0022388663560090503
MICAL3|57553,0.002700214125878491
MICALL2|79778,0.0013350636148111417
MIST|116449,0.0019669725281275374
MKNK1|8569,0.0030497522019509015
MKS1|54903,0.004208113340765037
MLH1|4292,0.0008637090498215871
MLL2|8085,0.001531681782337711
MLLT4|4301,0.007524192826358905
MLXIP|22877,0.0027306511101922773
MLX|6945,0.0025714344452335528
MMACHC|25974,0.0021601491290625273
MMD|23531,0.001954311301493996
MME|4311,0.0041241230805637566
MMP14|4323,0.006795444656214676
MN1|4330,0.006710934184273211
MNT|4335,0.0024499357599214264
MOBKL1A|92597,0.0022332456837391755
MOBKL1B|55233,0.004137917954959624
MOBKL2C|148932,0.0035583767099493617
MOGAT1|116255,0.002701139907428782
MOGAT2|80168,0.0031163432198673562
MON1B|22879,0.002382404378014032
MORG1|84292,0.0036667156841435774
MORN3|283385,0.0012612783277192836
MPG|4350,0.0033945904085820266
MPPE1|65258,0.0008779639209268769
MPZL2|10205,0.0033515213027316025
MRAS|22808,0.00230255758789411
MRM1|79922,0.003437961124267787
MRP63|78988,0.0008201751006201132
MRPL11|65003,0.0015865195978946368
MRPL14|64928,0.0024907021215290533
MRPL16|54948,0.0012836431626567703
MRPL17|63875,0.0036662768029091697
MRPL21|219927,0.0021970062754107715
MRPL28|10573,0.001772892130100157
MRPL30|51263,0.0012037820091214627
MRPL32|64983,0.0017163947603738901
MRPL41|64975,0.006789533534253422
MRPL43|84545,0.0016176519044563283
MRPL52|122704,0.0009747588362810017
MRPL54|116541,0.0015154672671416004
MRPS21|54460,0.0011252599819819352
MRPS26|64949,0.0018670444910571658
MRPS34|65993,0.0016328145539908333
MRVI1|10335,0.0021219279012684032
MS4A8B|83661,0.004634992167208721
MSH3|4437,0.004665535633746214
MSI2|124540,0.0024724960200946506
MSL3L2|151507,0.007337500074199286
MSTO1|55154,0.0026649076005710957
MSX2P1|55545,0.0035444746677354114
MT1F|4494,0.0009399135370695475
MT3|4504,0.003772599492300727
MTCH1|23787,0.0013282839874068455
MTHFR|4524,0.0020352900849281257
MTIF3|219402,0.002989378469307118
MTMR14|64419,0.004901902154648806
MTMR3|8897,0.000914639322720549
MTNR1A|4543,0.003391494974342782
MTX3|345778,0.001187484385631221
MUC13|56667,0.0018483889485994113
MUC1|4582,0.0021951162730616423
MUM1L1|139221,0.003228620176418039
MYBPHL|343263,0.011930375239388995
MYB|4602,0.0034339013365887075
MYCL1|4610,0.0023673432182912454
MYC|4609,0.0035527331761097633
MYH7|4625,0.006294894726737353
MYL3|4634,0.0015313763042608122
MYL5|4636,0.0012570379467036978
MYL7|58498,0.0019272065757361373
MYLK2|85366,0.0037748557744008648
MYO1B|4430,0.001971303692807169
MYOG|4656,0.0011656927300618325
MYOM3|127294,0.002669924162279051
MYOZ2|51778,0.0034676321853860286
MYSM1|114803,0.001826609119083507
MYST1|84148,0.0029108500148530727
N-PAC|84656,0.0018788768912031593
NAB2|4665,0.0016503733458298822
NAGS|162417,0.0027258547403055805
NANOS1|340719,0.0014381326294552789
NAPSA|9476,0.001017204001470446
NARG2|79664,0.0022585613644568138
NARS|4677,0.0015605975090791132
NASP|4678,0.0029162628733391946
NBPF14|25832,0.0049239929360933125
NBPF3|84224,0.0020883555076579826
NDC80|10403,0.0010085393864489472
NDUFA10|4705,0.001364623575878787
NDUFA7|4701,0.0013224137633299766
NDUFAF1|51103,0.0032069430558761304
NDUFB2|4708,0.0027546101062402833
NDUFS4|4724,0.0011330222355085539
NEDD9|4739,0.001623907480562908
NEIL2|252969,0.002544133327924505
NEK4|6787,0.003458988414979571
NEK6|10783,0.0015938831224721634
NEK9|91754,0.001159888756214046
NET1|10276,0.003433196121837662
NETO2|81831,0.002641339237988997
NEU1|4758,0.0008068624507607748
NEUROG2|63973,0.004232199281072902
NEXN|91624,0.001081190922753317
NF1|4763,0.001404402468514246
NFE2L1|4779,0.005422543022200684
NFKBIA|4792,0.0019510625693770216
NFKBIZ|64332,0.0018260495508849758
NGFRAP1|27018,0.0017072707314364163
NGFR|4804,0.0054171106733526195
NHEJ1|79840,0.0038396539716531366
NID1|4811,0.0022771283109184765
NIP30|80011,0.0014945593358176082
NIP7|51388,0.0015440571897499832
NIPA1|123606,0.00160098115510221
NKAIN1|79570,0.0023036892458774823
NKAPL|222698,0.0010715145951695807
NKPD1|284353,0.0022346708947048243
NKX2-1|7080,0.004324590483570022
NKX3-2|579,0.010418005410193915
NME3|4832,0.0011636989101018542
NME5|8382,0.002286831881234878
NOB1|28987,0.0012792110138380944
NODAL|4838,0.0014862394896340354
NOL9|79707,0.00724536423936319
