features,aggregate
DUSP4|1846,0.003093647634547317
DUSP6|1848,0.0012543175211618177
DUSP9|1852,0.001531852116946236
DYNC1H1|1778,0.002420278738811758
DYRK3|8444,0.0021450010385549918
E2F5|1875,0.002926418017208435
EAF1|85403,0.00195275570090122
EBF2|64641,0.011698391251015749
EBNA1BP2|10969,0.002066056213693003
ECHDC2|55268,0.0012905441077989094
ECHDC3|79746,0.006208830097003224
ECOP|81552,0.002014711540598674
EDEM1|9695,0.0029884234349135176
EDG6|8698,0.001490847319564841
EDN1|1906,0.003892742604220814
EDN3|1908,0.003723147826102732
EFHA1|221154,0.002151059245583572
EFNA3|1944,0.002604364403015562
EFNB2|1948,0.0012860894485838322
EGFL8|80864,0.0027746698287743443
EGFLAM|133584,0.0018455963139191137
EGF|1950,0.002724905156874722
EGR2|1959,0.00206703694660399
EGR4|1961,0.0014022807097999084
EHBP1L1|254102,0.0015161640526977509
EHD1|10938,0.0022106098924325806
EHD4|30844,0.00913783771447687
EHMT1|79813,0.001174980515408622
EI24|9538,0.004099305643368189
EIF1B|10289,0.0013117501635785795
EIF2B4|8890,0.007292404202525608
EIF2S3|1968,0.0037608953983010182
EIF3B|8662,0.001035919595980138
EIF4E2|9470,0.0008949823655725437
EIF4EBP2|1979,0.0015620975769627472
EIF4EBP3|8637,0.0007765615951960615
EIF6|3692,0.0023368028541010132
ELA2A|63036,0.0026851257681337402
ELAVL2|1993,0.0025020656364773035
ELK3|2004,0.001194135027561613
ELL3|80237,0.004592751039042654
ELMO1|9844,0.0037246758901867787
ELOF1|84337,0.0016553593099159097
ELOVL6|79071,0.004988126256109572
EMB|133418,0.0018335803445165698
EML1|2009,0.004275358675639665
EN1|2019,0.004103440359165835
ENDOGL1|9941,0.002341392619539687
ENO1P|2025,0.0017586611304688036
ENO3|2027,0.0040592429066638284
ENOX1|55068,0.0013229911096508677
EOMES|8320,0.004398543817515296
EPB41L5|57669,0.001580605260915422
EPC1|80314,0.004462898330663186
EPHA3|2042,0.0029851321864154414
EPHB3|2049,0.0028807480984690574
EPM2A|7957,0.005539535613358888
EPOR|2057,0.0016675804456491843
ERBB4|2066,0.002544970134184309
ERCC1|2067,0.0021338366594056764
ERCC2|2068,0.001668033621690866
ERH|2079,0.0026318118052876503
ERLIN1|10613,0.004514338898242263
ERO1L|30001,0.0024019745050915756
ETNK2|55224,0.0022606698794540797
ETS1|2113,0.007042095558386254
ETV5|2119,0.0017582556453552985
ETV7|51513,0.004777746945038672
EVC2|132884,0.0021297999148497393
EVI5|7813,0.002725599136341798
EXDL1|161829,0.003106008162406777
EXO1|9156,0.003549995527494272
EXOC1|55763,0.002873167324180435
EXOC3L|283849,0.004171473776227643
EXOC4|60412,0.004687481874221248
EXOC6|54536,0.0015168815974269977
EXOSC1|51013,0.003230512348173989
EXOSC9|5393,0.0015865626745421983
EXT2|2132,0.001724813114739699
EZH1|2145,0.002386962437249728
F12|2161,0.0018537939369250539
F5|2153,0.0023463434227849744
FABP7|2173,0.005212071213097861
FAHD1|81889,0.0014946957385316246
FAM101B|359845,0.004061999930511359
FAM110A|83541,0.0035255355014735096
FAM119A|151194,0.002580205700624006
FAM119B|25895,0.0008014302015472097
FAM120A|23196,0.0017585605450515037
FAM120C|54954,0.0021741342443961026
FAM122C|159091,0.002776098731679519
FAM129A|116496,0.0015459959039853862
FAM130A2|80034,0.0027763039909408684
FAM137A|84691,0.002753963811052382
FAM148C|126567,0.003227675097319669
FAM149A|25854,0.005270248537669695
FAM20C|56975,0.0017057096546632667
FAM24A|118670,0.002548589204680863
FAM24B|196792,0.003549335348479377
FAM32A|26017,0.0029150771159223146
FAM44A|259282,0.003416256331106894
FAM46B|115572,0.0030243017041620196
FAM49A|81553,0.0020541898402353345
FAM53C|51307,0.008501427367364988
FAM57A|79850,0.0016674922593044557
FAM58B|339521,0.002876650297887715
FAM64A|54478,0.0068132861090678
FAM70B|348013,0.003670175787141439
FAM72D|728833,0.0023281825439652407
FAM75A7|26165,0.0016257385375687688
FAM78A|286336,0.004089073370515284
FAM82C|55177,0.0018108442943610985
FAM83D|81610,0.0014583226787451358
FAM83H|286077,0.003144725159437624
FAM91A1|157769,0.0018241277008198768
FANCE|2178,0.004215916598406828
FANCF|2188,0.0027229663281073007
FANCG|2189,0.0012003548686037294
FARSB|10056,0.001249097657130471
FASN|2194,0.005341638178379145
FAT3|120114,0.0013540676908295008
FBN3|84467,0.004237638847845353
FBXL10|84678,0.0015428037765694489
FBXO17|115290,0.0016427166824419773
FBXO33|254170,0.0019127771161153648
FBXO36|130888,0.0008628818649176225
FBXO4|26272,0.0023186186550466226
FBXW10|10517,0.0010909653274140108
FBXW11|23291,0.002631774912675366
FCHSD2|9873,0.0029673264129265408
FCN1|2219,0.0023764377728849803
FCN3|8547,0.009410228559914705
FECH|2235,0.0034267034909775938
FEM1B|10116,0.0031175447850799475
FEZ1|9638,0.002729186736195286
FGF3|2248,0.0031706267134840407
FGF7|2252,0.0030129611120539085
FGFBP3|143282,0.0031613569405767464
FGL1|2267,0.011370472485849426
FGL2|10875,0.0031848627627716745
FGR|2268,0.0016024284250439873
FHAD1|114827,0.0019505787383016092
FHOD3|80206,0.0014212819136230495
FIBIN|387758,0.0021420375246298763
FIGF|2277,0.007964183542860303
FKBP10|60681,0.0006919440748055269
FKBP1A|2280,0.0030028624525431937
FKBPL|63943,0.0020724738070233783
FLAD1|80308,0.0022702864054301043
FLCN|201163,0.0022897022439541054
FLII|2314,0.003043696892392607
FLJ10081|55683,0.001289198051955968
FLJ10490|55150,0.0013601056629132685
FLJ11236|56008,0.0025114305939608226
FLJ11827|80163,0.003355586323734936
FLJ13611|80006,0.0013524356943884128
FLJ16165|390928,0.0028301250547077437
