features,features,shapley_values
281,SCGB1A1|7356,0.000439867560680613
282,E2F6|1876,0.0005019900588523808
283,NOMO3|408050,0.00020941950830906237
284,TMEM16A|55107,0.0003770042358816691
285,COX4NB|10328,0.0005011144639704846
286,FPRL1|2358,0.0005663788508239464
287,PABPC1|26986,0.0006068802144142905
288,ATP4A|495,0.0007063700709608386
289,PPAPDC3|84814,0.0005780500568518462
290,MRPS27|23107,0.0006412736154384407
291,F12|2161,0.0004810267462124693
292,LOC130576|130576,0.0006348319703332337
293,FAM44A|259282,0.00048329596275878655
294,CRIM1|51232,0.0006097524155293059
295,RPS10|6204,0.0005967168302497742
296,NPAL2|79815,0.0005697931147823522
297,C1D|10438,0.0004307262937357939
298,COMP|1311,0.0009598939009808315
299,LOC648343|648343,0.0006267082026212131
300,SEC61G|23480,0.0005869607696671657
301,NUP210L|91181,0.000544352192646864
302,REM2|161253,0.0006067403873689458
303,ZNF649|65251,0.0004181507964618976
304,TRA2A|29896,0.0005076273340693215
305,LSM2|57819,0.0005445230399838862
306,SIKE|80143,0.0004588682166036499
307,FREM1|158326,0.0005441362660967861
308,WFDC1|58189,0.0005910480920191695
309,ALOX15B|247,0.0004146727425662884
310,LOC728568|728568,0.0006907012824671906
311,CCDC46|201134,0.0006044908386937345
312,METT10D|79066,0.00047198371018604987
313,SOBP|55084,0.0004218837840873432
314,C2orf24|27013,0.0005045232301038672
315,NOL6|65083,0.000573879356298238
316,SLC39A7|7922,0.00048228428691690796
317,RCOR2|283248,0.0006203124120977884
318,METRN|79006,0.0004922183295042798
319,CCNDBP1|23582,0.0006366961965467977
320,SLN|6588,0.0005271887873386962
321,FARSB|10056,0.0005281150882848608
322,LOC154761|154761,0.0005598874917378182
323,GJB2|2706,0.0004919658452037882
324,SETD8|387893,0.0006733335966573226
325,DDX3X|1654,0.0003553908185031031
326,MSI2|124540,0.00048502249615567264
327,KIF15|56992,0.0006136296589485374
328,RPGRIP1L|23322,0.0004697494550570711
329,OSMR|9180,0.0005885988110042724
330,LOC286167|286167,0.00046510066226449983
331,TSPYL5|85453,0.0005284202330924386
332,EPHX1|2052,0.0005417498550383797
333,TGOLN2|10618,0.0005164190378425201
334,PAPSS2|9060,0.0006227502810881494
335,IL17RC|84818,0.0006138796107819683
336,EPHA3|2042,0.0003304612792887025
337,RASA3|22821,0.0004925887598723922
338,"FLJ44342,SFRS1|645460",0.0005356912217456846
339,C10orf39|282973,0.0005571405417404354
340,THSD7B|80731,0.0005421650728663272
341,TBCC|6903,0.000627135103825028
342,C17orf42|79736,0.0002112608001178881
343,CXCL1|2919,0.0006951752400439577
344,FAM82C|55177,0.000676731256487436
345,LOC51136|51136,0.000499822264524835
346,LBX1|10660,0.0005625312905113761
347,PARK7|11315,0.00044103496236380007
348,RMST|196475,0.0003699917778542217
349,MBD1|4152,0.0003912333054633145
350,OCIAD1|54940,0.0004950716800407305
351,TMEM185A|84548,0.0005226018880607084
352,ZBTB12|221527,0.0004948019047171978
353,MSLN|10232,0.0003951335142168002
354,UBFD1|56061,0.0005464427550903563
355,C8orf38|137682,0.0004110255793618087
356,MTNR1A|4543,0.000411073101228688
357,SRRM2|23524,0.0005246437064044551
358,ZNF589|51385,0.0005193112911964981
359,PARVA|55742,0.0005617526781428752
360,FAM14B|122509,0.0004808112108418407
361,C8orf34|116328,0.000704035053312532
362,CCDC19|25790,0.0006886798298555029
363,GRK5|2869,0.0004900124808904802
364,LOC642367|642367,0.0005187326038505571
365,GRIA3|2892,0.00048495684942867663
366,ANKH|56172,0.0005947552735154375
367,SLC35A4|113829,0.0005313549088369181
368,LOC728853|728853,0.00031636503902675
369,NAGS|162417,0.0005278425610819037
370,PLCD1|5333,0.0004748172813351852
371,PKD2|5311,0.00040981768607108594
372,ORAI3|93129,0.000672289411058676
373,TUBAL3|79861,0.0005826095842946261
374,SNAI1|6615,0.0004624964324040537
375,TRH|7200,0.0005274933212898617
376,PRPF4|9128,0.0005608211997329922
377,FZD4|8322,0.0005700947246940251
378,ATP9A|10079,0.0006151242478836035
379,SARS|6301,0.0004868335456872197
380,SPATA2L|124044,0.0004993301584482672
381,MGC50722|399693,0.0004865939393218985
382,AKR1C2|1646,0.0004467159270200061
383,GLIS1|148979,0.0005099971852329599
384,MANEAL|149175,0.00047363572175118836
385,SDC4|6385,0.0007513196385662032
386,RPN2|6185,0.000695794983570845
387,C14orf169|79697,0.000394317553902435
388,LOC729451|729451,0.00051046971789742
389,LTB|4050,0.000655820087091718
390,KCNQ1OT1|10984,0.00042381926111919417
391,FNBP1L|54874,0.0006131734241007438
392,"LOC441666,LOC283027|441666",0.0005902992336438227
393,EHBP1L1|254102,0.0004881667076254416
394,LOC399900|399900,0.0005245912731166496
395,CCDC89|220388,0.00043316876098191913
396,KRTAP10-3|386682,0.0006157942280579842
397,NFIX|4784,0.0004415886595923091
398,TMEM2|23670,0.0004697352264548231
399,CCDC96|257236,0.00038518545281456717
400,SNORD48|26801,0.0003554296404337901
401,DLL4|54567,0.0005809739449773106
402,DCC1|79075,0.0006732090518466348
403,DNTTIP1|116092,0.0003998796802304226
404,TUBB3|10381,0.0005706189532268402
405,C1orf132|388732,0.000445786428382727
406,FLJ16287|162962,0.0004633210441416691
407,CCDC13|152206,0.00045557175053677064
408,FBXL17|64839,0.0005209194100682468
409,CAMK4|814,0.00046493029727245774
410,TTYH3|80727,0.0006179952571724608
411,C1orf56|54964,0.000726559939295752
412,COMMD2|51122,0.00047652967697121927
413,ZNF438|220929,0.000633542636890197
414,ZNF584|201514,0.0005079709949474527
415,CCDC22|28952,0.0005081870127254536
416,SPARCL1|8404,0.0004961299436188971
417,LOC400831|400831,0.0005507346428903679
418,LOC572558|572558,0.0006821450019640503
419,ADRB1|153,0.0005360967478875584
420,LOC144571|144571,0.000814552359411423
421,FLJ23569|503538,0.0004502306547761553
422,C17orf67|339210,0.000444089555282359
423,CKAP4|10970,0.0006279766226493717
424,SCLY|51540,0.0005258680905776464
425,CP|1356,0.0005565065900408517
426,RP5-1022P6.2|56261,0.000542115025845886
427,CALML6|163688,0.0007936930525562597
428,FRAP1|2475,0.0004580949363886731
429,GLI3|2737,0.00035092461067785
430,HIST1H2BN|8341,0.00036421440728311063
431,STMN1|3925,0.0003868886051795194
432,TYMS|7298,0.0006113991495865214
433,MUC1|4582,0.0005786485569179778
434,CACNG7|59284,0.0005951924913844856
435,CDKL3|51265,0.000569195929969458
436,LYVE1|10894,0.0004809882645012971
437,TBC1D7|51256,0.0006366776917939038
438,LRDD|55367,0.0004930141972499286
439,LOC728540|728540,0.0004972802178276597
440,CDCA7L|55536,0.0005893443366933987
441,ZNF347|84671,0.0004971791256902646
442,HCLS1|3059,0.0005213188075178527
443,GTF2E1|2960,0.0005938321625803633
444,ASB3|51130,0.0005726071215728558
445,ZDHHC16|84287,0.0008297254283452825
446,ITGA7|3679,0.000422319683712138
447,LOC90110|90110,0.0005532446717813911
448,C6orf35|729515,0.0005487863197334484
449,DLG2|1740,0.000415837496584178
450,ZNF138|7697,0.0005308880131835116
451,LPIN2|9663,0.0005973846303916526
452,PMS2L4|5382,0.00043402370956294764
453,LTBP3|4054,0.0005734944828082633
454,CSNK1A1|1452,0.0006202948729007738
455,RPS9|6203,0.00039855922425022705
456,CDV3|55573,0.0006700843387649449
457,FLJ10213|55096,0.0006563008911519452
458,FLJ42289|388182,0.0006204602234453193
459,ASXL1|171023,0.0005411139260114092
460,BAI1|575,0.0006866741618110861
461,ST7L|54879,0.0006871410967672481
462,SMCP|4184,0.00041615909473138553
463,KCNB1|3745,0.000383770999042649
464,CDH26|60437,0.0005444573194389602
465,CCND2|894,0.0005297942319126155
466,SDF4|51150,0.000449178162813318
467,TOP3A|7156,0.0003925614148221905
468,FGF3|2248,0.0006450800074435008
469,MAMDC2|256691,0.0005457391089958497
470,MAX|4149,0.0006381353654566406
471,GPR112|139378,0.0004804058050237751
472,AGPAT2|10555,0.0006282093410093525
473,RCAN2|10231,0.000326663358335889
474,DPY19L1|23333,0.00037444174784648546
475,HOOK2|29911,0.0006613794761525002
476,C20orf103|24141,0.0003259094869068443
477,FHOD3|80206,0.0003212164276067804
478,GRIN1|2902,0.000532259387619945
479,SURF1|6834,0.0007709628434277902
480,TNFSF13|8741,0.0005615396412984473
481,ANKHD1|54882,0.0004766271266249479
482,ZNF37A|7587,0.000534521144742957
483,KTI12|112970,0.0004287328794682796
484,PRDM1|639,0.0004984430696126464
485,TBX15|6913,0.0004742686948723017
486,STAT5A|6776,0.00041265780516356806
487,RPA4|29935,0.00040338044577984474
488,KLK7|5650,0.0005082144742556435
489,HIG2|29923,0.000548710298443635
490,SLC35E4|339665,0.0006464204581421113
491,CASP9|842,0.00044791791967089243
492,FNDC4|64838,0.0005769895565366149
493,ACAD10|80724,0.0005541297699974662
494,HSPC159|29094,0.0006968682805748284
495,TUBA3E|112714,0.0006779620161992269
496,ADAM15|8751,0.0006196438502651719
497,SPATA20|64847,0.00048137585395988683
498,FOXM1|2305,0.0004659045660358026
499,C10orf12|26148,0.0006989293936097301
500,PSMB6|5694,0.0004026207220141864
501,KIAA1727|85462,0.0005302910627547441
502,ZNF236|7776,0.0005773752222390782
503,DNAJA3|9093,0.0005140201022968696
504,SLC8A1|6546,0.00049471995039566
505,IGFBP3|3486,0.0004819249589891226
506,CD58|965,0.00032516207470724217
507,FAHD1|81889,0.0005098146571864452
508,HSPBP1|23640,0.0006997246688079523
509,LOC751071|751071,0.0007293109709484272
510,KIAA0280|23201,0.0006775283266486538
511,ZRSR2|8233,0.0006590392277070893
512,PCNT|5116,0.00034542500459495604
513,TMEM20|159371,0.00043853512648483106
514,SLC46A2|57864,0.0006428500014564267
515,APBB1|322,0.00040655256563669294
516,LOC56854|56854,0.0004270035404857123
517,TFCP2|7024,0.00032133607162630144
518,PGAM2|5224,0.00047182449875288147
519,CCDC17|149483,0.0005586807038829657
520,MGP|4256,0.00046886458023134863
521,GPBP1L1|60313,0.0005822758597341172
522,PDCD2L|84306,0.000405909869235734
523,GTPBP10|85865,0.0005053371277926075
524,KIAA0146|23514,0.0006016821555601287
525,MGC42105|167359,0.0005506497895633865
526,ADORA2B|136,0.0004766631939748966
527,C4B|721,0.00044041110457941846
528,SEC22A|26984,0.0005884083458008845
529,CLCN5|1184,0.00042256689790160624
530,FNDC1|84624,0.000657464119903301
531,DHX30|22907,0.0004432551537591932
532,OR7E91P|79315,0.0006166872506838022
533,SLC2A13|114134,0.0004918576193065095
534,CACNG6|59285,0.0006044967747243111
535,BMP6|654,0.000602717039240472
536,SSR2|6746,0.000671902367411163
537,SEL1L|6400,0.0006251976277049718
538,NOL9|79707,0.0006485896040818121
539,"SNORA59A,VPS13D|677885",0.000370450390129133
540,SPSB2|84727,0.0004944461830053711
541,FAM119B|25895,0.0007785448638603885
542,IL3RA|3563,0.00045408016157235455
543,ZNF563|147837,0.00042937020079884846
544,LOC285771|285771,0.0005509910723970684
545,LY6G5C|80741,0.0004891894982589392
546,SASS6|163786,0.0006049995761749699
547,MOBKL1A|92597,0.0006864026721908908
548,RASA4|10156,0.0006692487328982852
549,WWOX|51741,0.000501501730771425
550,C6orf153|88745,0.0007414089287779073
551,ZDHHC15|158866,0.0004948264333955036
552,BAZ2A|11176,0.0005436226680986455
553,MAP2K7|5609,0.0005795230597091558
554,ATP5E|514,0.0006317606644125614
555,DAZAP1|26528,0.00048659944698392063
556,CCDC77|84318,0.000649948469231597
557,UNQ1887|121665,0.000406539411122117
558,RNF180|285671,0.0005111956736941832
559,ZFP36L2|678,0.0005254780686744868
560,RHPN2|85415,0.0006282870023353995
561,FOSL2|2355,0.000677040333182482
562,ZBTB33|10009,0.0006328895291421184
563,SF1|7536,0.0005652580967843688
564,JAG2|3714,0.0007138145268372916
565,DOCK4|9732,0.0005900191091459185
566,CYB5A|1528,0.00042401721255514347
567,ZNF175|7728,0.000673635418712011
568,C1orf176|64789,0.00037309865622812835
569,EPB42|2038,0.000440177836869593
570,FHOD1|29109,0.0005375908440005985
571,AMACR|23600,0.0004522871790626897
572,NFATC2IP|84901,0.00045440218757677103
573,MRPS36|92259,0.0005679602458331689
574,TNFRSF6B|8771,0.0006558678005415064
575,EIF3H|8667,0.000529840318418399
576,CLEC1A|51267,0.0005579417614219885
577,ANP32D|23519,0.0005258973526146989
578,FLJ36032|284485,0.0003410195450116953
579,LRTM1|57408,0.00041874123210978585
580,COX7A2L|9167,0.00045039659003496315
581,C6orf176|90632,0.00045846370267816163
582,TTLL4|9654,0.0007375921296374239
583,TMBIM4|51643,0.0005988488185123353
584,FBXW10|10517,0.0007064849820856069
585,MGAM|8972,0.0006021368038770028
586,RHCG|51458,0.00042771996201137417
587,UNK|85451,0.000484851346580869
588,TMSB4Y|9087,0.0006774136277019504
589,GTF2IRD1|9569,0.0005700429403446975
590,RPGR|6103,0.0004278926382780642
591,LOC619208|619208,0.0003348231449083617
592,C16orf33|79622,0.0006752872792417468
593,ZNF707|286075,0.0003322595240826423
594,PTAR1|375743,0.0005220581265272584
595,CLIC2|1193,0.0007229121900588372
596,TOM1L2|146691,0.00045271081736491235
597,TXNDC1|81542,0.0005589131307041362
598,ABCC3|8714,0.00047335127100499015
599,HSD11B2|3291,0.0004852571664440674
600,LCE2D|353141,0.0003088520006870911
601,CTHRC1|115908,0.0005603296022163192
602,FLJ33630|644873,0.0006186298845030151
603,UBAP1|51271,0.000478110358283267
604,LOC442245|442245,0.0004890673416899214
605,OR4D2|124538,0.00042221531375071875
606,ATF5|22809,0.0003335316873387793
607,IL6R|3570,0.0007084388056772718
608,TMEM190|147744,0.0005183782140132682
609,MARCH8|220972,0.0003611661051657371
610,CYP17A1|1586,0.0006252658249576064
611,C4orf19|55286,0.000693829434331571
612,GTF2A1L|11036,0.0006049873149821432
613,EXOSC4|54512,0.0004959639200186894
614,FADS3|3995,0.0006099857146176027
615,TPD52L1|7164,0.0004869778036719037
616,SDCBP|6386,0.00074901989075544
617,ETS1|2113,0.000591035830662632
618,GALNT3|2591,0.00040018838140562095
619,TFPI|7035,0.0007696562922100393
620,C19orf33|64073,0.0006362891095463299
621,GPT|2875,0.00048570410863865406
622,TTC15|51112,0.0005265535639535049
623,PHOSPHO2|493911,0.0004278724043100873
624,DPY19L3|147991,0.0006120925482482152
625,ALDH5A1|7915,0.0006735737937157491
626,RPS5|6193,0.0006858550509159888
627,KCNJ15|3772,0.000361095760411443
628,IQCC|55721,0.000478562624727305
629,PAM|5066,0.00042712996513552656
630,TPM2|7169,0.0004396764746525489
631,PTHLH|5744,0.0006329347487572522
632,HM13|81502,0.0003813469206434123
633,PBRM1|55193,0.0005279755746122124
634,GDF15|9518,0.0005221283064775243
635,AHNAK|79026,0.000654451394919474
636,CYP3A5|1577,0.0004903987536755273
637,DIABLO|56616,0.0004206317088791703
638,NKG7|4818,0.000626415408537681
639,CHAD|1101,0.0003934996527380291
640,ATP6V1H|51606,0.0006330550185282863
641,CCDC93|54520,0.00042467843878454847
642,WFDC2|10406,0.0005356246967907407
643,SMPD2|6610,0.0005059003313913174
644,NIF3L1|60491,0.00042672292905807763
645,GAD2|2572,0.0005871682850656405
646,LOC339524|339524,0.0006482987327625741
647,SEZ6L|23544,0.00031032060422031836
648,"PTMAP7,PTMA|326626",0.0005347144114119522
649,CYP3A7|1551,0.0005984003670360833
650,LOC642826|642826,0.00040068918802052707
651,GLYCTK|132158,0.0005469630785683546
652,OVGP1|5016,0.000585312393542143
653,HIRA|7290,0.000628653579804029
654,SIGLEC9|27180,0.0006168060215400712
655,MFAP3|4238,0.00042918513640402165
656,CHPT1|56994,0.0005705157709619442
657,TOPORS|10210,0.00043421795749394934
658,GH2|2689,0.00031622679197416075
659,FEZ2|9637,0.0006481144691874486
660,LOC729041|729041,0.0006077916764153253
661,FGFBP3|143282,0.0004068930652347403
662,HABP4|22927,0.0004077420543740815
663,DKFZP434O047|26083,0.0005188931360875251
664,XPA|7507,0.00035478815061252764
665,FSIP1|161835,0.0007200249470592525
666,INPP5B|3633,0.0005650254946097222
