features,features,shapley_values
667,LILRA5|353514,0.0005130833578892576
668,PITX1|5307,0.0006110529542928754
669,PCDHB15|56121,0.0005500996440819738
670,CD207|50489,0.0005591365535699039
671,KHK|3795,0.0006529631899111358
672,DBNDD1|79007,0.0007026861445196342
673,CD163|9332,0.0005842531715974741
674,HPCA|3208,0.0003938759936051
675,SLC6A9|6536,0.0006606150063289075
676,FLJ44968|374887,0.000595372635204086
677,PURG|29942,0.000556474010520933
678,MED8|112950,0.0005404907510373327
679,TMC2|117532,0.00042422785974722936
680,TMEM32|93380,0.00043764639369511235
681,IGF1|3479,0.0004910199161940222
682,GLUL|2752,0.0004454402345905429
683,FLRT1|23769,0.00048385093067203236
684,DPH2|1802,0.0005428560138104798
685,KCNIP3|30818,0.0005291209544372921
686,OSMR|9180,0.0006697993718014286
687,ZNF659|79750,0.0006930280652584097
688,TIMM8B|26521,0.0005641480068199095
689,DACT3|147906,0.00047380236241156793
690,FXYD6|53826,0.0005660766930148822
691,TNKS2|80351,0.0006967684360678559
692,RAB7B|338382,0.0004916885950703963
693,LOC283454|283454,0.00045796009031409224
694,LOC283713|283713,0.0006565992244894944
695,KRT5|3852,0.0006888365526704623
696,CSTF2T|23283,0.000461051472028792
697,BRUNOL5|60680,0.0006341494909110143
698,NUDT2|318,0.0005062853722117362
699,RALGDS|5900,0.000601244610905931
700,EPHB3|2049,0.000512796115502626
701,SDK1|221935,0.0006930393534207028
702,KCNE4|23704,0.0006369410272942504
703,SAT1|6303,0.0004831219282861193
704,LRPAP1|4043,0.0006169129741767298
705,BRUNOL6|60677,0.0006029188653912144
706,DUSP27|92235,0.000497739597714616
707,LAMB3|3914,0.0005791349550904682
708,C1orf76|148753,0.0004691411439208041
709,DUSP4|1846,0.0005169228322173926
710,ROGDI|79641,0.0005685190459709245
711,SWAP70|23075,0.0004977738200756454
712,MGC50722|399693,0.000507307594713523
713,PKD2|5311,0.0007011728381369367
714,APOLD1|81575,0.0005921319556792658
715,SEC14L1|6397,0.0006354255311040105
716,LOC728705|728705,0.0006858949985911577
717,DENND4C|55667,0.00043656664474766
718,PPAP2A|8611,0.0005141493232547227
719,IL15|3600,0.000512257361915181
720,USP3|9960,0.0005198717440181204
721,SPRY4|81848,0.0005204399073179459
722,UST|10090,0.0005589448362100812
723,CXCR4|7852,0.0005642003928406471
724,ADAM12|8038,0.00039989832222919703
725,LSP1|4046,0.0006334460982759559
726,UIMC1|51720,0.00044462114986446835
727,GDF15|9518,0.0005884011701196508
728,WDR51A|25886,0.0005950906430735828
729,HOPX|84525,0.0004603366369359031
730,USP51|158880,0.0006303237708753375
731,ZNF764|92595,0.0005654775296058519
732,C17orf68|80169,0.0005223051453550568
733,SLC26A2|1836,0.0006113282086174219
734,NHLRC2|374354,0.0005907898629742351
735,MEA1|4201,0.00047139208894194783
736,ADH1B|125,0.0005127247684364828
737,SIVA1|10572,0.0005425140045074909
738,ZBED4|9889,0.0004077386189406356
739,C9orf90|203245,0.0003444803610220125
740,PPP1R3B|79660,0.00042493689583842915
741,ANGPTL4|51129,0.0003945518343093095
742,CALB2|794,0.0006193210768757905
743,ICT1|3396,0.000709037396684101
744,C13orf23|80209,0.0005538000598583682
745,NPPA|4878,0.0006919142127311068
746,C9orf127|51754,0.0003848283927792536
747,PPP2R5B|5526,0.0006794232665083301
748,CD163|9332,0.0004794883486819061
749,AZGP1|563,0.000596625989975359
750,NDUFB8|4714,0.0005356101791408647
751,TMUB2|79089,0.0003832330863171834
752,MS4A7|58475,0.0004912852293831478
753,AP1S1|1174,0.0004967439533183325
754,NAGS|162417,0.00038370768830513354
755,UBFD1|56061,0.000555866062321622
756,CA4|762,0.0004883161056692635
757,PTGIS|5740,0.00045518872575908427
758,STC1|6781,0.00041864312757036737
759,LOC647509|647509,0.0005352249972502091
760,STAU1|6780,0.00047228377027607816
761,SLC24A3|57419,0.0003255782330316401
762,HRAS|3265,0.0006437983292181357
763,SNIP1|79753,0.0005069763822027364
764,BNC2|54796,0.0004927164388988564
765,ERCC2|2068,0.000617246988926855
766,C12orf65|91574,0.000542715442070193
767,HGF|3082,0.0005290870476862947
768,NUDT16P|152195,0.000510994356027835
769,MAML2|84441,0.0003257438694077143
770,BC37295_3|90485,0.0006940200529973561
771,ASXL1|171023,0.000647872935257974
772,PSMB6|5694,0.0004368311236459426
773,LOC339229|339229,0.000496144840992178
774,NOMO2|283820,0.0006241615263291689
775,C1orf53|388722,0.0005645916513838338
776,SAMD4A|23034,0.0007160654325979803
777,C12orf45|121053,0.000603726094944056
778,LOC152573|152573,0.0007002861325486866
779,ASB2|51676,0.00027448474554816755
780,PCGF5|84333,0.0005489075775078151
781,GRK5|2869,0.0007371850627414402
782,GOLT1A|127845,0.0005453546147647934
783,RP13-102H20.1|158763,0.0005357153894391334
784,TCF23|150921,0.0006161372507760339
785,POU5F1P4|645682,0.0006365953184288861
786,HSD17B7|51478,0.000569736458270615
787,ALG10|84920,0.00040057952635721733
788,MRM1|79922,0.0006614445390136705
789,JAGN1|84522,0.0003985328005877858
790,C21orf55|54943,0.000621290039229578
791,COP1|114769,0.0005315061154241999
792,ACAD11|84129,0.00045737681638913837
793,TRIAP1|51499,0.0004707350741164966
794,MCPH1|79648,0.000537467525883704
795,RPL39L|116832,0.0007384645374204865
796,LOC284702|284702,0.0006094697308706247
797,ARHGAP18|93663,0.0006272403654637012
798,SORCS1|114815,0.0005932505846050239
799,WDR18|57418,0.0005838204914239444
800,ZNF498|221785,0.0006513785786825551
801,CDKN2A|1029,0.0004664475307612962
802,TNFAIP1|7126,0.0005562569248773776
803,SP8|221833,0.0006955944225094674
804,LOC643037|643037,0.0006404333697809087
805,YPEL1|29799,0.0004518513503404079
806,C16orf42|115939,0.0007055177400739914
807,PLAG1|5324,0.0005996256421432397
808,PLCH2|9651,0.0005038741735620541
809,IL8RB|3579,0.000765152221416844
810,"SNORA62,RPSA|6044",0.0005554503564819367
811,SEC14L4|284904,0.0008887866261281198
812,LAMC1|3915,0.0006288731783569068
813,AKAP8L|26993,0.0005728285162916627
814,MED19|219541,0.00043730421035397503
815,PCK1|5105,0.000542795479617673
816,WBP2|23558,0.00042602206658221806
817,KIAA0174|9798,0.0006788992156549302
818,ISG20L1|64782,0.0007746809826537063
819,PNOC|5368,0.0005068948652472386
820,KCNJ16|3773,0.0005040577593715468
821,VWF|7450,0.0005178389347162879
822,DTX4|23220,0.000469386644854931
823,RBM13|84549,0.000408770863626763
824,RASL11A|387496,0.000355786646823004
825,LOC728540|728540,0.0003720865518239397
826,PFAS|5198,0.0004788359502934648
827,LSM4|25804,0.0006512310754290183
828,NUDT19|390916,0.0007506503345978813
829,CCDC23|374969,0.0003618910264646234
830,LYZL4|131375,0.0004496876809318742
831,POU5F1P3|642559,0.0005010031525452254
832,ARMCX6|54470,0.00040746605795668144
833,NKPD1|284353,0.0005669228807432085
834,UNQ1887|121665,0.0005834049614000432
835,IL1RL1|9173,0.00041801275432169256
836,FAM83H|286077,0.0005127473431908837
837,TMEM62|80021,0.0006577808822296988
838,LOC150935|150935,0.0004922488882357964
839,TFAP2C|7022,0.0005490400275019592
840,SPINK2|6691,0.0004584633423667046
841,EBP|10682,0.0005343539848999639
842,OTOS|150677,0.0008199483005343529
843,LOC152663|152663,0.00046660592307424186
844,CCDC46|201134,0.0005829706936015247
845,PELI2|57161,0.0004724947712557501
846,WISP1|8840,0.0005437976690197132
847,RXRB|6257,0.000524147778498307
848,RASA3|22821,0.0005072914025876383
849,ST8SIA5|29906,0.0005716507181276774
850,ZKSCAN3|80317,0.0005170336522482558
851,RPUSD4|84881,0.0006497660783136975
852,LOC286184|286184,0.0004553208738516107
853,CYP26A1|1592,0.0005765142016168022
854,KIAA1549|57670,0.0006447130864099596
855,BNIP1|662,0.0004350525964942516
856,UBE2Z|65264,0.0006440098018325078
857,REST|5978,0.0005108220245657719
858,PLXDC2|84898,0.0006335032786707641
859,PLAUR|5329,0.0005216909759972848
860,ZNF438|220929,0.0004983072303340161
861,C7orf52|375607,0.0003348228000626188
862,HMGN3|9324,0.0003617195439574015
863,DSC2|1824,0.0005619970766357815
864,BCL2L11|10018,0.0006940808048236538
865,QTRT1|81890,0.0005113427358691132
866,PCDHB12|56124,0.0004247895380897498
867,CYS1|192668,0.0005267643608577312
868,MGC21675|92070,0.0005278865880751468
869,FAM122A|116224,0.0004917654810299968
870,ANXA1|301,0.0005481370815152539
871,MCFD2|90411,0.0004400360515119421
872,GABBR1|2550,0.0004682745358558
873,LOC345222|345222,0.0005824388253607628
874,PHOSPHO2|493911,0.0006237529588139547
875,LOC729338|729338,0.0005187005583502992
876,RIPK1|8737,0.0007340192836025084
877,VSX1|30813,0.00047661522829103023
878,ZNF16|7564,0.0006855308719243931
879,NDUFA7|4701,0.0006827776367579815
880,ERBB4|2066,0.0002928083154044674
881,DBI|1622,0.0006569854160601686
882,SERF1A|8293,0.00044155561413039817
883,EIF3EIP|51386,0.0004340461545414557
884,PTHLH|5744,0.0006199992346074708
885,EVI5L|115704,0.0004767890687431216
886,C14orf82|145438,0.0006265625368200205
887,LOC728592|728592,0.00046863236119295924
888,TNFRSF10A|8797,0.0003602677323270673
889,MCOLN1|57192,0.0006592323555857642
890,EDN3|1908,0.00031880333103876963
891,STK4|6789,0.0004002662593024038
892,GJB5|2709,0.00046759719905074154
893,CWF19L1|55280,0.0005000020788638495
894,TMEM68|137695,0.00041553616248283067
895,LOC283516|283516,0.0005317691078605706
896,HSPC111|51491,0.00032874954730601044
897,SYDE1|85360,0.0005216948880915669
898,HLA-DRB6|3128,0.0005069380460418024
899,ZNF71|58491,0.0008269605826734115
900,NID1|4811,0.00048193860170410934
901,LIN52|91750,0.00039068794597048247
902,PARP11|57097,0.00048025664835594335
903,LOC441046|441046,0.0005103842498770721
904,PKD2L2|27039,0.0005252859222990005
905,THSD7B|80731,0.0008567946167747466
906,ZFX|7543,0.0005695873193995648
907,SARM1|23098,0.0005966855774559926
908,PMS2L3|5387,0.0007839604008782535
909,LOC730057|730057,0.0006158406006483085
910,GUSBL2|375513,0.0004236510929180136
911,SIAE|54414,0.0004930067864899211
912,RNF144B|255488,0.0004191785864852332
913,USE1|55850,0.0006176976153911679
914,CHRDL2|25884,0.0006297117686667271
915,ASCC3|10973,0.0004554972729447299
916,SNORA67|26781,0.0004961440173089447
917,ZNF93|81931,0.0005280250169600701
918,APOA1BP|128240,0.0004918584142211964
919,CCDC89|220388,0.00038664060269459426
920,PPIC|5480,0.0002976893944309454
921,ANKRD25|25959,0.0004044132075047267
922,MED8|112950,0.0006229978973105974
923,TNRC6A|27327,0.0005164927819116057
924,PES1|23481,0.0005503928386800345
925,LOC257396|257396,0.0006401602601754386
926,NEDD4|4734,0.0008437739575320232
927,EXO1|9156,0.0005405932977498861
928,GEMIN6|79833,0.0006927328233480623
929,IGFL2|147920,0.0006333477590225608
930,THOC1|9984,0.0006918564456636578
931,PER2|8864,0.0004771021331221011
932,RAMP3|10268,0.0005764267465186547
933,PGBD4|161779,0.0004915518990450732
934,LOC732096|732096,0.000705526922929981
935,FLJ46284|441369,0.00042359152290067314
936,SNORA72|26775,0.0005828958819175038
937,IER3|8870,0.0005765436883324945
938,FLJ16165|390928,0.0003755795369491141
939,SPG21|51324,0.0006384073796576945
940,C12orf61|283416,0.0005576392563750571
941,CALML4|91860,0.0008678722715622896
942,Neat1|283131,0.0005437067911601294
943,ABLIM1|3983,0.0004999558884423481
944,SLC39A2|29986,0.0004801135886958127
945,MOGAT2|80168,0.0005693125670498218
946,USP24|23358,0.0006747718023623467
947,THSD4|79875,0.0005797635223056375
948,ZNF174|7727,0.000498317730165403
949,HIPK3|10114,0.000691980620874519
950,KIF22|3835,0.0005308932202116192
951,C19orf23|148046,0.0004547836424471127
952,FHOD1|29109,0.000578434530241234
953,LPA|4018,0.00042082876141811263
954,PILRA|29992,0.00033629896462083076
955,MLX|6945,0.00042359419468090867
956,IL23A|51561,0.0006227805547866815
957,LOC441376|441376,0.0006480232391043152
958,LOC400756|400756,0.0006663991459821511
959,"PTMAP7,PTMA|326626",0.0006401664294947548
960,MTPN|136319,0.0006440136838896558
961,TNFRSF10C|8794,0.0005295990431030522
962,FLJ32810|143872,0.0005259526183917305
963,TNXB|7148,0.0005661026504089262
964,C14orf131|55778,0.000309551469651976
965,LZTS1|11178,0.0006043752766751502
966,C1orf65|164127,0.0005257019604473169
967,RASAL1|8437,0.0005540087977339873
968,SNTB1|6641,0.00045479293529979685
969,NAPSA|9476,0.00048275052022045097
970,QDPR|5860,0.00044093861001096035
971,ASMTL|8623,0.000724726312918117
972,C9orf126|286205,0.0005346617649229959
973,TFG|10342,0.0005540931494512639
974,CPNE7|27132,0.0006378718513218572
975,SATL1|340562,0.0006067203194919705
976,PURG|29942,0.0006725977834677633
977,LDOC1L|84247,0.00047251440018594574
978,DDX58|23586,0.0004232023772063059
979,KCNJ8|3764,0.0005133847246743189
980,LOC285556|285556,0.00031555034025948313
981,KIAA1462|57608,0.0005372000374717343
982,HEY1|23462,0.0005799735412859669
983,LOC400622|400622,0.0003795640834340751
984,ELK3|2004,0.00042823393726412154
985,COPZ1|22818,0.0003838143552880772
986,CDV3|55573,0.0006234815303274658
987,TMPRSS3|64699,0.0005279806544391725
988,UBE2D4|51619,0.0004155934054249534
989,RAG1AP1|55974,0.00048529356404200026
990,HCP5|10866,0.0005587883355301581
991,FLJ37505|400087,0.0005880431573520062
992,SKI|6497,0.0005703928210520344
993,GEMIN4|50628,0.0005376499633286293
994,IL6ST|3572,0.0004048274775927879
995,STAC|6769,0.0006229302256326322
996,ADPRH|141,0.0006411049430108634
997,LOC145845|145845,0.0005516092383684686
998,NBPF3|84224,0.00035632119241472634
999,GPKOW|27238,0.00046101328187473777
1000,AKR1C2|1646,0.0006646173030597127
1001,SLIT1|6585,0.0004977091492459225
1002,GPNMB|10457,0.0005986113427430768
1003,MRPS26|64949,0.0005075416801342309
1004,PNO1|56902,0.0006541470517423742
1005,IL6|3569,0.0005206391390430986
1006,SNORD48|26801,0.0005208305524474284
1007,LOC728485|728485,0.0003770148968752884
1008,TPH2|121278,0.0003839151110739985
1009,SLC16A1|6566,0.0005421201355912486
1010,LOC196541|196541,0.00048376162603929905
1011,ZNF227|7770,0.0005409498731008464
1012,PUSL1|126789,0.0004617375766447025
1013,C7|730,0.0004420574012907063
1014,LOC129293|129293,0.0006585880282784192
1015,C21orf123|378832,0.0007128629004747364
1016,OSM|5008,0.0007775479115068272
1017,TMEM2|23670,0.00041364480205489343
1018,EHBP1L1|254102,0.0004468276623026665
1019,NDUFAF1|51103,0.0005079943400305545
1020,SOD2|6648,0.000625097365931366
1021,HGD|3081,0.00043423814618520694
1022,A2ML1|144568,0.00043592079452428676
1023,LIF|3976,0.00035620046464425567
1024,AK3L2|387851,0.0003933061912145625
1025,IQCC|55721,0.00037595520497592184
1026,DGKB|1607,0.0005141839534896329
1027,SLC25A26|115286,0.0003674378658292712
1028,ITGA1|3672,0.00047825278760899904
1029,C1orf130|400746,0.0004909374921325997
1030,KIAA1466|57612,0.0005302423300951591
1031,C17orf87|388325,0.0004491678757505269
1032,CHKA|1119,0.0004741029289841668
1033,TRH|7200,0.0005644169211820773
1034,CXorf56|63932,0.00048693707352654195
1035,DMAP1|55929,0.0005884372638755386
1036,LOC286109|286109,0.0005671173514057348
1037,ZNF410|57862,0.000820337478005825
1038,FAM149A|25854,0.00038916774215050256
1039,SRPX2|27286,0.00043196221534143753
1040,SNUPN|10073,0.0005735735315019581
1041,GPR120|338557,0.0006767044459100983
1042,IDH1|3417,0.00040115867665748973
1043,PDE8B|8622,0.0004456170431546257
1044,NCBP1|4686,0.0005117646539918562
1045,FABP7|2173,0.0005311696669519355
1046,LOC286052|286052,0.0005768889922827304
1047,SESN1|27244,0.0005713821500176693
1048,MRPL21|219927,0.00060982466625371
1049,HCG18|414777,0.0003683198308676507
1050,LOC730125|730125,0.0007250992917562397
1051,MANBA|4126,0.0005825747679389201
1052,BTG2|7832,0.00046273185701657595
1053,PPM1L|151742,0.0004866106834601709
1054,SP1|6667,0.0005716420122472206
1055,FNDC4|64838,0.000523672871731591
1056,COL13A1|1305,0.0006651936215885678
1057,CDC2L2|728642,0.000450950753424279
1058,CCRL2|9034,0.0005464968733095191
1059,LOC728568|728568,0.0004439327573026769
1060,LMTK2|22853,0.0005875309620409149
1061,ARFIP1|27236,0.0005544115975704227
1062,LOC151438|151438,0.0006749532493941874
1063,AP3S2|10239,0.00039468325733824886
1064,TNFAIP8|25816,0.0006409825774932079
1065,C8orf46|254778,0.00045021318373250803
1066,IGLL1|3543,0.000578156543579763
1067,SLC20A1|6574,0.0004572254310106944
1068,CHRM2|1129,0.0004070211797391108
1069,HNRPH3|3189,0.0005319335560771452
1070,VEGFA|7422,0.0008251495501823251
1071,LOC552889|552889,0.0005218542614973259
1072,TTF1|7270,0.00029772462997291213
1073,RASSF1|11186,0.0006052193336411127
1074,HOXD11|3237,0.0004142631111092212
1075,CRTAP|10491,0.0005512059914112911
1076,KLF11|8462,0.0006738511603237349
1077,CELSR1|9620,0.0006262918165075885
1078,GUSB|2990,0.0006338012400439392
1079,SEL1L|6400,0.000463596361840303
1080,CSN1S1|1446,0.0004991531462673088
1081,AMOT|154796,0.0007213022117679489
1082,PGBD2|267002,0.000543884398521578
1083,ING1|3621,0.00032857049178466424
1084,SNRPD3|6634,0.000811210442077779
1085,HIF1A|3091,0.0005408088806747806
1086,ECOP|81552,0.000638838065809703
1087,KCNQ5|56479,0.0007125394529330989
1088,TRIP11|9321,0.0006341237012324665
1089,TBC1D3|84218,0.0004048482092783045
1090,APOL5|80831,0.0006207621066166542
1091,S100A2|6273,0.0006102268129781454
1092,IL8RA|3577,0.0005042720636503623
1093,EIF5B|9669,0.0007899922709662629
1094,SIM2|6493,0.00046201143290497404
1095,CNOT2|4848,0.0005025581823401134
1096,RFTN1|23180,0.0005678855522789014
1097,TATDN2|9797,0.00046892658533102176
1098,BTBD12|84464,0.0005162117876190767
1099,CCDC7|221016,0.0007295402252833405
1100,SLIT3|6586,0.0004063009371262983
1101,NOL6|65083,0.0005199765737672441
1102,NKX2-1|7080,0.00040087741824383497
1103,C1orf63|57035,0.0004525503357229111
1104,GUCA1C|9626,0.0006620573650102397
1105,CD48|962,0.0005155439907050083
1106,HIST1H4C|8364,0.0005831469194374444
1107,LEPROT|54741,0.00046831109244475607
1108,ZIC1|7545,0.0005159912156259339
1109,AMACR|23600,0.0005086362551104184
1110,CABYR|26256,0.0006073243917562229
1111,RAB33B|83452,0.0006158234487960643
1112,FAM75A7|26165,0.0005794887870901398
1113,DGCR11|25786,0.0006382810504061043
1114,SULT1A1|6817,0.0006817974004859669
1115,NRIP2|83714,0.0004475379677963238
1116,TOPORS|10210,0.0005951926011189008
1117,TAF7L|54457,0.0004065155006969003
1118,ATP6V1E2|90423,0.0003957880952170719
1119,SAMD14|201191,0.0008013224959095462
1120,DHCR7|1717,0.0007802514454792831
1121,CD8A|925,0.00047138518790488973
1122,EGF|1950,0.0007001452455043598
1123,KIAA1913|114801,0.0003936750033727769
1124,C8orf60|619426,0.0004767156153315993
1125,ATG10|83734,0.0005396762824539316
1126,BAAT|570,0.0006114927669701596
1127,ORC6|23594,0.0005562127728793401
1128,WNT16|51384,0.0005023852822800035
1129,POGZ|23126,0.0005708781618578838
1130,C8orf53|84294,0.0004315612139491387
1131,LOC440597|440597,0.000654725915746577
1132,CLEC2D|29121,0.0005043712981257834
1133,"LOC441666,LOC283027|441666",0.0005773029708420452
1134,C9orf102|56959,0.0004882485312266341
1135,UMODL1|89766,0.0006289934858100124
1136,LIAS|11019,0.0006468757283743186
1137,LOC440248|440248,0.0005226117026946388
1138,C18orf19|125228,0.0005211762173883403
1139,TMEM52|339456,0.0006831855014026523
1140,PPRC1|23082,0.0004042607143739203
1141,C9orf23|138716,0.0006078920083089855
1142,ANKRD10|55608,0.0005816254927512752
1143,CHMP7|91782,0.0005433503985953921
1144,EXT2|2132,0.0005391231877031845
1145,ZNF252|286101,0.0005802291354348613
1146,ZNF74|7625,0.0005077403035201408
1147,KIAA0508|57244,0.0005091414953374792
1148,ZFP28|140612,0.0007229086048970027
1149,RDH10|157506,0.0006642060439654494
1150,SLC6A1|6529,0.00036820710339772154
1151,CCNY|219771,0.0004789619479375934
1152,PNLDC1|154197,0.00038191770325127835
1153,"LOC729375,LOC649580|729375",0.0003605998110097271
1154,CLPP|8192,0.0006436308526925292
1155,PLCH1|23007,0.0006577015181979673
1156,OSGIN1|29948,0.0005593689324727843
1157,PCF11|51585,0.00041938278968087553
1158,C14orf80|283643,0.0005269070880626746
1159,AADAT|51166,0.0005434486220783907
1160,UNQ9433|389658,0.0004715409895997237
1161,SURF6|6838,0.0005191653729156196
1162,CREB3L1|90993,0.0003660911555677705
1163,ELL2|22936,0.00042103748639639167
1164,FANCE|2178,0.00037804558716817593
1165,KRTAP5-11|440051,0.0006211052533894686
1166,LAMB1|3912,0.000528463425613266
1167,C10orf32|119032,0.0003003694748046831
1168,EDEM1|9695,0.0004939818402310552
1169,RAD50|10111,0.0005321815580471719
1170,SPEG|10290,0.0006053696673383295
1171,AGK|55750,0.0004243975761761802
1172,C22orf32|91689,0.00045604680224185063
1173,WIBG|84305,0.0006294954755084142
1174,TMEM31|203562,0.0005931884926181947
1175,WNT8A|7478,0.0004943461195044785
1176,ARRDC3|57561,0.0005378813584415018
1177,CTXN1|404217,0.0005903029549142796
1178,CHMP2A|27243,0.0006287932165035437
1179,ADAR|103,0.00047063656534799766
1180,TMEM87B|84910,0.00047080906819480645
1181,CCDC144B|284047,0.00061244991246984
1182,FBXO2|26232,0.0005820977537521869
1183,CHEK2|11200,0.0004653624840486511
1184,PTPN21|11099,0.0004923091178765013
1185,PRKRIR|5612,0.0006978442195043398
1186,TBCCD1|55171,0.0005537477619940556
1187,CCDC65|85478,0.0005529030676242239
1188,ZNF549|256051,0.0006068969252828427
1189,PTGER4|5734,0.0006724111947632611
1190,KAZALD1|81621,0.0006954268516834597
1191,"PTPN20A,PTPN20B|653129",0.0004242962806691226
1192,C1orf56|54964,0.0006952084675428262
1193,LOC152667|152667,0.0007463786926900745
1194,PDZD8|118987,0.00040698480992049915
1195,CLRN3|119467,0.0005011097409081166
1196,HSD17B14|51171,0.0006256733410936633
1197,KCNQ1OT1|10984,0.0003951438563490892
1198,FAM116A|201627,0.00026582347478910066
1199,VRK3|51231,0.0005940693629230143
1200,ORC5L|5001,0.0005623540866599571
1201,CD2|914,0.0005745398518361319
1202,LOC286167|286167,0.0006919059176302995
1203,RPA4|29935,0.0006461023107905828
1204,KLKB1|3818,0.0005577454823064259
1205,EHMT1|79813,0.0004734218462206567
1206,XPA|7507,0.0005430428350078136
1207,LRRN2|10446,0.000447330765438452
1208,DCXR|51181,0.000607903934498225
1209,LY6D|8581,0.0006712016427133241
1210,TTC5|91875,0.0005645046641044181
1211,PRPF40B|25766,0.0006446757879587197
1212,OR7E91P|79315,0.0004899710736425312
1213,C10orf4|118924,0.00037754284405291006
1214,KRT18|3875,0.00038998972634500084
1215,SLC22A5|6584,0.0007031509992274305
1216,PTPN7|5778,0.0005370929276903688
1217,C15orf48|84419,0.0005372349939594971
1218,PTPN12|5782,0.000519044199006388
1219,C9orf163|158055,0.0002964406427555131
1220,DLK2|65989,0.000883207235741875
1221,CHRNB1|1140,0.000538461221716448
1222,BCL2A1|597,0.0005436482624997987
1223,VTI1B|10490,0.0003414275935017293
1224,TRAF3IP1|26146,0.0006601765554499529
1225,TGFBR1|7046,0.0005520959477643395
1226,RFC5|5985,0.0004015726927682314
1227,PDZK1IP1|10158,0.0005986630372693009
1228,DMRT3|58524,0.0006795828830172038
1229,FLJ25801|205860,0.0004937121330118991
1230,LOC442210|442210,0.0006297315348081228
1231,CCDC125|202243,0.0005484176575436106
1232,C6orf176|90632,0.0006636841321853056
1233,SLC22A9|114571,0.0006749708895918149
1234,MFI2|4241,0.0007420917862735387
1235,KIAA0586|9786,0.0006243142517239438
1236,LOC729178|729178,0.0006825642362620146
1237,LOC285954|285954,0.0006171898009755012
1238,ZNF565|147929,0.00045283370936768735
1239,CERK|64781,0.000620991600667511
1240,LONP1|9361,0.0005500794568339952
1241,MAGEB5|347541,0.00032889685866282966
1242,PEG10|23089,0.0004176085005370573
1243,SLFN12|55106,0.0004274322878973794
1244,TBC1D1|23216,0.0007712465909082689
1245,C1orf176|64789,0.00047869225541821595
1246,C11orf56|84067,0.0004386936754914761
1247,C14orf174|161394,0.0004732301843299203
1248,CD55|1604,0.0004977077427236445
1249,PER1|5187,0.00038511686512863194
1250,ZC3H12A|80149,0.0005406171546935817
1251,ANKRD30B|374860,0.0006544570031029682
1252,ADAMTS8|11095,0.000580622658501502
1253,ZNF497|162968,0.0005925118546306815
1254,RGS12|6002,0.0006366628536489437
1255,TRIB3|57761,0.0006257227400281032
1256,ZFP91|80829,0.0006648030611933789
1257,EHD4|30844,0.0005305885139727974
1258,SPO11|23626,0.0004007131930834685
1259,LOC401577|401577,0.0005682192470626286
1260,LOC126917|126917,0.00044941866118546633
1261,ZNF692|55657,0.0006522146002336478
1262,DAB1|1600,0.0005082358237138375
1263,SAE1|10055,0.000630521632697955
1264,NOTCH2NL|388677,0.0005673665535762738
1265,PABPC3|5042,0.000497033746556528
1266,HSPBAP1|79663,0.0004841967888114773
1267,SLC35E2|9906,0.0005650105348895448
1268,DGKH|160851,0.0005659746994684472
1269,HNRPUL2|221092,0.0005006847247409467
1270,ZNF180|7733,0.0004529162271472996
1271,SEC16B|89866,0.0005385976840932921
1272,C9orf86|55684,0.0006243978771175416
1273,LOC400238|400238,0.0006560641460231079
1274,UHMK1|127933,0.0004301215677844233
1275,ABCF1|23,0.00043980447640555934
1276,UBR5|51366,0.0006529466750310857
1277,SMURF2|64750,0.0005601660137518488
1278,PPBP|5473,0.0004399620363709669
1279,RIOK1|83732,0.0006028811663961547
1280,TRAF5|7188,0.00043231881975904044
1281,CXorf21|80231,0.0006924217939234384
1282,C7orf40|285958,0.0005702877803909858
1283,OMD|4958,0.0005808877430798286
1284,GCNT4|51301,0.000509150467707941
1285,SERPINE1|5054,0.0006885590588193009
1286,ZSCAN18|65982,0.00035078893556016915
1287,LOH12CR1|118426,0.0005061902422801001
1288,ZNF366|167465,0.0005098566974411075
1289,IL10RB|3588,0.00041334480467654025
1290,NCLN|56926,0.0004016403390731861
1291,ADA|100,0.00038234621832905453
1292,PVRL3|25945,0.0005966273725744348
1293,TNFRSF18|8784,0.0006644284724182805
1294,RPSAP15|220885,0.00045647412810542097
1295,C21orf63|59271,0.000525152766974154
1296,NAP1L1|4673,0.0006317429230172067
1297,TMIE|259236,0.00040591131139102365
1298,FPRL1|2358,0.0009135333464281466
1299,TNKS|8658,0.0005324045481360689
1300,ZC3HC1|51530,0.0004903927184749318
1301,CCND3|896,0.000579141602688894
1302,ERCC4|2072,0.0006304829458400205
1303,ZD77D08|25779,0.00042538924844661417
1304,COL5A2|1290,0.0006812689123794045
1305,TNFAIP6|7130,0.00047656896937989273
1306,ATG4A|115201,0.0007783288842990991
1307,GPRC5A|9052,0.0006531084629726109
1308,C10orf84|63877,0.00031723511593099497
1309,CXCL12|6387,0.000461121670575367
1310,FIGF|2277,0.0005514292114300783
1311,Lvrn|51352,0.00032609871813223476
1312,FGF1|2246,0.0007543882253109762
1313,LEP|3952,0.0006761493030717779
1314,ATP5G2|517,0.0005454511822028897
1315,SUGT1L1|283507,0.0007335023372161425
1316,RPA2|6118,0.0005369462877290693
1317,KBTBD10|10324,0.0004878627431932252
1318,AKR1B10|57016,0.0003467723397941755
1319,RALGPS2|55103,0.0006677423324157313
1320,TKT|7086,0.0005087514801649282
1321,CLIC2|1193,0.0005399977385313424
