,0
CD11a,0.7397910986842311
CD11c,0.9165314316082616
CD123,0.5895364810837145
CD127-IL7Ra,0.702038009441916
CD14_y,0.8957781306448882
CD16,0.7681760153333749
CD161,0.5866507292109491
CD19,0.891972407577643
CD197-CCR7,0.39354057642617263
CD25,0.318874140006698
CD27,0.7841725703872857
CD278-ICOS,0.6461574217056778
CD28,0.7357518619212422
CD3,0.7701072187957746
CD34_y,0.5968463161605384
CD38_y,0.6006485648228314
CD4,0.5812116320631507
CD45RA,0.6301590490688961
CD45RO,0.4335794224878539
CD56,0.6634309484673984
CD57,0.45398518947734895
CD69,0.5732551487959278
CD79b,0.744357836699642
CD8a,0.5327228626942974
HLA.DR,0.7527393204141163
