,0
CD11a,0.5230314467978042
CD11c,0.4835475457694995
CD123,0.7023550185468909
CD127-IL7Ra,0.12295215179725462
CD14_y,0.3202858580411688
CD16,0.5066569873967394
CD161,0.33822095253012446
CD19,0.4005359954063475
CD197-CCR7,0.13778077201268338
CD25,0.060856266150872
CD27,0.43835450720691904
CD278-ICOS,0.3191788632780866
CD28,0.3758232737538055
CD3,0.3847086841510346
CD34_y,0.7059430494020176
CD38_y,0.47972673164804763
CD4,0.2926338352832196
CD45RA,0.2257773969931248
CD45RO,0.17387730841324378
CD56,0.3420137043524544
CD57,0.12085574009940551
CD69,0.2384571761850373
CD79b,0.2081026074016809
CD8a,0.14881372969411988
HLA.DR,0.46502101935041884
