,0
CD11a,0.7647591784330172
CD11c,0.7890274611709754
CD123,0.6955820411458382
CD127-IL7Ra,0.7787209752043127
CD14_y,0.6404686620747699
CD16,0.26218150648870414
CD161,0.3652115539199061
CD19,0.3915606871137721
CD197-CCR7,0.42200536889216855
CD25,0.3181862280594808
CD27,0.8302041644702907
CD278-ICOS,0.7604934736482574
CD28,0.798093238857445
CD3,0.7408223011857187
CD34_y,0.5861920378113616
CD38_y,0.6987274302580346
CD4,0.47553095892981856
CD45RA,0.6655279992065944
CD45RO,0.4990972970154147
CD56,0.21057901499628803
CD57,0.28235820965677927
CD69,0.6008877515013371
CD79b,0.3746007511566064
CD8a,0.33947620627475605
HLA.DR,0.8228895820123001
