,0
CD11a,0.7441743551761165
CD11c,0.8508268283778123
CD123,0.552837778381751
CD127-IL7Ra,0.6243474249962314
CD14_y,0.8752008882936625
CD16,0.6765193118231045
CD161,0.590738675590224
CD19,0.7531727872907115
CD197-CCR7,0.3679177308200671
CD25,0.3385595499588842
CD27,0.7090032751634203
CD278-ICOS,0.5787445988981202
CD28,0.6525438665868453
CD3,0.6473163949820098
CD34_y,0.5668640439985583
CD38_y,0.5436131521938492
CD4,0.5551944268293684
CD45RA,0.6013578916917118
CD45RO,0.43162661304172706
CD56,0.6685997819648133
CD57,0.394886988079367
CD69,0.5803012809135999
CD79b,0.6804873873858187
CD8a,0.6086010087159376
HLA.DR,0.6016915633603582
