,0
CD11a,0.7476958756234394
CD11c,0.755754610744368
CD123,0.6893310259861484
CD127-IL7Ra,0.7530521429346317
CD14_y,0.6385100998758857
CD16,0.2246374149600042
CD161,0.334311586473654
CD19,0.40019671365616477
CD197-CCR7,0.4258381592527405
CD25,0.26877677458189153
CD27,0.8024062429950191
CD278-ICOS,0.7107175291156602
CD28,0.7674922646397117
CD3,0.7420508287116677
CD34_y,0.5818967277321201
CD38_y,0.6443629051799611
CD4,0.5221555299652859
CD45RA,0.5830886377347787
CD45RO,0.4667406552778121
CD56,0.2137343539623356
CD57,0.2619523724608266
CD69,0.5579671966264159
CD79b,0.35829834209287076
CD8a,0.38378064848306204
HLA.DR,0.7882554234143954
