,0
CD11a,0.7468691263283765
CD11c,0.7764402352176066
CD123,0.6960081351008116
CD127-IL7Ra,0.7675437412600772
CD14_y,0.6414316434336741
CD16,0.2451952936119756
CD161,0.3597161193447312
CD19,0.3926216467842425
CD197-CCR7,0.42445059434807886
CD25,0.29753817172957453
CD27,0.8195507363521723
CD278-ICOS,0.7402398766357586
CD28,0.7864632391922145
CD3,0.7450103306649776
CD34_y,0.5923282032237004
CD38_y,0.6677430694724644
CD4,0.5156044388316832
CD45RA,0.6255201456849105
CD45RO,0.48892571340661806
CD56,0.2144055784335576
CD57,0.2568568281209556
CD69,0.5890261500298668
CD79b,0.36838736543122813
CD8a,0.36698424849449895
HLA.DR,0.8113469650258824
