,0
CD11a,0.7437440445151794
CD11c,0.6836351756935982
CD123,0.5182715099655263
CD127-IL7Ra,0.44227952776309565
CD14_y,0.7984598116164364
CD16,0.6139958617301199
CD161,0.5417711709820936
CD19,0.4835421386477336
CD197-CCR7,0.3337202294553128
CD25,0.16471549110163133
CD27,0.5420196001103281
CD278-ICOS,0.41348961637102827
CD28,0.4720860898674998
CD3,0.4725894262183398
CD34_y,0.5602169451938666
CD38_y,0.4436727018501352
CD4,0.4840305161361153
CD45RA,0.5024752360626576
CD45RO,0.3524775115237345
CD56,0.673037697768388
CD57,0.36937706126635916
CD69,0.4909604211838724
CD79b,0.5275331790712767
CD8a,0.548724820432878
HLA.DR,0.42256210557324164
