,0
CD11a,0.7405849865858275
CD11c,0.8879626246562321
CD123,0.5719147935596898
CD127-IL7Ra,0.6695398881152204
CD14_y,0.8884419477364839
CD16,0.7058429789293308
CD161,0.5968193062053626
CD19,0.8325806954602146
CD197-CCR7,0.3830822346713074
CD25,0.3331803217269721
CD27,0.7533122684969936
CD278-ICOS,0.6176897348124899
CD28,0.699615095869879
CD3,0.7115446324339226
CD34_y,0.5807270302858996
CD38_y,0.5805703335338315
CD4,0.5734230465429321
CD45RA,0.6166108136951379
CD45RO,0.42738890602051416
CD56,0.676237212176196
CD57,0.4171561335768554
CD69,0.5881312641549543
CD79b,0.715239928943032
CD8a,0.5828546893172245
HLA.DR,0.6766271505464486
