,0
CD11a,0.6853617638629961
CD11c,0.537885951066619
CD123,0.5847982184311358
CD127-IL7Ra,0.3254811296332156
CD14_y,0.6541628734380643
CD16,0.541440661456553
CD161,0.5208837373936859
CD19,0.36513538645781857
CD197-CCR7,0.29104364174582975
CD25,0.1370586232675939
CD27,0.47907131549302556
CD278-ICOS,0.3525618750342743
CD28,0.39439982785225625
CD3,0.4049592018752397
CD34_y,0.6327870267096355
CD38_y,0.46200747196826525
CD4,0.43891191450635686
CD45RA,0.3735697181916419
CD45RO,0.2872614056551432
CD56,0.6349207746502539
CD57,0.3330861148612
CD69,0.43513783847242365
CD79b,0.34743072964419336
CD8a,0.47221542339092076
HLA.DR,0.39846035467293367
