,0
CD11a,0.7016844300243585
CD11c,0.629889341540783
CD123,0.5435941530847064
CD127-IL7Ra,0.07065810393338043
CD14_y,0.505244827930018
CD16,0.23904032135343456
CD161,0.2432726122156314
CD19,0.27678215367826936
CD197-CCR7,0.33881707977954867
CD25,0.1367546003413551
CD27,0.6684607243487422
CD278-ICOS,0.49831193708388816
CD28,0.5468325693886914
CD3,0.444524304705687
CD34_y,0.3808569765781238
CD38_y,0.4736559032125256
CD4,0.32703213470999026
CD45RA,0.3463723716486065
CD45RO,0.341662549934978
CD56,0.18894591272289574
CD57,0.19900248787208508
CD69,0.45006351130035993
CD79b,0.19459313829553368
CD8a,0.29765387082931477
HLA.DR,0.6066922101150963
