,0
CD11a,0.7514402109767819
CD11c,0.7793201197774905
CD123,0.6982775200758089
CD127-IL7Ra,0.7701762580636018
CD14_y,0.6408168943973944
CD16,0.2512773901313016
CD161,0.36655068204401037
CD19,0.3925648307366772
CD197-CCR7,0.424337182356715
CD25,0.3100582453047903
CD27,0.8233094461871369
CD278-ICOS,0.74600501370673
CD28,0.7895186161568356
CD3,0.7447452046078437
CD34_y,0.5889880291155752
CD38_y,0.6741934659514476
CD4,0.5055923695928445
CD45RA,0.6354144821134413
CD45RO,0.4928931633347644
CD56,0.21533394184353793
CD57,0.2626438286720184
CD69,0.5952102199054047
CD79b,0.38051843624727094
CD8a,0.3606102560089016
HLA.DR,0.815652312381959
