,0
CD11a,0.7656060316007782
CD11c,0.7861628621599858
CD123,0.6953706257138598
CD127-IL7Ra,0.7775920361820112
CD14_y,0.6302555662879582
CD16,0.2642303417920829
CD161,0.3219481998926551
CD19,0.3578150943677379
CD197-CCR7,0.4080631752418406
CD25,0.3082132397560138
CD27,0.8299799921862319
CD278-ICOS,0.7593508476057225
CD28,0.7852500096997047
CD3,0.7311003390707271
CD34_y,0.5856317065019115
CD38_y,0.6836797860381898
CD4,0.4557819044055363
CD45RA,0.6832005812992461
CD45RO,0.497298358522885
CD56,0.20864975300173258
CD57,0.266237241103359
CD69,0.6264033455242015
CD79b,0.3483923264234114
CD8a,0.3174899334960649
HLA.DR,0.8212013373098921
