,0
CD11a,0.748106691548282
CD11c,0.7449584835682816
CD123,0.6860857859254303
CD127-IL7Ra,0.7395000113785462
CD14_y,0.6293865928411695
CD16,0.22505304190062422
CD161,0.3304542951771237
CD19,0.3888144450134659
CD197-CCR7,0.423339992881072
CD25,0.2469968775375635
CD27,0.7940163730849028
CD278-ICOS,0.6937794930738507
CD28,0.7568131371368004
CD3,0.7410111677859859
CD34_y,0.5737863025155928
CD38_y,0.6393239967239837
CD4,0.5147244947180843
CD45RA,0.5515070639279676
CD45RO,0.4504144965585694
CD56,0.2131896052782088
CD57,0.25979117534042856
CD69,0.5410552113722573
CD79b,0.3520674915501186
CD8a,0.3960477662408425
HLA.DR,0.7767050644876745
