,0
CD11a,0.7658366550450045
CD11c,0.7909448791819018
CD123,0.6919576068379358
CD127-IL7Ra,0.78115120381137
CD14_y,0.6353446192740337
CD16,0.2665516621320234
CD161,0.3554958747175544
CD19,0.37846879067108224
CD197-CCR7,0.4153673418869336
CD25,0.3197778585607759
CD27,0.8310791850042077
CD278-ICOS,0.7637088008774314
CD28,0.7950774015628208
CD3,0.7366427938800651
CD34_y,0.5872260778340048
CD38_y,0.6986457392121617
CD4,0.45509421243686293
CD45RA,0.6805200794878953
CD45RO,0.5023299657762581
CD56,0.22508198384559563
CD57,0.28422755750107376
CD69,0.6174913615960437
CD79b,0.3664652397983545
CD8a,0.33103957372570364
HLA.DR,0.8228248078291798
