,0
CD11a,0.6480683622375897
CD11c,0.4585743015956406
CD123,0.6709544545551157
CD127-IL7Ra,0.1749731664672825
CD14_y,0.45424196501608577
CD16,0.5019433616985302
CD161,0.4932106669793141
CD19,0.34090791209156046
CD197-CCR7,0.2649325899435219
CD25,0.14253990893779617
CD27,0.4679960898197407
CD278-ICOS,0.3442291235324699
CD28,0.3845873268609725
CD3,0.37768280537065335
CD34_y,0.7166557078335345
CD38_y,0.5220671620011621
CD4,0.4128301013191568
CD45RA,0.3073228225901862
CD45RO,0.2706750649226921
CD56,0.5457768271807322
CD57,0.2640291317365675
CD69,0.40334302964669605
CD79b,0.19024813066141114
CD8a,0.3850478313004167
HLA.DR,0.4294232540743893
