,0
CD11a,0.7518282378740296
CD11c,0.7360139179107263
CD123,0.5198245913504956
CD127-IL7Ra,0.48947567944511305
CD14_y,0.8264228420936139
CD16,0.63448276350354
CD161,0.5583326600096044
CD19,0.5516286486456451
CD197-CCR7,0.3447574731550948
CD25,0.22180679364007158
CD27,0.5829781504050374
CD278-ICOS,0.45679376126672244
CD28,0.5173141830838609
CD3,0.5102694809875696
CD34_y,0.5530270571451482
CD38_y,0.46145828346935736
CD4,0.49995968924888934
CD45RA,0.5418804118022515
CD45RO,0.3855953488058165
CD56,0.674395890060675
CD57,0.37780978940296167
CD69,0.5196254895180873
CD79b,0.5726850174053032
CD8a,0.5754322217053899
HLA.DR,0.45896911414813946
