,0
CD11a,0.7521210413690369
CD11c,0.776245753505387
CD123,0.526672768035354
CD127-IL7Ra,0.533017428609006
CD14_y,0.8447329412120738
CD16,0.6490504322206524
CD161,0.5683006352646948
CD19,0.612924613687883
CD197-CCR7,0.3546399690077991
CD25,0.2850748575744166
CD27,0.6217146706819667
CD278-ICOS,0.49629911043771247
CD28,0.5604916585302074
CD3,0.5480777887821153
CD34_y,0.5538907257494343
CD38_y,0.4839251303903214
CD4,0.5142483828790043
CD45RA,0.568681322594687
CD45RO,0.40916179689344917
CD56,0.6711505516561688
CD57,0.38190905530958735
CD69,0.5441322024457355
CD79b,0.6114726432208626
CD8a,0.5921062480500674
HLA.DR,0.49797006937176713
