,0
CD11a,0.7423105720069267
CD11c,0.8665592340725992
CD123,0.5604972187395997
CD127-IL7Ra,0.6437810012572455
CD14_y,0.8809863228619177
CD16,0.6864332383533542
CD161,0.5970995800763639
CD19,0.7860070513698305
CD197-CCR7,0.3739332966274681
CD25,0.34079972797398267
CD27,0.7287335203027487
CD278-ICOS,0.5956961493105825
CD28,0.6722512122251684
CD3,0.6737034652366815
CD34_y,0.5714392922733043
CD38_y,0.5582019447043587
CD4,0.5625644073480139
CD45RA,0.6075074183145683
CD45RO,0.4320106479043331
CD56,0.6720933067103801
CD57,0.40385251429768465
CD69,0.5853073201314974
CD79b,0.6949412788692423
CD8a,0.6038328877449972
HLA.DR,0.6306939327652705
