,0
CD11a,0.7473215599929856
CD11c,0.8297477315486185
CD123,0.5433765726555178
CD127-IL7Ra,0.5980828192545671
CD14_y,0.8669076071695476
CD16,0.6667940781367224
CD161,0.5846010261483284
CD19,0.7106280762992088
CD197-CCR7,0.3656295397832028
CD25,0.3271748706868536
CD27,0.6821723042842738
CD278-ICOS,0.5540757679033046
CD28,0.6248451788409777
CD3,0.6143161923182743
CD34_y,0.5611688072543377
CD38_y,0.5246183424649888
CD4,0.541900905579746
CD45RA,0.5936512046403971
CD45RO,0.4296548272377019
CD56,0.6676517028085512
CD57,0.3876481006604799
CD69,0.5716124192865861
CD79b,0.6609159425927571
CD8a,0.6062961002404664
HLA.DR,0.5668860831517173
