,0
CD11a,0.7394810007361269
CD11c,0.9234350073148677
CD123,0.5956052105190341
CD127-IL7Ra,0.7083400662123627
CD14_y,0.8956046375127814
CD16,0.8055964997015036
CD161,0.5623707559162833
CD19,0.9053989982698059
CD197-CCR7,0.393705756403041
CD25,0.3010635736690634
CD27,0.7903509880334383
CD278-ICOS,0.649105926859522
CD28,0.7409865235293497
CD3,0.7824834480464019
CD34_y,0.6030304366185347
CD38_y,0.5996347556664272
CD4,0.5704231839750172
CD45RA,0.6242582782488162
CD45RO,0.42300752693831306
CD56,0.6537734056061028
CD57,0.4600835714011759
CD69,0.5631297721721418
CD79b,0.7500727808226323
CD8a,0.5042341188849191
HLA.DR,0.7736916528284613
