,0
CD11a,0.74585532414306
CD11c,0.7317599917667045
CD123,0.678936734643141
CD127-IL7Ra,0.7128026316610946
CD14_y,0.6142736891634278
CD16,0.21638133775537105
CD161,0.3192862845943197
CD19,0.38508203530947704
CD197-CCR7,0.41909022333824764
CD25,0.22669800937208937
CD27,0.7815033578035431
CD278-ICOS,0.669414097921272
CD28,0.7421614693870059
CD3,0.7379732890782056
CD34_y,0.5652908756444353
CD38_y,0.6307238548017282
CD4,0.4979708024288953
CD45RA,0.5079631042687442
CD45RO,0.43502631695999583
CD56,0.21469388245278184
CD57,0.24163842669137905
CD69,0.5271788271576995
CD79b,0.35904443913980244
CD8a,0.40588349818590996
HLA.DR,0.7613305324568941
