,0
CD11a,0.4574877265846123
CD11c,0.28584497896496974
CD123,0.30254886809056
CD127-IL7Ra,0.16370099272070954
CD14_y,0.14139604521788493
CD16,0.17138017972024244
CD161,0.1652567460775376
CD19,0.15509632883834373
CD197-CCR7,0.17385970610012963
CD25,0.05248826638040654
CD27,0.3467895189557852
CD278-ICOS,0.2761474008106551
CD28,0.31510476161228335
CD3,0.23600436119964047
CD34_y,0.2143715025583952
CD38_y,0.27363008938103045
CD4,0.20602270868743736
CD45RA,0.19358511955732763
CD45RO,0.14248960429944174
CD56,0.10289111134740112
CD57,0.07973294316297133
CD69,0.1650377959681679
CD79b,0.039920625436057185
CD8a,0.10075459614131448
HLA.DR,0.3450205454378415
