,0
CD11a,0.7459395761446298
CD11c,0.7701799131932282
CD123,0.6907990956434779
CD127-IL7Ra,0.7657700407617761
CD14_y,0.6425173968929959
CD16,0.24166801678814448
CD161,0.35356061444270814
CD19,0.3876684618363695
CD197-CCR7,0.4265793227353223
CD25,0.2891596366920283
CD27,0.8143789549870151
CD278-ICOS,0.7307561697725881
CD28,0.7814581177715747
CD3,0.7453303253831584
CD34_y,0.5881981712178417
CD38_y,0.6607360962521753
CD4,0.5218843000822317
CD45RA,0.6147432778984894
CD45RO,0.4829286908230628
CD56,0.2180156095279605
CD57,0.266362397548827
CD69,0.5804197818722515
CD79b,0.36963408234428474
CD8a,0.3750849552341579
HLA.DR,0.8045052064864205
