,mRNA,meth,miRNA,mrna_mrna,meth_meth,mirna_mirna,VCDN,VCDN
0,0.07587660849094391,0.06298307329416275,0.04157280549407005,0.07167588919401169,0.06800183653831482,0.03915734589099884,0.3237769603729248,0.3237769603729248
1,1.3125905990600586,1.6122987270355225,0.037490565329790115,0.913816511631012,0.6148642301559448,0.037160586565732956,2.827528476715088,2.827528476715088
2,0.15416567027568817,0.16405442357063293,0.03456643596291542,0.116352878510952,0.09317611157894135,0.035504300147295,0.5264600515365601,0.5264600515365601
3,0.12279581278562546,0.1810123473405838,0.03276761248707771,0.08117131143808365,0.06569122523069382,0.034164465963840485,0.4434566795825958,0.4434566795825958
4,0.25002560019493103,0.3316221535205841,0.03197591006755829,0.17427591979503632,0.14048132300376892,0.03308055177330971,0.4721526801586151,0.4721526801586151
5,0.14598016440868378,0.17950834333896637,0.031452592462301254,0.109439417719841,0.10660471767187119,0.03224227577447891,0.6358692049980164,0.6358692049980164
6,0.04844295233488083,0.04842863976955414,0.03107164427638054,0.03941488265991211,0.04526156187057495,0.03145361319184303,0.9601094126701355,0.9601094126701355
7,0.0724620521068573,0.08085256069898605,0.03063422441482544,0.0578031986951828,0.030742911621928215,0.03093702346086502,1.3380491733551025,1.3380491733551025
8,0.12769059836864471,0.15050791203975677,0.030268333852291107,0.09448502212762833,0.058610737323760986,0.030247479677200317,1.2250169515609741,1.2250169515609741
9,0.0992029532790184,0.12155293673276901,0.029506977647542953,0.06908682733774185,0.06557664275169373,0.029690811410546303,0.7703433632850647,0.7703433632850647
10,0.05199316516518593,0.06338628381490707,0.028359832242131233,0.03874525427818298,0.04618747532367706,0.028931213542819023,0.6255709528923035,0.6255709528923035
11,0.037313491106033325,0.03775592893362045,0.027802320197224617,0.031102756038308144,0.02910885028541088,0.028355827555060387,0.4735780954360962,0.4735780954360962
12,0.053199443966150284,0.0476611852645874,0.02711065672338009,0.04364040121436119,0.027176998555660248,0.027801519259810448,0.3906133770942688,0.3906133770942688
13,0.06711529940366745,0.06728372722864151,0.02658112905919552,0.04955273121595383,0.03557465225458145,0.027266109362244606,0.4065733551979065,0.4065733551979065
14,0.06025436520576477,0.06776342540979385,0.026164134964346886,0.0411439873278141,0.038466136902570724,0.02683423087000847,0.45075348019599915,0.45075348019599915
15,0.043949831277132034,0.05377834662795067,0.02559533528983593,0.0309615358710289,0.0341547355055809,0.02632865495979786,0.49297085404396057,0.49297085404396057
16,0.03507789596915245,0.039579544216394424,0.025341469794511795,0.026379413902759552,0.027574988082051277,0.025927478447556496,0.5515537261962891,0.5515537261962891
17,0.03820504620671272,0.03444122523069382,0.024918558076024055,0.031174585223197937,0.02379322610795498,0.025559337809681892,0.647693932056427,0.647693932056427
18,0.04480878636240959,0.04093502089381218,0.024768205359578133,0.03585532680153847,0.024841012433171272,0.025234071537852287,0.6414290070533752,0.6414290070533752
19,0.04889538139104843,0.04649752750992775,0.024038854986429214,0.03456202149391174,0.027212755754590034,0.024951636791229248,0.592784583568573,0.592784583568573
20,0.04453254118561745,0.048640474677085876,0.023628611117601395,0.0292466189712286,0.02829236537218094,0.02460867166519165,0.48842841386795044,0.48842841386795044
21,0.03644983842968941,0.041925542056560516,0.023213626816868782,0.024283595383167267,0.026569869369268417,0.024256087839603424,0.3610979914665222,0.3610979914665222
22,0.033295996487140656,0.03563768416643143,0.022614456713199615,0.02346082404255867,0.023349080234766006,0.023889489471912384,0.2618709206581116,0.2618709206581116
23,0.03412214666604996,0.032339584082365036,0.02237679250538349,0.025276506319642067,0.02140861749649048,0.023623265326023102,0.26121076941490173,0.26121076941490173
24,0.03663866966962814,0.032834604382514954,0.02175750955939293,0.02725703828036785,0.021609412506222725,0.023255718871951103,0.3015909492969513,0.3015909492969513
25,0.03806231915950775,0.03402869403362274,0.021342195570468903,0.025718586519360542,0.02233605645596981,0.023099102079868317,0.30043068528175354,0.30043068528175354
26,0.03558189794421196,0.03652269393205643,0.021049203351140022,0.02355726808309555,0.022391758859157562,0.022758880630135536,0.3056875169277191,0.3056875169277191
27,0.03261857479810715,0.03597882017493248,0.02056792378425598,0.02149452641606331,0.022263837978243828,0.02251497469842434,0.3305099904537201,0.3305099904537201
28,0.02999686263501644,0.03423174470663071,0.020417800173163414,0.020600125193595886,0.020748039707541466,0.022257087752223015,0.3503381013870239,0.3503381013870239
29,0.030156081542372704,0.03167063370347023,0.019804401323199272,0.021755699068307877,0.019606811925768852,0.02209344133734703,0.3377040922641754,0.3377040922641754
30,0.03043210320174694,0.029976006597280502,0.01994071528315544,0.02178094908595085,0.019376616925001144,0.021823344752192497,0.3010895848274231,0.3010895848274231
31,0.031230904161930084,0.0293401051312685,0.01935523748397827,0.021883780136704445,0.018959853798151016,0.02163298986852169,0.29251086711883545,0.29251086711883545
32,0.03224640339612961,0.03027275577187538,0.019048208370804787,0.020471759140491486,0.019047915935516357,0.02137168124318123,0.26041534543037415,0.26041534543037415
33,0.02966054528951645,0.031228458508849144,0.018695514649152756,0.019553720951080322,0.019189808517694473,0.021282225847244263,0.2043326497077942,0.2043326497077942
34,0.028072992339730263,0.03082861937582493,0.01866854913532734,0.01877516880631447,0.018911615014076233,0.021047158166766167,0.1716819852590561,0.1716819852590561
35,0.027430612593889236,0.029429061338305473,0.01814684458076954,0.01940525881946087,0.01821301318705082,0.02100900001823902,0.16882307827472687,0.16882307827472687
36,0.02840903401374817,0.0283935759216547,0.01778344064950943,0.020025145262479782,0.01768493838608265,0.020727677270770073,0.18717314302921295,0.18717314302921295
37,0.02835013158619404,0.027669625356793404,0.01758781261742115,0.01970944181084633,0.016950005665421486,0.020500535145401955,0.19803619384765625,0.19803619384765625
38,0.0277661494910717,0.02720058709383011,0.01729563996195793,0.018621012568473816,0.017132002860307693,0.02039135992527008,0.19131384789943695,0.19131384789943695
39,0.027386093512177467,0.027391033247113228,0.017218172550201416,0.017826804891228676,0.017568929120898247,0.020260727033019066,0.1783723384141922,0.1783723384141922
40,0.02584376558661461,0.027793632820248604,0.0169763695448637,0.017555147409439087,0.01696583814918995,0.0201112013310194,0.1608390361070633,0.1608390361070633
41,0.025797976180911064,0.027080565690994263,0.01666477508842945,0.017886187881231308,0.016404589638113976,0.020024212077260017,0.13523173332214355,0.13523173332214355
42,0.02565314806997776,0.027209842577576637,0.016305988654494286,0.017716558650135994,0.01645849086344242,0.01978672854602337,0.1381555199623108,0.1381555199623108
43,0.025435954332351685,0.026090804487466812,0.016343072056770325,0.017947139218449593,0.016044246032834053,0.019702287390828133,0.1514573097229004,0.1514573097229004
44,0.026150230318307877,0.025461211800575256,0.015991758555173874,0.017126206308603287,0.01586572267115116,0.01957772672176361,0.14020974934101105,0.14020974934101105
45,0.025029608979821205,0.02537003718316555,0.01604975387454033,0.016998011618852615,0.015670612454414368,0.0195638295263052,0.134763702750206,0.134763702750206
46,0.024056939408183098,0.025718064978718758,0.016117382794618607,0.016579829156398773,0.015629837289452553,0.019411912187933922,0.1357567310333252,0.1357567310333252
