,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.2,0.06666666666666667,0.05434782608695652,0.005602868668758404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
50,0.8650717703349282,0.8642768502771022,0.5434782608695652,0.5150895816627085,0.9521531100478469,0.9712918660287081,0.9712918660287081,0.8038277511961722,0.6267942583732058,0.9521531100478469,0.9712918660287081,0.9712918660287081,0.8038277511961722,0.6267942583732058
100,0.9722488038277513,0.9722860242368884,0.7934782608695652,0.8046542522133409,0.9760765550239234,0.9904306220095693,0.9904306220095693,0.9330143540669856,0.9712918660287081,0.9760765550239234,0.9904306220095693,0.9904306220095693,0.9330143540669856,0.9712918660287081
150,0.9799043062200957,0.9798914487451326,0.8315217391304348,0.8374583348846624,0.9808612440191388,0.9952153110047847,1.0,0.937799043062201,0.9856459330143541,0.9808612440191388,0.9952153110047847,1.0,0.937799043062201,0.9856459330143541
200,0.9799043062200957,0.9798824200425075,0.8695652173913043,0.8731364399534418,0.9856459330143541,0.9904306220095693,1.0,0.937799043062201,0.9856459330143541,0.9856459330143541,0.9904306220095693,1.0,0.937799043062201,0.9856459330143541
250,0.9875598086124402,0.9875448628109424,0.8695652173913043,0.8729993352583144,0.9952153110047847,0.9952153110047847,1.0,0.9617224880382775,0.9856459330143541,0.9952153110047847,0.9952153110047847,1.0,0.9617224880382775,0.9856459330143541
300,0.9923444976076555,0.9923533009821834,0.8586956521739131,0.8636831227879823,0.9904306220095693,0.9952153110047847,1.0,0.9952153110047847,0.9808612440191388,0.9904306220095693,0.9952153110047847,1.0,0.9952153110047847,0.9808612440191388
350,0.9913875598086125,0.9913874339169914,0.8804347826086957,0.8833882301273607,0.9856459330143541,0.9952153110047847,1.0,0.9904306220095693,0.9856459330143541,0.9856459330143541,0.9952153110047847,1.0,0.9904306220095693,0.9856459330143541
400,0.9779904306220095,0.9781487404331242,0.8695652173913043,0.8693725584897689,0.9665071770334929,0.9952153110047847,1.0,1.0,0.9282296650717703,0.9665071770334929,0.9952153110047847,1.0,1.0,0.9282296650717703
450,0.9923444976076555,0.9923398255876665,0.875,0.8759815326450486,0.9952153110047847,0.9952153110047847,1.0,0.9808612440191388,0.9904306220095693,0.9952153110047847,0.9952153110047847,1.0,0.9808612440191388,0.9904306220095693
500,0.9894736842105263,0.9894710887857928,0.8695652173913043,0.8693799567819526,0.9856459330143541,0.9952153110047847,1.0,0.9760765550239234,0.9904306220095693,0.9856459330143541,0.9952153110047847,1.0,0.9760765550239234,0.9904306220095693
550,0.9942583732057416,0.9942583512982012,0.8641304347826086,0.864514044902574,0.9952153110047847,0.9952153110047847,1.0,0.9904306220095693,0.9904306220095693,0.9952153110047847,0.9952153110047847,1.0,0.9904306220095693,0.9904306220095693
600,0.9933014354066986,0.9933078135144631,0.875,0.8749582470102295,0.9904306220095693,0.9952153110047847,1.0,1.0,0.9808612440191388,0.9904306220095693,0.9952153110047847,1.0,1.0,0.9808612440191388
650,0.9837320574162679,0.9837215725252245,0.8804347826086957,0.8805558087968316,0.9904306220095693,0.9952153110047847,1.0,0.937799043062201,0.9952153110047847,0.9904306220095693,0.9952153110047847,1.0,0.937799043062201,0.9952153110047847
700,0.9904306220095693,0.9904043734226008,0.8804347826086957,0.8819605334480605,0.9904306220095693,1.0,1.0,0.9665071770334929,0.9952153110047847,0.9904306220095693,1.0,1.0,0.9665071770334929,0.9952153110047847
750,0.8688995215311005,0.8679314377360802,0.8315217391304348,0.8408205736367682,0.9952153110047847,0.9330143540669856,1.0,0.784688995215311,0.631578947368421,0.9952153110047847,0.9330143540669856,1.0,0.784688995215311,0.631578947368421
800,0.9933014354066986,0.9933011405792197,0.8695652173913043,0.8690045366149114,0.9856459330143541,0.9952153110047847,1.0,1.0,0.9856459330143541,0.9856459330143541,0.9952153110047847,1.0,1.0,0.9856459330143541
850,0.9913875598086125,0.9913865957451594,0.875,0.8771836907633138,0.9952153110047847,0.9952153110047847,1.0,0.9712918660287081,0.9952153110047847,0.9952153110047847,0.9952153110047847,1.0,0.9712918660287081,0.9952153110047847
900,0.9961722488038277,0.9961722268962873,0.8858695652173914,0.8860312037890915,0.9952153110047847,1.0,1.0,0.9904306220095693,0.9952153110047847,0.9952153110047847,1.0,1.0,0.9904306220095693,0.9952153110047847
950,0.9875598086124402,0.9875743338152452,0.875,0.8754093279316923,0.9904306220095693,1.0,1.0,1.0,0.9473684210526315,0.9904306220095693,1.0,1.0,1.0,0.9473684210526315
1000,0.9913875598086125,0.9913776434129414,0.8641304347826086,0.8626373233314696,0.9952153110047847,0.9952153110047847,1.0,0.9712918660287081,0.9952153110047847,0.9952153110047847,0.9952153110047847,1.0,0.9712918660287081,0.9952153110047847
