index,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.2,0.06666666666666667,0.15217391304347827,0.04019688269073011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,0.19904306220095694,0.07136804097122434,0.15217391304347827,0.04019688269073011,0.0,0.9808612440191388,0.014354066985645933,0.0,0.0,0.0,0.9808612440191388,0.014354066985645933,0.0,0.0
100,0.2,0.06666666666666667,0.15217391304347827,0.04019688269073011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150,0.2,0.06666666666666667,0.15217391304347827,0.04019688269073011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200,0.20095693779904306,0.06862463421122637,0.15217391304347827,0.04019688269073011,0.0,1.0,0.004784688995215311,0.0,0.0,0.0,1.0,0.004784688995215311,0.0,0.0
250,0.2,0.06666666666666667,0.15217391304347827,0.04019688269073011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300,0.2,0.06666666666666667,0.15217391304347827,0.04019688269073011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
350,0.19904306220095694,0.06640063846767758,0.15217391304347827,0.04019688269073011,0.0,0.9952153110047847,0.0,0.0,0.0,0.0,0.9952153110047847,0.0,0.0,0.0
400,0.2,0.06666666666666667,0.15217391304347827,0.04019688269073011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
450,0.2,0.06677316293929714,0.15217391304347827,0.04019688269073011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
500,0.20095693779904306,0.07038759689922479,0.15217391304347827,0.04019688269073011,0.0,0.9952153110047847,0.009569377990430622,0.0,0.0,0.0,0.9952153110047847,0.009569377990430622,0.0,0.0
550,0.2,0.06857198015979091,0.15217391304347827,0.04019688269073011,0.0,0.9952153110047847,0.004784688995215311,0.0,0.0,0.0,0.9952153110047847,0.004784688995215311,0.0,0.0
600,0.19904306220095694,0.06870604731687424,0.15217391304347827,0.04019688269073011,0.0,0.9904306220095693,0.004784688995215311,0.0,0.0,0.0,0.9904306220095693,0.004784688995215311,0.0,0.0
650,0.19904306220095694,0.06688102893890675,0.15217391304347827,0.04019688269073011,0.0,0.9952153110047847,0.0,0.0,0.0,0.0,0.9952153110047847,0.0,0.0,0.0
700,0.20287081339712917,0.0744342184139074,0.15217391304347827,0.04019688269073011,0.0,0.9952153110047847,0.019138755980861243,0.0,0.0,0.0,0.9952153110047847,0.019138755980861243,0.0,0.0
750,0.20191387559808613,0.07587074270957356,0.15217391304347827,0.04116782188615837,0.0,0.9856459330143541,0.023923444976076555,0.0,0.0,0.0,0.9856459330143541,0.023923444976076555,0.0,0.0
800,0.24114832535885167,0.13045229117140747,0.14130434782608695,0.05387219043124299,0.0,0.9617224880382775,0.24401913875598086,0.0,0.0,0.0,0.9617224880382775,0.24401913875598086,0.0,0.0
850,0.2794258373205742,0.16741170615524076,0.08152173913043478,0.03647342995169082,0.0,0.9043062200956937,0.49282296650717705,0.0,0.0,0.0,0.9043062200956937,0.49282296650717705,0.0,0.0
900,0.2909090909090909,0.1719165340211153,0.05434782608695652,0.00578168362627197,0.0,0.7942583732057417,0.6602870813397129,0.0,0.0,0.0,0.7942583732057417,0.6602870813397129,0.0,0.0
950,0.2813397129186603,0.16723048973754398,0.05434782608695652,0.00566123188405797,0.0,0.6267942583732058,0.7799043062200957,0.0,0.0,0.0,0.6267942583732058,0.7799043062200957,0.0,0.0
1000,0.28038277511961723,0.1639159383864409,0.05434782608695652,0.005602868668758404,0.0,0.5645933014354066,0.8373205741626795,0.0,0.0,0.0,0.5645933014354066,0.8373205741626795,0.0,0.0
