index,miRNA,VCDN
0,0.04229361563920975,0.3218192458152771
1,0.0409868098795414,0.3219159245491028
2,0.0404430590569973,0.3218121826648712
3,0.03950434923171997,0.3219345808029175
4,0.03882456198334694,0.3218773901462555
5,0.03827057033777237,0.32204627990722656
6,0.03774036094546318,0.32196569442749023
7,0.037026818841695786,0.32196274399757385
8,0.03643390163779259,0.322011798620224
9,0.03546980023384094,0.3219055235385895
10,0.03547140955924988,0.32208287715911865
11,0.03585941344499588,0.32198119163513184
12,0.03526107221841812,0.3221193850040436
13,0.034966178238391876,0.3219597339630127
14,0.03475520759820938,0.32207655906677246
15,0.03381180390715599,0.32209107279777527
16,0.03504229336977005,0.32207950949668884
17,0.03409477323293686,0.32204678654670715
18,0.033892564475536346,0.32214394211769104
19,0.034056372940540314,0.3221043348312378
20,0.0337485708296299,0.3221164345741272
21,0.03394998610019684,0.3221930265426636
22,0.03360113501548767,0.32214227318763733
23,0.033372752368450165,0.322186142206192
24,0.03286433964967728,0.32218143343925476
25,0.03268830478191376,0.3221351206302643
26,0.03186413273215294,0.3221430778503418
27,0.03240351751446724,0.322280615568161
28,0.03267282620072365,0.32216882705688477
29,0.032701220363378525,0.32228216528892517
30,0.03219025209546089,0.3222484886646271
31,0.032115668058395386,0.32224950194358826
32,0.03206368163228035,0.3222835063934326
33,0.03184051066637039,0.32223400473594666
34,0.032071083784103394,0.32215186953544617
35,0.031660307198762894,0.3223026394844055
36,0.031202543526887894,0.3222704231739044
37,0.03164798766374588,0.322275847196579
38,0.031216785311698914,0.32231518626213074
39,0.031491346657276154,0.322360634803772
40,0.030813444405794144,0.3222731947898865
41,0.031141776591539383,0.3222593665122986
42,0.030998587608337402,0.3223266005516052
43,0.030559314414858818,0.32238340377807617
44,0.031061112880706787,0.322321355342865
45,0.03119712322950363,0.3223692774772644
46,0.030541157349944115,0.32225340604782104
47,0.030170485377311707,0.3223814368247986
48,0.030319835990667343,0.3223452866077423
49,0.030562642961740494,0.32232749462127686
50,0.03026301972568035,0.3223560154438019
51,0.029920227825641632,0.32238245010375977
52,0.029931791126728058,0.322330117225647
53,0.029911421239376068,0.32235831022262573
54,0.03032715618610382,0.3224073052406311
55,0.030078869313001633,0.3223133981227875
56,0.029691535979509354,0.3223462700843811
57,0.029501797631382942,0.32238513231277466
58,0.0294562429189682,0.3223166763782501
59,0.029513290151953697,0.3223568797111511
60,0.029091978445649147,0.32231467962265015
61,0.029068727046251297,0.32236456871032715
62,0.029324928298592567,0.32234060764312744
63,0.02900572493672371,0.32230207324028015
64,0.02875564619898796,0.32227402925491333
65,0.029364362359046936,0.3223702013492584
66,0.029073983430862427,0.32235294580459595
67,0.0287446528673172,0.3223152756690979
68,0.028411386534571648,0.32231077551841736
69,0.028619740158319473,0.3223116993904114
70,0.02835017256438732,0.3222661018371582
71,0.028501858934760094,0.32225653529167175
72,0.028370318934321404,0.3222547471523285
73,0.02820027805864811,0.32227998971939087
74,0.02804325893521309,0.3222540616989136
75,0.028307965025305748,0.32225412130355835
76,0.027890000492334366,0.32230496406555176
77,0.02749306708574295,0.32223179936408997
78,0.027810482308268547,0.3222677707672119
79,0.028038877993822098,0.322225421667099
80,0.027778003364801407,0.32220542430877686
81,0.027860678732395172,0.32227522134780884
82,0.02778398059308529,0.3221723437309265
83,0.028070727363228798,0.32220643758773804
84,0.02764800190925598,0.3222196698188782
85,0.0274027269333601,0.32222655415534973
86,0.027720073238015175,0.32217738032341003
87,0.02794407308101654,0.3222206234931946
88,0.027528008446097374,0.3221615254878998
89,0.02750994637608528,0.32214176654815674
90,0.027986304834485054,0.32216835021972656
91,0.027292603626847267,0.3221067488193512
92,0.027220169082283974,0.32214510440826416
93,0.027353888377547264,0.32216548919677734
94,0.026826387271285057,0.32211440801620483
95,0.027300439774990082,0.3221723437309265
96,0.027330432087183,0.3221921920776367
97,0.02711464650928974,0.3221258223056793
98,0.026932965964078903,0.3221893310546875
99,0.02689465507864952,0.322151780128479
100,0.026659466326236725,0.3221268355846405
