"patient_id","ADAMTSL5|339366","ALG11|440138","ALOX12P2|245","ANAPC4|29945","ANKRD30B|374860","ANP32A|8125","API5|8539","AQP7|364","ARL5B|221079","ASAHL|27163","ATF5|22809","BDNF|627","BEX4|56271","BHMT2|23743","BSPRY|54836","C12orf41|54934","C19orf59|199675","C1orf187|374946","C1orf56|54964","C1QTNF3|114899","C20orf57|83747","C21orf44|54070","C7orf24|79017","C7orf51|222950","C8orf31|286122","C9orf90|203245","CALML6|163688","CASQ2|845","CCDC95|283899","CENPL|91687","CLEC4C|170482","CNOT6L|246175","CREBL1|1388","CTNNB1|1499","CTSH|1512","CXorf40A|91966","CXXC4|80319","CYorf15B|84663","CYP4F2|8529","DKFZp564H213|440432","DPH2|1802","DTWD2|285605","EIF4E1B|253314","ELMO1|9844","ENOSF1|55556","EOMES|8320","ETV7|51513","FAM112B|121355","FAM32A|26017","FCER1A|2205","FECH|2235","FHOD1|29109","FKBP15|23307","FPRL1|2358","FZR1|51343","GAK|2580","GAS5|60674","GDF10|2662","GJB3|2707","GLUL|2752","GLYAT|10249","GOLIM4|27333","GPC4|2239","GRIN1|2902","HAL|3034","HAMP|57817","HBE1|3046","HEPHL1|341208","HOOK2|29911","HOXA11|3207","HPR|3250","IFNA6|3443","IL17RE|132014","IL28B|282617","IL8RB|3579","IMPDH1|3614","INHBE|83729","JTV1|7965","KCNE4|23704","KCNJ8|3764","KIAA1609|57707","KIF12|113220","KISS1|3814","LASS3|204219","LEFTY1|10637","LMNB1|4001","LOC152573|152573","LOC154860|154860","LOC220077|220077","LOC283737|283737","LOC285000|285000","LOC401324|401324","LOC647107|647107","LRRTM4|80059","LSM4|25804","LYCAT|253558","LYRM1|57149","LYVE1|10894","MAGEB10|139422","MAP3K7IP3|257397","MARCO|8685","MARS|4141","MDK|4192","MME|4311","MMP8|4317","MOBKL1A|92597","MOBKL1B|55233","MOGAT2|80168","MPFL|401827","MRPS27|23107","MSX2P1|55545","MUM1|84939","MYH7|4625","NEUROG2|63973","NGB|58157","NKAIN4|128414","NMB|4828","NOPE|57722","NPAL2|79815","NR0B2|8431","NUDT2|318","OASL|8638","ODZ2|57451","OR10H3|26532","OR2J2|26707","OR6T1|219874","OR9G4|283189","PAH|5053","PATZ1|23598","PDRG1|81572","PENK|5179","PHYHD1|254295","PIF1|80119","PIH1D1|55011","PIK3CD|5293","PIK3R1|5295","POP5|51367","PPM1L|151742","PPP1R3C|5507","PRDM1|639","PROK2|60675","PTPN3|5774","PXN|5829","PYHIN1|149628","QRSL1|55278","RBM8A|9939","RBMY1E|378950","RGS12|6002","RNF138P1|379013","RNF32|140545","RP11-278E11.2|442454","RPL26L1|51121","RPL27|6155","RPL39L|116832","RPL3L|6123","RPL8|6132","RPS9|6203","RXRA|6256","SAMD3|154075","SDK2|54549","SEC14L1|6397","SIM2|6493","SLCO5A1|81796","SMPD4|55627","SPRY4|81848","SRPK3|26576","SSBP2|23635","ST6GAL2|84620","STOML2|30968","SULT1A1|6817","TANC1|85461","TAS2R49|259295","TBX5|6910","TEX13B|56156","TFAP2B|7021","THBD|7056","TM4SF20|79853","TMEM158|25907","TNFRSF10C|8794","TP53I3|9540","TRAC|28755","TRIAP1|51499","TRIM52|84851","TRIM55|84675","TSHR|7253","TTLL4|9654","TYW3|127253","USP34|9736","USP5|8078","VPS13D|55187","VPS33A|65082","XPNPEP3|63929","ZBTB12|221527","ZNF23|7571","ZNF33B|7582","ZNF396|252884","ACTRT2|140625","ADAM19|8728","ADAM22|53616","AKTIP|64400","ANKRD13C|81573","ANKRD29|147463","ARHGEF12|23365","ASH1L|55870","C11orf35|256329","C14orf72|145200","C16orf71|146562","C18orf54|162681","C19orf44|84167","C20orf66|343629","C4orf36|132989","C9orf126|286205","CBX8|57332","CCNK|8812","CD163L1|283316","CETP|1071","CITED1|4435","CLDN1|9076","CLSTN3|9746","COMMD6|170622","COMP|1311","COPG2|26958","CTPS2|56474","DDX53|168400","DEPDC2|80243","DKFZP547L112|81787","DKK2|27123","DLG4|1742","DLSTP|1744","DYNC1H1|1778","EFNA3|1944","EGFL8|80864","EHMT1|79813","EI24|9538","ELA1|1990","ETF1|2107","FAM78A|286336","GADD45GIP1|90480","GMPPB|29925","HAX1|10456","HBA2|3040","HBB|3043","hCG_1647286,LOC339457|728690","HIST1H4B|8366","HIST3H3|8290","HK3|3101","HNRNPU|3192","IL17F|112744","ILF2|3608","INPP5B|3633","IPO8|10526","ISLR2|57611","KCNE2|9992","LGALS2|3957","LINS1|55180","LOC144678|144678","LOC255275|255275","LOC286370|286370","LOC388789|388789","LOC401015,FAM133B|401015","LOC440061|440061","LOC440934|440934","LOC51039,DMN|51039","LOC643648|643648","LOC645030|645030","LOC645700|645700","LOC730107|730107","LOC92270|92270","LRRC19|64922","MCCC2|64087","MFHAS1|9258","MIDN|90007","MRPL50|54534","MYL2|4633","NEIL3|55247","NOL9|79707","NPTX2|4885","NXF3|56000","OGN|4969","ONECUT3|390874","OR11H6|122748","OR4C11|219429","OR4C13|283092","OR56A3|390083","OTOR|56914","OTUB2|78990","PDGFD|80310","PITPNM1|9600","PLA2G4E|123745","POLD3|10714","POR|5447","PRKG1|5592","PRO2852|114224","RBP3|5949","Rgr|266747","RIC8A|60626","RNF167|26001","RNF186|54546","RNPEP|6051","RP13-122B23.3|25920","RS1|6247","RSC1A1|6248","SCARB1|949","SENP2|59343","SERPINA10|51156","SETD8|387893","SFRP1|6422","SLC22A7|10864","SLC25A31|83447","SRF|6722","TBPL2|387332","TCL6|27004","TMEM115|11070","TMEM82|388595","TNPO2|30000","TP53TG3|24150","TRAPPC3|27095","TRH|7200","TRIM43|129868","TWIST1|7291","UNC45A|55898","UNQ6411|401027","USP27X|389856","WNK2|65268","WNT2|7472","YEATS2|55689","YTHDF2|51441","ZNF713|349075","ZSCAN21|7589","ABI3|51225","ANKRD45|339416","ARNTL|406","ATP11C|286410","AZU1|566","B3GNT3|10331","BHLHB3|79365","BRD9|65980","C14orf132|56967","C15orf17|57184","C15orf21|283651","C20orf141|128653","C20orf160|140706","C21orf29|54084","C3orf27|23434","C3orf52|79669","C6orf10|10665","C7orf30|115416","CAMK2G|818","CCL19|6363","CD52|1043","CDH23|64072","CEP72|55722","CHST1|8534","CLCA1|1179","CLDN20|49861","CLEC3B|7123","COL1A2|1278","COL5A1|1289","CRYBA2|1412","CTHRC1|115908","CTNND2|1501","CYP2F1|1572","DBN1|1627","DDX17|10521","DGCR11|25786","DGCR9|25787","DHDDS|79947","DNASE2|1777","DOK3|79930","DUSP4|1846","EAF1|85403","EDN3|1908","EGFR|1956","EXOC6|54536","FAM110A|83541","FAM71C|196472","FLJ33544|728283","FLJ40243|133558","GAS2L1|10634","GFM1|85476","GSTT1|2952","HAO1|54363","HBM|3042","hCG_1776018|644139","HMCN1|83872","HMGN2|3151","HMGN2P4|643744","HOXA2|3199","HOXB3|3213","IGH@|3492","IL27RA|9466","IRF4|3662","ITPA|3704","KIF22|3835","KLK7|5650","KRT79|338785","LAMB1|3912","LCE1B|353132","LIPF|8513","LOC120364|120364","LOC130074|130074","LOC284276|284276","LOC286191|286191","LOC342541|342541","LOC440366|440366","LOC644656|644656","LOC645652|645652","LOC728173|728173","LRRC17|10234","LRRC41|10489","M-RIP|23164","MAFF|23764","MAGEA1|4100","MAP3K5|4217","MED19|219541","MESP2|145873","MGC42105|167359","MGC7036|196383","MOBKL2C|148932","NDUFA10|4705","NFKBIA|4792","NKAIN1|79570","NODAL|4838","NP|4860","NPB|256933","NRTN|4902","NUBP1|4682","NUPL2|11097","NXN|64359","NY-SAR-48|93323","OLFML2A|169611","OPRK1|4986","OR10C1|442194","OR52D1|390066","OR7A5|26659","OSGEP|55644","OTOS|150677","PAGE2B|389860","PCDHAC1|56135","PLEC1|5339","PLEKHF1|79156","PRB4|5545","PSMB4|5692","QSOX1|5768","RAB37|326624","RAI2|10742","RANBP3L|202151","RBM3|5935","RCOR2|283248","REM2|161253","RP5-1022P6.2|56261","RSPO2|340419","SCUBE1|80274","SKAP1|8631","SLC17A5|26503","SLC25A19|60386","SLC30A10|55532","SLCO4A1|28231","SNIP|80725","SSH2|85464","STEAP3|55240","TBX21|30009","TFCP2|7024","TGFB1|7040","TMEM16A|55107","TMEM41A|90407","TMEM8|58986","TNFRSF18|8784","TRIP10|9322","TRMT5|57570","TRPC2|7221","UBXD6|7993","ZBTB33|10009","ZNF185|7739","ZNF443|10224","ZNF682|91120"
"HB_029_N",0.07782,-0.02941,0.00731,0.11367,0.02041,-0.055855,-0.100625,-0.02455,0.06771,-0.144016666666667,0.14837,-0.31668,-0.13972,0.011375,-0.35267,-0.25813,0.10877,0.13114,-0.00266,-0.081305,-0.01703,0.03582,-0.0552,-0.30265,0.10374,-0.10599,0.0434,-0.08393,0.13939,-0.12708,0.0448,-0.0157,0.09818,-0.08954,0.06703,-0.12267,-0.016365,-1.0643,0.032145,0.00521,-0.01657,-0.01762,-0.12349,-0.064055,0.17281,-0.31024,0.2464,0.19292,-0.04849,-0.42036,0.03737,-0.0775,0.06754,0.04553,0.01452,0.06099,0.02188,-0.21105,0.03852,-0.25662,-0.04636,-0.125075,-0.1938,0.02625,-0.04352,0.416156666666667,0.00635,-0.08971,-0.08767,0.28287,-0.409535,0.08547,0.08104,0.10595,0.08185,0.1799,0.06845,-0.05671,0.06709,0.10878,-0.07279,-0.18807,-0.07726,-0.07655,-0.19936,-0.15779,-0.11808,0.03273,-0.03334,0.08525,-0.18399,0.15642,0.0202,0.0294,0.07247,-0.075285,-0.116,0.0538,-0.01519,0.06231,-0.1783,-0.192,0.22635,-0.108256666666667,-0.07482,0.01292,-0.00684,0.07464,0.00768,-0.03391,-0.0266,-0.02476,0.17195,-0.35131,0.01176,0.16934,0.26474,-0.01473,0.04739,0.26274,0.04456,0.59921,-0.150755,0.0449,0.00744,0.00457,-0.09057,-0.143455,0.03503,-0.0301,-0.52351,0.14188,0.11828,-0.00339,0.26,-0.01396,0.10857,-0.06712,-0.50764,-0.05382,0.02803,-0.15837,0.18717,0.16374,-0.15551,-0.16308,-0.20589,0.0465,0.03437,0.0871,0.01875,-0.05256,0.07212,0.02731,-0.00322,0.0827833333333333,0.116545,0.20039,-0.001695,0.100515,-0.09639,-0.158345,-0.2926,-0.148525,-0.14809,0.071,-0.168885,-0.16227,-0.16017,0.023575,-0.150335,0.11598,0.0541,0.0086,-0.41665,0.032505,0.07544,-0.20851,0.08028,0.12707,0.016875,-0.00975,-0.01263,-0.10136,0.07592,0.11528,0.08226,-0.02553,0.0293,-0.07417,-0.09863,0.025625,-0.0565,-0.00698,-0.03959,-0.00136,0.05878,0.12216,-0.197443333333333,-0.194315,-0.18839,-0.08436,-0.05107,-0.22543,0.04812,0.02221,0.09629,-0.03118,0.05713,0.21999,0.003035,0.09259,-0.28341,-0.05816,0.08052,0.10427,-0.31782,0.14746,-0.15351,-0.04385,0.01992,-0.07189,-0.02602,-0.11181,-0.0576,0.13492,-0.0591,0.11403,-0.19017,-0.11059,0.06019,0.20495,0.0336,-0.04963,-0.04582,-0.09676,0.19514,-0.01636,0.0247,-0.04262,0.35856,0.20409,-0.09292,0.04639,-0.08402,0.18134,-0.149995,-0.10991,-0.07565,-0.01214,-0.166635,-0.07727,-0.047995,0.0087,0.11331,0.03306,-0.14668,-0.00734,-0.13053,-0.03601,-0.21904,0.07961,0.12347,0.05916,0.0665,0.03101,-0.20944,-0.10146,-0.01851,-0.16155,-0.20498,0.10091,0.01199,0.09172,0.11228,0.13552,-0.21735,0.0401,-0.18355,0.06263,-0.02029,-0.23663,-0.00911,0.02871,0.03964,0.06139,0.04688,-0.13764,0.11125,0.00212,0.016745,-0.00658,-0.13926,-0.03112,0.12208,0.01021,0.00785,-0.01003,-0.01718,0.07105,-0.01642,0.0150875,0.09509,-0.07314,0.07639,-0.05009,-0.2533,0.0216666666666667,0.02612,-0.07563,-0.04473,0.103226666666667,-0.01104,-0.00247,-0.06844,0.15821,-0.12634,-0.0363,-0.28485,0.14745,-0.09215,0.05023,-0.16443,-0.0883566666666667,0.04214,-0.073035,-0.19391,-0.014,-0.192,0.13151,-0.02283,-0.225785,0.10373,0.00307,-0.02905,-0.19762,0.05361,-0.01274,-0.17084,0.075,0.3373,0.28486,0.01905,0.08402,-0.03488,0.05632,-0.13268,-0.13296,0.17616,0.39664,-0.045955,-0.22157,-0.29317,0.05782,0.11366,0.56432,0.24077,-0.13369,-0.04726,0.24531,-0.23197,0.065705,-0.05602,0.070655,-0.08677,-0.19006,-0.10523,-0.05135,0.13914,-0.30026,-0.215885,-0.0879,-0.02031,-0.11449,0.01166,0.03604,-0.12841,-0.05474,0.03447,-0.19964,-0.12868,-0.26779,0.04707,0.02792,0.17225,0.0570166666666667,0.15197,0.018155,0.05987,0.61064,0.13995,0.46526,0.07179,0.13842,-0.13785,0.1493,-0.240895,-0.14657,-0.1772,0.00888,-0.05885,-0.01207,0.06021,0.00324,0.02181,-0.03294,-0.07309,-0.03008,-0.13592,0.04584,0.08084,-0.00686,0.05058,-0.07892,0.05737,0.035225,-0.14216,0.11205,0.00767,0.0299,0.15073,-0.08851,-0.022925,0.03883,0.0477,0.02971,-0.03532,-0.19272,0.16029,0.05484,0.4062,-0.24927,0.00497,0.08466,-0.23359,0.04514,0.029115,0.02109,-0.02609,0.07338,0.15438,0.04286,-0.01651,0.04712,-0.07193,-0.06127,-0.33283,0.03308,-0.00262,-0.1355,0.1776,-0.19843,-0.07485,0.22813,-0.18334,-0.018025,0.20718,0.344165,0.12114,0.05679,0.1008,0.27714,-0.07571,-0.03357,-0.08724,-0.06634,0.1114,0.04212,0.04307,0.12117,0.05036,0.018135,-0.093335,-0.22466,-0.02026,-0.06974
"HB_058_N",0.04725,-0.31682,0.01592,-0.09979,0.03568,0.04893,0.037955,0.03977,-0.09364,-0.0450833333333333,-0.03011,-0.01871,0.0532,-0.06991,-0.14456,8e-05,-0.06397,0.0671,0.01503,0.02297,-0.04256,0.05723,0.02915,-0.09704,0.06472,-0.02761,-0.00444,-0.01877,0.03223,-0.1215,0.05071,-0.05828,-0.0033,-0.005895,-0.10938,0.0068,-0.05928,0.44081,0.087785,0.04253,-0.02186,-0.09573,-0.01375,0.025285,-0.03379,0.22414,0.00018,0.06735,0.04738,-0.36102,-0.04399,-0.02717,0.01555,-0.0239,-0.04835,-0.02722,-0.00734,-0.16113,0.06196,-0.09935,0.01201,-0.215955,-0.27759,0.012485,-0.09897,-0.272233333333333,0.04614,-0.01574,-0.11552,0.111,-0.41586,0.01665,-0.06081,0.04804,-0.02659,0.05488,0.20743,-0.019,-0.05335,-0.10539,-0.12141,0.37049,0.0387,-0.01533,-0.11692,0.01338,-0.12465,0.05576,0.03462,0.0452,-0.1369,-0.03246,0.00385,-0.02539,0.06896,-0.05404,-0.01535,-0.05363,0.05549,0.04047,-0.22301,-0.01909,0.07006,-0.342826666666667,-0.10797,-0.09666,-0.105555,0.05443,-0.02987,0.028625,-0.05773,-0.1122,0.00699,0.03752,-0.0357,-0.15736,-0.00149,-0.04308,0.0423,0.15261,0.05134,0.04705,-0.03318,0.01829,-0.04125,0.07802,0.03516,-0.000305,-0.013865,0.05573,-0.18582,-0.33714,-0.01387,0.06747,-0.17032,-0.06341,-0.035465,0.02671,-0.19902,0.01147,-0.11991,0.06452,-0.04164,0.09423,-0.08013,0.05867,0.16174,-0.10467,0.05722,0.026005,-0.09757,-0.04075,0.05702,-0.09368,0.11619,0.0267866666666667,0.0287,-0.1202,0.03528,0.04015,-0.0123,0.052315,-0.13501,0.003635,0.13097,-0.14253,-0.07309,-0.03057,-0.02883,-0.005375,-0.17722,0.07737,0.10617,-0.02727,-0.00059,-0.146675,0.01275,0.08464,0.003585,-0.04288,0.003365,-0.01132,0.0078,0.01729,0.00954,-0.05613,-0.06543,0.042895,0.01314,-0.07568,-0.00774,-0.041835,0.06057,-0.00585,-0.02246,0.10436,0.01173,-0.088715,-0.0422533333333333,-0.03216,0.00819,-0.04594,0.01048,-0.01779,0.07345,0.06899,0.0517,-0.01991,0.0061,0.07428,0.02134,0.05025,-0.20291,0.04104,0.02983,0.07161,-0.10829,0.04506,0.08789,-0.03664,-0.12453,-0.13875,0.05202,-0.03531,-0.01226,0.11872,0.08224,-0.14528,0.07341,0.064185,0.10303,0.03289,-0.00533,0.01047,0.09035,-0.04444,-0.03571,0.03299,-0.001075,-0.03517,0.19747,0.103175,-0.03535,0.00111,-0.03023,-0.00015,0.055105,-0.07213,0.0061,0.10807,0.011635,0.04663,0.039325,-0.05472,0.01927,0.02123,-0.05565,0.01597,-0.0819,0.09889,0.0266,0.11149,-0.05788,0.06476,-0.04436,0.05727,0.02011,0.07984,0.06681,0.11691,-0.04399,-0.01743,-0.08389,0.07177,0.08783,0.04638,-0.74166,-0.01023,-0.05558,-0.01093,0.01072,-0.15292,0.01391,0.0536,0.07072,-0.03708,0.08952,0.19826,0.03028,-0.03297,-0.017665,0.01088,0.02113,-0.01755,0.08152,-0.06243,-0.00223,0.061,0.00839,-0.00355,-0.01508,0.0531625,-0.07538,0.00734,0.06541,-0.05689,-0.03653,0.03293,0.04171,0.02084,0.03624,0.0773416666666667,-0.04471,0.04701,0.02907,0.02515,0.04638,-0.11279,0.18612,-0.10823,0.03176,-0.00726,0.07217,0.0245466666666667,-0.15419,0.031385,-0.07701,0.01273,0.03863,-0.04327,-0.02076,-0.27736,-0.006055,-0.03585,-0.03122,-0.08234,0.03446,0.08524,0.09121,0.04844,-0.063455,0.09412,0.00392,0.09529,0.06643,-0.04124,-0.03775,-0.04788,-0.00527,0.04441,-0.01882,-0.08112,-0.13477,0.0464,0.03272,0.19486,-0.00267,-0.07185,0.094095,0.05187,-0.07254,0.06489,-0.02656,-0.082345,-0.00864,0.03115,0.2274,0.03146,0.01176,0.339845,0.011385,0.1946,-0.10021,0.08976,-0.06388,0.10101,-0.03201,0.01996,-0.0484,0.03171,-0.03296,-0.38519,0.04628,-0.22363,-0.03231,0.0838766666666667,0.10061,0.02169,0.05602,-0.0248,-0.03334,0.02031,0.07278,0.00717,0.16429,0.05025,0.16035,0.00308,-0.07878,0.16374,-0.00469,-0.05575,-0.01202,0.01633,0.08436,-0.10266,-0.12616,-0.00703,-0.00292,0.03391,0.01941,-0.59222,-0.00484,-0.05786,0.03034,0.0504,-0.15885,-0.05219,-0.08965,0.03385,-0.29717,0.08197,0.055265,-0.30749,0.05835,-0.00604,0.04007,0.03129,-0.0055,-0.07929,-0.0927,-0.14964,0.00481,-0.01284,-0.40724,0.04501,-0.140245,-0.02587,-0.008755,-0.03685,-0.04956,0.0307,0.04521,0.001895,0.05667,-0.00389,-0.50388,-0.00678,0.26355,0.12362,0.03872,-0.23297,0.03837,0.04172,-0.012155,-0.01687,-0.09073,-0.396535,0.01974,-0.0972,-0.09752,0.04937,0.04755,-0.02909,-0.08873,-0.049645,0.01203,0.05466,-0.13683,0.05832,-0.0015,0.01383,-0.04955,-0.26499,-0.11147,-0.0215
"HB_064_N",-0.01686,-0.10718,-0.00814,-0.0369,-0.03166,-0.016845,0.01727,-0.45982,-0.09309,0.03154,0.09395,0.035465,0.05007,0.00878,0.22223,0.07141,-0.0933,0.09617,-0.05489,-0.004645,-0.05682,-0.01711,-0.0556,-0.00424,-0.02714,0.13216,0.00639,0.07779,0.02183,-0.08851,-0.07457,0.04719,0.13091,-0.019895,0.09401,0.00636,0.004675,-0.89245,0.11282,-0.01561,0.07577,-0.0949,-0.02502,-0.035575,-0.15989,-0.00064,-0.00557,0.02274,0.03741,-0.04024,0.0649,-0.09678,0.04864,0.03149,-0.01062,0.04218,0.004525,0.07121,0.02218,-0.0206,0.048775,0.038405,-0.09825,0.01641,0.01582,-0.182953333333333,-0.0372,-0.06058,0.01193,0.02121,-0.25906,0.279,0.11974,-0.01077,-0.1271,0.00503,0.05703,0.06373,-0.02301,-0.07696,-0.15158,-0.13428,-0.0349,0.02142,0.04139,0.17599,-0.10863,-0.06056,-0.01351,0.02908,-0.21693,0.08872,0.08422,-0.04801,0.06084,0.063735,0.00705,-0.060455,0.16251,0.05569,0.169,0.00435,0.02933,0.368503333333333,-0.06514,-0.04714,-0.083965,-0.00518,0.09866,0.073415,0.03164,-0.02328,0.01596,-0.17834,0.15144,0.11011,0.1022,0.03499,0.10556,0.23568,0.03111,0.01349,0.02897,0.02455,-0.05798,0.00823,-0.04138,0.068465,0.1329,0.02919,0.262,0.23218,-0.033955,0.08601,-0.13951,0.03838,0.04168,0.06215,0.09472,0.07167,-0.16903,-0.01966,0.0221,-0.00193,0.27184,0.05501,-0.04683,-0.00648,0.05938,-0.0188,0.04128,-0.04255,-0.02785,0.04123,0.1073,0.00180666666666667,-0.02959,0.03185,-0.066215,0.07323,-0.00459,-0.002995,-0.1884,-0.074125,0.1017,0.22938,-0.004975,-0.00166,0.0511,0.0862,0.06328,-0.025,0.00415,0.09404,-0.02635,-0.001795,0.0744,-0.06882,-0.011655,0.04636,-0.02991,-6e-05,-0.10318,0.073155,-0.01008,0.02715,-0.06579,0.052765,0.04624,-0.00822,0.05221,0.031395,0.05197,0.07411,0.07707,0.09976,0.01972,-0.03391,0.02631,-0.00699,0.11935,-0.07258,-0.102785,0.08245,-0.07106,-0.00656,0.09364,-0.03331,0.00805,-0.05489,-0.078865,0.03528,0.01868,0.10212,-0.01786,0.08401,0.04178,-0.01786,0.0447,-0.08517,0.07297,0.07165,0.0715,-0.14904,-0.08435,0.04871,-0.01923,0.13332,0.04577,0.018325,-0.05848,-0.041,0.00816666666666666,0.02286,0.01773,-0.02826,-0.10459,-0.01511,0.05206,-0.03439,-0.02639,-0.107585,-0.05725,0.04855,0.03674,-0.01596,0.01767,-0.0713,0.01897,0.05036,-0.03032,-0.00559,-0.039915,0.04247,-0.00323,-0.01502,-0.06931,0.01192,0.00833,-0.05618,-0.03424,0.00253,-0.00072,0.10391,0.01406,0.02735,-0.00571,-0.22412,-0.01936,0.06946,0.09642,0.05003,-0.03186,0.00649,0.04434,0.00952,-0.53148,0.02208,-0.04059,-0.02596,-0.05556,-0.13366,0.00326,0.01966,0.14681,-0.06801,-0.0712,-0.0401,-0.01506,0.02091,0.03519,0.04166,-0.01466,-0.02309,-0.04406,-0.02237,0.00851,0.04791,0.08766,-0.03498,-0.03261,0.03004,-0.00916,0.02224,0.04475,-0.03427,-0.06142,0.0726433333333333,0.03168,0.02379,0.04153,0.00534333333333333,0.08162,0.01484,0.0066,-0.05313,-0.03467,-0.20347,-0.13744,-0.04788,0.0271,-0.00529,0.08494,0.09441,0.08352,0.000735,0.03352,-0.21221,0.03262,0.00543,0.00575,-0.02121,-0.056905,0.03743,-0.0135,0.0514,0.08395,0.02148,0.05178,0.12139,0.019345,0.05864,0.00541,0.029,-0.0416,0.05018,-0.04034,0.029755,-0.32825,-0.02246,-0.01229,0.09406,-0.07031,0.00889,-0.00519,0.01725,-0.02288,0.04746,-0.04818,-0.05116,0.06645,0.07879,-0.01765,0.07309,0.05257,0.02361,0.076,0.02917,-0.083855,0.15413,0.09367,-0.07996,-0.0742,-0.03441,0.07536,0.14412,-0.11565,0.03451,-0.02291,0.02781,-1.1504,-0.26332,-0.00473,0.02288,-0.15058,0.135853333333333,0.17998,-0.030265,-0.02601,0.01887,-0.00036,0.03782,0.05201,0.11627,-0.07209,0.03801,0.036865,-0.08828,-0.24706,0.13487,0.0221,-0.04655,-0.0595,-0.05713,0.0358,0.01582,0.04929,0.00784,0.04207,0.0712,0.08999,-0.51204,-0.10724,0.03578,-0.0026,0.02191,0.05443,0.03733,0.00082,0.049505,-0.04246,-0.00694,0.072135,-0.00352,-0.00293,0.05268,0.07015,0.14526,-0.06641,0.04021,-0.13741,0.16083,0.01016,0.05734,-0.24576,0.1625,-0.09756,-0.05413,-0.062625,-0.03438,0.02274,-0.00783,0.00399,0.01549,0.20852,0.05074,-0.25299,0.30904,0.0089,0.07801,-0.00013,0.01629,-0.02362,-0.00649,-0.05011,-0.115135,0.16233,-0.26571,0.03787,-0.0801,-0.05704,-0.02157,0.00371,-0.03814,0.1425,0.00465,0.07454,9e-05,-0.24211,0.11838,0.03145,0.0107,0.001585,0.04683,-0.04771,0.05878
