index,mRNA,methylation,miRNA,VCDN
0,0.21476395428180695,0.1382613182067871,0.06622092425823212,0.3853367269039154
1,27009.146484375,221408.96875,0.031828586012125015,0.5433903336524963
2,1687775.875,25933644.0,0.03825150057673454,0.537968635559082
3,92750.09375,1124048.625,0.03702009096741676,0.34277623891830444
4,20556.76171875,783172.9375,0.02851146273314953,0.32845577597618103
5,66581.1953125,903184.75,0.025315172970294952,0.3026377260684967
6,44446.359375,429043.21875,0.026140308007597923,0.32271644473075867
7,12941.86328125,95649.4609375,0.027355900034308434,0.4809933304786682
8,2902.746826171875,211864.515625,0.02580091916024685,0.42792022228240967
9,27459.419921875,476925.1875,0.023488491773605347,0.45192086696624756
10,40880.9296875,296624.5625,0.02083883062005043,0.48003754019737244
11,26375.9140625,135074.140625,0.01976585015654564,0.33813410997390747
12,5369.6416015625,110414.859375,0.019811756908893585,0.3143976926803589
13,5417.30712890625,370823.1875,0.020280763506889343,0.2945314645767212
14,27091.517578125,238079.640625,0.01994042471051216,0.2870287299156189
15,24361.17578125,35974.6796875,0.01852703094482422,0.3156552016735077
16,7413.1650390625,64944.83203125,0.01742289960384369,0.35421204566955566
17,1346.2255859375,185158.796875,0.01649884507060051,0.4081460237503052
18,7244.40234375,177913.71875,0.016915317624807358,0.41756361722946167
19,13736.5224609375,50780.515625,0.017141904681921005,0.2913438677787781
20,12189.623046875,30711.65234375,0.01652827486395836,0.32012152671813965
21,4395.1376953125,110816.9140625,0.015849871560931206,0.3096980154514313
22,702.26904296875,120608.53125,0.015813477337360382,0.31187763810157776
23,4771.16162109375,30659.146484375,0.015064041130244732,0.2899077832698822
24,8421.0693359375,17238.521484375,0.015314246527850628,0.45079898834228516
25,6388.87060546875,69167.8203125,0.015115959569811821,0.32875558733940125
26,1674.70361328125,78506.1484375,0.014594247564673424,0.31847548484802246
27,410.3625183105469,26843.4375,0.013994759880006313,0.27576589584350586
28,2959.8583984375,6387.71923828125,0.013830520212650299,0.35615450143814087
29,4844.0888671875,48108.7109375,0.013854826800525188,0.33126845955848694
30,3688.53564453125,53901.69140625,0.013248910196125507,0.3038415014743805
31,1077.5721435546875,21004.630859375,0.013461807742714882,0.30072805285453796
32,211.81607055664062,6723.73193359375,0.013351337052881718,0.37836992740631104
33,1676.832763671875,29604.44140625,0.013051279820501804,0.27322521805763245
34,2863.9296875,35636.68359375,0.012674092315137386,0.2827033996582031
35,2162.6513671875,12290.267578125,0.012659749016165733,0.2772618532180786
36,667.6301879882812,5780.26123046875,0.012441183440387249,0.39973917603492737
37,118.04632568359375,19212.837890625,0.011739464476704597,0.2696674168109894
38,1068.955322265625,24416.138671875,0.012240143492817879,0.2739267647266388
39,1694.5078125,8633.2294921875,0.011845606379210949,0.37727829813957214
40,1370.693359375,3310.966064453125,0.011554860509932041,0.35214993357658386
41,464.26251220703125,13905.9521484375,0.011617432348430157,0.3019627630710602
42,90.99215698242188,15643.6845703125,0.011102171614766121,0.2815145254135132
43,531.8191528320312,7142.498046875,0.011415326967835426,0.3015402555465698
44,1000.3099975585938,1717.99169921875,0.011212182231247425,0.3158554434776306
45,839.7618408203125,9047.5615234375,0.01084508839994669,0.2770328223705292
46,324.9280700683594,10942.3125,0.010593706741929054,0.26615849137306213
47,58.094783782958984,4814.12890625,0.0104998042806983,0.26278620958328247
48,313.4759826660156,2421.8408203125,0.010424332693219185,0.34507322311401367
49,575.4820556640625,5783.70751953125,0.010327489115297794,0.386100709438324
50,519.982421875,7694.72021484375,0.010303594172000885,0.2791678309440613
51,240.4573211669922,2955.2861328125,0.010355080477893353,0.2730749845504761
52,56.09883499145508,1714.649658203125,0.010283217765390873,0.2731649875640869
53,175.14100646972656,4374.95166015625,0.009979614056646824,0.2711196839809418
54,369.76434326171875,5462.689453125,0.009879179298877716,0.31067389249801636
55,323.3012390136719,2819.468505859375,0.009823598898947239,0.2589985728263855
56,174.91212463378906,1605.2298583984375,0.009659812785685062,0.37582966685295105
57,50.41887283325195,3730.15771484375,0.009552010335028172,0.32849371433258057
58,109.02476501464844,3575.053466796875,0.009477097541093826,0.31035032868385315
59,245.67474365234375,1544.782958984375,0.009175453335046768,0.2618832588195801
60,206.64846801757812,1157.5225830078125,0.008943154476583004,0.30306175351142883
61,110.54702758789062,2562.22021484375,0.009013280272483826,0.3010653257369995
62,46.3585205078125,2755.61865234375,0.009044241160154343,0.3080022931098938
63,76.26942443847656,1139.784912109375,0.008768531493842602,0.3043791651725769
64,134.07229614257812,928.303466796875,0.00876468326896429,0.2869974672794342
65,148.8901824951172,1879.3150634765625,0.008718430995941162,0.27725881338119507
66,58.081871032714844,1623.91943359375,0.008557762950658798,0.2938832938671112
67,31.733720779418945,982.758544921875,0.008674060925841331,0.2990339696407318
68,60.535682678222656,852.1541748046875,0.008368471637368202,0.29246166348457336
69,89.38460540771484,1561.9019775390625,0.00822415016591549,0.2675008773803711
70,86.51545715332031,1463.4774169921875,0.008187083527445793,0.2751179337501526
71,46.834259033203125,1300.076904296875,0.008104016073048115,0.30613765120506287
72,20.35230255126953,1694.3936767578125,0.008016098290681839,0.2719097435474396
73,60.23489761352539,2115.1015625,0.007770074997097254,0.2853437662124634
74,74.02474975585938,1706.99072265625,0.007667115889489651,0.27336034178733826
75,49.97535705566406,1390.5870361328125,0.007550357840955257,0.2704398036003113
76,42.261146545410156,1671.3966064453125,0.007450942415744066,0.31303367018699646
77,29.807960510253906,2073.105712890625,0.0075635104440152645,0.2684187889099121
78,38.55357360839844,2038.988525390625,0.007024855352938175,0.3193373680114746
79,57.329833984375,2225.293701171875,0.007300571072846651,0.31860408186912537
80,43.09103012084961,2656.774658203125,0.007286726031452417,0.3146166503429413
81,19.60453987121582,2852.329833984375,0.007255073171108961,0.2903052866458893
82,28.787057876586914,2403.804443359375,0.007423512637615204,0.292058527469635
83,41.30656433105469,2101.416748046875,0.007074527442455292,0.29269757866859436
84,36.65741729736328,1582.82177734375,0.007158176973462105,0.26698991656303406
85,23.122461318969727,1178.7469482421875,0.006771155633032322,0.2812023162841797
86,20.619644165039062,995.9517822265625,0.007052342873066664,0.31058913469314575
87,18.841211318969727,1037.490966796875,0.007001825608313084,0.27846696972846985
88,27.515613555908203,1139.9224853515625,0.00682761799544096,0.29036277532577515
89,28.468708038330078,1070.35498046875,0.006490019150078297,0.29300880432128906
90,24.17026710510254,1009.7759399414062,0.006444522645324469,0.261737585067749
91,15.56442928314209,1321.6346435546875,0.0066731455735862255,0.25815773010253906
92,21.00496482849121,1492.8984375,0.006556480657309294,0.25658145546913147
93,24.756263732910156,1520.464599609375,0.006590486038476229,0.2632262408733368
94,18.903444290161133,1493.8046875,0.006360992789268494,0.2710789442062378
95,15.715497016906738,1319.5667724609375,0.006325001362711191,0.27569645643234253
96,22.901424407958984,750.03076171875,0.006144834216684103,0.2913700044155121
97,28.841999053955078,487.3358154296875,0.006331312470138073,0.2605389952659607
98,23.26459312438965,742.7415161132812,0.0060821701772511005,0.28110677003860474
99,14.670851707458496,820.5281372070312,0.005868792533874512,0.2613418698310852
100,15.794771194458008,871.3737182617188,0.006071463692933321,0.3026762008666992
101,22.558523178100586,1362.7611083984375,0.00602688966318965,0.25392860174179077
102,25.733835220336914,2107.80419921875,0.006048057693988085,0.28593671321868896
103,17.121829986572266,3991.67333984375,0.005843185819685459,0.2606452405452728
104,15.471211433410645,8134.83984375,0.0061201960779726505,0.28412243723869324
105,14.511799812316895,15923.3671875,0.005846258252859116,0.2520962655544281
106,21.869295120239258,26650.927734375,0.005504573229700327,0.3159104585647583
107,18.51140594482422,31893.076171875,0.0056978678330779076,0.253058522939682
108,12.258559226989746,22868.7265625,0.00581062026321888,0.27620261907577515
109,13.643061637878418,6442.947265625,0.0056177289225161076,0.2928861081600189
110,18.151813507080078,2479.554443359375,0.00557294674217701,0.26373088359832764
111,27.55830192565918,10736.021484375,0.0054398044012486935,0.25511062145233154
112,38.277137756347656,13586.1513671875,0.0056562465615570545,0.2530386745929718
113,34.049407958984375,5445.72412109375,0.005209814291447401,0.2717417776584625
114,21.210737228393555,1149.9444580078125,0.005305242259055376,0.25960013270378113
115,19.379640579223633,7208.55712890625,0.005448541138321161,0.2536630630493164
116,14.466161727905273,8236.03125,0.005379924550652504,0.2684630751609802
117,21.05524253845215,1396.965576171875,0.0054250191897153854,0.2551169693470001
118,33.81850814819336,2375.90283203125,0.0052145617082715034,0.265220046043396
119,25.47119140625,6290.1982421875,0.005276222713291645,0.25613102316856384
120,12.925945281982422,2299.71337890625,0.0050408667884767056,0.24768270552158356
121,15.149270057678223,1068.5960693359375,0.004997072275727987,0.2817910313606262
122,20.270179748535156,4435.7744140625,0.005366051569581032,0.2677094638347626
123,28.191606521606445,2566.848388671875,0.0048228376545012,0.25756675004959106
124,41.3758544921875,586.4138793945312,0.00516476621851325,0.24413493275642395
125,46.692508697509766,2925.833984375,0.005097569897770882,0.25168222188949585
126,44.310020446777344,2277.983642578125,0.005024379584938288,0.24972903728485107
127,38.660953521728516,410.7000427246094,0.004822587128728628,0.24553698301315308
128,34.1662483215332,2219.603515625,0.005040893796831369,0.25380831956863403
129,24.866092681884766,1864.9368896484375,0.004747886210680008,0.26152679324150085
130,20.224063873291016,429.46405029296875,0.00494427653029561,0.23955145478248596
131,17.95228385925293,1740.7620849609375,0.004860511049628258,0.2674422860145569
132,14.519326210021973,1257.8428955078125,0.004773843102157116,0.261751264333725
133,12.815252304077148,347.14105224609375,0.004695460200309753,0.23841457068920135
134,15.140096664428711,1362.82373046875,0.0047477236948907375,0.2489905059337616
135,17.321380615234375,856.1807861328125,0.004823583643883467,0.26102185249328613
136,28.73841094970703,402.65911865234375,0.00483698258176446,0.24164876341819763
137,46.933692932128906,1037.2689208984375,0.004521004855632782,0.25558212399482727
138,73.85970306396484,596.37158203125,0.004721726290881634,0.25354093313217163
139,116.3405990600586,374.8427429199219,0.004513449966907501,0.23740226030349731
140,180.9548797607422,887.7041015625,0.0045455568470060825,0.24931764602661133
141,278.4041748046875,510.67901611328125,0.00480999518185854,0.24893821775913239
142,391.0113525390625,365.0225830078125,0.0045038145035505295,0.23941680788993835
143,509.7561340332031,560.3778076171875,0.004521125927567482,0.23733292520046234
144,567.292724609375,505.287109375,0.00449924124404788,0.2653212249279022
145,486.2216796875,329.9632263183594,0.00448228046298027,0.22931382060050964
146,264.8971862792969,443.3372802734375,0.0045263078063726425,0.24419112503528595
147,58.23128128051758,442.01812744140625,0.004256895277649164,0.240491583943367
148,18.166362762451172,380.69854736328125,0.004400506149977446,0.22475868463516235
149,113.97962951660156,354.6064758300781,0.00438005430623889,0.24413061141967773
150,193.5535888671875,357.74127197265625,0.004387794993817806,0.22899514436721802
151,164.33868408203125,367.29473876953125,0.004245206248015165,0.24067872762680054
152,67.91146087646484,343.37725830078125,0.0043305447325110435,0.24010615050792694
153,10.799097061157227,279.09381103515625,0.004166761413216591,0.23473140597343445
154,34.9970588684082,304.55242919921875,0.004263643641024828,0.24757817387580872
155,93.87088775634766,316.9298400878906,0.004349200055003166,0.22062741219997406
156,116.15150451660156,277.75860595703125,0.004223643336445093,0.23920279741287231
157,85.5396499633789,231.0126953125,0.0041283247992396355,0.23468054831027985
158,39.6086311340332,252.8184356689453,0.004036790691316128,0.24200783669948578
159,14.446557998657227,261.8975524902344,0.004184151999652386,0.22632698714733124
160,19.83824920654297,245.35580444335938,0.004243310075253248,0.2280704528093338
