features,aggregate
A2ML1|144568,0.0008149429192009343
A2ML1|144568_SMCR2|140768,0.0005050679337421084
AASS|10157,0.0007743321445373034
AATF|26574,0.0015375776408863412
AATF|26574_CPSF3|51692,0.0008423104969006068
AATF|26574_DTWD2|285605,0.00104393545440524
AATF|26574_FLJ22655|79785,0.0006423107042168904
AATF|26574_LOC126520|126520,0.0008917605945719197
AATF|26574_MYC|4609,0.000521588106586449
AATF|26574_OTUB2|78990,0.0006849647991140921
AATF|26574_RSAD2|91543,0.002475608694159526
AATF|26574_SLC25A28|81894,0.0004938838817395004
AATF|26574_SLC46A3|283537,0.0008706000286670757
AATF|26574_TBC1D1|23216,0.001476936943442474
ABCB6|10058,0.0016735699039564706
ABCB7|22,0.0011183372161067062
ABCB7|22_C1D|10438,0.000675307700176504
ABCB7|22_CYP24A1|1591,0.0007782127200847231
ABCB7|22_DPP4|1803,0.0007423019810237076
ABCB7|22_IDI1|3422,0.0005591413377884632
ABCB7|22_LOC256273|256273,0.0006547520865972734
ABCB7|22_MGC34761|283971,0.0004975131740339445
ABCB7|22_NPPA|4878,0.0014310004347781893
ABCB7|22_PRKCD|5580,0.0010478418909029466
ABCB7|22_RNF44|22838,0.0014127838586722933
ABCC12|94160,0.000536104178350113
ABCC12|94160_CPSF3|51692,0.000615012077929841
ABCC12|94160_IMPDH1|3614,0.0007272329391292498
ABCC12|94160_TCF15|6939,0.0005350313641192033
ABCC1|4363,0.0005971196040485882
ABCC1|4363_CCNI|10983,0.0004349131271866923
ABCC1|4363_CRH|1392,0.0011282748752605453
ABCC1|4363_CYP24A1|1591,0.000525661844490475
ABCC1|4363_DNAJC8|22826,0.00044661792243318296
ABCC1|4363_FLJ11236|56008,0.000610615737879617
ABCC1|4363_NPPA|4878,0.0005847976711927057
ABCC1|4363_SLC25A40|55972,0.0009141074635410392
ABCC4|10257,0.0022116242303991847
ABLIM1|3983,0.0020583867214926783
ACAA1|30,0.00047398213975533666
ACAD11|84129,0.0004738244868443214
ACAN|176,0.0015913303056016323
ACAT2|39,0.000517250171190965
ACAT2|39_ARRDC3|57561,0.000689038862306494
ACAT2|39_C9orf109|286333,0.0004984612214268802
ACAT2|39_DKKL1|27120,0.001541145148683468
ACAT2|39_EDN1|1906,0.0014336604749691107
ACAT2|39_WDFY1|57590,0.001116016553503878
ACO1|48,0.0006075184595809436
ACO1|48_AHNAK|79026,0.0008169826781941651
ACO1|48_ARL10|285598,0.0007368778290025347
ACO1|48_AZGP1|563,0.0007332080395541273
ACO1|48_DCXR|51181,0.0006062969247003157
ACO1|48_EXOC4|60412,0.0003256620688867882
ACO1|48_HSD17B14|51171,0.00042133463098140074
ACO1|48_MANEAL|149175,0.0005136999068380896
ACO1|48_PCDHB14|56122,0.000906293101904019
ACO1|48_PHOSPHO2|493911,0.000772356937737079
ACO1|48_PRKCD|5580,0.0008846495986792445
ACO1|48_RELN|5649,0.0010156246122947849
ACO1|48_SDC4|6385,0.0006757413552619378
ACO1|48_SNUPN|10073,0.0008502880369499392
ACO1|48_TESC|54997,0.0006549204608163141
ACOT4|122970,0.0006870241853771612
ACSM1|116285,0.000990056962296282
ACSM2A|123876,0.0006847829860285717
ACSS2|55902,0.00044446498286092355
ACTG1|71,0.00037015173432281576
ACTR1A|10121,0.0019630707631348708
ACTR1B|10120,0.0022312961227940356
ACTR8|93973,0.0005385777521400099
ACTR8|93973_APOL3|80833,0.0009597511805990855
ACVR2B|93,0.0009219858404404281
ACVR2B|93_ANKRD43|134548,0.0006433102722513207
ACVR2B|93_CRH|1392,0.000684903997294997
ACYP1|97,0.0008688199261693366
ACYP1|97_CCDC101|112869,0.002262374638890455
ACYP1|97_HEYL|26508,0.0011324186763735438
ACYP1|97_HP|3240,0.0014454629341686517
ACYP1|97_MEGF8|1954,0.0009888190875647416
ACYP1|97_RSAD2|91543,0.0013784862114780295
ADAL|161823,0.0015026796717963731
ADAL|161823_CRH|1392,0.000711900103111263
ADAL|161823_DKKL1|27120,0.000933973833437641
ADAL|161823_MED12|9968,0.000539974921594103
ADAM12|8038,0.0007060797621647516
ADAM23|8745,0.0007216085884006362
ADAM9|8754,0.0006178869458399155
ADAMTS12|81792,0.0008463124898064
ADAMTS2|9509,0.0018896864115667282
ADAMTS8|11095,0.0013168093812962395
ADAT1|23536,0.00043766599668037805
ADAT1|23536_WDR77|79084,0.0004267567526903808
ADAT3|113179,0.0014387401456583927
ADA|100,0.0006933204030501916
ADCY8|114,0.0012269681659817329
ADD1|118,0.0006718971339590755
ADH1A|124,0.0004241328143142489
ADH1A|124_CYP24A1|1591,0.0012059125561283764
ADORA2B|136,0.0004943461913911749
ADPGK|83440,0.0010598223241741964
ADPGK|83440_HEYL|26508,0.001151311252151056
ADPGK|83440_KRBA2|124751,0.001080964726911502
ADPGK|83440_MEGF8|1954,0.0012686505793095355
ADPGK|83440_PARS2|25973,0.0011883751705082583
ADPGK|83440_RAB7B|338382,0.0010369002549396786
ADPGK|83440_TGFBR3|7049,0.0006951641346608317
ADPGK|83440_VGF|7425,0.000777234672057194
ADPRHL1|113622,0.0008917145180859218
ADRA2A|150,0.00039472956215680344
ADRA2C|152,0.0008416517893783873
ADRB1|153,0.0015170872095991647
ADRB1|153_CD247|919,0.0007722450792863503
ADRB1|153_CTPS2|56474,0.0006611803626047137
ADRB1|153_GAS2L1|10634,0.0007364366857316471
ADRB1|153_GLI2|2736,0.0009578480961259068
ADRB1|153_GLIS1|148979,0.0005504074373528785
ADRB1|153_HIVEP1|3096,0.0006406861046844151
ADRB1|153_MAZ|4150,0.0005231913188257673
ADRB1|153_OR7E91P|79315,0.0010993662337907622
ADRB1|153_PRPF31|26121,0.0005146522539347129
ADRB1|153_ZNF682|91120,0.0006701589416001338
AGK|55750,0.0009580977493147328
AGPAT6|137964,0.0016345715694673444
AGR2|10551,0.0008422440939794973
AHNAK2|113146,0.003294465930046961
AHNAK|79026,0.0005523511559879425
AHNAK|79026_SMCR2|140768,0.0005832340142000187
AIM2|9447,0.0004825264425225025
AIP|9049,0.0012431525829947963
AIP|9049_GAS2L1|10634,0.000407679956030722
AIRE|326,0.0011816567680242784
AKAP13|11214,0.0013290511261912824
AKAP13|11214_CSRP2|1466,0.0012122885702218985
AKAP13|11214_FOXB2|442425,0.0006777639605486668
AKAP13|11214_GCC1|79571,0.0010085941192605262
AKAP13|11214_NARG2|79664,0.0006692202369721035
AKAP13|11214_SFRS4|6429,0.0015634315892601861
AKAP13|11214_SLC46A3|283537,0.0009426361037802029
AKAP13|11214_ZNF114|163071,0.0008708063809315633
AKAP14|158798,0.00046885810800937895
AKAP8L|26993,0.001078741204900706
AKAP8L|26993_EIF6|3692,0.00045790489814594154
AKAP8L|26993_MGC42105|167359,0.0004594871524710141
AKAP8L|26993_SMCR2|140768,0.0007191758895836073
AKAP8L|26993_ZFP64|55734,0.0006507111326948546
AKR1C1|1645,0.00035508387409124656
AKT3|10000,0.0008376605215631481
ALAD|210,0.000973059802057
ALAD|210_SMPD2|6610,0.0013895545527419127
ALB|213,0.0005128546098148946
ALDH1A1|216,0.001020306483886504
ALDH1A3|220,0.0013694436132217155
ALDH1A3|220_C20orf116|65992,0.001078738200314103
ALDH1A3|220_NKX3-2|579,0.0009037859390088374
ALDH1A3|220_PSTPIP1|9051,0.0006358145009841236
ALDH1B1|219,0.0012480404406230868
ALDH1B1|219_FABP7|2173,0.0006762455555687854
ALDH1B1|219_KCNS3|3790,0.0005166178883616368
ALDH1B1|219_LOC151162|151162,0.0010184809780120505
ALDH1B1|219_PGAM2|5224,0.0009783239395657253
ALG10|84920,0.0010323021004788355
ALG10|84920_CSRP2|1466,0.0025740107064521804
ALG1|56052,0.0018173210176468323
ALG6|29929,0.0006583946748442862
ALKBH3|221120,0.0012530714971047744
ALKBH3|221120_DIO3|1735,0.0010897696987001147
ALKBH3|221120_KLF9|687,0.0005939792537777318
