index,mrna,VCDN
0,0.1418507695198059,0.32753512263298035
1,145.52908325195312,0.3282685875892639
2,1.3908588886260986,0.32647281885147095
3,28.033029556274414,0.32522013783454895
4,2.0055243968963623,0.32682767510414124
5,23.476022720336914,0.3272988796234131
6,13.51452922821045,0.3261743187904358
7,0.7911263704299927,0.32449573278427124
8,2.3492202758789062,0.3262781500816345
9,5.90930700302124,0.3256953954696655
10,3.7605702877044678,0.3255927264690399
11,0.47231629490852356,0.3272812068462372
12,0.9153894782066345,0.3270486891269684
13,3.5640366077423096,0.32712310552597046
14,3.899674415588379,0.327871173620224
15,1.756188988685608,0.32670170068740845
16,0.22141586244106293,0.3248404264450073
17,0.6191089153289795,0.3246113657951355
18,1.7883349657058716,0.32564279437065125
19,1.958197832107544,0.3265891969203949
20,1.0794442892074585,0.3272990882396698
21,0.2240765541791916,0.32766255736351013
22,0.30342164635658264,0.3273284435272217
23,0.9533066749572754,0.32759493589401245
24,1.2983105182647705,0.3273632824420929
25,0.9566034078598022,0.3266628086566925
26,0.34934231638908386,0.3269801437854767
27,0.13901446759700775,0.3265887200832367
28,0.4275659918785095,0.32486170530319214
29,0.7470403909683228,0.3266717791557312
30,0.6859779357910156,0.3261733651161194
31,0.3573044240474701,0.3253902494907379
32,0.1407698094844818,0.3257869780063629
33,0.22540317475795746,0.3262861967086792
34,0.43959274888038635,0.32627612352371216
35,0.49696943163871765,0.32734736800193787
36,0.34733644127845764,0.32624053955078125
37,0.1636279672384262,0.3245551288127899
38,0.1389593482017517,0.3252256512641907
39,0.26177915930747986,0.32616692781448364
40,0.3434550166130066,0.32442566752433777
41,0.2779625654220581,0.32518506050109863
42,0.15824410319328308,0.3259614109992981
43,0.12401624023914337,0.32544898986816406
44,0.17787951231002808,0.32580438256263733
45,0.24682468175888062,0.3262207806110382
46,0.22844313085079193,0.3258111774921417
47,0.1586797684431076,0.32537034153938293
48,0.11497532576322556,0.32477885484695435
49,0.13878090679645538,0.3250812292098999
50,0.1815635859966278,0.32491663098335266
51,0.19135501980781555,0.3254396319389343
52,0.14808370172977448,0.3250558078289032
53,0.10862582921981812,0.3256474435329437
54,0.12449643015861511,0.32471904158592224
55,0.15308931469917297,0.3254794478416443
56,0.1575455516576767,0.32536354660987854
57,0.12580186128616333,0.32622963190078735
58,0.11049516499042511,0.3244856595993042
59,0.11491703987121582,0.32523199915885925
60,0.13405460119247437,0.3248232305049896
61,0.12995918095111847,0.32486632466316223
62,0.11783143132925034,0.32517310976982117
63,0.09927986562252045,0.3257845640182495
64,0.10914716869592667,0.3249446451663971
65,0.11392426490783691,0.3259049654006958
66,0.11446844786405563,0.3252599239349365
67,0.11031688004732132,0.3249291479587555
68,0.09914044290781021,0.3239303529262543
69,0.10213718563318253,0.3251032531261444
70,0.1053847149014473,0.3262764513492584
71,0.10781531035900116,0.32578393816947937
72,0.10034238547086716,0.32400956749916077
73,0.09583717584609985,0.32407790422439575
74,0.09933077543973923,0.32553067803382874
75,0.09823913127183914,0.32512813806533813
76,0.1001226007938385,0.32590770721435547
77,0.0978565514087677,0.32450738549232483
78,0.0930686891078949,0.3234122693538666
79,0.09687422215938568,0.3251219689846039
80,0.09688475728034973,0.3252936005592346
81,0.09705448895692825,0.3252106010913849
82,0.09099684655666351,0.32531049847602844
83,0.09248173981904984,0.3256053328514099
84,0.09199319034814835,0.3237103819847107
85,0.09031441062688828,0.3247471749782562
86,0.09287436306476593,0.32578781247138977
87,0.0908217802643776,0.3243449926376343
88,0.08994326740503311,0.3251239061355591
89,0.08672404289245605,0.3250100910663605
90,0.08824750036001205,0.3247412145137787
91,0.08464688807725906,0.3247917890548706
92,0.09065958112478256,0.32441067695617676
93,0.08402692526578903,0.3241264820098877
94,0.08675325661897659,0.3249368965625763
95,0.08893244713544846,0.3251802623271942
96,0.0852094441652298,0.3239404261112213
