,cerebellum,visualCortex,prefrontalCortex_csv,VCDN,VCDN,VCDN,VCDN
0,0.16233669221401215,0.2759222984313965,0.1925664246082306,0.3668615221977234,0.3668615221977234,0.3668615221977234,0.3668615221977234
1,0.16380296647548676,0.2343069612979889,0.14416229724884033,0.36766672134399414,0.36766672134399414,0.36766672134399414,0.36766672134399414
2,0.1582975834608078,0.20137183368206024,0.15784233808517456,0.3676215410232544,0.3676215410232544,0.3676215410232544,0.3676215410232544
3,0.14646711945533752,0.19225244224071503,0.14519664645195007,0.36569833755493164,0.36569833755493164,0.36569833755493164,0.36569833755493164
4,0.14018514752388,0.18696390092372894,0.13359670341014862,0.3670826554298401,0.3670826554298401,0.3670826554298401,0.3670826554298401
5,0.1369694322347641,0.1861587017774582,0.12008198350667953,0.36777105927467346,0.36777105927467346,0.36777105927467346,0.36777105927467346
6,0.12669704854488373,0.1912812888622284,0.12233187258243561,0.36748987436294556,0.36748987436294556,0.36748987436294556,0.36748987436294556
7,0.11470923572778702,0.18241389095783234,0.12092583626508713,0.3669849634170532,0.3669849634170532,0.3669849634170532,0.3669849634170532
8,0.11223582923412323,0.181400328874588,0.11234140396118164,0.36695367097854614,0.36695367097854614,0.36695367097854614,0.36695367097854614
9,0.11199037730693817,0.1757379174232483,0.10115597397089005,0.36703193187713623,0.36703193187713623,0.36703193187713623,0.36703193187713623
10,0.11086788773536682,0.17907503247261047,0.10385999828577042,0.3677244484424591,0.3677244484424591,0.3677244484424591,0.3677244484424591
11,0.1068529561161995,0.1682785004377365,0.10231485217809677,0.36780819296836853,0.36780819296836853,0.36780819296836853,0.36780819296836853
12,0.10374350845813751,0.16204899549484253,0.09895608574151993,0.3679839074611664,0.3679839074611664,0.3679839074611664,0.3679839074611664
13,0.10441573709249496,0.1467052698135376,0.09602297097444534,0.3673955202102661,0.3673955202102661,0.3673955202102661,0.3673955202102661
14,0.09211798012256622,0.13988642394542694,0.09008531272411346,0.3674331307411194,0.3674331307411194,0.3674331307411194,0.3674331307411194
15,0.09398074448108673,0.14459112286567688,0.08951091766357422,0.3667629361152649,0.3667629361152649,0.3667629361152649,0.3667629361152649
16,0.0962509736418724,0.14088670909404755,0.08597506582736969,0.3664042353630066,0.3664042353630066,0.3664042353630066,0.3664042353630066
17,0.09054165333509445,0.13113680481910706,0.08603040874004364,0.3674387037754059,0.3674387037754059,0.3674387037754059,0.3674387037754059
18,0.08856582641601562,0.1318020522594452,0.08542066067457199,0.3665357530117035,0.3665357530117035,0.3665357530117035,0.3665357530117035
19,0.089134082198143,0.1303296685218811,0.08059265464544296,0.36702337861061096,0.36702337861061096,0.36702337861061096,0.36702337861061096
20,0.08762072026729584,0.12133654206991196,0.07830780744552612,0.3667425811290741,0.3667425811290741,0.3667425811290741,0.3667425811290741
21,0.08728526532649994,0.12993386387825012,0.07913535833358765,0.36662614345550537,0.36662614345550537,0.36662614345550537,0.36662614345550537
22,0.08454263210296631,0.13195326924324036,0.07407701015472412,0.36749136447906494,0.36749136447906494,0.36749136447906494,0.36749136447906494
23,0.08172330260276794,0.11838742345571518,0.0777643620967865,0.3676474094390869,0.3676474094390869,0.3676474094390869,0.3676474094390869
24,0.07847002893686295,0.10920710116624832,0.07463710010051727,0.3664737641811371,0.3664737641811371,0.3664737641811371,0.3664737641811371
25,0.08082860708236694,0.11644548922777176,0.0700107142329216,0.36716124415397644,0.36716124415397644,0.36716124415397644,0.36716124415397644
26,0.08049573004245758,0.11770851910114288,0.07176613062620163,0.3673654794692993,0.3673654794692993,0.3673654794692993,0.3673654794692993
27,0.07824087142944336,0.10704827308654785,0.06902021169662476,0.3672724962234497,0.3672724962234497,0.3672724962234497,0.3672724962234497
28,0.07628848403692245,0.1125003919005394,0.06847219169139862,0.3677119016647339,0.3677119016647339,0.3677119016647339,0.3677119016647339
29,0.07452287524938583,0.10551852732896805,0.0668422058224678,0.36690688133239746,0.36690688133239746,0.36690688133239746,0.36690688133239746
30,0.07652224600315094,0.1132679134607315,0.06794233620166779,0.3671969771385193,0.3671969771385193,0.3671969771385193,0.3671969771385193
31,0.07442587614059448,0.10691129416227341,0.06525075435638428,0.36762985587120056,0.36762985587120056,0.36762985587120056,0.36762985587120056
