,cerebellum,visualCortex,prefrontalCortex_csv,VCDN
0,0.22213251888751984,0.23386098444461823,0.23448213934898376,0.36607441306114197
1,0.19911594688892365,0.21573476493358612,0.14870280027389526,0.36615291237831116
2,0.1714581847190857,0.1803373247385025,0.16340728104114532,0.3653491735458374
3,0.17922605574131012,0.17514516413211823,0.17688998579978943,0.36556145548820496
4,0.17928490042686462,0.17062890529632568,0.15519331395626068,0.36612555384635925
5,0.1622040569782257,0.16550923883914948,0.12909677624702454,0.3662954270839691
6,0.1542673408985138,0.16474248468875885,0.12465061992406845,0.36620765924453735
7,0.14484499394893646,0.16011719405651093,0.12184152752161026,0.36591723561286926
8,0.14565983414649963,0.15924318134784698,0.12592697143554688,0.36585837602615356
9,0.13124282658100128,0.15519694983959198,0.12476876378059387,0.36597108840942383
10,0.1364756077528,0.14789338409900665,0.11859798431396484,0.365378201007843
11,0.13099195063114166,0.14182795584201813,0.10692483186721802,0.3661029636859894
12,0.12197969853878021,0.1439201980829239,0.09985066205263138,0.36569327116012573
13,0.12158830463886261,0.1432870626449585,0.09966910630464554,0.36588674783706665
14,0.11613550037145615,0.13218729197978973,0.10527538508176804,0.36471086740493774
15,0.10939560830593109,0.12486980855464935,0.0972425565123558,0.365639328956604
16,0.11021938920021057,0.12952888011932373,0.09499634057283401,0.36570537090301514
17,0.10593666881322861,0.12814034521579742,0.08748144656419754,0.3652842342853546
18,0.09687383472919464,0.12399616092443466,0.08211177587509155,0.3655736446380615
19,0.09683942049741745,0.12507566809654236,0.08165071159601212,0.36584144830703735
20,0.1056203842163086,0.10941334813833237,0.08225013315677643,0.36593812704086304
21,0.1010485589504242,0.11373670399188995,0.07821086049079895,0.3656168282032013
22,0.09429651498794556,0.11059752106666565,0.07891882956027985,0.36555030941963196
23,0.0938870906829834,0.10772884637117386,0.07968073338270187,0.3657623827457428
24,0.08769424259662628,0.11173870414495468,0.07455050945281982,0.3656975328922272
25,0.08956757932901382,0.10443902015686035,0.07327941060066223,0.36559394001960754
26,0.08881742507219315,0.1014050617814064,0.07109042257070541,0.36581918597221375
27,0.09006135910749435,0.09609336405992508,0.07444877177476883,0.36540231108665466
28,0.0868854895234108,0.10335823148488998,0.07319273799657822,0.3657313585281372
29,0.08338486403226852,0.09690279513597488,0.07457312941551208,0.36573418974876404
30,0.08430039137601852,0.10545316338539124,0.06728498637676239,0.36580875515937805
31,0.081314317882061,0.09985009580850601,0.06723000109195709,0.3656362295150757
32,0.07945815473794937,0.09906329959630966,0.06656409054994583,0.3656543791294098
33,0.08165708184242249,0.09129638224840164,0.06518644094467163,0.3656609356403351
34,0.0782986730337143,0.09723667800426483,0.06366698443889618,0.3657844066619873
35,0.07892303913831711,0.09616908431053162,0.06480167806148529,0.36528196930885315
36,0.07766064256429672,0.09378568083047867,0.06324867904186249,0.3655136823654175
37,0.08146636188030243,0.09257637709379196,0.062390439212322235,0.36554282903671265
38,0.07761193811893463,0.09419959038496017,0.06541755795478821,0.3654770255088806
39,0.07669918984174728,0.08742327988147736,0.062029361724853516,0.36547693610191345
40,0.07299984246492386,0.0871858075261116,0.05977616086602211,0.3656747341156006
41,0.07748360186815262,0.08546702563762665,0.05968884006142616,0.36553338170051575
42,0.07649823278188705,0.0871335044503212,0.058783963322639465,0.3655797243118286
43,0.07500796020030975,0.08674035966396332,0.057246606796979904,0.36544686555862427
44,0.0724753886461258,0.09162730723619461,0.05871797353029251,0.36566653847694397
45,0.07526522129774094,0.08878668397665024,0.05911481752991676,0.36523303389549255
46,0.07471095025539398,0.08540461957454681,0.056408725678920746,0.36561012268066406
47,0.07350832223892212,0.08149845898151398,0.05779040977358818,0.36567214131355286
48,0.06886792182922363,0.08753801137208939,0.05620076134800911,0.365085631608963
49,0.07401838898658752,0.0825573056936264,0.05494781956076622,0.36524856090545654
50,0.07203787565231323,0.08227244764566422,0.052030738443136215,0.36505815386772156
