,cerebellum,visualCortex,prefrontalCortex_csv,VCDN,VCDN,VCDN,VCDN,VCDN
0,0.19996866583824158,0.31489962339401245,0.2415463626384735,0.3727666437625885,0.3727666437625885,0.3727666437625885,0.3727666437625885,0.3727666437625885
1,0.16308972239494324,0.2868512272834778,0.14320506155490875,0.3741919994354248,0.3741919994354248,0.3741919994354248,0.3741919994354248,0.3741919994354248
2,0.15777914226055145,0.22258417308330536,0.15657062828540802,0.37484487891197205,0.37484487891197205,0.37484487891197205,0.37484487891197205,0.37484487891197205
3,0.17391642928123474,0.18469944596290588,0.1692870408296585,0.3758143484592438,0.3758143484592438,0.3758143484592438,0.3758143484592438,0.3758143484592438
4,0.1568760722875595,0.1698450744152069,0.14480790495872498,0.37644028663635254,0.37644028663635254,0.37644028663635254,0.37644028663635254,0.37644028663635254
5,0.14608298242092133,0.15087705850601196,0.12897919118404388,0.3742341697216034,0.3742341697216034,0.3742341697216034,0.3742341697216034,0.3742341697216034
6,0.13482117652893066,0.15891151130199432,0.11483530700206757,0.3752462863922119,0.3752462863922119,0.3752462863922119,0.3752462863922119,0.3752462863922119
7,0.12477533519268036,0.15502235293388367,0.1127563863992691,0.3753686249256134,0.3753686249256134,0.3753686249256134,0.3753686249256134,0.3753686249256134
8,0.13251318037509918,0.15963546931743622,0.11593803018331528,0.37465253472328186,0.37465253472328186,0.37465253472328186,0.37465253472328186,0.37465253472328186
9,0.12407537549734116,0.1635248064994812,0.11333683133125305,0.37408873438835144,0.37408873438835144,0.37408873438835144,0.37408873438835144,0.37408873438835144
10,0.11601746827363968,0.15979106724262238,0.1132289469242096,0.3756318688392639,0.3756318688392639,0.3756318688392639,0.3756318688392639,0.3756318688392639
11,0.12117957323789597,0.14908823370933533,0.10159626603126526,0.37416747212409973,0.37416747212409973,0.37416747212409973,0.37416747212409973,0.37416747212409973
12,0.10879650712013245,0.15359020233154297,0.09209277480840683,0.37541237473487854,0.37541237473487854,0.37541237473487854,0.37541237473487854,0.37541237473487854
13,0.10816019028425217,0.14873524010181427,0.09588472545146942,0.3727671205997467,0.3727671205997467,0.3727671205997467,0.3727671205997467,0.3727671205997467
14,0.10238777846097946,0.14969779551029205,0.0888427197933197,0.3723924458026886,0.3723924458026886,0.3723924458026886,0.3723924458026886,0.3723924458026886
15,0.10059883445501328,0.13658350706100464,0.0943109318614006,0.37520742416381836,0.37520742416381836,0.37520742416381836,0.37520742416381836,0.37520742416381836
16,0.10468669980764389,0.13000401854515076,0.09012998640537262,0.37297675013542175,0.37297675013542175,0.37297675013542175,0.37297675013542175,0.37297675013542175
17,0.09525314718484879,0.13088777661323547,0.0932174101471901,0.37340047955513,0.37340047955513,0.37340047955513,0.37340047955513,0.37340047955513
18,0.09414175897836685,0.12506990134716034,0.08915252238512039,0.3714447319507599,0.3714447319507599,0.3714447319507599,0.3714447319507599,0.3714447319507599
19,0.094195656478405,0.11880028247833252,0.0842515379190445,0.372812420129776,0.372812420129776,0.372812420129776,0.372812420129776,0.372812420129776
20,0.09410305321216583,0.11385449767112732,0.07756665349006653,0.37072113156318665,0.37072113156318665,0.37072113156318665,0.37072113156318665,0.37072113156318665
21,0.09358321875333786,0.11848048865795135,0.07716375589370728,0.37114790081977844,0.37114790081977844,0.37114790081977844,0.37114790081977844,0.37114790081977844
