features,features,shapley_values
476,C17orf46|124783,0.0005341500960800237
477,LL22NC03-75B3.6|85352,0.00028875089556597197
478,MAML3|55534,0.0003435707058223093
479,TK1|7083,0.0005172714581867857
480,EIF2B2|8892,0.00032834802683919754
481,PVRIG|79037,0.00039460718680330665
482,KRBA2|124751,0.0003729998398698701
483,GLYCAM1|644076,0.00032007193783425953
484,MINA|84864,0.0003379393109809116
485,SMC1B|27127,0.00033294138160269883
486,LOC389901|389901,0.0002554098685169429
487,OPHN1|4983,0.00040981267561209433
488,NEK6|10783,0.0003267174078993375
489,GARNL1|253959,0.0003096349379483618
490,TRAF4|9618,0.0005054023348284226
491,GMPPB|29925,0.0003749703321259663
492,"SNORA59A,VPS13D|677885",0.000412810143827569
493,OPRL1|4987,0.00036924419809552774
494,LOC441108|441108,0.0004890719467533039
495,ACTRT2|140625,0.00031292531141174657
496,FLJ23356|84197,0.0005201783455398447
497,LOC728953|728953,0.00046910869972758467
498,RPL39L|116832,0.0004834547162079568
499,ATF6|22926,0.0002550041944577548
500,LOC389257|389257,0.00031948945533510334
501,AHCY|191,0.00035993446728399195
502,ARL6IP2|64225,0.0005951886420362374
503,H3F3B|3021,0.00025501425532010785
504,DPYSL2|1808,0.0003157463341363128
505,CBR4|84869,0.0004011941450659679
506,LOC642924|642924,0.00032712091638041857
507,UCP3|7352,0.000475996064762128
508,TMEM60|85025,0.0004053677229882147
509,SLC1A4|6509,0.0003360255589897627
510,"LOC51039,DMN|51039",0.0005231020121522922
511,RASL10B|91608,0.000328371471154834
512,CCM2|83605,0.000345196687323683
513,RASSF5|83593,0.00036341770220655147
514,BMI1|648,0.0005242324393517074
515,SARS|6301,0.00043869045017421544
516,SOX3|6658,0.0004011280445504477
517,KIF5A|3798,0.000444962456685844
518,RWDD3|25950,0.00047740911673624766
519,EBNA1BP2|10969,0.00033620757311997524
520,PTHLH|5744,0.0004166931880550966
521,EPYC|1833,0.000304492697998651
522,KLRC4|8302,0.0006362222157603036
523,ZNF592|9640,0.00031526766514827884
524,ZCCHC5|203430,0.00035090324617139583
525,MAZ|4150,0.0004518567658534072
526,REXO4|57109,0.00033616197887602404
527,METRN|79006,0.00036590638790112966
528,ARPC4|10093,0.0005435490891726913
529,ALG6|29929,0.0002984846879373152
530,KRTDAP|388533,0.00040773488062784927
531,FBXL10|84678,0.00040000737468964153
532,KIAA1704|55425,0.0002961787509047477
533,ZIC5|85416,0.0003056517632088309
534,PMM1|5372,0.0003789542105991359
535,WNK1|65125,0.00025638137097030067
536,HSD11B1L|374875,0.00031285816785264656
537,ZNF391|346157,0.0004167332422331534
538,TRAF3IP3|80342,0.00030178384331257723
539,KCNA5|3741,0.0004551228226285428
540,LCE3E|353145,0.00046853380679935295
541,LOC400960|400960,0.00032783276601018705
542,NUCKS1|64710,0.0004976605086719917
543,NODAL|4838,0.0005384885554578271
544,LOC729451|729451,0.0004281704920912488
545,SERINC2|347735,0.00044451357699240183
546,NPSR1|387129,0.00045304788120485224
547,MAGI3|260425,0.0003805230272314365
548,TRBV5-4|28611,0.0003894978063156567
549,KCNK12|56660,0.00034964490102400224
550,SCN1A|6323,0.0004886453740061559
551,LOC56755|56755,0.0003834667994416799
552,POLH|5429,0.00018622043100418196
553,SLC9A3R1|9368,0.0003106287548075347
554,SSTR5|6755,0.00036935878898529536
555,SFRS16|11129,0.0004004788706654755
556,ZNF174|7727,0.00032713528196826497
557,ZKSCAN2|342357,0.0005104266041533292
558,SETD8|387893,0.00029113857358227925
559,C9orf66|157983,0.000478474850727382
560,ABCA10|10349,0.0002824429571092753
561,MDM4|4194,0.0006351918924850003
562,KRTAP6-2|337967,0.00034179538544681134
563,OR52D1|390066,0.0003545889797293093
564,MGAT5|4249,0.0005495129782842384
565,P4HB|5034,0.0003440027618770619
566,PHF20L1|51105,0.0003074100915750061
567,S100G|795,0.0004677856118452326
568,CSDC2|27254,0.0002657217059638488
569,BRWD2|55717,0.00036324230615258966
570,MAGEB3|4114,0.0004466293888654713
571,XRN2|22803,0.0005231962139500327
572,TM9SF1|10548,0.00047156620513503583
573,GOLT1B|51026,0.0005816055406690215
574,ZNF124|7678,0.0004126344147771051
575,RASGRP4|115727,0.00032403928664027367
576,USH1G|124590,0.00041759573818292363
577,MARS2|92935,0.0004022056409915625
578,URP2|83706,0.0005001971719435409
579,CCNL1|57018,0.0004060267894605786
580,TBC1D3|84218,0.00040879387928763593
581,IQSEC1|9922,0.0004168338865159854
582,GRHL1|29841,0.0003985714197127098
583,VCY1B|353513,0.0005725943911531646
584,TAS2R45|259291,0.00025587175377747546
585,CCDC127|133957,0.0004058283137580932
586,LARP5|23185,0.0003872699649900541
587,DIRC1|116093,0.0004783357445852728
588,C18orf19|125228,0.0002681697108697761
589,"LOC646590,MEG8|646590",0.000368189950441872
590,PRMT2|3275,0.0002608458251708619
591,ITGA4|3676,0.0004543008968492624
592,UNQ6411|401027,0.0003179419748096606
593,RPS13|6207,0.00043879155484487735
594,RGL1|23179,0.00037159372949985666
595,ZBTB5|9925,0.0002703132783173541
596,GOLGA8G|283768,0.0003118270841356069
597,ATP5J|522,0.0003412777234020752
598,MTNR1B|4544,0.00037081023471144175
599,ANKDD1A|348094,0.0006538634408587978
600,PRKAG3|53632,0.0003105185807430571
601,TAL2|6887,0.0003338360718229003
602,MAST2|23139,0.0004644440347582615
603,PROM1|8842,0.00046616286769382044
604,HCN2|610,0.0003015656327542561
605,ABCB11|8647,0.000365028244103504
606,LAT|27040,0.0003810428150496021
607,SLMO1|10650,0.00032025542747046194
608,RNF10|9921,0.00040653303775612076
609,SUPT7L|9913,0.00043511513597344097
610,ZNF622|90441,0.00033431026070297444
611,ENPP7|339221,0.0003674995795954345
612,TMEM86B|255043,0.0003668657081421571
613,SNORD36A|26815,0.00038846755608513083
614,ACTL7A|10881,0.0004233897067577713
615,UBL4A|8266,0.0003642523259551207
616,LOC283713|283713,0.0003865074972570975
617,DEPDC2|80243,0.0004175302899975266
618,GLIPR1|11010,0.0004178667658636423
619,WDR45|11152,0.0004806587338107255
620,C5orf32|84418,0.00021354158681895295
621,MEIG1|644890,0.0004352813560978755
622,HNRPM|4670,0.0002692562340651277
623,CHMP4B|128866,0.00038108084645005507
624,C4orf21|55345,0.0005049270865766797
625,AUTS2|26053,0.0003496584170851729
626,CBY1|25776,0.0005359094412371059
627,PSMB6|5694,0.00034047976389710446
628,XRCC5|7520,0.0003064427532170353
629,CTAGE5|4253,0.0004624856097582604
630,COX19|90639,0.0006054845843758928
631,CLDN1|9076,0.00035718488983177887
632,FLJ25371|152940,0.0005625154526575802
633,HDGFL1|154150,0.0007679011044758315
634,IL12RB2|3595,0.00017685397229822472
635,CTSLL3|1518,0.00035350247217407453
636,RNF114|55905,0.00024512974463790306
637,RGS13|6003,0.0003044750332999766
638,PTCRA|171558,0.0003859801115109875
639,LOC646405|646405,0.00043642050373071206
640,EXOSC8|11340,0.0005543187814021004
641,LRRC17|10234,0.0005879143649734876
642,PS1TP4|414327,0.00033508722926161693
643,AKTIP|64400,0.0004798171917133406
644,LOC284242|284242,0.00044105498469409815
645,LOC285014|285014,0.0005542096776617347
646,NOSIP|51070,0.00049603274668271
647,TMEM99|147184,0.0005159937746896165
648,WNT2|7472,0.00046930380651890214
649,DHODH|1723,0.0003489861453862095
650,FGF7|2252,0.0004101217532849138
651,TEF|7008,0.0003001620025959686
652,ZNF114|163071,0.00027948770902694754
653,LRRC39|127495,0.0004887723949354456
654,ADAM15|8751,0.0004084697714051279
655,RASSF8|11228,0.00017914596517444736
656,ATP6V1E2|90423,0.00046784953609562964
657,PGPEP1|54858,0.0004150450285132981
658,"C4B,C4A|721",0.0002933675643358863
659,C14orf93|60686,0.00036419018677316174
660,BCAR3|8412,0.00037035825708794034
661,METT10D|79066,0.0003859903045196721
662,MGC42105|167359,0.00039805367432133954
663,SLITRK1|114798,0.0004912371103783724
664,LOXL2|4017,0.00026123928120959936
