,methylation
94,0.01568428799510002
95,0.015707185491919518
96,0.015587436966598034
97,0.015327033586800098
98,0.015545899048447609
99,0.015325019136071205
100,0.015406452119350433
101,0.014934027567505836
102,0.014816257171332836
103,0.015043269842863083
104,0.014886883087456226
105,0.014841863885521889
106,0.014697238802909851
107,0.014400959946215153
108,0.014566976577043533
109,0.014130269177258015
110,0.014440023340284824
111,0.01461869291961193
112,0.014081785455346107
113,0.014097929000854492
114,0.014227394014596939
115,0.014423101209104061
116,0.014068912714719772
117,0.01393840927630663
118,0.013703839853405952
119,0.014096802100539207
120,0.014003243297338486
121,0.013333187438547611
122,0.013373605906963348
123,0.013421465642750263
124,0.013317734934389591
125,0.013803939335048199
126,0.013815096579492092
127,0.013650976121425629
128,0.01415794063359499
129,0.014117712154984474
130,0.013604200445115566
131,0.012835811823606491
132,0.013640039600431919
133,0.013586699962615967
134,0.013175164349377155
135,0.013322822749614716
136,0.01308095920830965
137,0.012806081213057041
138,0.013178737834095955
139,0.012975859455764294
140,0.012600564397871494
141,0.013120929710566998
142,0.01281767338514328
143,0.012493040412664413
144,0.012711865827441216
145,0.012576485984027386
146,0.012637844309210777
147,0.013085383921861649
148,0.011892294511198997
149,0.012308004312217236
150,0.012422850355505943
151,0.011914418078958988
152,0.012590720318257809
153,0.011798400431871414
154,0.012145192362368107
155,0.01201303955167532
156,0.011751344427466393
157,0.011695344001054764
158,0.01166556030511856
159,0.011556927114725113
160,0.01201543491333723
161,0.011764410883188248
162,0.011739851906895638
163,0.012666276656091213
164,0.01258882973343134
165,0.013024795800447464
166,0.012451722286641598
167,0.011375636793673038
168,0.011339573189616203
169,0.011870966292917728
170,0.011377586983144283
171,0.01113974116742611
172,0.01127690076828003
173,0.01119606290012598
174,0.011102123185992241
175,0.011092089116573334
176,0.011025269515812397
177,0.010966481640934944
178,0.010830056853592396
179,0.010877102613449097
180,0.010743574239313602
181,0.010626294650137424
182,0.010483547113835812
183,0.010687685571610928
184,0.010875861160457134
185,0.010542468167841434
186,0.010370003990828991
187,0.010748947970569134
188,0.010928724892437458
189,0.010686200112104416
190,0.010347357951104641
191,0.010396459139883518
192,0.0102950194850564
193,0.010594373568892479
194,0.010653483681380749
195,0.010793707333505154
196,0.01121158804744482
197,0.011541438288986683
198,0.011424822732806206
199,0.010759027674794197
200,0.010310553945600986
201,0.010419916361570358
202,0.010469757951796055
203,0.010341220535337925
204,0.010236361064016819
205,0.010367834940552711
206,0.010077090933918953
207,0.01010407879948616
208,0.010908566415309906
209,0.011784403584897518
210,0.011959752067923546
211,0.010765333659946918
212,0.010074984282255173
213,0.010587811470031738
214,0.010349473915994167
215,0.00981595553457737
216,0.010328914038836956
217,0.010414239950478077
218,0.00976644642651081
219,0.009984000585973263
220,0.009923131205141544
221,0.009801282547414303
222,0.009934782050549984
223,0.010150955989956856
224,0.00979327317327261
225,0.009784040041267872
226,0.009284673258662224
227,0.00975583866238594
228,0.00971135776489973
229,0.00940084457397461
230,0.009357896633446217
231,0.009449591860175133
232,0.00960590410977602
233,0.009424070827662945
234,0.00923136156052351
235,0.009393026120960712
236,0.00932933110743761
237,0.009235711768269539
238,0.009048525243997574
239,0.0090467669069767
240,0.009516770020127296
241,0.010367926210165024
242,0.01084840577095747
243,0.01015515998005867
244,0.009004859253764153
245,0.009417534805834293
246,0.010040219873189926
247,0.00964564923197031
248,0.009276061318814754
249,0.009514333680272102
250,0.009701808914542198
251,0.009097576141357422
252,0.008909069001674652
253,0.009265904314815998
254,0.009510509669780731
255,0.008967810310423374
256,0.008935685269534588
257,0.00909265037626028
258,0.008837836794555187
259,0.00917003583163023
260,0.0090903639793396
261,0.00893349014222622
262,0.00915937777608633
263,0.009640466421842575
264,0.009946929290890694
265,0.009547130204737186
266,0.008586662821471691
267,0.008610047399997711
268,0.00911180954426527
269,0.008661425672471523
270,0.008580616675317287
271,0.008804979734122753
272,0.008855885826051235
273,0.008639372885227203
274,0.008430342189967632
275,0.00823388434946537
276,0.008527318015694618
277,0.008996372111141682
278,0.008653063327074051
279,0.008140135556459427
280,0.008140474557876587
281,0.008454780094325542
282,0.008197649382054806
283,0.008169451728463173
284,0.008098614402115345
285,0.008056983351707458
286,0.008035866543650627
287,0.008007103577256203
288,0.008322478272020817
289,0.008523919619619846
290,0.008610742166638374
291,0.008474650792777538
292,0.007936232723295689
293,0.007912027649581432
294,0.008071483112871647
295,0.008910170756280422
296,0.009086993522942066
297,0.01005587913095951
298,0.01093081384897232
299,0.012455468997359276
300,0.010114855132997036
301,0.009291406720876694
302,0.010136607103049755
303,0.009218627586960793
304,0.010439503006637096
305,0.008579723536968231
306,0.009262529201805592
307,0.008647197857499123
308,0.008475995622575283
309,0.009016050025820732
310,0.007794798351824284
311,0.008616864681243896
312,0.008418850600719452
313,0.008018269203603268
314,0.008345114067196846
315,0.008207518607378006
316,0.008089443668723106
317,0.008150871843099594
318,0.008691231720149517
319,0.00794509332627058
320,0.008039966225624084
321,0.008151871152222157
322,0.008089566603302956
323,0.007537681143730879
324,0.008299225009977818
325,0.008080841973423958
326,0.007410308811813593
327,0.008038225583732128
328,0.007816996425390244
329,0.0074554746970534325
330,0.007579508703202009
331,0.007743784226477146
332,0.007536675781011581
333,0.007701394613832235
334,0.007210191339254379
335,0.007299843709915876
336,0.007648412138223648
337,0.007271896582096815
338,0.007197431288659573
339,0.00714090745896101
340,0.007317441515624523
341,0.0072191013023257256
342,0.007116933818906546
343,0.007150445599108934
344,0.007154807448387146
345,0.006987443193793297
346,0.007309307809919119
347,0.007211831398308277
348,0.007114866282790899
349,0.0069006760604679585
350,0.006982342340052128
351,0.0068807462230324745
352,0.007409884128719568
353,0.00875873863697052
354,0.010112188756465912
355,0.012932401150465012
356,0.008520973846316338
357,0.008573154918849468
358,0.010322263464331627
359,0.007884882390499115
360,0.010019838809967041
361,0.008108747191727161
362,0.00990588404238224
363,0.008444652892649174
364,0.008937064558267593
365,0.007675341330468655
366,0.008249977603554726
367,0.007855814881622791
368,0.007731724064797163
369,0.008078456856310368
370,0.007263842038810253
371,0.0077565680257976055
372,0.007073381915688515
373,0.0075445217080414295
374,0.007373219821602106
375,0.007171632256358862
376,0.007366712670773268
377,0.007112268824130297
378,0.007316619623452425
379,0.007256051991134882
380,0.00694579491391778
381,0.007430102210491896
382,0.0072555579245090485
383,0.007167862728238106
384,0.007396884728223085
385,0.0069035729393363
386,0.006789622828364372
387,0.0069692195393145084
388,0.006614018231630325
389,0.006646504160016775
390,0.006844375282526016
391,0.006674725562334061
392,0.006792416330426931
393,0.006783187855035067
394,0.006683902349323034
395,0.006476485636085272
396,0.00669624749571085
397,0.006715296767652035
398,0.006693306844681501
399,0.006507455836981535
400,0.006319993641227484
401,0.00625338451936841
402,0.006303300615400076
403,0.0063200839795172215
404,0.006218547932803631
405,0.006329742725938559
406,0.006212751846760511
407,0.006266529206186533
408,0.006277343723922968
409,0.006293056067079306
410,0.006759749725461006
411,0.007775369565933943
412,0.009932423010468483
413,0.010499577037990093
414,0.008747594431042671
415,0.007394315674901009
416,0.009393143467605114
417,0.008133103139698505
418,0.008441222831606865
419,0.007968908175826073
420,0.00731035228818655
421,0.008873808197677135
422,0.007539354730397463
423,0.008392883464694023
424,0.007889901287853718
425,0.0068311020731925964
426,0.008126605302095413
427,0.007439297158271074
428,0.007698396686464548
429,0.008043330162763596
430,0.006570032797753811
431,0.007994713261723518
432,0.007051365915685892
433,0.006409510038793087
434,0.006880888249725103
435,0.006468855310231447
436,0.006914279889315367
437,0.0076538315042853355
438,0.006332640536129475
439,0.00707746809348464
440,0.006625497248023748
441,0.006324769463390112
442,0.006957008969038725
443,0.006342232692986727
444,0.0063721234910190105
445,0.006509463302791119
446,0.006244301795959473
447,0.006558403838425875
448,0.005917636677622795
449,0.006079335696995258
450,0.006413615774363279
451,0.006028817966580391
452,0.006257812492549419
453,0.00603386340662837
454,0.006021942012012005
455,0.005939053371548653
456,0.005637743975967169
457,0.005820959806442261
458,0.005814550444483757
459,0.0057229395024478436
460,0.005896200425922871
461,0.006114234682172537
462,0.006070248782634735
463,0.006972773000597954
464,0.006223455537110567
465,0.0060570742934942245
466,0.005697051994502544
467,0.005642912350594997
468,0.005706521682441235
469,0.0059477342292666435
470,0.005985496565699577
471,0.005917036905884743
472,0.005868979729712009
473,0.005786681082099676
474,0.0056004272773861885
475,0.0055587803944945335
476,0.005534919444471598
477,0.005601191893219948
478,0.005621208809316158
479,0.005479337647557259
480,0.005556456279009581
481,0.00573979364708066
482,0.00640145456418395
483,0.00815491657704115
484,0.008727737702429295
485,0.008546130731701851
486,0.0058914897963404655
487,0.008495034649968147
488,0.007320026867091656
489,0.007221585139632225
490,0.007481525652110577
491,0.00654076412320137
492,0.00759662501513958
493,0.0060637108981609344
494,0.00695563992485404
495,0.006789360195398331
496,0.00591149739921093
497,0.0067239925265312195
498,0.005849326495081186
499,0.006591977085918188
500,0.006505951285362244
501,0.005953105166554451
502,0.006163334473967552
503,0.006288821808993816
504,0.006176328752189875
505,0.006144667975604534
506,0.005926183424890041
507,0.006458549294620752
508,0.006148327142000198
509,0.005402087699621916
510,0.005985665135085583
511,0.00596034899353981
512,0.005870480556041002
513,0.0058476729318499565
514,0.00573807442560792
515,0.005931601859629154
516,0.006218000315129757
517,0.00539712980389595
518,0.005799224600195885
519,0.006100867409259081
520,0.00601186091080308
521,0.005910823587328196
522,0.006084581837058067
523,0.00736585957929492
524,0.006923367734998465
525,0.0057134791277348995
526,0.005738876760005951
527,0.006290929391980171
528,0.006156270857900381
529,0.005621523596346378
530,0.006102250888943672
531,0.006296015344560146
532,0.006087948568165302
533,0.005353095475584269
534,0.006157199386507273
535,0.006022823974490166
536,0.005241227336227894
537,0.0055704014375805855
538,0.005836150608956814
539,0.005579546559602022
540,0.005632507149130106
541,0.005283834412693977
542,0.005980443675071001
543,0.005543958395719528
544,0.005964105948805809
545,0.006347840651869774
546,0.006981017999351025
547,0.006783595774322748
548,0.006402087397873402
549,0.00551240798085928
550,0.006209338549524546
551,0.005822616629302502
552,0.0058865901082754135
553,0.005875777453184128
554,0.005378226283937693
555,0.005686721298843622
556,0.005844373255968094
557,0.005223728250712156
558,0.005268915090709925
559,0.005829927511513233
560,0.005648909602314234
561,0.005566047970205545
562,0.006364238448441029
563,0.006540565751492977
564,0.006343195214867592
565,0.006616945844143629
566,0.005578822921961546
567,0.005719862412661314
568,0.0056313113309443
569,0.006660784594714642
570,0.005530538968741894
571,0.005040592513978481
572,0.005538331810384989
573,0.005333192180842161
574,0.005270529072731733
575,0.0049932170659303665
576,0.005482100881636143
577,0.005090921651571989
578,0.00525805726647377
579,0.005637446418404579
580,0.005704971496015787
581,0.005883571691811085
582,0.0060103642754256725
583,0.005719988606870174
584,0.005030310712754726
585,0.0050447965040802956
586,0.005451991688460112
587,0.005171905737370253
588,0.004802919924259186
589,0.004918732214719057
590,0.005224944092333317
591,0.005281461868435144
592,0.00588624831289053
593,0.0057395934127271175
594,0.005177661776542664
595,0.00497437221929431
596,0.004741543438285589
597,0.004694337025284767
598,0.004682083148509264
599,0.004775647539645433
600,0.004672684241086245
601,0.0046601248905062675
602,0.004528861027210951
603,0.00501880282536149
604,0.0061067864298820496
605,0.006786145269870758
606,0.008363228291273117
607,0.005341612733900547
608,0.005711153615266085
609,0.00691233342513442
610,0.005244314670562744
611,0.00686743576079607
612,0.006429402157664299
613,0.005390167701989412
614,0.007170691154897213
615,0.005797054152935743
616,0.005546148866415024
617,0.006354976445436478
618,0.005145322531461716
619,0.005353593733161688
620,0.005673294421285391
621,0.004738472402095795
622,0.005560982506722212
623,0.005673198960721493
624,0.004736253060400486
625,0.005682714283466339
626,0.005499584134668112
627,0.004651443101465702
628,0.005301081575453281
629,0.00536766741424799
630,0.005008388310670853
631,0.0050984937697649
632,0.005030923523008823
633,0.004849218297749758
634,0.00460793124511838
635,0.005006866995245218
636,0.004701730329543352
637,0.004438366275280714
638,0.004815646447241306
639,0.004493223037570715
640,0.004635539371520281
641,0.004540863446891308
642,0.004928740207105875
643,0.004765762947499752
644,0.004542296286672354
645,0.005022640340030193
646,0.005174167454242706
647,0.005239040125161409
648,0.0047555360943078995
649,0.004714530427008867
650,0.004847395233809948
651,0.004704494494944811
652,0.004200368653982878
653,0.004705525003373623
654,0.00478972215205431
655,0.004585102666169405
656,0.004307022783905268
657,0.004625015426427126
658,0.004691760055720806
659,0.00457089813426137
660,0.005362578667700291
661,0.006362032610923052
662,0.008191007189452648
663,0.006177881266921759
664,0.005095218773931265
665,0.005365354008972645
666,0.0051865242421627045
667,0.005109156481921673
668,0.005654104985296726
669,0.005561842117458582
670,0.004586542025208473
671,0.005354040302336216
672,0.005620372947305441
673,0.004644779488444328
674,0.005774001125246286
675,0.0051767826080322266
676,0.005052334163337946
677,0.006471571512520313
678,0.005205946508795023
679,0.005038109142333269
680,0.00509070698171854
681,0.005067822523415089
682,0.004673602059483528
683,0.004688187502324581
684,0.0048619480803608894
685,0.004403701052069664
686,0.004784972406923771
687,0.004756086505949497
688,0.004974771291017532
689,0.00491436617448926
690,0.00468920124694705
691,0.004696415737271309
692,0.0042144907638430595
693,0.004265020601451397
694,0.004329456947743893
695,0.0043417708948254585
696,0.004507904872298241
697,0.004616206046193838
698,0.004756375681608915
699,0.004760607145726681
700,0.004704107530415058
701,0.0046697501093149185
702,0.0044684503227472305
703,0.004148293286561966
704,0.0040229312144219875
705,0.00434363866224885
706,0.00456544803455472
707,0.004482107236981392
708,0.00518837058916688
709,0.005285532679408789
710,0.005538748111575842
711,0.00512693403288722
712,0.004618536680936813
713,0.004601683001965284
714,0.004876754712313414
715,0.005411701742559671
716,0.004413175862282515
717,0.00474416883662343
718,0.006156404037028551
719,0.005145065486431122
720,0.004580447915941477
721,0.004491185769438744
722,0.005343741737306118
723,0.005071911029517651
724,0.0042768726125359535
725,0.004772993270307779
726,0.005227627698332071
727,0.004713064059615135
728,0.0043585640378296375
729,0.004489152692258358
730,0.004368015099316835
731,0.004343052394688129
732,0.004771609790623188
733,0.004435146693140268
734,0.004326794296503067
735,0.004277440719306469
736,0.004008579067885876
737,0.004184207413345575
738,0.004227555822581053
739,0.004190665204077959
740,0.004241177812218666
741,0.004110460169613361
742,0.004413075745105743
743,0.004178562201559544
744,0.004042641259729862
745,0.004177922382950783
746,0.0038928587455302477
747,0.003994381055235863
748,0.003959802445024252
749,0.004149448126554489
750,0.0042291502468287945
751,0.0047746505588293076
752,0.005696623120456934
753,0.007481906563043594
754,0.006656257435679436
755,0.004532966297119856
756,0.005396650638431311
757,0.005656022112816572
758,0.004686200991272926
759,0.005029439460486174
760,0.004799275193363428
761,0.004618751350790262
762,0.004571274854242802
763,0.004850488156080246
764,0.005049185361713171
765,0.00460199685767293
766,0.004675861913710833
767,0.004000880289822817
768,0.004735780414193869
769,0.00516057014465332
770,0.00486616138368845
771,0.00471477909013629
772,0.004235958680510521
773,0.0050607603043317795
774,0.004059651866555214
775,0.004534010775387287
776,0.0046540237963199615
777,0.0043999142944812775
778,0.0043179928325116634
779,0.004136976320296526
780,0.0044957175850868225
781,0.003941403701901436
782,0.004379387479275465
783,0.004235403146594763
784,0.004146631807088852
785,0.0041375975124537945
786,0.0038295325357466936
787,0.0042653982527554035
788,0.0039886655285954475
789,0.004238783847540617
790,0.0043264115229249
791,0.005006761755794287
792,0.005682749208062887
793,0.006345577538013458
794,0.005192739889025688
795,0.004261279944330454
796,0.004389256704598665
797,0.004792812280356884
798,0.004550023004412651
799,0.0038915236946195364
800,0.004596808925271034
801,0.005971452686935663
802,0.005600508768111467
803,0.0041214898228645325
804,0.004270411562174559
805,0.005191795062273741
806,0.005198588129132986
807,0.004069200716912746
808,0.004701398778706789
809,0.0063369846902787685
810,0.004011179786175489
811,0.0054754833690822124
812,0.007989794947206974
813,0.006271248683333397
814,0.005846756510436535
815,0.00882702972739935
816,0.006060564890503883
817,0.00889758300036192
818,0.006465999409556389
819,0.007384928409010172
820,0.00642183655872941
821,0.006135030649602413
822,0.006139539647847414
823,0.005451525095850229
824,0.007270521949976683
825,0.006001047790050507
826,0.006341681350022554
827,0.005645208992063999
828,0.006368017755448818
829,0.005203506909310818
830,0.006284791976213455
831,0.005215260665863752
832,0.005378975998610258
833,0.006021393928676844
834,0.004530229605734348
835,0.005264524836093187
836,0.005078745074570179
837,0.004622650798410177
838,0.004830858204513788
839,0.004635975230485201
840,0.004602485802024603
841,0.004465967416763306
842,0.004555694293230772
843,0.00410761684179306
844,0.00421594362705946
845,0.0044102915562689304
846,0.003867785446345806
847,0.004316565580666065
848,0.003928567282855511
849,0.003999652341008186
850,0.004020004067569971
851,0.003754848148673773
852,0.0037992296274751425
853,0.003760248189792037
854,0.0038595865480601788
855,0.003705377224832773
856,0.003733172547072172
857,0.0037497172597795725
858,0.0038017132319509983
859,0.0038058238569647074
860,0.003633788088336587
861,0.00376393785700202
862,0.003689796896651387
863,0.0037638505455106497
864,0.003701283596456051
865,0.0036649289540946484
866,0.0035698723513633013
867,0.0035966464783996344
868,0.0036805232521146536
869,0.003649285761639476
870,0.0037829591892659664
871,0.0039191897958517075
872,0.004527421668171883
873,0.005306254141032696
874,0.006346343085169792
875,0.0052126324735581875
876,0.003911308944225311
877,0.004640093073248863
878,0.004722525365650654
879,0.0038371728733181953
880,0.004218090325593948
881,0.004539672285318375
882,0.00411883695051074
883,0.0038992837071418762
884,0.003997636027634144
885,0.0039894976653158665
886,0.004220199771225452
887,0.004390477668493986
888,0.0038386459928005934
889,0.0037876141723245382
890,0.0040604714304208755
891,0.0041054305620491505
892,0.004138167481869459
893,0.004508541896939278
894,0.004272247664630413
895,0.003679364686831832
896,0.003977607470005751
897,0.004196808207780123
898,0.003972505684942007
899,0.004069844260811806
900,0.004513352178037167
901,0.004057943355292082
902,0.004038603510707617
903,0.004655796103179455
904,0.004098689183592796
905,0.003944543190300465
906,0.0038554146885871887
907,0.003694521728903055
908,0.003831606125459075
909,0.0042252629064023495
910,0.004346994683146477
911,0.0038822197820991278
912,0.0038981346879154444
913,0.00365595705807209
914,0.003543565282598138
915,0.0037694049533456564
916,0.003761212108656764
917,0.00367227871902287
918,0.0038027570117264986
919,0.003893734887242317
920,0.003601750824600458
921,0.0034848537761718035
922,0.0037100710906088352
923,0.003574253525584936
924,0.003599613206461072
925,0.00364866154268384
926,0.0037493177223950624
927,0.003542512422427535
928,0.004012332763522863
929,0.004140651319175959
930,0.0044440897181630135
931,0.0048379539512097836
932,0.004971555434167385
933,0.0039750696159899235
934,0.0035888373386114836
935,0.004041433334350586
936,0.0040969690307974815
937,0.0037948819808661938
938,0.003965653479099274
939,0.003857199102640152
940,0.0037823484744876623
941,0.00422923918813467
942,0.004783623851835728
943,0.004382466431707144
944,0.005141693167388439
945,0.004340978339314461
946,0.0037414906546473503
947,0.003916196990758181
948,0.004309814888983965
949,0.003922795876860619
950,0.0033635664731264114
951,0.0038677009288221598
952,0.0038940266240388155
953,0.0037683434784412384
954,0.004084919113665819
955,0.004002044443041086
956,0.0038366031367331743
957,0.0038535643834620714
958,0.0037583906669169664
959,0.0035378739703446627
960,0.003574365982785821
961,0.004287388175725937
962,0.003952020779252052
963,0.004257196560502052
964,0.004827200900763273
965,0.004655631724745035
966,0.003958025015890598
967,0.003946324344724417
968,0.003567140782251954
969,0.00397832877933979
970,0.004803357180207968
971,0.004734340123832226
972,0.0039813159964978695
973,0.0034125843085348606
974,0.0037958654575049877
975,0.0037848479114472866
976,0.003740820335224271
977,0.0036672239657491446
978,0.0033567314967513084
979,0.0034680012613534927
980,0.0034281278494745493
981,0.0039042080752551556
982,0.0046888054348528385
983,0.00500184390693903
984,0.0062872301787137985
985,0.004011999350041151
986,0.003841917961835861
987,0.005056682974100113
988,0.003980886656790972
989,0.004204016178846359
990,0.005482550710439682
991,0.0051866029389202595
992,0.0038124299608170986
993,0.005223976913839579
994,0.004845107905566692
995,0.0037585783284157515
996,0.004780215676873922
997,0.004617172293365002
998,0.004726080689579248
999,0.003608896629884839
1000,0.0050118244253098965
