,methylation
291,0.008566529490053654
292,0.008311334066092968
293,0.008840637281537056
294,0.007723658811300993
295,0.00854414515197277
296,0.007760089822113514
297,0.008050172589719296
298,0.007903331890702248
299,0.007849806919693947
300,0.007579428609460592
301,0.007575227413326502
302,0.0076209865510463715
303,0.007932069711387157
304,0.007348865736275911
305,0.007554513867944479
306,0.0074717518873512745
307,0.007572794333100319
308,0.00754413940012455
309,0.0073760864324867725
310,0.00727030448615551
311,0.00760347954928875
312,0.007360931020230055
313,0.0074898735620081425
314,0.007301973644644022
315,0.007816486991941929
316,0.008164857514202595
317,0.008873521350324154
318,0.007881938479840755
319,0.007077733986079693
320,0.007143636234104633
321,0.007361917290836573
322,0.007368761580437422
323,0.007220514118671417
324,0.007196484133601189
325,0.007227039895951748
326,0.007208729162812233
327,0.006941500119864941
328,0.007169592194259167
329,0.007672487758100033
330,0.0076941694132983685
331,0.007464925292879343
332,0.006862141191959381
333,0.006768771447241306
334,0.00704616867005825
335,0.007013904396444559
336,0.006970960646867752
337,0.006918578874319792
338,0.006934076547622681
339,0.007364395074546337
340,0.007702820934355259
341,0.007558914367109537
342,0.007374617271125317
343,0.0072610341012477875
344,0.006879142951220274
345,0.006829512771219015
346,0.006724596954882145
347,0.0067841107957065105
348,0.00663767522200942
349,0.006723769940435886
350,0.006512568797916174
351,0.006379191298037767
352,0.006634356454014778
353,0.006662953179329634
354,0.006506352685391903
355,0.006906875409185886
356,0.0072812726721167564
357,0.007921673357486725
358,0.009865538217127323
359,0.008265080861747265
360,0.006961757317185402
361,0.007371689658612013
362,0.007494308520108461
363,0.006723211146891117
364,0.006777377333492041
365,0.007313241716474295
366,0.006849378813058138
367,0.006406168453395367
368,0.007335333619266748
369,0.007048670668154955
370,0.0066490876488387585
371,0.007118580397218466
372,0.006576047744601965
373,0.006981533020734787
374,0.007010061293840408
375,0.0063051688484847546
376,0.006710787769407034
377,0.006221686489880085
378,0.006683842744678259
379,0.007378808222711086
380,0.0065245963633060455
381,0.006653528194874525
382,0.006167203187942505
383,0.006780032068490982
384,0.0072932117618620396
385,0.006387846544384956
386,0.006586245261132717
387,0.006271163001656532
388,0.006780573166906834
389,0.006789274979382753
390,0.0060289460234344006
391,0.006530961021780968
392,0.006169338710606098
393,0.006754408590495586
394,0.006394067779183388
395,0.006014885846525431
396,0.006495168432593346
397,0.006072399206459522
398,0.006852373480796814
399,0.006773325148969889
400,0.006505901925265789
401,0.0074842749163508415
402,0.008468019776046276
403,0.009270129725337029
404,0.0095948101952672
405,0.006937082856893539
406,0.007766075897961855
407,0.00844140350818634
408,0.007221823092550039
409,0.008147730492055416
410,0.007410735357552767
411,0.007052113302052021
412,0.007471660152077675
413,0.006177628878504038
414,0.007664971519261599
415,0.00669952342286706
416,0.007800177205353975
417,0.007276891730725765
418,0.0064505948685109615
419,0.00697659095749259
420,0.006887705530971289
421,0.006239460781216621
422,0.006505538243800402
423,0.0067064822651445866
424,0.005901712458580732
425,0.006784892175346613
426,0.006594661623239517
427,0.006563926115632057
428,0.006048327311873436
429,0.006699179764837027
430,0.006460175849497318
431,0.0069338432513177395
432,0.0063813733868300915
433,0.006057988852262497
434,0.0063934423960745335
435,0.0063750483095645905
436,0.005946699529886246
437,0.005867884028702974
438,0.006374069955199957
439,0.005722215864807367
440,0.006289253942668438
441,0.005869622807949781
442,0.006081036292016506
443,0.005417776759713888
444,0.005918318405747414
445,0.0058821821585297585
446,0.0057900818064808846
447,0.005416708532720804
448,0.005808713845908642
449,0.005757915321737528
450,0.00539578078314662
451,0.005607350263744593
452,0.005635466892272234
453,0.005577128380537033
454,0.005246789660304785
455,0.005415807478129864
456,0.00547852972522378
457,0.0054785520769655704
458,0.005270991008728743
459,0.005267556291073561
460,0.00517683383077383
461,0.005319114774465561
462,0.00525523629039526
463,0.005483608227223158
464,0.006637176498770714
465,0.008299707435071468
466,0.0101099768653512
467,0.007438644301146269
468,0.005961479619145393
469,0.007539726793766022
470,0.005801563151180744
471,0.006649332121014595
472,0.006031428929418325
473,0.005782097112387419
474,0.006337430793792009
475,0.005711106583476067
476,0.005707333795726299
477,0.006423384882509708
478,0.0068109603598713875
479,0.005671330727636814
480,0.005723807495087385
481,0.005734698846936226
482,0.005903166718780994
483,0.005471240729093552
484,0.005539480596780777
485,0.0055068545043468475
486,0.00556252570822835
487,0.005299270153045654
488,0.0053674886003136635
489,0.005608358420431614
490,0.005521944724023342
491,0.005468768533319235
492,0.005158435553312302
493,0.005305110476911068
494,0.00522584980353713
495,0.005447407718747854
496,0.005332013126462698
497,0.005155147984623909
498,0.004967597313225269
499,0.0050165532156825066
500,0.005100742913782597
501,0.004987466149032116
502,0.005074702203273773
503,0.0053256540559232235
504,0.005201958119869232
505,0.005043544340878725
506,0.004859930370002985
507,0.0049500674940645695
508,0.004900268279016018
509,0.0050054811872541904
510,0.004898202605545521
511,0.004899152088910341
512,0.004958902020007372
513,0.0052345492877066135
514,0.006145126651972532
515,0.006213286891579628
516,0.0075303963385522366
517,0.0070058079436421394
518,0.006080552004277706
519,0.0057591637596488
520,0.005546306259930134
521,0.0057094283401966095
522,0.005817309953272343
523,0.005530441179871559
524,0.005905799567699432
525,0.005549328867346048
526,0.005320542957633734
527,0.005222792737185955
528,0.005683251656591892
529,0.005819370038807392
530,0.005195118021219969
531,0.00520685501396656
532,0.0050957053899765015
533,0.0051494501531124115
534,0.00532890809699893
535,0.005155927501618862
536,0.005212778691202402
537,0.004984683822840452
538,0.005037471652030945
539,0.005019772332161665
540,0.004872601013630629
541,0.004710898734629154
542,0.00501012010499835
543,0.0052092368714511395
544,0.005290580447763205
545,0.005413810256868601
546,0.0054681855253875256
547,0.005025750957429409
548,0.004807522054761648
549,0.004650929011404514
550,0.00505254790186882
551,0.005298493430018425
552,0.005150903016328812
553,0.004779680632054806
554,0.004512812476605177
555,0.004460884723812342
556,0.004802936688065529
557,0.00501299649477005
558,0.00565441744402051
559,0.0052881669253110886
560,0.00511567248031497
561,0.004816753789782524
562,0.0045075793750584126
563,0.004752841778099537
564,0.0046910857781767845
565,0.004605719819664955
566,0.0045273867435753345
567,0.004670507274568081
568,0.004509304650127888
569,0.004544377326965332
570,0.004652834963053465
571,0.0054084728471934795
572,0.006760053802281618
573,0.007192216347903013
574,0.006236001383513212
575,0.004883278626948595
576,0.0061940415762364864
577,0.0055948239751160145
578,0.005097453016787767
579,0.006094952579587698
580,0.0049633486196398735
581,0.00506404647603631
582,0.005587429273873568
583,0.00532736349850893
584,0.004757999908179045
585,0.004911118187010288
586,0.005032929591834545
587,0.004519937559962273
588,0.004544696304947138
589,0.004704190883785486
590,0.004675159230828285
591,0.004444759339094162
592,0.004443994723260403
593,0.004419076722115278
594,0.004364759661257267
595,0.004455397836863995
596,0.004401033744215965
597,0.004683873150497675
598,0.005114501342177391
599,0.006089754402637482
600,0.006168622989207506
601,0.006348790135234594
602,0.004696249961853027
603,0.005258118733763695
604,0.005929512903094292
605,0.004577852785587311
606,0.005741025321185589
607,0.0062324427999556065
608,0.004439936950802803
609,0.006007008720189333
610,0.007619909476488829
611,0.004703157115727663
612,0.007023714482784271
613,0.007588772568851709
614,0.006164216436445713
615,0.007173981051892042
616,0.00554413627833128
617,0.006199382245540619
618,0.005416417960077524
619,0.0061845965683460236
620,0.005155336577445269
621,0.005933206062763929
622,0.00478029903024435
623,0.005587449297308922
624,0.005242618266493082
625,0.006389635615050793
626,0.0055371783673763275
627,0.005120191723108292
628,0.005219039507210255
629,0.005304962396621704
630,0.0048742881044745445
631,0.004797649569809437
632,0.005322298966348171
633,0.005483562592417002
634,0.005006277468055487
635,0.00463041802868247
636,0.004897586070001125
637,0.005121814087033272
638,0.004947375040501356
639,0.004605382680892944
640,0.004911650437861681
641,0.0053013223223388195
642,0.005139287561178207
643,0.0045491610653698444
644,0.004704535473138094
645,0.004568988457322121
646,0.0048868549056351185
647,0.004440146964043379
648,0.004698379896581173
649,0.004420323297381401
650,0.004807222634553909
651,0.0045931776985526085
652,0.004343719687312841
653,0.00441025709733367
654,0.004570218734443188
655,0.004317907150834799
656,0.00404254300519824
657,0.004068130627274513
658,0.0041966489516198635
659,0.0042053814977407455
660,0.004106777720153332
661,0.004101012833416462
662,0.004150365479290485
663,0.0041468082927167416
664,0.003944501280784607
665,0.004175902809947729
666,0.004155561327934265
667,0.004111192189157009
668,0.004312003497034311
669,0.004475667607039213
670,0.005256159231066704
671,0.005424931645393372
672,0.005138371139764786
673,0.004624414257705212
674,0.004167321603745222
675,0.00438856752589345
676,0.004561225883662701
677,0.004193264525383711
678,0.004068458452820778
679,0.00419421773403883
680,0.004458686336874962
681,0.004376896657049656
682,0.004382827784866095
683,0.0043276394717395306
684,0.0042240372858941555
685,0.003992573358118534
686,0.003886105492711067
687,0.003974578343331814
688,0.0038513808976858854
689,0.0038065649569034576
690,0.003905063960701227
691,0.003835014533251524
692,0.0039936574175953865
693,0.003887060098350048
694,0.003966535907238722
695,0.004100773949176073
696,0.004379293415695429
697,0.004780183546245098
698,0.005248713307082653
699,0.005655175074934959
700,0.005331817083060741
701,0.004140194971114397
702,0.0045698960311710835
703,0.005265083629637957
704,0.004187207669019699
705,0.004181708209216595
706,0.005084540229290724
707,0.004742796998471022
708,0.004381639417260885
709,0.004155356902629137
710,0.004427801351994276
711,0.004355486482381821
712,0.0040352847427129745
713,0.004079452250152826
714,0.004454407375305891
715,0.004054068587720394
716,0.003805997082963586
717,0.003946306183934212
718,0.004166428465396166
719,0.004171797074377537
720,0.004172560293227434
721,0.004808887839317322
722,0.0060295769944787025
723,0.005067604593932629
724,0.004657605662941933
725,0.004751735832542181
726,0.004992772359400988
727,0.004566504620015621
728,0.0045164949260652065
729,0.005363842938095331
730,0.004721128847450018
731,0.00488990917801857
732,0.005739204119890928
733,0.003936525899916887
734,0.004881144966930151
735,0.004846767522394657
736,0.004502633586525917
737,0.00550680048763752
738,0.0051339236088097095
739,0.005232103634625673
740,0.004430441651493311
741,0.005392900668084621
742,0.004095782060176134
743,0.0046658143401145935
744,0.004251620266586542
745,0.0046235560439527035
746,0.004428388085216284
747,0.004599526058882475
748,0.004868234042078257
749,0.004300675820559263
750,0.0044310083612799644
751,0.0037763977888971567
752,0.00419528828933835
753,0.003771649906411767
754,0.00418095150962472
755,0.00414098659530282
756,0.004635181277990341
757,0.004557053092867136
758,0.00486061442643404
759,0.00556782353669405
760,0.004395895637571812
761,0.004045340698212385
762,0.00428090849891305
763,0.004960139747709036
764,0.003976272884756327
765,0.003844905411824584
766,0.004094020929187536
767,0.004714027512818575
768,0.004057896323502064
769,0.0037006076890975237
770,0.0037649250589311123
771,0.00421537971124053
772,0.0042733000591397285
773,0.00428625987842679
774,0.004288674797862768
775,0.0037545496597886086
776,0.0038598075043410063
777,0.004532007034868002
778,0.004872194025665522
779,0.004109630361199379
780,0.003848191350698471
781,0.0038488926365971565
782,0.004228627309203148
783,0.004097175318747759
784,0.0038917679339647293
785,0.0036783183459192514
786,0.003472858341410756
787,0.003727654693648219
788,0.003980438224971294
789,0.004384603817015886
790,0.004278223030269146
791,0.003882649587467313
792,0.0034967137034982443
793,0.003594436449930072
794,0.003964990843087435
795,0.003873079549521208
796,0.003825501771643758
797,0.003495207754895091
798,0.003600301453843713
799,0.003856472671031952
800,0.0042283558286726475
801,0.004828110337257385
802,0.004792741499841213
803,0.004600017797201872
804,0.003763033077120781
805,0.003926664590835571
806,0.004189176019281149
807,0.0036659077741205692
808,0.003668977878987789
809,0.003741746535524726
810,0.003924129996448755
811,0.004063995089381933
812,0.004197863396257162
813,0.004422125872224569
814,0.004246348049491644
815,0.0038438651245087385
816,0.003456234699115157
817,0.0037225245032459497
818,0.0037092629354447126
819,0.0036702482029795647
820,0.0034219534136354923
821,0.0035875760950148106
822,0.003794711781665683
823,0.0036822620313614607
824,0.0036761979572474957
825,0.004019276238977909
826,0.00439035426825285
827,0.004900344181805849
828,0.003864979138597846
829,0.0037263205740600824
830,0.0038837194442749023
831,0.0036201777402311563
832,0.0035428814589977264
833,0.0035121687687933445
834,0.003624648554250598
835,0.0036140151787549257
836,0.0035544056445360184
837,0.003668773453682661
838,0.003648684360086918
839,0.003998186439275742
840,0.004660735372453928
841,0.005823477637022734
842,0.005256757140159607
843,0.004564453382045031
844,0.0037171579897403717
845,0.004714542999863625
846,0.005028111860156059
847,0.0037352913059294224
848,0.004958799574524164
849,0.006241155788302422
850,0.004261218011379242
851,0.0052101449109613895
852,0.0070226299576461315
853,0.004768874030560255
854,0.007547927554696798
855,0.005847465246915817
856,0.006701638922095299
857,0.007015810813754797
858,0.005540011916309595
859,0.0072925197891891
860,0.005230985581874847
861,0.00716477120295167
862,0.0054569123312830925
863,0.007684294134378433
864,0.005451176315546036
865,0.005783296190202236
866,0.004512106068432331
867,0.005293281748890877
868,0.004159965086728334
869,0.004961473401635885
870,0.004483596421778202
871,0.0049240742810070515
872,0.004560983739793301
873,0.004382961429655552
874,0.004750273656100035
875,0.004528142977505922
876,0.004984164610505104
877,0.004521544557064772
878,0.004385071806609631
879,0.003866960061714053
880,0.004743072669953108
881,0.003959175199270248
882,0.004159250762313604
883,0.003727467032149434
884,0.004370259586721659
885,0.004365942906588316
886,0.003817810444161296
887,0.003919265698641539
888,0.0037285347934812307
889,0.0040712202899158
890,0.003622791264206171
891,0.00368352304212749
892,0.0035712653771042824
893,0.0036769199650734663
894,0.003615843364968896
895,0.0035975666251033545
896,0.003573424182832241
897,0.0033924877643585205
898,0.003373638493940234
899,0.0035148656461387873
900,0.0033405243884772062
901,0.003466968657448888
902,0.0033546683844178915
903,0.003392267506569624
904,0.003269482171162963
905,0.003282201010733843
906,0.0032777523156255484
907,0.0032644218299537897
908,0.0033054312225431204
909,0.0033294467721134424
910,0.0032535302452743053
911,0.003391013480722904
912,0.0034572691656649113
913,0.0034353623632341623
914,0.0035730504896491766
915,0.0038496702909469604
916,0.004649234935641289
917,0.005496201571077108
918,0.006431816145777702
919,0.004327822010964155
920,0.004210691899061203
921,0.0054530552588403225
922,0.004131076857447624
923,0.004601780790835619
924,0.005305562634021044
925,0.004252100829035044
926,0.0045663537457585335
927,0.005874085705727339
928,0.004741061944514513
929,0.004087740555405617
930,0.005662836600095034
931,0.003963969647884369
932,0.004584582522511482
933,0.005096001084893942
934,0.0034570537973195314
935,0.004777621943503618
936,0.004213057924062014
937,0.003795469179749489
938,0.0047159986570477486
939,0.004929949063807726
940,0.0040800319984555244
941,0.0054776472970843315
942,0.006078118924051523
943,0.003993574529886246
944,0.00705249747261405
945,0.005082139745354652
946,0.00571045745164156
947,0.0046070958487689495
948,0.004992594011127949
949,0.00440644845366478
950,0.0049870251677930355
951,0.004307064227759838
952,0.004524306394159794
953,0.003934056963771582
954,0.004594292026013136
955,0.003921212628483772
956,0.004331145901232958
957,0.0037748576141893864
958,0.0042765820398926735
959,0.003818910801783204
960,0.004282626323401928
961,0.0038466937839984894
962,0.00419533159583807
963,0.0036985233891755342
964,0.003989220596849918
965,0.003639004658907652
966,0.003854538081213832
967,0.0035190782509744167
968,0.0039973147213459015
969,0.00392098817974329
970,0.004181370604783297
971,0.0033410643227398396
972,0.004054265562444925
973,0.003961545880883932
974,0.004156198818236589
975,0.003493058728054166
976,0.004098533187061548
977,0.004296786151826382
978,0.004237984772771597
979,0.0034088839311152697
980,0.004917703568935394
981,0.0048019541427493095
982,0.004268290475010872
983,0.0037896442227065563
984,0.005383657291531563
985,0.004467661492526531
986,0.004223498050123453
987,0.004411647561937571
988,0.004487731959670782
989,0.0032988369930535555
990,0.004216609988361597
991,0.003524365136399865
992,0.0035663775634020567
993,0.003989001736044884
994,0.004456535447388887
995,0.0033403984270989895
996,0.004607327748090029
997,0.0050688693299889565
998,0.004121382255107164
999,0.004254957195371389
1000,0.0049686976708471775
