,methylation
0,0.1364600658416748
1,1.4123082160949707
2,0.20149455964565277
3,0.1101231575012207
4,0.29163575172424316
5,0.23074989020824432
6,0.09596758335828781
7,0.040658630430698395
8,0.09895959496498108
9,0.13159742951393127
10,0.10176176577806473
11,0.05734388530254364
12,0.03843112289905548
13,0.04442879185080528
14,0.05780623480677605
15,0.06125328317284584
16,0.05473140999674797
17,0.04315623268485069
18,0.03532062843441963
19,0.033788278698921204
20,0.03883429989218712
21,0.04283786937594414
22,0.0435204841196537
23,0.0403938926756382
24,0.035412658005952835
25,0.031601253896951675
26,0.031432490795850754
27,0.032255906611680984
28,0.03329410403966904
29,0.033959463238716125
30,0.033297352492809296
31,0.0314965657889843
32,0.02935517206788063
33,0.0285814069211483
34,0.0283343605697155
35,0.028606323525309563
36,0.02948673442006111
37,0.02831418439745903
38,0.027816686779260635
39,0.027384396642446518
40,0.026263970881700516
41,0.02545451745390892
42,0.026059672236442566
43,0.02540873922407627
44,0.025727761909365654
45,0.025050457566976547
46,0.024802930653095245
47,0.024212496355175972
48,0.02420186437666416
49,0.023871004581451416
50,0.0240483321249485
51,0.02384243905544281
52,0.023232143372297287
53,0.02290278859436512
54,0.022836588323116302
55,0.022383786737918854
56,0.02189423330128193
57,0.021523216739296913
58,0.021880926564335823
59,0.02125234715640545
60,0.021429602056741714
61,0.021626565605401993
62,0.020884225144982338
63,0.021230550482869148
64,0.02094556950032711
65,0.020305154845118523
66,0.02029777318239212
67,0.020156681537628174
68,0.019925449043512344
69,0.019560646265745163
70,0.019655508920550346
71,0.01975974068045616
72,0.019268499687314034
73,0.01924406737089157
74,0.018967846408486366
75,0.01884344220161438
76,0.018644697964191437
77,0.018574630841612816
78,0.018502486869692802
79,0.018181005492806435
80,0.017987720668315887
81,0.0175121258944273
82,0.017799025401473045
83,0.01756582036614418
84,0.017729677259922028
85,0.017563531175255775
86,0.01730756275355816
87,0.016852762550115585
88,0.017174670472741127
89,0.016657082363963127
90,0.01703243888914585
91,0.01698373071849346
92,0.01670721173286438
93,0.016635093837976456
94,0.016390668228268623
95,0.016621431335806847
96,0.01634940318763256
97,0.01605154387652874
98,0.01615544781088829
99,0.015791606158018112
100,0.01617683656513691
101,0.01606515422463417
102,0.01555570401251316
103,0.0155631760135293
104,0.015508237294852734
105,0.015575801022350788
106,0.0156622976064682
107,0.015185724943876266
108,0.015223885886371136
109,0.015059927478432655
110,0.015177375636994839
111,0.015114305540919304
112,0.015255353413522243
113,0.015142930671572685
114,0.01523273903876543
115,0.014575023204088211
116,0.014749778434634209
117,0.01455036923289299
118,0.014482193626463413
119,0.014465142041444778
120,0.015036116354167461
121,0.014847195707261562
122,0.013957351446151733
123,0.013968225568532944
124,0.013860104605555534
125,0.014201904647052288
126,0.014005445875227451
127,0.013890216127038002
128,0.01383344829082489
129,0.014116129837930202
130,0.013765936717391014
131,0.013500764034688473
132,0.013423623517155647
133,0.01351988036185503
134,0.013348938897252083
135,0.013191131874918938
136,0.013029361143708229
137,0.01346113532781601
138,0.013075617142021656
139,0.012856369838118553
140,0.013174391351640224
141,0.013053682632744312
142,0.013008478097617626
143,0.012691107578575611
144,0.01282738707959652
145,0.012511065229773521
146,0.012663464061915874
147,0.012488249689340591
148,0.01264791376888752
149,0.012354209087789059
150,0.012723413296043873
151,0.012377052567899227
152,0.01265687309205532
153,0.012223321944475174
154,0.0120456637814641
155,0.012393790297210217
156,0.012094826437532902
157,0.01219651848077774
158,0.011936670169234276
159,0.011953627690672874
160,0.011699854396283627
161,0.011592172086238861
