,mRNA
354,0.0065399957820773125
355,0.006761341355741024
356,0.006697257049381733
357,0.006550550926476717
358,0.006495905574411154
359,0.006578171160072088
360,0.006495482288300991
361,0.006531203165650368
362,0.006483769044280052
363,0.006435988005250692
364,0.006443105638027191
365,0.0065433308482170105
366,0.006513509899377823
367,0.006436916533857584
368,0.0063565573655068874
369,0.0064167240634560585
370,0.00651196064427495
371,0.0063926144503057
372,0.006339174695312977
373,0.006332140415906906
374,0.006365914363414049
375,0.006467584054917097
376,0.006448179017752409
377,0.006386497989296913
378,0.006404483690857887
379,0.006335366051644087
380,0.006383672822266817
381,0.0063481200486421585
382,0.006364749278873205
383,0.00635746493935585
384,0.006371675990521908
385,0.006353482138365507
386,0.006394640542566776
387,0.006425335071980953
388,0.006632045842707157
389,0.006858727429062128
390,0.0073903645388782024
391,0.008084239438176155
392,0.007685141637921333
393,0.006708194501698017
394,0.006520215887576342
395,0.007146287709474564
396,0.007092130370438099
397,0.0063836462795734406
398,0.00670594023540616
399,0.007177956867963076
400,0.006552705075591803
401,0.006415458861738443
402,0.006894165650010109
403,0.006499515380710363
404,0.006449788808822632
405,0.006757068447768688
406,0.006504539866000414
407,0.006442149635404348
408,0.006631997413933277
409,0.006423209793865681
410,0.006394907832145691
411,0.006593688391149044
412,0.006411831825971603
413,0.006342478096485138
414,0.006532075349241495
415,0.006406132597476244
416,0.006441905628889799
417,0.006387391593307257
418,0.006476677488535643
419,0.006297111976891756
420,0.00627110293135047
421,0.0063524870201945305
422,0.00629719952121377
423,0.006244204472750425
424,0.006323834415525198
425,0.006277848966419697
426,0.0062698363326489925
427,0.006391874048858881
428,0.006299949251115322
429,0.00626984890550375
430,0.00623645493760705
431,0.006224517244845629
432,0.006266871001571417
433,0.0061835357919335365
434,0.006154077127575874
435,0.0062980675138533115
436,0.006256344262510538
437,0.006249362602829933
438,0.006234840024262667
439,0.006320532411336899
440,0.006271085236221552
441,0.006139949895441532
442,0.006274260580539703
443,0.006311879958957434
444,0.006213324144482613
445,0.006251736078411341
446,0.006152775604277849
447,0.006143269594758749
448,0.00627922872081399
449,0.006196033675223589
450,0.006185725796967745
451,0.006267423275858164
452,0.0062119136564433575
453,0.006229100748896599
454,0.006064762361347675
455,0.006144940387457609
456,0.006183131132274866
457,0.006241641007363796
458,0.006178791169077158
459,0.006076941266655922
460,0.006156041752547026
461,0.006191783584654331
462,0.006263588089495897
463,0.006258283741772175
464,0.006259823217988014
465,0.006131114903837442
466,0.006177418399602175
467,0.006182784214615822
468,0.0061569721437990665
469,0.006129226181656122
470,0.006137160584330559
471,0.006038797553628683
472,0.006089553236961365
473,0.006093312986195087
474,0.00624629994854331
475,0.0063555072993040085
476,0.006595826242119074
477,0.006723992992192507
478,0.006872024852782488
479,0.006605103146284819
480,0.00629738625138998
481,0.006113497074693441
482,0.0063592311926186085
483,0.006817867048084736
484,0.006583750247955322
485,0.00634209206327796
486,0.006150741130113602
487,0.006294382736086845
488,0.006517429836094379
489,0.006331577897071838
490,0.006093243137001991
491,0.006253301631659269
492,0.006324797868728638
493,0.006176227703690529
494,0.006090594455599785
495,0.006200500763952732
496,0.006234715227037668
497,0.006143119186162949
498,0.006051322910934687
499,0.006115852855145931
500,0.006331543438136578
501,0.006217953749001026
502,0.006170433945953846
503,0.006080972496420145
504,0.006103733088821173
505,0.00619069067761302
506,0.006126598920673132
507,0.006058062892407179
508,0.006054848898202181
509,0.006099827587604523
510,0.0060727582313120365
511,0.0061299302615225315
512,0.006036642473191023
513,0.0059746550396084785
514,0.0060899327509105206
515,0.0061783199198544025
516,0.006152648478746414
517,0.006142936181277037
518,0.00606953538954258
519,0.006081658415496349
520,0.006107090041041374
521,0.006026002112776041
522,0.0060645840130746365
523,0.006115742493420839
524,0.006029767449945211
525,0.006040327716618776
526,0.006000088062137365
527,0.006139290519058704
528,0.006063047796487808
529,0.006191276479512453
530,0.0062900204211473465
531,0.006379909813404083
532,0.00635607959702611
533,0.006082446780055761
534,0.006091082934290171
535,0.005984258837997913
536,0.006106887944042683
537,0.006200423464179039
538,0.006209191866219044
539,0.006139981560409069
540,0.00616553844884038
541,0.006077761296182871
542,0.005962275434285402
543,0.005983762908726931
544,0.006022884510457516
545,0.006105095148086548
546,0.00613705487921834
547,0.006076188292354345
548,0.00606970489025116
549,0.006008543539792299
550,0.006017142441123724
551,0.006058524362742901
552,0.006013693753629923
553,0.005972257349640131
554,0.0059483712539076805
555,0.005951451603323221
556,0.005980451125651598
557,0.006040533073246479
558,0.006040355656296015
559,0.006107830908149481
560,0.006126026622951031
561,0.006137156393378973
562,0.006130692083388567
563,0.006020909175276756
564,0.006063839420676231
565,0.005966211669147015
566,0.005927426274865866
567,0.005994211416691542
568,0.006024534814059734
569,0.0059639099054038525
570,0.006079543381929398
571,0.0060349320992827415
572,0.006190718617290258
573,0.006323947571218014
574,0.006422927137464285
575,0.006276382133364677
576,0.006272824481129646
577,0.006123644299805164
578,0.00598618108779192
579,0.0059898062609136105
580,0.0059462920762598515
581,0.006074015982449055
582,0.006056491751223803
583,0.005955156870186329
584,0.006042638793587685
585,0.005978837609291077
586,0.005950311664491892
587,0.0059628840535879135
588,0.00598479900509119
589,0.00593067891895771
590,0.005931771360337734
591,0.0060630361549556255
592,0.006045233458280563
593,0.006059621460735798
594,0.00611687870696187
595,0.005983810871839523
596,0.006026867777109146
597,0.006078348029404879
598,0.006112042814493179
599,0.006068989168852568
600,0.0059688701294362545
601,0.006005468778312206
602,0.006011849734932184
603,0.005961766932159662
604,0.005949874874204397
605,0.0058695003390312195
606,0.005920066963881254
607,0.006028324831277132
608,0.00605585053563118
609,0.006129946559667587
610,0.006278380285948515
611,0.006295892409980297
612,0.006236286833882332
613,0.0061621698550879955
614,0.0060254232957959175
615,0.005940493196249008
616,0.005894724745303392
617,0.00593648012727499
618,0.005977838300168514
619,0.006023699417710304
620,0.005953076761215925
621,0.0059472038410604
622,0.005922437645494938
623,0.00586455874145031
624,0.0059017944149672985
625,0.005905706901103258
626,0.005887380801141262
627,0.0059466129168868065
628,0.005846316926181316
629,0.005953253712505102
630,0.0058239963836967945
631,0.005966641008853912
632,0.005865613464266062
633,0.005915770772844553
634,0.00593550456687808
635,0.006093215197324753
636,0.006227369885891676
637,0.006230543367564678
638,0.006122427526861429
639,0.006092863157391548
640,0.0061374232172966
641,0.006001624744385481
642,0.005930432118475437
643,0.005818523932248354
644,0.005959669128060341
645,0.0059491535648703575
646,0.0058996002189815044
647,0.005907103419303894
648,0.00608798349276185
649,0.00609590532258153
650,0.006096594501286745
651,0.006240255199372768
652,0.006088237278163433
653,0.006003450136631727
654,0.005926708225160837
655,0.006002380978316069
656,0.005880697630345821
657,0.005989526864141226
658,0.005952478386461735
659,0.005934170447289944
660,0.005961501970887184
661,0.005794226191937923
662,0.005880580749362707
663,0.005867662839591503
664,0.005922616925090551
665,0.005840551108121872
666,0.0058487835340201855
667,0.005904193967580795
668,0.005858227610588074
669,0.005889718420803547
670,0.005831936374306679
671,0.00584596348926425
672,0.005833751987665892
673,0.005890730302780867
674,0.005815336015075445
675,0.005820767488330603
676,0.005856732837855816
677,0.005825880449265242
678,0.005820444785058498
679,0.005837629549205303
680,0.0059444294311106205
681,0.006087190937250853
682,0.006287967320531607
683,0.006602258887141943
684,0.007068505510687828
685,0.007180057466030121
686,0.006795593537390232
687,0.005998500157147646
688,0.006070558447390795
689,0.00665750727057457
690,0.0067453463561832905
691,0.006044629495590925
692,0.005999584682285786
693,0.006260973401367664
694,0.006260806694626808
695,0.005911736749112606
696,0.00606658635661006
697,0.0062848711386322975
698,0.006057284772396088
699,0.005981749854981899
700,0.006112992763519287
701,0.006009557284414768
702,0.0058584329672157764
703,0.005954872816801071
704,0.00611476507037878
705,0.005995251704007387
706,0.0059890407137572765
707,0.005959602072834969
708,0.0060865553095936775
709,0.005946828052401543
710,0.0058745029382407665
711,0.005894623696804047
712,0.005910061299800873
713,0.0059245615266263485
714,0.00593547523021698
715,0.005930506158620119
716,0.005913678556680679
717,0.005860771518200636
718,0.005896128714084625
719,0.005903333891183138
720,0.0057496726512908936
721,0.005721616558730602
722,0.0058209835551679134
723,0.005842529237270355
724,0.005793478339910507
725,0.005846354179084301
726,0.005761279258877039
727,0.005781260784715414
728,0.00576680526137352
729,0.005814898759126663
730,0.005865524988621473
731,0.0057993121445178986
732,0.005820290185511112
733,0.005801163613796234
734,0.0059566982090473175
735,0.005801423452794552
736,0.005779427010565996
737,0.005810059607028961
738,0.005796861834824085
739,0.005794146563857794
740,0.005811817944049835
741,0.005784288514405489
742,0.0058561875484883785
743,0.005784839857369661
744,0.005745239555835724
745,0.005679064430296421
746,0.005723534617573023
747,0.005832088645547628
748,0.005790741182863712
749,0.00592674920335412
750,0.005913367494940758
751,0.006092499941587448
752,0.006323362700641155
753,0.006677186116576195
754,0.006847528275102377
755,0.006744659971445799
756,0.0060110026970505714
757,0.005912508349865675
758,0.006514898966997862
759,0.006556152831763029
760,0.0060203345492482185
761,0.005768064875155687
762,0.006107778288424015
763,0.006208410486578941
764,0.005978107452392578
765,0.005866364575922489
766,0.00615085382014513
767,0.005964679643511772
768,0.005859393160790205
769,0.005989508703351021
770,0.006045075133442879
771,0.005888705141842365
772,0.005947315599769354
773,0.005962897092103958
774,0.005966728087514639
775,0.005872197914868593
776,0.005968395154923201
777,0.006011180114001036
778,0.005847501568496227
779,0.005820380989462137
780,0.005891552194952965
781,0.005914515350013971
782,0.00583028607070446
783,0.005819196812808514
784,0.0057722534984350204
785,0.005853855982422829
786,0.005820333957672119
787,0.005798954516649246
788,0.0058979750610888
789,0.005808655172586441
790,0.005789912771433592
791,0.005800764542073011
792,0.00581991346552968
793,0.005835667718201876
794,0.005785058718174696
795,0.00575686851516366
796,0.005717443767935038
797,0.005770636256784201
798,0.005769461393356323
799,0.005675078369677067
800,0.005677842069417238
801,0.005781794432550669
802,0.00572539446875453
803,0.00572636304423213
804,0.005700152367353439
805,0.005708029959350824
806,0.0058612823486328125
807,0.005693717859685421
808,0.005758429877460003
809,0.0056952438317239285
810,0.00575696025043726
811,0.005762365180999041
812,0.005679754540324211
813,0.005711157340556383
814,0.005656893365085125
815,0.005734898615628481
816,0.005694780498743057
817,0.005758286919444799
818,0.005766564980149269
819,0.005804935470223427
820,0.005801612976938486
821,0.005873748101294041
822,0.006065076217055321
823,0.00617012195289135
824,0.0063252211548388
825,0.006210700608789921
826,0.0060956599190831184
827,0.005914013367146254
828,0.005747627466917038
829,0.0058782040141522884
830,0.005923502612859011
831,0.005967525765299797
832,0.0059175859205424786
833,0.005846640095114708
834,0.005788560025393963
835,0.005754517856985331
836,0.005823316052556038
837,0.005885520949959755
838,0.005805085878819227
839,0.005731220357120037
840,0.0057691605761647224
841,0.005850851070135832
842,0.0059482259675860405
843,0.005897342227399349
844,0.0058121406473219395
845,0.005827943328768015
846,0.005785515531897545
847,0.005825976841151714
848,0.005735676735639572
849,0.005741690285503864
850,0.005676588974893093
