,0
CD11a,0.8230785752494878
CD11c,0.7214332442964829
CD123,0.6928831650608493
CD127-IL7Ra,0.7376070459011007
CD14_y,0.6144564657599396
CD16,0.12813353071737243
CD161,0.2542150713940322
CD19,0.37746782570643395
CD197-CCR7,0.4176433799470299
CD25,0.2638672812365545
CD27,0.7899514617248058
CD278-ICOS,0.7282466184267684
CD28,0.7377744455971023
CD3,0.702148734193072
CD34_y,0.5798775909952703
CD38_y,0.6692979007458599
CD4,0.6000459836854756
CD45RA,0.7110076560976116
CD45RO,0.173854491588054
CD56,0.22037542757220815
CD57,0.21471034675369652
CD69,0.32316057569824086
CD79b,0.34663955058608387
CD8a,0.22649288334514964
HLA.DR,0.8008600563263834
