,0
CD11a,0.6544493234858323
CD11c,0.36509672686575645
CD123,0.7044554050020891
CD127-IL7Ra,0.3768331315999308
CD14_y,0.13046551096558698
CD16,0.7764898221017588
CD161,0.5545658292982588
CD19,0.8509284361718151
CD197-CCR7,0.34396873350017226
CD25,0.15793930573910198
CD27,0.45053700345298425
CD278-ICOS,0.38839786669001586
CD28,0.43367265816461137
CD3,0.48359616375612663
CD34_y,0.6557605903094351
CD38_y,0.4591036530991304
CD4,0.5380155719678389
CD45RA,0.538372667589353
CD45RO,0.3534549048003507
CD56,0.6823793114331802
CD57,0.47627934794221616
CD69,0.2126655806662312
CD79b,0.6775652609029086
CD8a,0.39362321117081317
HLA.DR,0.5469878732504708
