,0
CD11a,0.729303653422758
CD11c,0.4907796964841066
CD123,0.5745563777923305
CD127-IL7Ra,0.5095614459260639
CD14_y,0.4270121924976586
CD16,0.852519437242156
CD161,0.5145933838079859
CD19,0.9046581109259575
CD197-CCR7,0.38546230180076047
CD25,0.1636288702341732
CD27,0.4956333500586722
CD278-ICOS,0.44563107097982674
CD28,0.5305436891820828
CD3,0.5526423339725601
CD34_y,0.547517872853616
CD38_y,0.3870202488017766
CD4,0.48393322595466554
CD45RA,0.5921710828246227
CD45RO,0.30318171009898504
CD56,0.7178394326009122
CD57,0.49686603917559374
CD69,0.3307780293432646
CD79b,0.7386397199337397
CD8a,0.3706018171175813
HLA.DR,0.5510768300666173
