,0
CD11a,0.8287266144164045
CD11c,0.7085256551774443
CD123,0.6884851229591209
CD127-IL7Ra,0.7400086633148483
CD14_y,0.6146806673235773
CD16,0.13111305602855064
CD161,0.24459041658479178
CD19,0.3264645566928046
CD197-CCR7,0.3998205409341062
CD25,0.2483964669886305
CD27,0.775156028371765
CD278-ICOS,0.7326013765929664
CD28,0.7423555340473457
CD3,0.6903034153280753
CD34_y,0.5737964040746575
CD38_y,0.6598231026754956
CD4,0.5578677848718034
CD45RA,0.6891977761678288
CD45RO,0.20640524573596208
CD56,0.1200402266993592
CD57,0.21694716608665446
CD69,0.5243674213180225
CD79b,0.2826603171083721
CD8a,0.19740175347165487
HLA.DR,0.7161527956481499
