,0
CD11a,0.7816190542480104
CD11c,0.6335651840244754
CD123,0.6323847340671946
CD127-IL7Ra,0.4562773375718474
CD14_y,0.48014552051922715
CD16,0.26370325114664867
CD161,0.29612131584597157
CD19,0.38791825167321986
CD197-CCR7,0.3999554275311877
CD25,0.10048110682190527
CD27,0.651723851763739
CD278-ICOS,0.6093220412777873
CD28,0.6453035489674522
CD3,0.6593489005669325
CD34_y,0.4168161469008584
CD38_y,0.5360256120672355
CD4,0.5665014648620733
CD45RA,0.6240337307575747
CD45RO,0.3736080631863797
CD56,0.27737881470383785
CD57,0.30351134406714825
CD69,0.37468681139425003
CD79b,0.3557719731526135
CD8a,0.28303508046594356
HLA.DR,0.7576660873520077
