index,train_accuracy,train_F1,test_accuracy,test_F1
0,0.17123287671232876,0.05006809260594408,0.17391304347826086,0.05152979066022545
50,0.1872146118721461,0.10592515100370971,0.17391304347826086,0.05152979066022545
100,0.1552511415525114,0.08932696745382868,0.17391304347826086,0.05152979066022545
150,0.3698630136986301,0.3280176251118878,0.483695652173913,0.3153766523331741
200,0.3812785388127854,0.32510572584648095,0.483695652173913,0.3153766523331741
250,0.4589041095890411,0.3091454501182068,0.483695652173913,0.3153766523331741
300,0.4680365296803653,0.31009054279594717,0.483695652173913,0.3153766523331741
350,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
400,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
450,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
500,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
550,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
600,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
650,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
700,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
750,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
800,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
850,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
900,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
950,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1000,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1050,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1100,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1150,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1200,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1250,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1300,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1350,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1400,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1450,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1500,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1550,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1600,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1650,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1700,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1750,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1800,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1850,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1900,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1950,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
2000,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
