,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.2,0.06666666666666667,0.15217391304347827,0.04019688269073011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
50,0.9425837320574163,0.9429710310377087,0.7554347826086957,0.7738991625377443,0.9665071770334929,0.9569377990430622,0.9665071770334929,0.8516746411483254,0.9712918660287081,0.9665071770334929,0.9569377990430622,0.9665071770334929,0.8516746411483254,0.9712918660287081
100,0.9406698564593301,0.9405161383292374,0.7717391304347826,0.7828708333704285,0.9617224880382775,0.9904306220095693,0.9760765550239234,0.7751196172248804,1.0,0.9617224880382775,0.9904306220095693,0.9760765550239234,0.7751196172248804,1.0
150,0.9799043062200957,0.979948316623761,0.8206521739130435,0.826056233883633,0.9808612440191388,0.9952153110047847,1.0,0.9856459330143541,0.937799043062201,0.9808612440191388,0.9952153110047847,1.0,0.9856459330143541,0.937799043062201
200,0.9866028708133971,0.9866063731614234,0.8532608695652174,0.8532056116080716,0.9760765550239234,0.9952153110047847,1.0,0.9712918660287081,0.9904306220095693,0.9760765550239234,0.9952153110047847,1.0,0.9712918660287081,0.9904306220095693
250,0.9732057416267943,0.9732194121273894,0.8315217391304348,0.8371124689059471,0.9856459330143541,1.0,1.0,1.0,0.8803827751196173,0.9856459330143541,1.0,1.0,1.0,0.8803827751196173
300,0.9866028708133971,0.9865351633826192,0.8532608695652174,0.8492809742475395,1.0,1.0,1.0,0.9425837320574163,0.9904306220095693,1.0,1.0,1.0,0.9425837320574163,0.9904306220095693
350,0.9942583732057416,0.9942512792084891,0.842391304347826,0.8409502776877353,0.9808612440191388,1.0,1.0,0.9952153110047847,0.9952153110047847,0.9808612440191388,1.0,1.0,0.9952153110047847,0.9952153110047847
400,0.9799043062200957,0.979767513248008,0.8586956521739131,0.8630699876927371,0.9521531100478469,1.0,1.0,0.9473684210526315,1.0,0.9521531100478469,1.0,1.0,0.9473684210526315,1.0
450,0.9904306220095693,0.990429685427076,0.8532608695652174,0.852395793681928,0.9808612440191388,0.9952153110047847,1.0,0.9760765550239234,1.0,0.9808612440191388,0.9952153110047847,1.0,0.9760765550239234,1.0
500,0.9923444976076555,0.9923596637791308,0.8586956521739131,0.8592765237105374,0.9856459330143541,0.9952153110047847,1.0,1.0,0.9808612440191388,0.9856459330143541,0.9952153110047847,1.0,1.0,0.9808612440191388
550,0.9846889952153111,0.9846250883831363,0.8586956521739131,0.8570035616853585,0.9808612440191388,1.0,1.0,0.9425837320574163,1.0,0.9808612440191388,1.0,1.0,0.9425837320574163,1.0
600,0.9923444976076555,0.992323452708346,0.8532608695652174,0.8496621672704884,1.0,1.0,1.0,0.9712918660287081,0.9904306220095693,1.0,1.0,1.0,0.9712918660287081,0.9904306220095693
650,0.9866028708133971,0.9865517291766968,0.8695652173913043,0.8667689877137227,1.0,0.9904306220095693,1.0,0.9425837320574163,1.0,1.0,0.9904306220095693,1.0,0.9425837320574163,1.0
700,0.9923444976076555,0.9923439968274627,0.8478260869565217,0.8435195454060177,1.0,1.0,1.0,0.9760765550239234,0.9856459330143541,1.0,1.0,1.0,0.9760765550239234,0.9856459330143541
750,0.9904306220095693,0.9904254434932467,0.8532608695652174,0.8521317608037835,0.9856459330143541,0.9904306220095693,1.0,0.9760765550239234,1.0,0.9856459330143541,0.9904306220095693,1.0,0.9760765550239234,1.0
800,0.9961722488038277,0.9961767618346565,0.8586956521739131,0.8408934019832188,0.9904306220095693,1.0,1.0,0.9952153110047847,0.9952153110047847,0.9904306220095693,1.0,1.0,0.9952153110047847,0.9952153110047847
850,0.9904306220095693,0.9904015667906297,0.8641304347826086,0.8653971751642382,0.9904306220095693,1.0,1.0,0.9617224880382775,1.0,0.9904306220095693,1.0,1.0,0.9617224880382775,1.0
900,0.9961722488038277,0.9961811884797668,0.8695652173913043,0.8653467849801654,0.9904306220095693,1.0,1.0,1.0,0.9904306220095693,0.9904306220095693,1.0,1.0,1.0,0.9904306220095693
950,0.9942583732057416,0.9942491280649175,0.8695652173913043,0.8676717304434697,0.9904306220095693,1.0,1.0,0.9808612440191388,1.0,0.9904306220095693,1.0,1.0,0.9808612440191388,1.0
1000,0.9856459330143541,0.9856903019855291,0.8641304347826086,0.8619650772439869,0.9904306220095693,1.0,1.0,1.0,0.937799043062201,0.9904306220095693,1.0,1.0,1.0,0.937799043062201
