,mRNA,methylation,miRNA,meth_mrna,meth_mirna,mrna_mirna,VCDN
0,0.07636159658432007,0.08963851630687714,0.04158392548561096,0.07555992156267166,0.04084144905209541,0.03907071426510811,0.322191447019577
1,1.6081095933914185,1.2534185647964478,0.0374252088367939,0.6509976387023926,0.02958417497575283,0.05352851375937462,0.8432242274284363
2,0.1671544909477234,0.158704474568367,0.03486624360084534,0.10118770599365234,0.027950217947363853,0.033336274325847626,0.6373018622398376
3,0.16241346299648285,0.13322219252586365,0.0330389179289341,0.06491230428218842,0.02600426785647869,0.028289666399359703,0.6988910436630249
4,0.3171265721321106,0.26824402809143066,0.03233707696199417,0.14511556923389435,0.02352924458682537,0.03064563497900963,0.6275500059127808
5,0.1661296933889389,0.17060597240924835,0.031919363886117935,0.10002540796995163,0.02208394929766655,0.03088894672691822,0.5832164287567139
6,0.043979741632938385,0.06047648936510086,0.03161726891994476,0.04071473702788353,0.021456990391016006,0.027760067954659462,0.6926954388618469
7,0.10995200276374817,0.0636986717581749,0.0309107955545187,0.035566795617341995,0.02097906358540058,0.02443317137658596,0.678784191608429
8,0.16815875470638275,0.12201617658138275,0.030074387788772583,0.06766752153635025,0.02014697901904583,0.023135129362344742,0.5331004858016968
9,0.11303063482046127,0.11401940882205963,0.029341785237193108,0.06575113534927368,0.01922127790749073,0.0235174298286438,0.3839132487773895
10,0.050814274698495865,0.064843088388443,0.028636779636144638,0.0398871973156929,0.01831086538732052,0.023460978642106056,0.2835794985294342
11,0.042645566165447235,0.03768247365951538,0.027853460982441902,0.026772428303956985,0.017494048923254013,0.02308996394276619,0.4278073012828827
12,0.06568910926580429,0.049060139805078506,0.02721339836716652,0.029149631038308144,0.017148898914456367,0.022007739171385765,0.4039066731929779
13,0.07669545710086823,0.06519537419080734,0.026537276804447174,0.0365750789642334,0.017140477895736694,0.02095365710556507,0.35015565156936646
14,0.0640345886349678,0.061373915523290634,0.02631310746073723,0.03734206780791283,0.016733894124627113,0.020934099331498146,0.39896535873413086
15,0.04376589134335518,0.046564165502786636,0.025772960856556892,0.030636057257652283,0.016551688313484192,0.02106744796037674,0.3618583381175995
16,0.03561821207404137,0.03608083724975586,0.025309303775429726,0.024031756445765495,0.01610651984810829,0.020733829587697983,0.3128628730773926
17,0.0439261756837368,0.034697528928518295,0.024848327040672302,0.022681949660182,0.015748178586363792,0.020288849249482155,0.26355037093162537
18,0.05415793135762215,0.03884926810860634,0.02439090609550476,0.024800049141049385,0.015467396005988121,0.019575707614421844,0.3521086573600769
19,0.052022241055965424,0.04336407035589218,0.023660138249397278,0.027315029874444008,0.015374933369457722,0.019194943830370903,0.3631718158721924
20,0.04433143138885498,0.04371945932507515,0.023246711120009422,0.02702939696609974,0.01511412300169468,0.018815472722053528,0.30506664514541626
21,0.03527289256453514,0.03887927159667015,0.022783182561397552,0.022984066978096962,0.014790327288210392,0.01876465603709221,0.2618771195411682
22,0.032006584107875824,0.03469421714544296,0.022452523931860924,0.021071426570415497,0.014429530128836632,0.018597930669784546,0.26108813285827637
23,0.03525897487998009,0.03228059038519859,0.02171369455754757,0.01983129419386387,0.014277161099016666,0.018360329791903496,0.23493529856204987
24,0.040588755160570145,0.03207648545503616,0.021739311516284943,0.02102605067193508,0.014025764539837837,0.0179305300116539,0.22462591528892517
25,0.0393056757748127,0.03248198702931404,0.021043000742793083,0.021599162369966507,0.013842379674315453,0.01786515861749649,0.2633759081363678
26,0.03606821969151497,0.03458572179079056,0.020826689898967743,0.02083512395620346,0.01388550829142332,0.01770857349038124,0.2562412619590759
27,0.03242078423500061,0.03397415205836296,0.02041354402899742,0.019475113600492477,0.013759301975369453,0.017496060580015182,0.20251010358333588
28,0.029901454225182533,0.03121456503868103,0.020239468663930893,0.01808960549533367,0.013361053541302681,0.01720830798149109,0.1776292324066162
29,0.0303756482899189,0.029302354902029037,0.019807118922472,0.017698587849736214,0.013308439403772354,0.01695089600980282,0.18787238001823425
30,0.03295637294650078,0.028362996876239777,0.019602416083216667,0.017666062340140343,0.01314785610884428,0.01677328161895275,0.1990256905555725
31,0.03283211216330528,0.028539080172777176,0.019323598593473434,0.018319955095648766,0.013070467859506607,0.016663983464241028,0.20184804499149323
32,0.03165946900844574,0.029062241315841675,0.018868450075387955,0.018127044662833214,0.01287168450653553,0.016778307035565376,0.18084855377674103
33,0.029925988987088203,0.028787413612008095,0.018530787900090218,0.01701493002474308,0.01273004338145256,0.016410954296588898,0.15943153202533722
34,0.02829442173242569,0.028917280957102776,0.01812133379280567,0.016674228012561798,0.012662747874855995,0.016419969499111176,0.14192499220371246
35,0.02800208143889904,0.028563782572746277,0.018056029453873634,0.016503607854247093,0.012390270829200745,0.016174305230379105,0.14341026544570923
36,0.028135785833001137,0.026610901579260826,0.017796296626329422,0.016415074467658997,0.01245946902781725,0.016067061573266983,0.14866334199905396
37,0.029607325792312622,0.026306087151169777,0.017483720555901527,0.016252262517809868,0.012221642769873142,0.015842968598008156,0.136248379945755
38,0.028642714023590088,0.0258846003562212,0.017363805323839188,0.016339190304279327,0.012118099257349968,0.01581711508333683,0.1213061660528183
39,0.02795606665313244,0.026411037892103195,0.01698794588446617,0.015732595697045326,0.011989210732281208,0.015705743804574013,0.11358317732810974
40,0.026670997962355614,0.025991380214691162,0.01680915430188179,0.015322343446314335,0.01184395793825388,0.015407164581120014,0.1121237725019455
41,0.0264132097363472,0.02572535164654255,0.016500577330589294,0.014627151191234589,0.011720211245119572,0.015511530451476574,0.10486262291669846
42,0.025748172774910927,0.02470742166042328,0.01606046035885811,0.014986765570938587,0.011607429943978786,0.015349275432527065,0.09807153791189194
43,0.02611491084098816,0.024303685873746872,0.01608552783727646,0.015150025486946106,0.011639071628451347,0.015192290768027306,0.0941464900970459
44,0.02641633339226246,0.02418076992034912,0.01569419540464878,0.014686953276395798,0.01147631648927927,0.015116450376808643,0.08847899734973907
45,0.025690020993351936,0.0238681361079216,0.015590337105095387,0.01422822754830122,0.011317721568048,0.014999015256762505,0.08365856111049652
46,0.025244655087590218,0.02365560457110405,0.015459003858268261,0.014093533158302307,0.01122171338647604,0.014988078735768795,0.08229762315750122
47,0.024717139080166817,0.023438986390829086,0.014960222877562046,0.013976884074509144,0.011124338954687119,0.014829426072537899,0.07839172333478928
48,0.02414390817284584,0.023012617602944374,0.014992771670222282,0.013599587604403496,0.010960630141198635,0.014705031178891659,0.07762721925973892
49,0.023740744218230247,0.022919386625289917,0.01487184688448906,0.013891094364225864,0.010928277857601643,0.014821264892816544,0.0720767080783844
50,0.02375246211886406,0.022452542558312416,0.014875422231853008,0.013581125997006893,0.010822993703186512,0.014505920000374317,0.06974644958972931
51,0.02381841652095318,0.022549310699105263,0.014225258491933346,0.013140319846570492,0.010809998959302902,0.014406957663595676,0.067108154296875
52,0.023011742159724236,0.0223701149225235,0.014384142123162746,0.013366860337555408,0.010653603821992874,0.014328929595649242,0.06307246536016464
53,0.022792141884565353,0.02216961607336998,0.014076673425734043,0.013011150993406773,0.010547809302806854,0.014066378585994244,0.05886097252368927
54,0.022269312292337418,0.02201109379529953,0.01402690913528204,0.01297635119408369,0.010464312508702278,0.01409535389393568,0.05704246088862419
55,0.022313900291919708,0.02156786620616913,0.013866518624126911,0.012766401283442974,0.010455362498760223,0.013984978199005127,0.05518817529082298
56,0.022089367732405663,0.021256953477859497,0.013908008113503456,0.012789950706064701,0.010317839682102203,0.013909297995269299,0.052093975245952606
57,0.021898873150348663,0.021180346608161926,0.013596049509942532,0.01258101500570774,0.010310105048120022,0.013830110430717468,0.050160981714725494
58,0.021899115294218063,0.020772693678736687,0.013539083302021027,0.012273995205760002,0.010206726379692554,0.013658028095960617,0.048697203397750854
59,0.021435780450701714,0.020951412618160248,0.013241052627563477,0.012030582875013351,0.010151050053536892,0.013837038539350033,0.04703899472951889
60,0.020823078230023384,0.020483296364545822,0.013305790722370148,0.012132455594837666,0.009967108257114887,0.013615892268717289,0.046147800981998444
61,0.020563781261444092,0.019932208582758904,0.013327115215361118,0.012177178636193275,0.009946172125637531,0.013651447370648384,0.04429909959435463
62,0.020606907084584236,0.020270410925149918,0.012918367981910706,0.011929060332477093,0.009914884343743324,0.013427513651549816,0.04426340013742447
63,0.020348181948065758,0.01970791071653366,0.012739420868456364,0.011381127871572971,0.009821325540542603,0.013435034081339836,0.041756656020879745
64,0.020146174356341362,0.020050477236509323,0.012734850868582726,0.011970141902565956,0.009736495092511177,0.013420221395790577,0.041284576058387756
65,0.019845426082611084,0.01985929347574711,0.012592070735991001,0.011564560234546661,0.009728859178721905,0.013075090013444424,0.039642658084630966
66,0.019731294363737106,0.019411394372582436,0.012360413558781147,0.011466002091765404,0.00960045587271452,0.013001496903598309,0.0381331592798233
67,0.019898926839232445,0.019484899938106537,0.012311355210840702,0.011347517371177673,0.009576925076544285,0.013040496967732906,0.03745260834693909
68,0.01938844844698906,0.019260592758655548,0.012218590825796127,0.011338268406689167,0.00942777469754219,0.013037719763815403,0.03804833069443703
69,0.019342713057994843,0.01920766942203045,0.012225586920976639,0.011107943952083588,0.009268468245863914,0.012912333011627197,0.03631591796875
70,0.018886666744947433,0.01874595694243908,0.012325125746428967,0.011000605300068855,0.009388684295117855,0.012937383726239204,0.03616834059357643
71,0.01884634606540203,0.018847526982426643,0.012164726853370667,0.010811933316290379,0.009259721264243126,0.012797398492693901,0.03668244555592537
72,0.018582545220851898,0.01828344538807869,0.011920933611690998,0.010892687365412712,0.009161415509879589,0.01284471433609724,0.03471445292234421
73,0.01880190707743168,0.018569450825452805,0.01186043955385685,0.010808059945702553,0.009164735674858093,0.012679334729909897,0.03778285160660744
74,0.018303358927369118,0.01832394115626812,0.01177937164902687,0.010794325731694698,0.009158232249319553,0.012661534361541271,0.033316515386104584
75,0.018434925004839897,0.018098166212439537,0.011529586277902126,0.010401678271591663,0.009055799804627895,0.01255691610276699,0.03750468045473099
76,0.018556127324700356,0.017621586099267006,0.011328187771141529,0.010489447042346,0.009011988528072834,0.012723363935947418,0.033227790147066116
