features,aggregate
A4GALT|53947,0.0010371229490805343
A4GALT|53947__ZNF396|252884,0.0008336508479626433
AADAT,0.0007112532179553478
AADAT_hsa-mir-135b,0.0007139304661676858
AADAT_hsa-mir-204,0.0004669663049787785
AAGAB,0.0006350660150747042
AAGAB|79719,0.0005598682255365197
AAGAB|79719__C10orf26|54838,0.0007565921101367037
AAGAB|79719__DSN1|79980,0.0005783682621669155
AAGAB|79719__H2AFY|9555,0.0007094408475896974
AAGAB|79719__NEK9|91754,0.0007415286274601604
AAGAB|79719__SEC16A|9919,0.0007360960950215796
AATK|9625,0.0008407136916558787
AATK|9625_hsa-mir-17,0.0006914245361239736
AATK|9625_hsa-mir-19a,0.0006196943463960171
AATK|9625_hsa-mir-505,0.0007784446784531256
AATK|9625_hsa-mir-877,0.000884571050764976
ABCA7,0.0007633679093455958
ABCA7_TRIM3|10612,0.0005805546158530462
ABCB6|10058,0.0005928847837453643
ABCC10,0.0006454400220910847
ABCC4,0.00077310862367584
ABCC5,0.0005851306366767449
ABCC6P1,0.000647117275612334
ABHD13|84945,0.00069825902867071
ABHD14B;ABHD14A,0.0006335292454371407
ABHD14B;ABHD14A_hsa-mir-130b,0.00040128827731957103
ABHD14B;ABHD14A_hsa-mir-17,0.0004564156885069807
ABHD14B;ABHD14A_hsa-mir-188,0.0007169484159672768
ABHD14B;ABHD14A_hsa-mir-19b-1,0.0004132876403544518
ABHD14B;ABHD14A_hsa-mir-20a,0.0006622827985715337
ABHD14B;ABHD14A_hsa-mir-455,0.0005885945954731192
ABHD14B;ABHD14A_hsa-mir-505,0.0005145611175134754
ABHD14B;ABHD14A_hsa-mir-877,0.0007629640951143347
ABHD3|171586,0.0007743814408163209
ABLIM3|22885,0.0012350987190695617
ABLIM3|22885__CCDC64|92558,0.0006462073001734326
ABLIM3|22885__IQCD|115811,0.0008171915410959468
ABO,0.0006033967481114057
ABTB1;PODXL2,0.000687097221395886
ABTB1;PODXL2_hsa-mir-10b,0.00037078963104206426
ABTB1;PODXL2_hsa-mir-3199-2,0.0006528279173317413
ABTB1;PODXL2_hsa-mir-511-2,0.0005740216410956496
ACACB|32,0.0012827167464104507
ACADVL;DLG4,0.0007187366557656862
ACADVL;MIR324,0.0008889442112199019
ACADVL;MIR324__LRBA;MAB21L2,0.0006660160362215734
ACAP1,0.0005377090273629479
ACAP3|116983,0.0007144741795265207
ACCN2,0.000709270871795775
ACOT11|26027,0.001066744105187028
ACOT11|26027_hsa-mir-10b,0.0007340447798175839
ACOT11|26027_hsa-mir-145,0.0005209354134313314
ACOT11|26027_hsa-mir-19a,0.000526681628662077
ACOT11|26027_hsa-mir-20a,0.0007082300622837822
ACOT11|26027_hsa-mir-301b,0.0006635226871253412
ACOT11|26027_hsa-mir-3682,0.0007613299142458586
ACOT11|26027_hsa-mir-3934,0.0007645285518687796
ACOT11|26027_hsa-mir-500b,0.0007589356775641433
ACOT11|26027_hsa-mir-505,0.0005921430358372116
ACOT2,0.0006199567494085474
ACOT4|122970,0.0014382547150595816
ACOT4|122970__C6orf211|79624,0.0010493867390107417
ACOT4|122970__DENND1C|79958,0.0008398738906147158
ACOT4|122970__FAM53B|9679,0.000620588567645656
ACOT4|122970__ITPR1|3708,0.0007238205447616479
ACOT4|122970__LMX1B|4010,0.0006947611068553667
ACOT4|122970__MYO1D|4642,0.0005357499996446217
ACOT4|122970__PAFAH1B3|5050,0.0008859690805563634
ACOT4|122970__SLC4A8|9498,0.0008156220244284513
ACOT4|122970__SQLE|6713,0.0007983107448801133
ACOT4|122970__ZNF137|7696,0.0010809851633633543
ACOT4|122970__ZNF703|80139,0.0006059229050195894
ACOX1;FBF1,0.002002735278791544
ACOX1;FBF1_hsa-mir-188,0.0011425208145409843
ACOX1;FBF1_hsa-mir-3199-2,0.0009294857300171495
ACOX1;FBF1_hsa-mir-378,0.0008103702297432005
ACP6|51205,0.0006898625385993065
ACRC|93953,0.0007964484267496225
ACRC|93953_hsa-let-7c,0.0005154713050728341
ACRC|93953_hsa-mir-100,0.0008255565637073017
ACRC|93953_hsa-mir-125b-1,0.0006824988094288525
ACRC|93953_hsa-mir-195,0.0008058047315118285
ACRC|93953_hsa-mir-3199-1,0.0010938712794099539
ACRC|93953_hsa-mir-3199-2,0.0007367218921458565
ACRC|93953_hsa-mir-378c,0.0005916494068328082
ACRC|93953_hsa-mir-511-2,0.0005801156312517497
ACRC|93953_hsa-mir-99a,0.0007648492685679918
ACSM1,0.0006487347467271159
ACSM1_ABLIM3|22885,0.0010795384544829679
ACSM1_LHFP|10186,0.000925076595511548
ACSS1|84532,0.000616083120644579
ACTR1B|10120,0.0007270204000576345
ACTR1B|10120__APBB2|323,0.0005667924145645862
ACTR3,0.0005876821392213277
ACTR3C|653857,0.0009189058841974459
ACTR3C|653857_hsa-mir-224,0.0011815268224932155
ACTR3C|653857_hsa-mir-301b,0.0006463679302135322
ACTR3C|653857_hsa-mir-3682,0.0006370843851842816
ACTR3C|653857_hsa-mir-378c,0.0005277975185536142
ACTR3__POU3F3,0.000880501816805014
ACTR5|79913,0.0005488835182993136
ACVR2B,0.0005883585520525991
ACVR2B_LPIN1|23175,0.0009310651060416692
ACVR2B__LRBA;MAB21L2,0.000790330416476956
ACY1|95,0.0007394881259738253
ACY1|95__EXOC6|54536,0.0004952184476525944
ACY1|95__TP53INP1|94241,0.0005518375626400252
ACYP1|97,0.0009294078297773674
ADAM22,0.0005813417660468414
ADAMTS4|9507,0.0009478356871262708
ADAMTS4|9507_hsa-mir-10b,0.0017053786796475822
ADAMTS4|9507_hsa-mir-125b-1,0.0008743137129599318
ADAMTS4|9507_hsa-mir-145,0.0006419310191408925
ADAMTS7|11173,0.0008106391970571555
