features,features,shapley_values
261,RAB20|55647,0.0001646133323838912
262,ATP5O|539,0.0001386428921808175
263,NDUFB5|4711,0.00014050926200896835
264,PHRF1|57661,0.00018471825889120725
265,MAPK1IP1L|93487,0.0001305246665322436
266,NAA40|79829,0.00014216032750812523
267,ISG20|3669,0.0001190045308085778
268,CXCR4|7852,0.00011497847590884247
269,RAPGEF5|9771,0.0001427485389532865
270,INTS3|65123,0.00013397746782873094
271,SLC17A9|63910,0.00011508221902773821
272,RAD23A|5886,0.0001515934955448945
273,ASTE1|28990,0.00011014207552787725
274,C10orf88|80007,0.00010633204049040627
275,ITGA2|3673,0.00019424030907214113
276,RAB18|22931,0.0001818826143048766
277,PPFIA3|8541,0.00019319924243504602
278,HLA-C|3107,0.0001022145506040725
279,SFRS14|10147,0.00013441062361690934
280,GEMIN5|25929,0.00018476023936178082
281,LSM5|23658,0.00011867848036713948
282,CDH11|1009,0.00017531030104570288
283,TRAPPC1|58485,0.00013638704184942548
284,FAM108B1|51104,0.0001440553245030412
285,TATDN3|128387,0.0001303757159062441
286,HNRNPA3|220988,0.00015762559660324152
287,ZDHHC4|55146,0.00012953800745691167
288,POM121|9883,0.000149326492436986
289,LRRN1|57633,0.00018490793827973312
290,GOPC|57120,9.013363572418702e-05
291,CAMK1D|57118,0.00016227268229640333
292,CEPT1|10390,0.00013666214624655806
293,SLC38A9|153129,0.00014423034742166107
294,ATXN10|25814,0.00010763372622411867
295,SS18L1|26039,0.00015116410603614158
296,ELFN1|392617,0.00012007538139692525
297,HNRPLL|92906,0.00016318598141582045
298,DDX46|9879,0.00013270275324234022
299,CARD16|114769,0.00012565603595975243
300,C20orf54|113278,0.00013770083349563467
301,SHOX2|6474,0.00010718770568020462
302,RALBP1|10928,0.00012938453491456142
303,CDYL|9425,0.00013267988469914407
304,NRP2|8828,0.00016360930348760188
305,TUBA1A|7846,0.00013498740355349134
306,HOXB6|3216,0.00022867083203886567
307,KCNQ1|3784,0.00015012076757855107
308,B9D1|27077,0.0001448914049135656
309,TSPAN12|23554,0.00016781282902904519
310,PIGZ|80235,0.00013294993254558442
311,C5orf33|133686,0.00013244685103861573
312,TBP|6908,9.872038464020466e-05
313,AGPHD1|123688,0.00013499161708084242
314,RSL24D1|51187,7.605432441461064e-05
315,NOL9|79707,9.581572232373546e-05
316,STK35|140901,0.00010007954272424195
317,C5orf39|389289,0.00014416562127871397
318,ZFP161|7541,0.00010695891914660989
319,SLC29A1|2030,0.00011571803784612218
320,PPP2R3B|28227,0.00015577086176255512
321,SNTA1|6640,0.00014887015197147707
322,MTCP1NB|100272147,0.00017485481026481648
323,PRKRIR|5612,0.00013254330174492204
324,AVL9|23080,0.00010336873071283482
325,UBL7|84993,0.00015410787757130564
326,TAF1C|9013,0.00010531314564136518
327,ZNF750|79755,0.0002005786985199083
328,WBP11P1|441818,0.00013693569799438986
329,TTC27|55622,0.00013397541088872316
330,LYRM5|144363,0.00014297880146628409
331,ZNF137|7696,0.00012901959020130945
332,ANKRD52|283373,0.00011206240033888284
333,TBC1D10A|83874,0.00014528108958995376
334,UBAC2|337867,0.0001348360915778463
335,RCE1|9986,0.00013549473550153126
336,UBTD2|92181,0.00011660592148654753
337,ZNF574|64763,0.0001408322447572855
338,RAF1|5894,0.00014136853629455833
339,UQCRC2|7385,0.00013919040535223434
340,ENTPD6|955,0.00010897530019521377
341,DEAF1|10522,0.0001349791668431526
342,TIRAP|114609,0.0001594975438249447
343,ATG4A|115201,0.00024320005836402748
344,RNF144B|255488,0.0001952750817339894
345,AP4E1|23431,0.0001472487495477344
346,MED19|219541,0.00014304765019243048
347,TNIK|23043,0.00015835619655926394
348,MBD1|4152,0.00012324245743417495
349,TMTC4|84899,0.00010582426349299387
350,MFN2|9927,0.0001028328234636875
351,TRIM38|10475,0.00014745158085235164
352,TNKS1BP1|85456,0.0001541042253397632
353,MAK16|84549,0.0001154368732754732
354,SV2A|9900,0.0002352668620163331
355,PCYT2|5833,0.00015456793644209462
356,INF2|64423,0.00013173173844506576
357,AP3D1|8943,0.0001950530431929652
358,DNAJC24|120526,0.00010129675842664339
359,ACAP3|116983,0.00013832554255380198
360,DSG2|1829,0.0001425778661819813
361,PIK3C3|5289,0.00017020678901658528
362,SERGEF|26297,0.00013184411503527733
363,AEN|64782,0.00018424694844125606
364,LITAF|9516,0.0001295104020491038
365,SPATS2L|26010,0.0001493697436068252
366,ANKRD37|353322,0.00012531496457553686
367,HPS4|89781,0.00017301101071141487
368,NARS|4677,0.00013502087911140245
369,COPS7A|50813,0.00014478449831251567
370,GADD45B|4616,0.00010704580580215406
371,ZFP1|162239,0.00016029488904136847
372,FGFRL1|53834,0.0001485161063364704
373,C7orf55|154791,0.00012790445756175127
374,C19orf57|79173,0.00018707595776377986
375,LLPH|84298,0.00010503588442765406
376,HHIPL1|84439,0.00010298309301638134
377,FBXW8|26259,9.943877884958146e-05
378,SHISA2|387914,0.00015039674935286704
379,GOLGA7|51125,0.00015175068351857573
380,SMARCE1|6605,0.00015041404459421713
381,HSPA6|3310,0.00018718849147522298
382,BCR|613,0.0001423806932281594
383,CCR1|1230,0.00014879011031346967
384,NLGN2|57555,0.00012881551237026718
385,ALS2|57679,0.00013201779881010807
386,MFSD6|54842,0.00014040512155808174
387,C8orf42|157695,0.0001386092813946282
388,LAMB1|3912,0.0001247125819258865
389,EFR3B|22979,0.00019344962197216203
390,GCHFR|2644,0.00011379355153070902
391,LOC149837|149837,0.00016844359137110316
392,RANBP10|57610,0.00011407406031930591
393,KCTD11|147040,0.00014142742392894768
394,IL18|3606,0.00011682432522742904
395,NMNAT1|64802,0.00013892042471538236
396,BST2|684,0.00019594941656671385
397,RDH11|51109,0.00012641968887406915
398,IRF5|3663,0.00011468602890022078
399,ALDH9A1|223,0.00011724536907548027
400,C1orf216|127703,0.00012905877370674254
401,RPL17|6139,0.00013515315912019776
402,EPHX1|2052,0.00014969671536442029
403,NME6|10201,0.00016711354625488766
404,PRPF40B|25766,0.00014437097103557048
405,TRIM9|114088,0.0001632066641964126
406,PITPNM1|9600,0.00014680786186410723
407,LOC146880|146880,0.00017511121732813296
408,RPS6KC1|26750,9.598261954165633e-05
409,APOC1|341,0.00014868904047652464
410,RNF216|54476,0.00017571559682754171
411,ADAMTS7|11173,0.00014980443811009154
412,FAM164A|51101,0.00017124783411930295
413,ATXN1|6310,0.00014603286372688194
414,CD2AP|23607,0.00014289775998929072
415,ACOT11|26027,0.0001503519976076069
416,MAT2A|4144,0.00012068055897787583
417,CXorf26|51260,8.695927520859877e-05
418,ARL2BP|23568,0.0001178064433638705
419,ATP5H|10476,0.00011439333644003999
420,B3GALT4|8705,0.00012325293200623268
421,MRPS28|28957,0.00011828581791041742
422,TRNAU1AP|54952,0.00012967699298408006
423,DUSP14|11072,0.00012778554614455764
424,TUBGCP5|114791,0.00013013112593001052
425,ATP10D|57205,0.00012704346877936
426,GPX4|2879,0.0001353732445621822
427,ERCC8|1161,0.00014124060303052913
428,CAPN1|823,9.54579330595802e-05
429,GSDMB|55876,0.00019180657624993943
430,C4orf32|132720,0.00015484400873917064
431,C14orf45|80127,0.00015609166379100986
432,TMCC2|9911,0.00018234838949867112
433,NDRG2|57447,0.00016672278394593075
434,RAI2|10742,0.00020198893665840031
435,FSCN1|6624,0.0001447712783870342
436,NCAPD2|9918,0.00016910688173629517
437,LRIG1|26018,0.00019432586013282333
438,MCM6|4175,0.00016223224203324872
439,LDHB|3945,0.00018076583401392625
440,RHOB|388,0.00012350219572757808
441,RNASE4|6038,9.024406464686505e-05
442,SPEF2|79925,0.0001561678043613729
443,CACNA2D2|9254,0.00022831400473812848
444,TINAGL1|64129,0.00019181345197917852
445,P4HTM|54681,0.0001641161136110933
446,ATP8B1|5205,0.0001409664528472639
447,ZNF467|168544,0.00014697237877188591
448,TMBIM6|7009,0.0001438388687991013
449,PLOD1|5351,0.0001611266486368447
450,CHST2|9435,0.00019989387009943906
451,MYB|4602,0.00025070889997031045
452,CSRP2|1466,0.0001692831113327407
453,WDR67|93594,0.0001650715306583422
454,FAM102A|399665,0.00012946392786553564
455,RALGPS2|55103,0.00017373124770830883
456,TUBB|203068,0.00018103344215005123
457,IVD|3712,0.0001579211076782432
458,NUDT12|83594,0.00016553225379941993
459,SLC4A8|9498,0.000322558337750468
460,CYYR1|116159,0.00013673190471996506
461,WFS1|7466,0.0001745403986104004
462,CCT5|22948,0.00014571030308227335
463,TADA2B|93624,0.0001515209197642449
464,PREX1|57580,0.0001864977968903073
465,EVL|51466,0.00017433762245993686
466,LOC286367|286367,0.0001769326928181956
467,CIRBP|1153,0.00011717000279859715
468,TCF7L1|83439,0.00012107809388582218
469,MMP11|4320,0.0002891397165424684
470,PCBD2|84105,0.00013626943574078694
471,PSMB2|5690,0.00012767796057733293
472,PCNA|5111,0.00016719724000595826
473,YARS|8565,0.00015856409677277876
474,XPO5|57510,0.00014134848868413067
475,AMD1|262,0.00018269017014571918
476,PM20D2|135293,0.0001781541742623723
477,TP53INP1|94241,0.000186281052334679
478,GNAI1|2770,0.00018203746100088833
479,WWP1|11059,0.00015372204970477541
480,CSDA|8531,0.000153472347527307
481,FAM107A|11170,0.0002997071779042208
482,KIAA0141|9812,0.00011651805800751172
483,MTHFD2|10797,0.00013005108834891196
484,LOC158376|158376,0.00015686993154058457
485,ABLIM3|22885,0.00025833048413140866
486,TMBIM4|51643,0.00014367061618433913
487,EXOC6|54536,0.0001420427663322105
488,ANKRD42|338699,0.00012981715581853018
489,RIPK2|8767,0.00012789977029256807
490,RAD51C|5889,0.0001368240768752287
491,PEX3|8504,0.00019761632319631185
492,SLC16A13|201232,0.00017626279905129006
493,FASTKD2|22868,0.0001257656513021051
494,SLAIN2|57606,0.00010945690959876486
495,ATAD3C|219293,0.0001670131888717022
496,ALDH7A1|501,9.912867405501507e-05
497,XYLT1|64131,0.0001550928519665708
498,DOK3|79930,0.0001722235849038876
499,PHF21A|51317,0.00013637470022635667
500,PDLIM7|9260,0.00014477132086566127
501,PRRX2|51450,0.00011800363665146355
502,LOC100130015|100130015,0.00016078177753061943
503,SEMA4D|10507,9.61445052998693e-05
504,MDK|4192,0.00012000247620735661
505,COG1|9382,0.00013099895446457797
506,CDR2|1039,0.000122365529069173
507,NUFIP1|26747,0.0001116165691233642
508,PMS2L1|5379,0.00014482684658715403
509,SERTAD1|29950,0.00015126844348768768
510,CTSB|1508,0.0001333909667900098
511,TECPR1|25851,9.534738237442492e-05
512,KIFAP3|22920,0.00012417845831173745
513,CPNE1|8904,0.00014363887217733754
514,SLC37A4|2542,9.873212252182003e-05
515,C2orf24|27013,0.00014400296279101129
516,BGLAP|632,0.00016439886003222405
517,MFSD11|79157,0.00012799449907000194
518,ACRC|93953,0.00010126576589520369
519,RECQL5|9400,6.960985949553353e-05
520,GALNT11|63917,0.00016073046647034975
521,CALM2|805,0.00011837317243540443
522,LRRC20|55222,0.00015745954139492432
523,LOC400657|400657,0.00010196472782823064
524,S1PR5|53637,0.00017575940661189752
525,DAPP1|27071,0.0001752838221396562
526,PPHLN1|51535,9.640870964052012e-05
527,USPL1|10208,0.00014276803110511402
528,LOC143666|143666,0.00012089233370063664
529,NUPL1|9818,0.0001380258295178481
530,LOC649330|649330,0.00015428702201468632
531,ZNF584|201514,0.0001466594553839168
532,MBTPS1|8720,8.447677447969818e-05
533,CEP135|9662,0.00011568432529791194
534,SYMPK|8189,0.00010758520927104863
535,NDUFA10|4705,0.00011453188089579503
536,ZNF718|255403,0.00011288790036066107
537,EIF4A2|1974,0.00013946974192691785
538,CNN3|1266,0.00013571559041395466
539,C14orf101|54916,0.00012780489940011759
540,RTP4|64108,0.00019453946265809963
541,OSBPL6|114880,0.00013810391663088097
542,HOMER1|9456,0.00016747650416129182
543,MRI1|84245,0.0001428267037812881
544,SARS2|54938,0.00012953667263275947
545,TBC1D24|57465,0.0001287905981765942
546,SNX30|401548,0.00015162511699899273
547,LOC723972|723972,0.0001866327034128343
548,FAIM3|9214,0.00013574539098484373
549,SEC22A|26984,0.00015915073264410553
550,TRIB2|28951,0.0001404439201842133
551,CYB5RL|606495,0.00010559023358231088
552,SUZ12P|440423,0.00018610971441184343
553,CHCHD10|400916,0.0001509589288525413
554,KIAA0753|9851,0.00017338879944600943
555,DRG2|1819,0.00013296389060265566
556,SMAP2|64744,0.0001364911813591915
557,CEP170|9859,0.0001526389083005268
558,DOT1L|84444,0.00011228125976743611
559,ZNF788|388507,0.00016865666999270307
560,DNAJA2|10294,0.00018998967769347306
561,RPA2|6118,0.00012228107134873689
562,YY1|7528,0.0001735259200692056
563,PCDHB3|56132,0.00014731224624068537
564,ZCCHC17|51538,0.0001427331273320111
565,SEC23A|10484,0.00012950519760792403
566,METT10D|79066,0.0001850234081050758
567,C13orf29|283487,0.00011437093584662027
568,ALG9|79796,0.00011512541474928614
569,C6orf132|647024,0.00014249282725477944
570,TMPRSS13|84000,0.00018011241062613925
571,PCNP|57092,0.00011018333380227225
572,SRA1|10011,8.525055523759756e-05
573,C4orf52|389203,0.00016266664247834416
574,ICOSLG|23308,0.00011636712040724641
575,SNRNP200|23020,0.0001244242868363937
576,SOCS4|122809,0.00012610088019859985
577,RBBP8|5932,0.0001260109501361376
578,ACTR1B|10120,0.00012199831508148009
579,PDE6D|5147,0.00015274748194105673
580,OXNAD1|92106,0.00014839870842740221
581,MTMR11|10903,0.00016180091325193165
582,LOC729082|729082,0.0001119723502418045
583,GFOD2|81577,0.0001419842251738866
584,PHF3|23469,0.0001221292289178098
585,LOC339047|339047,0.00017879396117523202
586,CC2D1A|54862,0.00012511386797679717
587,FAM109B|150368,0.0001737208654462941
588,SEMA4A|64218,0.00016188288560201657
589,MYO1D|4642,0.00016241647982813057
590,VPS37A|137492,0.00012212753592605378
591,GLB1L|79411,0.00019086153365868881
592,TIAF1|9220,0.00013645256517587123
593,ZFAND2B|130617,0.00013749072478093892
594,FAM53B|9679,0.0001923206031198117
595,ZNF470|388566,0.00010111746649086569
596,DNAJC10|54431,0.00015013405569730499
597,LIMD1|8994,0.00014889499895770432
598,AIMP1|9255,0.0001363114584930339
599,CCDC132|55610,0.00011761629489201348
600,FADD|8772,0.0001555569179465097
601,PMS2L5|5383,0.00017802736830850775
602,FAM46A|55603,0.00014290791850304294
603,UPF1|5976,0.00015442427178948397
604,SIRT5|23408,0.00012818114581685712
605,SERTAD2|9792,0.00012737059581846682
606,KIAA1704|55425,0.00013876293802736575
607,CPT1B|1375,0.00017053030929072073
608,VPS13A|23230,0.00013267768366305124
609,ELF3|1999,0.00011309026545182277
610,ATP5B|506,0.00013855066533949902
611,NRIP3|56675,0.00019557180709782338
612,PLEKHA5|54477,0.00010789530122377774
613,RPL39|6170,0.00010579574877337283
614,ATAD2B|54454,0.00017863827249512518
615,C8orf55|51337,0.00013510262815585807
616,MTCP1|4515,0.00014043415096405413
617,MICA|4276,0.00014143120847734468
618,CDH1|999,0.00018762097439011582
619,MAP3K4|4216,0.00013973163507310292
620,C2orf79|391356,0.0001249217114391881
621,HEATR7A|727957,0.00012037517423812142
622,TMEM5|10329,0.00011871130534787547
623,IFT172|26160,0.00016187211164516048
624,ZBED1|9189,0.00016025032638160592
625,ETFB|2109,0.00012523790797787
626,STAMBPL1|57559,0.0001797666077588785
627,DGKA|1606,0.00012229987105875256
628,DNAJC6|9829,0.00016235746723662327
629,OSTF1|26578,0.00012816171006747965
630,THBS3|7059,0.00013731997438852614
631,ZNF33B|7582,0.00013469415604971076
632,OSR2|116039,0.00019143085667313835
633,AGPAT5|55326,0.0001404518153021974
634,HERPUD1|9709,0.00014354645489041688
635,CHST12|55501,0.00012347924167629114
636,KLC1|3831,0.0001405789592731847
637,CDK11A|728642,0.00018926242203925325
638,PLAU|5328,0.0001106689022036135
639,KRAS|3845,0.00013088319093032715
640,TMCO4|255104,0.0001273839839248281
641,F2RL3|9002,0.00014164335196742726
642,CDK5RAP3|80279,0.00015038760759082215
643,FBXL18|80028,0.00012181593894617092
644,LPHN1|22859,0.00013018988961701534
645,SRGAP3|9901,0.0001710176537365303
646,GJA1|2697,0.00015895424261071607
647,SCML1|6322,0.00010860744447085767
648,ALG2|85365,0.00017308395102068487
649,ZFP30|22835,0.0001240030861908702
650,MBTD1|54799,0.0001622968352702425
651,ASAP3|55616,0.00012345479830487842
652,YIPF5|81555,0.00012667890327039137
653,NOTCH2NL|388677,0.0001353076951537731
654,CYP51A1|1595,0.00012420960121756178
655,CDKN1B|1027,0.00012338631623933335
656,MOBKL2A|126308,0.00010123680039267564
657,AP1M1|8907,0.0001194101754897393
658,POGZ|23126,0.00016089742955880824
659,RAI14|26064,0.00015930916051136847
660,RAB42|115273,0.0001528326651412198
661,PSMG2|56984,0.00011302467248272931
662,NOMO3|408050,0.0001908367651590906
