,mRNA,methylation,miRNA,mrna_mrna,meth_meth,mirna_mirna,mrna_meth,meth_mirna,mirna_mrna,FullyConnected
0,0.11220880597829819,0.08204162120819092,0.03965122625231743,0.06880015879869461,0.052315644919872284,0.03942357748746872,0.06457743793725967,0.041422899812459946,0.039009567350149155,0.3575757145881653
1,1.2995725870132446,1.4713616371154785,0.03563835099339485,1.1526463031768799,0.652370035648346,0.03744709864258766,0.8382149338722229,0.031140027567744255,0.05112125352025032,0.344592809677124
2,0.16616633534431458,0.17384397983551025,0.03410395234823227,0.13378559052944183,0.08086859434843063,0.03580188378691673,0.11264482140541077,0.02973492257297039,0.03264138102531433,0.3364892601966858
3,0.12119605392217636,0.1659717708826065,0.032967083156108856,0.12778377532958984,0.07938505709171295,0.034460920840501785,0.0889584869146347,0.02690853364765644,0.02881438657641411,0.332187294960022
4,0.2563159465789795,0.3098958730697632,0.0317465141415596,0.2498900443315506,0.1490986943244934,0.03355487436056137,0.18137221038341522,0.024296274408698082,0.03148740157485008,0.3303619623184204
5,0.17917481064796448,0.20538297295570374,0.031714435666799545,0.14718465507030487,0.09634072333574295,0.03263416886329651,0.11266437917947769,0.023036006838083267,0.030541999265551567,0.329944908618927
6,0.0661190077662468,0.06584494560956955,0.030805103480815887,0.045176565647125244,0.03700035437941551,0.03194388747215271,0.04002557694911957,0.022403912618756294,0.027002183720469475,0.3297979235649109
7,0.049972210079431534,0.07466506958007812,0.030167996883392334,0.05973644554615021,0.04085541144013405,0.03135206177830696,0.04853270575404167,0.021958058699965477,0.024213317781686783,0.3288414776325226
8,0.11551590263843536,0.15864534676074982,0.029172033071517944,0.11660601198673248,0.07590863108634949,0.030783139169216156,0.08831680566072464,0.02110154740512371,0.023328032344579697,0.32666683197021484
9,0.1187368780374527,0.13122139871120453,0.02841903641819954,0.09414874762296677,0.06530353426933289,0.030307145789265633,0.07414242625236511,0.020094094797968864,0.023606637492775917,0.3251502215862274
10,0.07487905770540237,0.06941395252943039,0.02762400172650814,0.05036130174994469,0.039930544793605804,0.02962823398411274,0.04175783321261406,0.01903897151350975,0.02384568564593792,0.32363417744636536
11,0.04242663085460663,0.03971683233976364,0.02700158581137657,0.03175429627299309,0.027656977996230125,0.029121097177267075,0.028065389022231102,0.01836335100233555,0.022682273760437965,0.32237303256988525
12,0.043204862624406815,0.048625532537698746,0.026392033323645592,0.03839275613427162,0.029429471120238304,0.02854781225323677,0.033059582114219666,0.018061725422739983,0.021425364539027214,0.32148468494415283
13,0.060629893094301224,0.06386696547269821,0.026009300723671913,0.051929932087659836,0.03680608421564102,0.02804710902273655,0.04113293066620827,0.01789073832333088,0.020993351936340332,0.3208903968334198
14,0.06463245302438736,0.06769134104251862,0.025443051010370255,0.05264221131801605,0.03874332457780838,0.027673056349158287,0.041861049830913544,0.01759118027985096,0.020908791571855545,0.3204023540019989
15,0.05243558809161186,0.05543987452983856,0.024950582534074783,0.041688643395900726,0.03518372029066086,0.02706729620695114,0.033451709896326065,0.01714889332652092,0.02074727602303028,0.3202119767665863
16,0.03963988646864891,0.04194534197449684,0.024383490905165672,0.030946003273129463,0.028555434197187424,0.026616264134645462,0.026225583627820015,0.01691810041666031,0.020287005230784416,0.32023218274116516
17,0.035800691694021225,0.035560015588998795,0.0238951425999403,0.027421966195106506,0.024431699886918068,0.026343442499637604,0.02465994656085968,0.01639203540980816,0.019565943628549576,0.3199866712093353
18,0.04002128541469574,0.03921918943524361,0.02316885255277157,0.0313420407474041,0.02409316599369049,0.025971712544560432,0.02813105471432209,0.016121748834848404,0.019135737791657448,0.32018327713012695
19,0.04575096070766449,0.046357039362192154,0.02294526994228363,0.03578212112188339,0.025884822010993958,0.025627179071307182,0.03093894012272358,0.015840871259570122,0.018746308982372284,0.32010433077812195
20,0.04564159736037254,0.04926856979727745,0.022213131189346313,0.03590501472353935,0.027689406648278236,0.02532493695616722,0.02915048599243164,0.01558851171284914,0.018719542771577835,0.3199675977230072
21,0.041867658495903015,0.042946115136146545,0.02183482050895691,0.03238045051693916,0.026751680299639702,0.024990368634462357,0.02508586086332798,0.015256266109645367,0.01859922520816326,0.3201994001865387
22,0.03526074439287186,0.03550522029399872,0.021645262837409973,0.026383398100733757,0.024886390194296837,0.02465319260954857,0.02226782962679863,0.014981457032263279,0.018381427973508835,0.3201863467693329
23,0.032511383295059204,0.032306309789419174,0.02097071334719658,0.023417184129357338,0.02212633192539215,0.024353230372071266,0.021901628002524376,0.01468827947974205,0.01806485466659069,0.31952813267707825
24,0.03215407207608223,0.03194866329431534,0.02069578692317009,0.024175962433218956,0.020529314875602722,0.024148860946297646,0.02304123528301716,0.014553070068359375,0.017727263271808624,0.3193681538105011
25,0.03416069597005844,0.03402256220579147,0.020042678341269493,0.02582690678536892,0.02082320675253868,0.023893559351563454,0.023286262527108192,0.014425385743379593,0.01789962686598301,0.31940576434135437
26,0.03572186827659607,0.03634217008948326,0.02030867524445057,0.027205517515540123,0.021510353311896324,0.023625820875167847,0.02237320877611637,0.014174312353134155,0.017560752108693123,0.3192843496799469
27,0.03383886441588402,0.034592512995004654,0.01968100480735302,0.025764597579836845,0.021599743515253067,0.023354044184088707,0.020536234602332115,0.014003157615661621,0.01724749431014061,0.3188941180706024
28,0.032616350799798965,0.031858377158641815,0.019141575321555138,0.023044269531965256,0.021099667996168137,0.023128923028707504,0.018798118457198143,0.013792661018669605,0.01722908951342106,0.3190200924873352
29,0.02958744764328003,0.030066411942243576,0.01914162188768387,0.021495748311281204,0.02056475728750229,0.022885140031576157,0.018460502848029137,0.013631895184516907,0.016815699636936188,0.3186478018760681
30,0.028929492458701134,0.028689241036772728,0.018354877829551697,0.021125156432390213,0.01865847222507,0.022610537707805634,0.01969127543270588,0.01360330544412136,0.016748249530792236,0.31831905245780945
31,0.029077624902129173,0.028367826715111732,0.018585193902254105,0.02174226939678192,0.018288245424628258,0.0224361103028059,0.019863884896039963,0.013285097666084766,0.01647137477993965,0.31820744276046753
32,0.029496202245354652,0.029072754085063934,0.018161894753575325,0.022205308079719543,0.017909014597535133,0.02224828489124775,0.019133731722831726,0.013067583553493023,0.016494251787662506,0.31750985980033875
33,0.0299674179404974,0.029895996674895287,0.017922276630997658,0.021793430671095848,0.018309330567717552,0.022156232967972755,0.018115896731615067,0.01297247875481844,0.01636732742190361,0.31735074520111084
34,0.029536960646510124,0.02922731637954712,0.01774711161851883,0.020742498338222504,0.018236413598060608,0.021899180486798286,0.01686784438788891,0.012821122072637081,0.01597435027360916,0.31651321053504944
35,0.027849532663822174,0.0280449278652668,0.017475085332989693,0.019757546484470367,0.018139978870749474,0.021629614755511284,0.016911817714571953,0.012691774405539036,0.015912016853690147,0.3165540397167206
36,0.026846684515476227,0.026633264496922493,0.01687086746096611,0.019184067845344543,0.017479335889220238,0.021569019183516502,0.017393069341778755,0.01257272157818079,0.015851261094212532,0.3161667585372925
37,0.025904374197125435,0.025997137650847435,0.01676276884973049,0.019197605550289154,0.017236987128853798,0.021381143480539322,0.01710638403892517,0.012289905920624733,0.015731416642665863,0.315545916557312
38,0.026204967871308327,0.02588796615600586,0.016422269865870476,0.01903608627617359,0.016771752387285233,0.021157721057534218,0.016825303435325623,0.01216474361717701,0.01582925021648407,0.31520000100135803
39,0.026317570358514786,0.026141759008169174,0.01620815508067608,0.019212672486901283,0.016709689050912857,0.02110939286649227,0.015963353216648102,0.01219478715211153,0.01534954085946083,0.31500354409217834
40,0.02625909261405468,0.0262584425508976,0.01623593643307686,0.0193953737616539,0.01623460464179516,0.02085227519273758,0.015665387734770775,0.01213248260319233,0.01526741310954094,0.31451189517974854
41,0.02565045654773712,0.0254931952804327,0.01597970351576805,0.018746061250567436,0.0163281187415123,0.020656950771808624,0.01587553881108761,0.011868966743350029,0.015129691921174526,0.31416741013526917
42,0.025294287130236626,0.024951273575425148,0.01584739424288273,0.017927488312125206,0.016520529985427856,0.020581800490617752,0.015526188537478447,0.011837566271424294,0.015049457550048828,0.3137044310569763
43,0.024195848032832146,0.02437978982925415,0.015438397414982319,0.017804887145757675,0.015996303409337997,0.0203519519418478,0.015774736180901527,0.011689356528222561,0.015086311846971512,0.3131566345691681
44,0.023743480443954468,0.024143563583493233,0.015359756536781788,0.01771276257932186,0.015325210057199001,0.020297588780522346,0.014746975153684616,0.01148642972111702,0.01496126502752304,0.3126431405544281
45,0.02358386479318142,0.023269347846508026,0.01519917231053114,0.017840607091784477,0.015344616025686264,0.020084137097001076,0.014413276687264442,0.011511833406984806,0.014652029611170292,0.3124074637889862
46,0.02359791100025177,0.02368948422372341,0.015149273909628391,0.017357274889945984,0.015354778617620468,0.019980281591415405,0.014661804772913456,0.011365764774382114,0.014727244153618813,0.3121366798877716
47,0.02325199544429779,0.023766309022903442,0.014935553073883057,0.017502686008810997,0.015414598397910595,0.01972937397658825,0.014264160767197609,0.011336646974086761,0.014557533897459507,0.31200289726257324
48,0.022733088582754135,0.023509381338953972,0.014438590966165066,0.016613367944955826,0.0154325095936656,0.01973746158182621,0.014491954818367958,0.011148241348564625,0.014448285102844238,0.31137022376060486
49,0.02239413373172283,0.02259177155792713,0.014941948466002941,0.016481027007102966,0.014615127816796303,0.0196448415517807,0.014076778665184975,0.011034032329916954,0.014302543364465237,0.3110913336277008
50,0.022325387224555016,0.022005019709467888,0.014590651728212833,0.01668659783899784,0.014617855660617352,0.019457140937447548,0.013470594771206379,0.011023626662790775,0.01420146320015192,0.3107585310935974
51,0.02156444638967514,0.021914951503276825,0.014312570914626122,0.017111295834183693,0.014664247632026672,0.01932462863624096,0.013714241795241833,0.010768025182187557,0.01421649381518364,0.3105936348438263
52,0.021655701100826263,0.021575937047600746,0.014265215024352074,0.016481522470712662,0.014667637646198273,0.019270820543169975,0.013420883566141129,0.01077374629676342,0.014243797399103642,0.3102225363254547
53,0.02166425995528698,0.02157990261912346,0.013991392217576504,0.016366971656680107,0.014293086715042591,0.019169524312019348,0.013526889495551586,0.010657787322998047,0.013963610865175724,0.30959197878837585
54,0.021028507500886917,0.021706808358430862,0.01397206261754036,0.015732407569885254,0.014164580963551998,0.018971532583236694,0.013555885292589664,0.010526937432587147,0.013802386820316315,0.30952590703964233
55,0.020757261663675308,0.02185247838497162,0.013707955367863178,0.01576046273112297,0.014228985644876957,0.019013911485671997,0.01310419850051403,0.010496468283236027,0.013835199177265167,0.30916547775268555
