index,train_accuracy,train_F1,test_accuracy,test_F1
0,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
50,0.15296803652968036,0.040589538405895374,0.15217391304347827,0.04019688269073011
100,0.4703196347031963,0.3183116227425109,0.483695652173913,0.3153766523331741
150,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
200,0.2671232876712329,0.2455066090482025,0.15217391304347827,0.04019688269073011
250,0.2602739726027397,0.24341260714552646,0.15217391304347827,0.04019688269073011
300,0.4223744292237443,0.31354297622057214,0.483695652173913,0.3153766523331741
350,0.4794520547945205,0.3132554391619662,0.483695652173913,0.3153766523331741
400,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
450,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
500,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
550,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
600,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
650,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
700,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
750,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
800,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
850,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
900,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
950,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1000,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1050,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1100,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1150,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1200,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1250,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1300,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1350,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1400,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1450,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1500,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1550,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1600,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1650,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1700,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1750,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1800,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1850,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1900,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
1950,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
2000,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
