index,methylation,VCDN
0,0.19678042829036713,0.4543773829936981
1,258080.953125,0.7130905389785767
2,23817216.0,1.0474269390106201
3,1337363.25,0.8572794795036316
4,438178.875,0.5072377920150757
5,713701.5,0.45150136947631836
6,312572.5625,0.9817660450935364
7,101868.171875,1.0296443700790405
8,202245.53125,0.6984981894493103
9,438493.4375,0.5581067204475403
10,167320.9375,0.9688907861709595
11,146625.75,0.5017625093460083
12,258953.734375,0.5010162591934204
13,324343.8125,0.7322791218757629
14,63032.20703125,0.5388284921646118
15,70510.4375,0.9997038841247559
16,192685.96875,0.9978345632553101
17,179349.59375,0.5392239689826965
18,33181.73828125,0.7188270688056946
19,87513.6640625,0.4955675005912781
20,175573.21875,0.81369549036026
21,70829.7109375,0.529087483882904
22,33250.984375,1.0121872425079346
23,91918.21875,0.9729147553443909
24,93210.875,0.5214433073997498
25,25614.67578125,0.6997292041778564
26,39147.76171875,0.4900798499584198
27,78846.90625,0.5130248069763184
28,35525.54296875,0.7502509951591492
29,15835.93359375,0.5198376178741455
30,45652.19140625,0.6471651792526245
31,44260.40625,0.8590085506439209
32,11485.3056640625,0.43623268604278564
33,20256.146484375,0.7759906649589539
34,39450.42578125,0.7752270698547363
35,15344.1513671875,0.49491816759109497
36,9990.650390625,0.8387303352355957
37,21489.0234375,0.6612083911895752
38,23369.4296875,0.5172421336174011
39,3259.165771484375,0.6553788781166077
40,12675.1875,0.49238380789756775
41,17016.4453125,0.4785071015357971
42,9005.447265625,0.800844669342041
43,3826.01318359375,0.5062384009361267
44,11479.775390625,0.6314638257026672
45,10597.0341796875,0.9257286190986633
46,2538.3271484375,0.4454941153526306
47,6000.05029296875,0.6489697694778442
48,9022.7138671875,0.6669120788574219
49,4430.38134765625,0.5176148414611816
50,2422.834228515625,0.7938252687454224
51,6323.759765625,0.5785437226295471
52,5047.0166015625,0.534433901309967
53,1385.30224609375,0.6824694871902466
54,3204.766357421875,0.4874057173728943
55,4759.14111328125,0.4993462860584259
56,1649.630126953125,0.8206790089607239
57,1802.7113037109375,0.5280058979988098
58,3013.020751953125,0.5975520014762878
59,2686.631591796875,0.7546608448028564
60,660.5171508789062,0.4625701904296875
61,2404.91845703125,0.6744865775108337
62,2409.942138671875,0.5151501297950745
63,859.7377319335938,0.5876048803329468
64,1131.7530517578125,0.8348419070243835
65,2052.825927734375,0.5220111608505249
66,1459.6324462890625,0.7115473747253418
67,698.0230712890625,0.6453506946563721
68,1227.7786865234375,0.4427039921283722
69,1671.238037109375,0.755507230758667
70,1598.41162109375,0.4933609366416931
71,1577.8017578125,0.8285365700721741
72,1498.2303466796875,0.5679672360420227
73,614.555908203125,0.45711013674736023
74,1017.0891723632812,0.6980505585670471
75,2317.258056640625,0.4249938130378723
76,2341.103515625,0.7667286992073059
77,1816.3843994140625,0.5193936228752136
78,1208.8148193359375,0.6393168568611145
79,675.765380859375,0.6837194561958313
80,981.3704833984375,0.4343262314796448
81,1622.4730224609375,0.688605546951294
82,1505.0462646484375,0.4420025050640106
83,836.0023803710938,0.7030970454216003
84,582.9192504882812,0.7548770308494568
85,655.4188232421875,0.4619496762752533
86,888.5222778320312,0.7040392160415649
87,1503.4359130859375,0.42268070578575134
88,1843.8118896484375,0.7069047689437866
89,1633.0672607421875,0.45872238278388977
90,1243.9110107421875,0.7704835534095764
91,1220.5533447265625,0.45480746030807495
92,1079.818359375,0.7048225402832031
93,741.1613159179688,0.4527856111526489
94,701.9810180664062,0.618392288684845
95,536.6068725585938,0.5318520069122314
96,413.2574462890625,0.5219599604606628
97,445.4386901855469,0.6760684251785278
98,590.09375,0.45184269547462463
99,886.71923828125,0.6926962733268738
100,1434.5306396484375,0.41693878173828125
101,2174.830810546875,0.7377016544342041
102,3091.333251953125,0.4305434226989746
103,4159.93505859375,0.7191654443740845
104,5016.5673828125,0.42208683490753174
105,5561.90283203125,0.7152036428451538
106,5835.2197265625,0.4155529737472534
107,5622.3076171875,0.7239866256713867
108,4631.0478515625,0.41912201046943665
109,3456.56787109375,0.701668918132782
110,2057.208251953125,0.43849772214889526
111,847.3973388671875,0.6032670736312866
112,348.4607849121094,0.6550374031066895
113,764.3347778320312,0.4249611496925354
114,1642.9659423828125,0.6985163688659668
115,2463.081298828125,0.41817429661750793
116,2559.86865234375,0.6931769251823425
117,2246.05712890625,0.4219632148742676
118,1751.7735595703125,0.6700823903083801
