,mRNA
0,0.06751497834920883
1,1.5007070302963257
2,0.16548258066177368
3,0.14764359593391418
4,0.27805861830711365
5,0.13756735622882843
6,0.03986483812332153
7,0.10569106042385101
8,0.14159351587295532
9,0.0900626853108406
10,0.043327998369932175
11,0.045137934386730194
12,0.06731263548135757
13,0.06868451088666916
14,0.05218791216611862
15,0.03633427247405052
16,0.040391113609075546
17,0.05102508142590523
18,0.0525728277862072
19,0.04353787750005722
20,0.036089811474084854
21,0.03494061529636383
22,0.037794556468725204
23,0.03916532173752785
24,0.03980884328484535
25,0.03532774746417999
26,0.03251897916197777
27,0.030955880880355835
28,0.03215183690190315
29,0.03375192731618881
30,0.032865654677152634
31,0.030780358240008354
32,0.029519233852624893
33,0.028376005589962006
34,0.0296049565076828
35,0.029978841543197632
36,0.030270248651504517
37,0.02834859862923622
38,0.027553588151931763
39,0.02668890543282032
40,0.02743094228208065
41,0.02731006033718586
42,0.026832588016986847
43,0.026910003274679184
44,0.025830941274762154
45,0.025985170155763626
46,0.025906244292855263
47,0.025723591446876526
48,0.025937002152204514
49,0.025295574218034744
50,0.02472781389951706
51,0.024599025025963783
52,0.024288564920425415
53,0.02419196628034115
54,0.02360347844660282
55,0.023471921682357788
56,0.023259570822119713
57,0.022846713662147522
58,0.022427497431635857
59,0.022532202303409576
60,0.02222435548901558
61,0.021800866350531578
62,0.022123126313090324
63,0.021744929254055023
64,0.02138538286089897
65,0.021331893280148506
66,0.020944207906723022
67,0.02074219472706318
68,0.020609881728887558
69,0.02069140411913395
70,0.020555924624204636
71,0.0206666998565197
72,0.019634859636425972
73,0.0204485896974802
74,0.020026586949825287
75,0.020111896097660065
76,0.019450444728136063
77,0.019752154126763344
78,0.01950758695602417
79,0.01955505460500717
80,0.019381217658519745
81,0.018791569396853447
82,0.018861332908272743
83,0.018656883388757706
84,0.01875150576233864
85,0.018331635743379593
86,0.018015997484326363
87,0.018327336758375168
88,0.018666140735149384
89,0.01799187622964382
90,0.018200665712356567
91,0.017860017716884613
92,0.018014173954725266
93,0.017406148836016655
94,0.017416924238204956
95,0.017230214551091194
96,0.017449505627155304
97,0.016944697126746178
98,0.01706390641629696
99,0.01697622798383236
100,0.01641763001680374
101,0.01682923547923565
102,0.01626880280673504
103,0.016572637483477592
104,0.01676585152745247
105,0.016739754006266594
106,0.016429008916020393
107,0.01640644110739231
108,0.016178986057639122
109,0.015909161418676376
110,0.01609007455408573
111,0.016009671613574028
112,0.016031181439757347
113,0.015993215143680573
114,0.015966810286045074
115,0.01525129284709692
116,0.015488916076719761
117,0.01528901793062687
118,0.015268856659531593
119,0.014435083605349064
120,0.015008127316832542
121,0.0148475868627429
122,0.015011410228908062
123,0.014538463205099106
124,0.014614210464060307
125,0.014897244051098824
126,0.014639928936958313
127,0.01430103275924921
128,0.014350730925798416
129,0.013935909606516361
130,0.014175676740705967
131,0.013850937597453594
132,0.013865843415260315
133,0.013886884786188602
134,0.01414557546377182
135,0.014161006547510624
136,0.014573417603969574
137,0.014675410464406013
138,0.014597085304558277
139,0.013722485862672329
140,0.013315657153725624
141,0.013978584669530392
142,0.014016535133123398
143,0.013646882027387619
144,0.012881548143923283
145,0.013029951602220535
146,0.013487549498677254
147,0.0129554383456707
148,0.01269994955509901
149,0.012841415591537952
150,0.012627026066184044
151,0.012581856921315193
152,0.012708824127912521
153,0.012397239916026592
154,0.012831193394958973
155,0.012154913507401943
156,0.012567996978759766
157,0.012346531264483929
158,0.0123501718044281
159,0.012088016606867313
160,0.012049788609147072
161,0.01186757255345583
162,0.01171694602817297
163,0.01160304993391037
164,0.01164272241294384
165,0.01173392217606306
166,0.011867521330714226
167,0.011630801483988762
168,0.011880150996148586
169,0.013021032325923443
170,0.014093145728111267
171,0.014546282589435577
172,0.012378579936921597
173,0.011274843476712704
174,0.012719755060970783
175,0.011900662444531918
176,0.011339467018842697
177,0.012187458574771881
178,0.011416611261665821
179,0.011017034761607647
180,0.011234821751713753
181,0.011154978536069393
182,0.011312409304082394
183,0.010983019135892391
184,0.010986769571900368
185,0.01125385519117117
186,0.01058222260326147
187,0.010783812962472439
188,0.011352639645338058
189,0.010900399647653103
190,0.011176065541803837
191,0.011563318781554699
192,0.011084849014878273
193,0.011045578867197037
194,0.010500493459403515
195,0.009936978109180927
196,0.010533958673477173
197,0.010552945546805859
198,0.01028753723949194
199,0.010618450120091438
200,0.010381012223660946
201,0.010184464044868946
202,0.010052062571048737
203,0.010215528309345245
204,0.009943121112883091
205,0.0098731042817235
206,0.010204539634287357
207,0.009955430403351784
208,0.01038340013474226
209,0.01065519917756319
210,0.010722799226641655
211,0.010776598937809467
212,0.010795505717396736
213,0.010071057826280594
214,0.00961295422166586
215,0.01003806758671999
216,0.009827207773923874
217,0.009743696078658104
218,0.009914746508002281
219,0.009470229968428612
220,0.009592760354280472
221,0.009549056179821491
222,0.009490874595940113
223,0.009508433751761913
224,0.009836780838668346
225,0.009494968689978123
226,0.009770619682967663
227,0.010357644408941269
228,0.01024022325873375
229,0.009881620295345783
230,0.009877205826342106
231,0.009288132190704346
232,0.008960247039794922
233,0.009664797224104404
234,0.009380445815622807
235,0.009410494938492775
236,0.0100837592035532
237,0.009404520504176617
238,0.009323525242507458
239,0.00916238036006689
240,0.00897713378071785
241,0.008865350857377052
242,0.008818279020488262
243,0.009029095992445946
244,0.00873755943030119
245,0.008673041127622128
246,0.009028121829032898
247,0.00887185800820589
248,0.009025105275213718
249,0.009213431738317013
250,0.009986075572669506
251,0.010921808890998363
252,0.012706546112895012
253,0.01085091196000576
254,0.009135331027209759
255,0.009470835328102112
256,0.00981089286506176
257,0.008722065947949886
258,0.008874565362930298
259,0.009792955592274666
260,0.009280421771109104
261,0.00855179037898779
262,0.008813134394586086
263,0.009400163777172565
264,0.009151828475296497
265,0.00871939118951559
266,0.008151921443641186
267,0.008682451210916042
268,0.008827726356685162
269,0.008446822874248028
270,0.008250807411968708
271,0.00830475427210331
272,0.008414185605943203
273,0.008685445412993431
274,0.008605648763477802
275,0.009330181404948235
276,0.008939272724092007
277,0.00850664358586073
278,0.00872462335973978
279,0.008611900731921196
280,0.008822388015687466
281,0.00833935383707285
282,0.008123374544084072
283,0.008317146450281143
284,0.008461431600153446
285,0.008811657316982746
286,0.007889814674854279
287,0.008213207125663757
288,0.0090298131108284
289,0.008179904893040657
290,0.008642314933240414
291,0.00897541455924511
292,0.00875126477330923
293,0.009959173388779163
294,0.008220687508583069
295,0.008056651800870895
296,0.008679325692355633
297,0.00824590865522623
298,0.00875008013099432
299,0.008568779565393925
300,0.00796425435692072
301,0.008564711548388004
302,0.007664037868380547
303,0.007857601158320904
304,0.007914727553725243
305,0.007770718075335026
306,0.008974527008831501
307,0.008192731067538261
308,0.00802704505622387
309,0.008259679190814495
310,0.007626168429851532
311,0.007820241153240204
312,0.0076329889707267284
313,0.007315253838896751
314,0.007419755682349205
315,0.007450683042407036
316,0.007339365314692259
317,0.007362725213170052
318,0.007479469291865826
319,0.007859714329242706
320,0.008989970199763775
321,0.008681697770953178
322,0.00929582491517067
323,0.007469224743545055
324,0.00812088418751955
325,0.009372658096253872
326,0.0075576636008918285
327,0.008713163435459137
328,0.009561662562191486
329,0.0084726857021451
330,0.009989289566874504
331,0.009655773639678955
332,0.008922596462070942
333,0.009090568870306015
334,0.008170869201421738
335,0.007703138515353203
336,0.007958058267831802
337,0.008160575293004513
338,0.007913335226476192
339,0.00844813697040081
340,0.0076160188764333725
341,0.00917721726000309
342,0.009918050840497017
343,0.010299871675670147
344,0.009939145296812057
345,0.007524740882217884
346,0.009096325375139713
347,0.009211761876940727
348,0.008421896025538445
349,0.00790591724216938
350,0.008607068099081516
351,0.008036045357584953
352,0.007346500176936388
353,0.007903984747827053
354,0.007614258676767349
355,0.007578604854643345
356,0.00743449293076992
357,0.007541781757026911
358,0.007303077727556229
359,0.007898343726992607
360,0.0076499260030686855
361,0.007689838297665119
362,0.007309669628739357
363,0.007071657571941614
364,0.006872041150927544
365,0.006867984775453806
366,0.006883555557578802
367,0.00668654078617692
368,0.007078384980559349
