,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.20287081339712917,0.1135970290134153,0.1358695652173913,0.03250468067401706,0.0,0.0430622009569378,0.8660287081339713,0.04784688995215311,0.05741626794258373,0.0,0.0430622009569378,0.8660287081339713,0.04784688995215311,0.05741626794258373
50,0.5885167464114832,0.5732279407192121,0.44565217391304346,0.3469170020253031,0.631578947368421,0.8899521531100478,0.3349282296650718,0.722488038277512,0.36363636363636365,0.631578947368421,0.8899521531100478,0.3349282296650718,0.722488038277512,0.36363636363636365
100,0.8296650717703349,0.8236162678466834,0.5,0.40204911505868635,0.8947368421052632,0.9904306220095693,0.5502392344497608,0.8660287081339713,0.84688995215311,0.8947368421052632,0.9904306220095693,0.5502392344497608,0.8660287081339713,0.84688995215311
150,0.8851674641148325,0.885091137340741,0.6195652173913043,0.6138250708529442,0.8899521531100478,0.9952153110047847,0.8516746411483254,0.784688995215311,0.9043062200956937,0.8899521531100478,0.9952153110047847,0.8516746411483254,0.784688995215311,0.9043062200956937
200,0.9263157894736842,0.9261845245274837,0.6630434782608695,0.6558376735134658,0.9234449760765551,0.9760765550239234,0.9952153110047847,0.8229665071770335,0.9138755980861244,0.9234449760765551,0.9760765550239234,0.9952153110047847,0.8229665071770335,0.9138755980861244
250,0.9157894736842105,0.9160252194178518,0.7065217391304348,0.7149266092956842,0.9234449760765551,0.9760765550239234,1.0,0.8660287081339713,0.8133971291866029,0.9234449760765551,0.9760765550239234,1.0,0.8660287081339713,0.8133971291866029
300,0.9454545454545454,0.9450384191263014,0.7989130434782609,0.8088920894839247,0.8708133971291866,0.9808612440191388,0.9952153110047847,0.9090909090909091,0.9712918660287081,0.8708133971291866,0.9808612440191388,0.9952153110047847,0.9090909090909091,0.9712918660287081
350,0.9301435406698565,0.9297083422195922,0.8206521739130435,0.8281332123567264,0.9521531100478469,0.9808612440191388,1.0,0.861244019138756,0.8564593301435407,0.9521531100478469,0.9808612440191388,1.0,0.861244019138756,0.8564593301435407
400,0.938755980861244,0.9386195666329429,0.8043478260869565,0.8168507876613262,0.8325358851674641,0.9952153110047847,1.0,0.9521531100478469,0.9138755980861244,0.8325358851674641,0.9952153110047847,1.0,0.9521531100478469,0.9138755980861244
450,0.9492822966507177,0.9486740644758924,0.8478260869565217,0.8529948486620695,0.9712918660287081,0.9808612440191388,1.0,0.8229665071770335,0.9712918660287081,0.9712918660287081,0.9808612440191388,1.0,0.8229665071770335,0.9712918660287081
500,0.9311004784688995,0.9295311081322063,0.8260869565217391,0.8259794832329618,0.9712918660287081,0.9808612440191388,1.0,0.7129186602870813,0.9904306220095693,0.9712918660287081,0.9808612440191388,1.0,0.7129186602870813,0.9904306220095693
550,0.9464114832535885,0.9463778426206629,0.842391304347826,0.8500719323094721,0.9090909090909091,0.9808612440191388,1.0,0.9425837320574163,0.8995215311004785,0.9090909090909091,0.9808612440191388,1.0,0.9425837320574163,0.8995215311004785
600,0.9483253588516747,0.9476502551082187,0.8206521739130435,0.8197967254662365,0.9712918660287081,0.9808612440191388,1.0,0.7990430622009569,0.9904306220095693,0.9712918660287081,0.9808612440191388,1.0,0.7990430622009569,0.9904306220095693
650,0.969377990430622,0.969314635966437,0.8369565217391305,0.8428837486744433,0.9712918660287081,0.9856459330143541,1.0,0.9330143540669856,0.9569377990430622,0.9712918660287081,0.9856459330143541,1.0,0.9330143540669856,0.9569377990430622
700,0.9511961722488038,0.9506957876723384,0.842391304347826,0.8430866498136738,0.9712918660287081,0.9808612440191388,1.0,0.8133971291866029,0.9904306220095693,0.9712918660287081,0.9808612440191388,1.0,0.8133971291866029,0.9904306220095693
750,0.9617224880382775,0.9616208710307479,0.8260869565217391,0.834131241429378,0.9569377990430622,0.9808612440191388,1.0,0.9712918660287081,0.8995215311004785,0.9569377990430622,0.9808612440191388,1.0,0.9712918660287081,0.8995215311004785
800,0.9751196172248804,0.9751327346089775,0.842391304347826,0.8500959185741795,0.9665071770334929,0.9808612440191388,1.0,0.9760765550239234,0.9521531100478469,0.9665071770334929,0.9808612440191388,1.0,0.9760765550239234,0.9521531100478469
850,0.9751196172248804,0.9750614413714055,0.8641304347826086,0.869855797665978,0.9521531100478469,0.9952153110047847,1.0,0.9521531100478469,0.9760765550239234,0.9521531100478469,0.9952153110047847,1.0,0.9521531100478469,0.9760765550239234
900,0.9674641148325359,0.9674150033637794,0.842391304347826,0.849696037835424,0.9425837320574163,0.9952153110047847,1.0,0.9808612440191388,0.9186602870813397,0.9425837320574163,0.9952153110047847,1.0,0.9808612440191388,0.9186602870813397
950,0.9732057416267943,0.9732124510266827,0.8532608695652174,0.8554582565021078,0.9760765550239234,0.9808612440191388,1.0,0.9617224880382775,0.9473684210526315,0.9760765550239234,0.9808612440191388,1.0,0.9617224880382775,0.9473684210526315
1000,0.7933014354066986,0.8001499895205173,0.6847826086956522,0.6743685618548382,0.8038277511961722,0.9712918660287081,1.0,0.5454545454545454,0.645933014354067,0.8038277511961722,0.9712918660287081,1.0,0.5454545454545454,0.645933014354067
