,mRNA
0,0.12707553803920746
1,1.4813501834869385
2,0.19303089380264282
3,0.1209687739610672
4,0.324919730424881
5,0.2163802832365036
6,0.06670472770929337
7,0.060844097286462784
8,0.14519363641738892
9,0.13506768643856049
10,0.07665633410215378
11,0.04049303010106087
12,0.044509101659059525
13,0.06390275061130524
14,0.06895706057548523
15,0.057070352137088776
16,0.04183593764901161
17,0.03539954498410225
18,0.040241021662950516
19,0.04758703336119652
20,0.04934205859899521
21,0.04380490258336067
22,0.03664243593811989
23,0.03288416564464569
24,0.033239979296922684
25,0.03572482988238335
26,0.03698691725730896
27,0.03612634912133217
28,0.03386785835027695
29,0.031461816281080246
30,0.03021266497671604
31,0.030250540003180504
32,0.03097192570567131
33,0.031341057270765305
34,0.031208893284201622
35,0.029442638158798218
36,0.028984053060412407
37,0.02765396237373352
38,0.027589101344347
39,0.027819573879241943
40,0.028415312990546227
41,0.02811477705836296
42,0.026972267776727676
43,0.026909684762358665
44,0.025732548907399178
45,0.025595087558031082
46,0.025556886568665504
47,0.02568287029862404
48,0.025480013340711594
49,0.024845663458108902
50,0.02438376657664776
51,0.02400297299027443
52,0.023383915424346924
53,0.02397914230823517
54,0.02346980571746826
55,0.02353203296661377
56,0.02312772534787655
57,0.02253582328557968
58,0.022323573008179665
59,0.02228073962032795
60,0.02182426117360592
61,0.021970201283693314
62,0.02151264064013958
63,0.02134784124791622
64,0.021094273775815964
65,0.02125415951013565
66,0.02089964970946312
67,0.02030116505920887
68,0.02044023759663105
69,0.020395036786794662
70,0.019920622929930687
71,0.01987108401954174
72,0.019627679139375687
73,0.019205264747142792
74,0.01949870027601719
75,0.019315320998430252
76,0.01929411292076111
77,0.01880376785993576
78,0.018925417214632034
79,0.018606634810566902
80,0.0183600764721632
81,0.018038252368569374
82,0.01818263903260231
83,0.017753183841705322
84,0.018068386241793633
85,0.018098361790180206
86,0.017318345606327057
87,0.017378779128193855
88,0.01728038117289543
89,0.01755531318485737
90,0.016947926953434944
91,0.016981622204184532
92,0.01701558753848076
93,0.016718382015824318
94,0.016933560371398926
95,0.016420645639300346
96,0.016502689570188522
97,0.01608552224934101
98,0.01603391021490097
99,0.016183393076062202
100,0.0157664455473423
101,0.01611717976629734
102,0.015755336731672287
103,0.015624001622200012
104,0.015447445213794708
105,0.015565507113933563
106,0.015468962490558624
107,0.015022289007902145
108,0.014651486650109291
109,0.015277356840670109
110,0.015345605090260506
111,0.015049182809889317
112,0.015049157664179802
113,0.014626842923462391
114,0.01428853441029787
115,0.014718081802129745
116,0.01419596467167139
117,0.01434059627354145
118,0.014175978489220142
119,0.014285982586443424
120,0.013911030255258083
121,0.013803193345665932
122,0.01312229409813881
123,0.013454741798341274
124,0.013575267978012562
125,0.013464127667248249
126,0.013330549001693726
127,0.013319196179509163
128,0.012889615260064602
129,0.013216419145464897
130,0.01351839117705822
131,0.014561505988240242
132,0.016015956178307533
133,0.016194377094507217
134,0.016200488433241844
135,0.013594531454145908
136,0.014364173635840416
137,0.01430983655154705
138,0.01334240473806858
139,0.014386424794793129
140,0.013125034049153328
141,0.013279255479574203
142,0.013476190157234669
143,0.012734275311231613
144,0.013382073491811752
145,0.013545083813369274
146,0.012462584301829338
147,0.013135257177054882
148,0.012772981077432632
149,0.012061480432748795
150,0.012689500115811825
151,0.012262234464287758
152,0.012599516659975052
153,0.01218801736831665
154,0.012392199598252773
155,0.01239813957363367
156,0.01170879416167736
157,0.012020380236208439
158,0.011799732223153114
159,0.011748332530260086
160,0.011629977263510227
161,0.01151032093912363
162,0.01161639578640461
163,0.011286791414022446
164,0.011561356484889984
165,0.01123157050460577
166,0.011221812106668949
167,0.011258343234658241
168,0.010845041833817959
169,0.010775420814752579
170,0.010889502242207527
171,0.010909496806561947
172,0.010693985968828201
173,0.010570349171757698
174,0.010839603841304779
175,0.010696057230234146
176,0.010762384161353111
177,0.010464880615472794
178,0.010478835552930832
179,0.010614108294248581
180,0.010723275132477283
181,0.010827609337866306
