,mRNA
457,0.006183491554111242
458,0.007447835523635149
459,0.009449290111660957
460,0.006547767668962479
461,0.008744320832192898
462,0.010054564103484154
463,0.007602517027407885
464,0.009661811403930187
465,0.007520135957747698
466,0.009108527563512325
467,0.007553518749773502
468,0.008812815882265568
469,0.006736154668033123
470,0.007825235836207867
471,0.0068196821957826614
472,0.007677373941987753
473,0.006975510157644749
474,0.007499527186155319
475,0.007116479333490133
476,0.00689881294965744
477,0.007409936748445034
478,0.006687955465167761
479,0.007185088936239481
480,0.006298731546849012
481,0.006782765965908766
482,0.006311886012554169
483,0.006859236396849155
484,0.006936206016689539
485,0.006757072173058987
486,0.006731833331286907
487,0.006388455163687468
488,0.0064859576523303986
489,0.0061929658986628056
490,0.0065439920872449875
491,0.00618866877630353
492,0.006298993714153767
493,0.006247322540730238
494,0.005883731879293919
495,0.006287921220064163
496,0.006077693775296211
497,0.0061009167693555355
498,0.00614697253331542
499,0.006082053296267986
500,0.00601497758179903
501,0.0059089334681630135
502,0.005977633874863386
503,0.005948128178715706
504,0.005989355035126209
505,0.00608089379966259
506,0.005820357706397772
507,0.00588674983009696
508,0.005813891999423504
509,0.0058494433760643005
510,0.005789393559098244
511,0.005772615782916546
512,0.005864007864147425
513,0.005955416709184647
514,0.005798869300633669
515,0.005792565643787384
516,0.005743997171521187
517,0.005707778502255678
518,0.005982549861073494
519,0.006418835837393999
520,0.00775573868304491
521,0.009878995828330517
522,0.010978808626532555
523,0.008521968498826027
524,0.007153424900025129
525,0.009077166207134724
526,0.00717497942969203
527,0.00802006945014
528,0.007755693979561329
529,0.006725240498781204
530,0.008081351406872272
531,0.006378174293786287
532,0.006812515668570995
533,0.0073762452229857445
534,0.006093147676438093
535,0.007317325100302696
536,0.006963525433093309
537,0.006230666767805815
538,0.0070938775315880775
539,0.006273236591368914
540,0.006192611530423164
541,0.006593235302716494
542,0.006134470459073782
543,0.005902205593883991
544,0.006219043396413326
545,0.006162258796393871
546,0.005775498226284981
547,0.0061200810596346855
548,0.0059905750676989555
549,0.0055792927742004395
550,0.005765474401414394
551,0.005814539268612862
552,0.005763969384133816
553,0.005746961571276188
554,0.005655190441757441
555,0.0056561874225735664
556,0.0055855559185147285
557,0.0058615864254534245
558,0.005689713638275862
559,0.0055187721736729145
560,0.005512354429811239
561,0.005831077229231596
562,0.005892969202250242
563,0.005899505224078894
564,0.006196628790348768
565,0.0058617847971618176
566,0.005529601126909256
567,0.005407281219959259
568,0.0055649117566645145
569,0.005683894734829664
570,0.005519679747521877
571,0.005389876198023558
572,0.005257654469460249
573,0.005330710671842098
574,0.005387980956584215
575,0.0053287348710000515
576,0.005381378810852766
577,0.005230372305959463
578,0.0053750304505229
579,0.00552528677508235
580,0.005613073706626892
581,0.005886772181838751
582,0.0058295936323702335
583,0.0057553392834961414
584,0.005604370962828398
585,0.005350166466087103
586,0.005562202539294958
587,0.006124145817011595
588,0.006767490413039923
589,0.006457698997110128
590,0.006033993326127529
591,0.005342078860849142
592,0.005691903177648783
593,0.0058638169430196285
594,0.005333403125405312
595,0.0052745952270925045
596,0.005449142772704363
597,0.005670438054949045
598,0.005590052809566259
599,0.005388360004872084
600,0.005122878588736057
601,0.0051140147261321545
602,0.00526515394449234
603,0.00535677932202816
604,0.005392605904489756
605,0.005425367038697004
606,0.005229797679930925
607,0.005341868847608566
608,0.005156788509339094
609,0.005215941462665796
610,0.005350177641957998
611,0.005223418120294809
612,0.005201026331633329
613,0.005193843971937895
614,0.005160241387784481
615,0.005293683148920536
616,0.004980234894901514
617,0.005062372423708439
618,0.005169337149709463
619,0.005254178773611784
620,0.0053411815315485
621,0.005575486458837986
622,0.0053665474988520145
623,0.0053793154656887054
624,0.005133362952619791
625,0.005011540371924639
626,0.005057717207819223
627,0.005189319606870413
628,0.005227816756814718
629,0.005188796203583479
630,0.005434696096926928
631,0.0057097673416137695
632,0.005926838610321283
633,0.005555987823754549
634,0.005030642729252577
635,0.005011517088860273
636,0.005360757000744343
637,0.005572815891355276
638,0.005435197148472071
639,0.005145470146089792
640,0.005033276975154877
641,0.004941209219396114
642,0.0050687952898442745
643,0.005070974584668875
644,0.005147111602127552
645,0.004843956790864468
646,0.005128993187099695
647,0.004982047714293003
648,0.004992844071239233
649,0.0050191087648272514
650,0.005014430265873671
651,0.005393332801759243
652,0.0058526708744466305
653,0.006336253136396408
654,0.006275484804064035
655,0.005806934554129839
656,0.005118951201438904
657,0.005270459223538637
658,0.0059701972641050816
659,0.005631313659250736
660,0.005020052194595337
661,0.005085792858153582
662,0.005258022807538509
663,0.005685728508979082
664,0.005281520076096058
665,0.0048804813995957375
666,0.004946268629282713
667,0.005244060885161161
668,0.005539072211831808
669,0.005084909964352846
670,0.0049473317340016365
671,0.004887435585260391
672,0.00492411945015192
673,0.005103921052068472
674,0.005031704902648926
675,0.004807280842214823
676,0.004779050592333078
677,0.004913435783237219
678,0.005329272244125605
679,0.005606085527688265
680,0.00561154680326581
681,0.004868806805461645
682,0.004839701112359762
683,0.005332993809133768
684,0.005524968728423119
685,0.005297638475894928
686,0.004816125147044659
687,0.0050889537669718266
688,0.005471427924931049
689,0.005197375081479549
690,0.005066744051873684
691,0.005189153365790844
692,0.005572009366005659
693,0.005974053870886564
694,0.005147980526089668
695,0.004741698503494263
696,0.005333236884325743
697,0.005595640279352665
698,0.005217688623815775
699,0.004883371759206057
700,0.00494306068867445
701,0.0052319918759167194
702,0.004810509737581015
703,0.004667641595005989
704,0.0049687535502016544
705,0.005298320669680834
706,0.005170212127268314
707,0.0052001625299453735
708,0.005253437906503677
709,0.005951779428869486
710,0.005469022784382105
711,0.005062622483819723
712,0.004527187906205654
713,0.004838729277253151
714,0.0051440224051475525
715,0.005069927778095007
716,0.004848664626479149
717,0.004620173014700413
718,0.004744173027575016
719,0.004955863580107689
720,0.004846804775297642
721,0.0048268698155879974
722,0.004598965402692556
723,0.004821107257157564
724,0.004979593213647604
725,0.005003359168767929
726,0.005084934178739786
727,0.004656005650758743
728,0.004673141520470381
729,0.004858742468059063
730,0.004797713365405798
731,0.004666594322770834
732,0.004491401370614767
733,0.004557806067168713
734,0.004534389358013868
735,0.004693159833550453
736,0.0046758633106946945
737,0.004802472423762083
738,0.004802363459020853
739,0.004727093502879143
740,0.005016325507313013
741,0.005328348837792873
742,0.006133439484983683
743,0.005781729239970446
744,0.005673492327332497
745,0.00482567586004734
746,0.00540412962436676
747,0.007275833748281002
748,0.0055756703950464725
749,0.005293847993016243
750,0.005864222068339586
751,0.005654092412441969
752,0.0048806918784976006
753,0.004654931835830212
754,0.004785766359418631
755,0.004781154915690422
756,0.0046800607815384865
757,0.004674579482525587
758,0.004687749780714512
759,0.004537493456155062
760,0.004588844254612923
761,0.0048616076819598675
762,0.0047378274612128735
763,0.004690419416874647
764,0.004485434386879206
765,0.004426935221999884
766,0.0044434950686991215
767,0.004420677665621042
768,0.0045388368889689445
769,0.004543790128082037
770,0.004499961622059345
771,0.004595480859279633
772,0.004603233654052019
773,0.005014490801841021
774,0.005274205002933741
775,0.006223832722753286
776,0.00581360561773181
777,0.005343438591808081
778,0.004994229879230261
779,0.005045162979513407
780,0.005698618479073048
781,0.005186826456338167
782,0.004894457757472992
783,0.00477880984544754
784,0.004665322136133909
785,0.004839556757360697
786,0.00491971243172884
787,0.00496491277590394
788,0.00476409075781703
789,0.004490566439926624
790,0.0046391598880290985
791,0.004658077377825975
792,0.005110985599458218
793,0.005043623503297567
794,0.004774574656039476
795,0.004702867940068245
796,0.004426927771419287
797,0.004848906770348549
798,0.004561772570014
799,0.004548846278339624
800,0.004543198272585869
801,0.004418719094246626
802,0.0045791566371917725
803,0.0045775119215250015
804,0.004705613944679499
805,0.004949287977069616
806,0.005033185239881277
807,0.005574547220021486
808,0.0050055584870278835
809,0.004849078133702278
810,0.004781569354236126
811,0.0046586147509515285
812,0.005129972472786903
813,0.005141290370374918
814,0.005508895963430405
815,0.004739467985928059
816,0.004323073662817478
817,0.004535061307251453
818,0.004402511287480593
819,0.004594175145030022
820,0.004285507835447788
821,0.004265342839062214
822,0.004347961395978928
823,0.00450171111151576
824,0.004611913580447435
825,0.004610083997249603
826,0.0046325321309268475
827,0.004387222230434418
828,0.00456318911164999
829,0.004437110386788845
830,0.004487394820898771
831,0.004537642467767
832,0.0047261640429496765
833,0.004552103113383055
834,0.004685107618570328
835,0.005205324850976467
836,0.004933187272399664
837,0.004607419017702341
838,0.004246510099619627
839,0.0043146018870174885
840,0.004670699592679739
841,0.004614140838384628
842,0.004694416653364897
843,0.004382047336548567
844,0.004229568876326084
845,0.004238037392497063
846,0.00445506302639842
847,0.004538319539278746
848,0.004422118421643972
849,0.004371304530650377
850,0.004087308421730995
851,0.004335889592766762
852,0.004255393519997597
853,0.004561004228889942
854,0.0044722650200128555
855,0.004521760158240795
856,0.0044447579421103
857,0.0043352278880774975
858,0.004560129716992378
859,0.004756210837513208
860,0.004754622466862202
861,0.004822139628231525
862,0.004418832715600729
863,0.004317683167755604
864,0.004276192281395197
865,0.004270476289093494
866,0.004286805167794228
867,0.004195062909275293
868,0.004057218786329031
869,0.004112475086003542
870,0.004370485432446003
871,0.004427933134138584
872,0.004258490167558193
873,0.004166866652667522
874,0.00415986031293869
875,0.004162405617535114
876,0.004431532695889473
877,0.004614860285073519
878,0.0048077888786792755
879,0.005484168883413076
880,0.006810297723859549
881,0.00929737463593483
882,0.0049455431289970875
883,0.0065405783243477345
884,0.008255809545516968
885,0.0057761333882808685
886,0.010712269693613052
887,0.008717186748981476
888,0.009588969871401787
889,0.006891731638461351
890,0.010906331241130829
891,0.007921372540295124
892,0.011556613259017467
893,0.006821530871093273
894,0.008831612765789032
895,0.00605417275801301
896,0.007412940263748169
897,0.0065302131697535515
898,0.0070031858049333096
899,0.00696902722120285
900,0.006222062278538942
901,0.006239138077944517
902,0.005470956675708294
903,0.007012287620455027
904,0.005646496079862118
905,0.006140483543276787
906,0.005010737106204033
907,0.006040834356099367
908,0.005018317140638828
909,0.005532142240554094
910,0.005074172280728817
911,0.005577708128839731
912,0.005047461949288845
913,0.004891001619398594
914,0.005208802875131369
915,0.005072328727692366
916,0.005185540299862623
917,0.004787169396877289
918,0.004929741844534874
919,0.004602513276040554
920,0.004944776184856892
921,0.004547719843685627
922,0.004636584781110287
923,0.004579104948788881
924,0.004582865163683891
925,0.004361255560070276
926,0.004331564996391535
927,0.004376689437776804
928,0.004412737675011158
929,0.0044353194534778595
930,0.004388763569295406
931,0.004362995736300945
932,0.0043937028385698795
933,0.004272462800145149
934,0.0043030837550759315
935,0.004197859205305576
936,0.004322822671383619
937,0.004236235748976469
938,0.004233811981976032
939,0.004261991009116173
940,0.004327461123466492
941,0.004140910692512989
942,0.004259243607521057
943,0.004102959297597408
944,0.004287974443286657
945,0.004134922754019499
946,0.004102764651179314
947,0.004317024257034063
948,0.004368514753878117
949,0.004262616392225027
950,0.004029471892863512
951,0.003956420812755823
952,0.004104991443455219
953,0.004177389200776815
954,0.004213295876979828
955,0.0040993294678628445
956,0.004213215317577124
957,0.004329298157244921
958,0.004157857038080692
959,0.0040724799036979675
960,0.004039103630930185
961,0.004002835601568222
962,0.004060267936438322
963,0.0040424722246825695
964,0.003917327616363764
965,0.003955564461648464
966,0.004197851289063692
967,0.004138018004596233
968,0.004379678517580032
969,0.004405719228088856
970,0.004419609438627958
971,0.004158666357398033
972,0.004063750617206097
973,0.003961065784096718
974,0.0041289301589131355
975,0.004171980079263449
976,0.004175180569291115
977,0.0042014895007014275
978,0.003961585462093353
979,0.0039549171924591064
980,0.004006225150078535
981,0.004092782735824585
982,0.004232980776578188
983,0.004188491962850094
984,0.004052699543535709
985,0.00397139135748148
986,0.0038258498534560204
987,0.00402472447603941
988,0.004049715120345354
989,0.004151976201683283
990,0.004118540324270725
991,0.004070112947374582
992,0.004084730055183172
993,0.004084173124283552
994,0.004004780203104019
995,0.004008955787867308
996,0.0041077774949371815
997,0.00411611283197999
998,0.0042825741693377495
999,0.004017397295683622
1000,0.0038527140859514475
