index,miRNA,VCDN
0,0.051989566534757614,0.3239157497882843
1,0.05009238421916962,0.3237919211387634
2,0.04853988066315651,0.32371941208839417
3,0.04597865417599678,0.323710560798645
4,0.044399745762348175,0.32398152351379395
5,0.042832471430301666,0.3237855136394501
6,0.041605301201343536,0.3237995207309723
7,0.04022941738367081,0.3236946761608124
8,0.0397980734705925,0.32413724064826965
9,0.03856843709945679,0.3240887522697449
10,0.03766055032610893,0.32378771901130676
11,0.03693446144461632,0.32409191131591797
12,0.03640349209308624,0.32436758279800415
13,0.036153994500637054,0.3244260549545288
14,0.0354190468788147,0.3241230547428131
15,0.03535965085029602,0.32454195618629456
16,0.034766145050525665,0.3241305947303772
17,0.03443271666765213,0.32449087500572205
18,0.03454599529504776,0.3243490755558014
19,0.03438912332057953,0.32408520579338074
20,0.03428145870566368,0.32436227798461914
21,0.033875565975904465,0.3240312933921814
22,0.0334148146212101,0.32436150312423706
23,0.033585578203201294,0.323996365070343
24,0.03313564136624336,0.3239554762840271
25,0.0328846238553524,0.32400599122047424
26,0.0331260971724987,0.3240286409854889
27,0.03247222304344177,0.32397812604904175
28,0.032656021416187286,0.3238474428653717
29,0.03231758996844292,0.3236943185329437
30,0.03318250924348831,0.3238356411457062
31,0.03268875554203987,0.32387539744377136
32,0.03241213411092758,0.32372337579727173
33,0.03200614079833031,0.32386624813079834
34,0.03225616365671158,0.32381507754325867
35,0.031733106821775436,0.3241719901561737
36,0.03154857084155083,0.3240072429180145
37,0.03136685863137245,0.323810875415802
38,0.03175850585103035,0.3238367438316345
39,0.03170521557331085,0.3235839605331421
40,0.030977590009570122,0.3238416612148285
41,0.03161703422665596,0.32386094331741333
42,0.03140898421406746,0.32371366024017334
43,0.031219881027936935,0.3241606652736664
44,0.030948445200920105,0.32396504282951355
45,0.030480975285172462,0.3237248659133911
46,0.03107709065079689,0.3235286474227905
47,0.03092104196548462,0.3239683210849762
48,0.03095192089676857,0.32382163405418396
49,0.030611677095294,0.3238600492477417
50,0.03087940439581871,0.32376790046691895
51,0.03031225875020027,0.32370010018348694
52,0.030303610488772392,0.3235410749912262
