,miRNA
395,0.005275833886116743
396,0.0053312224335968494
397,0.005371034611016512
398,0.005329186096787453
399,0.005146513693034649
400,0.0052138264290988445
401,0.005230211652815342
402,0.005305664613842964
403,0.0052379705011844635
404,0.0052391719073057175
405,0.005260627716779709
406,0.005292134825140238
407,0.005273569840937853
408,0.005325033329427242
409,0.005301407538354397
410,0.005370305851101875
411,0.005295497365295887
412,0.005274619907140732
413,0.005245564971119165
414,0.005215865094214678
415,0.005233189556747675
416,0.005259423982352018
417,0.0051955170929431915
418,0.0052834441885352135
419,0.005381681025028229
420,0.00524946441873908
421,0.005298230331391096
422,0.005209941882640123
423,0.005246156360954046
424,0.005362748168408871
425,0.005108878016471863
426,0.005146730691194534
427,0.005235134158283472
428,0.0052551389671862125
429,0.005176248960196972
430,0.00504172733053565
431,0.005293378606438637
432,0.005220900289714336
433,0.0051372600719332695
434,0.005187695380300283
435,0.0051748682744801044
436,0.005233923438936472
437,0.005184250883758068
438,0.005192455369979143
439,0.005278110504150391
440,0.005151351448148489
441,0.005162878427654505
442,0.005188938230276108
443,0.0051793381571769714
444,0.005192728713154793
445,0.005071902647614479
446,0.005120675545185804
447,0.005217801313847303
448,0.005228240974247456
449,0.005129832308739424
450,0.005225086584687233
451,0.005283913109451532
452,0.005212236195802689
453,0.005246642976999283
454,0.005021785385906696
455,0.00511011341586709
456,0.005141801200807095
457,0.005240446887910366
458,0.005163934081792831
459,0.005063548218458891
460,0.005224697291851044
461,0.005220834165811539
462,0.005125013645738363
463,0.005147210322320461
464,0.005122675560414791
465,0.005185740068554878
466,0.005165036302059889
467,0.005158080253750086
468,0.005091681610792875
469,0.005236315540969372
470,0.0051254392601549625
471,0.00504200579598546
472,0.005048483610153198
473,0.005188869312405586
474,0.005099167115986347
475,0.005133460741490126
476,0.00505633931607008
477,0.005139816552400589
478,0.005120547022670507
479,0.0051779719069600105
480,0.005161925218999386
481,0.0051987553015351295
482,0.005076431669294834
483,0.005133111961185932
484,0.005047328770160675
485,0.005204837769269943
486,0.005199524573981762
487,0.005014369729906321
488,0.005148554686456919
489,0.005014069844037294
490,0.004995755385607481
491,0.005091441795229912
492,0.00501621700823307
493,0.005096061620861292
494,0.0050580683164298534
495,0.0050437417812645435
496,0.005200612358748913
497,0.005145583767443895
498,0.005088635720312595
499,0.005094734486192465
500,0.005026333965361118
501,0.005017298739403486
502,0.005098569206893444
503,0.005005635786801577
504,0.005012962035834789
505,0.005054840352386236
506,0.005094544962048531
507,0.005049118306487799
508,0.005103256553411484
509,0.004991018213331699
510,0.005022806115448475
511,0.004994053393602371
512,0.005137330386787653
513,0.005049420986324549
514,0.004976292140781879
515,0.005106192082166672
516,0.004979467485100031
517,0.004950026050209999
518,0.005155615508556366
519,0.005024349316954613
520,0.005057761911302805
521,0.004926357883960009
522,0.004858439322561026
523,0.004948605317622423
524,0.004925853107124567
525,0.004987630061805248
526,0.004982045851647854
527,0.00501277344301343
528,0.005023348610848188
529,0.005089105106890202
530,0.005072058644145727
531,0.005008168984204531
532,0.004968222230672836
533,0.005005659535527229
534,0.005011276807636023
535,0.004986282903701067
536,0.005005295388400555
537,0.004982031881809235
538,0.005061195231974125
539,0.004883667919784784
540,0.005100871901959181
541,0.004982043523341417
542,0.004955256823450327
543,0.004988200031220913
544,0.004919267725199461
545,0.005057645030319691
546,0.004989278968423605
547,0.005007514730095863
548,0.005048882681876421
549,0.005049599800258875
550,0.005031742621213198
551,0.005031210836023092
552,0.004962332546710968
553,0.004924581851810217
554,0.0049271960742771626
555,0.004999002907425165
556,0.0050263297744095325
557,0.005016220733523369
558,0.004981779493391514
559,0.005015958100557327
560,0.005024316255003214
561,0.004977238364517689
562,0.004956226330250502
563,0.004998594522476196
564,0.005029698833823204
565,0.005006253253668547
566,0.005010524764657021
567,0.004883994348347187
568,0.004955909680575132
569,0.004966357257217169
570,0.0049542929045856
571,0.004966110922396183
572,0.004960386082530022
573,0.004945898428559303
574,0.004841833841055632
575,0.004947884473949671
576,0.004949952010065317
577,0.005053413566201925
578,0.004899629857391119
579,0.0049165901727974415
580,0.004940034355968237
581,0.00493432255461812
582,0.004984416998922825
583,0.004909382667392492
584,0.005045978352427483
585,0.00495299743488431
586,0.004857949912548065
587,0.005022978410124779
588,0.004921154119074345
589,0.004885389469563961
590,0.004964692983776331
591,0.0048607890494167805
592,0.004846333526074886
593,0.004918926861137152
594,0.0049698674120008945
595,0.0049820696003735065
596,0.004876472055912018
597,0.004945999942719936
598,0.004893139470368624
599,0.004925852175801992
600,0.004834690131247044
601,0.004890925250947475
602,0.0049909558147192
603,0.0048899720422923565
604,0.004957612603902817
605,0.0049706739373505116
606,0.004875666461884975
607,0.005030481144785881
608,0.004962683655321598
609,0.005012733396142721
610,0.004963053856045008
611,0.004886358045041561
612,0.004894133657217026
613,0.005010565277189016
614,0.004885118920356035
615,0.00493153790012002
616,0.00496441638097167
617,0.004905822686851025
618,0.00503874383866787
619,0.004886583890765905
620,0.004953492898494005
621,0.0049340142868459225
622,0.004792172461748123
623,0.0050269318744540215
624,0.004951633512973785
625,0.004929882939904928
626,0.004797779489308596
627,0.00479804677888751
628,0.004810272250324488
629,0.004872075282037258
630,0.0048965890891849995
631,0.004875813145190477
632,0.0048583149909973145
633,0.004897948354482651
634,0.004968106746673584
635,0.004801229573786259
636,0.004979479592293501
637,0.00489850202575326
638,0.004996117670089006
639,0.004984188359230757
640,0.004900645464658737
641,0.004848072770982981
642,0.004922546911984682
643,0.004884735215455294
644,0.00495045306161046
645,0.004997915122658014
646,0.004860939923673868
647,0.004857778549194336
648,0.004927529022097588
649,0.004900513216853142
650,0.00492023304104805
651,0.004918836057186127
652,0.004960146266967058
653,0.0050019738264381886
654,0.004922208841890097
655,0.004945656284689903
656,0.004867947660386562
657,0.004880657885223627
658,0.004847947973757982
659,0.00500328978523612
660,0.004916631616652012
661,0.004978564102202654
662,0.00494895875453949
663,0.004941899795085192
664,0.004845059476792812
665,0.004840855021029711
666,0.004889458417892456
667,0.0049067893996834755
668,0.004858861211687326
669,0.0048235333524644375
670,0.004832517821341753
671,0.004839811008423567
672,0.0047791204415261745
673,0.004914197139441967
674,0.004974735900759697
675,0.00480616744607687
676,0.0049222796224057674
677,0.00491319177672267
678,0.004808427300304174
679,0.004883648362010717
680,0.004908179864287376
681,0.004855745937675238
682,0.004849147517234087
683,0.0047491854056715965
684,0.004872360732406378
685,0.0048928940668702126
686,0.004770786035805941
687,0.0048220278695225716
688,0.0049825021997094154
689,0.00494804373010993
690,0.004797699395567179
691,0.0048790788277983665
692,0.004810735583305359
693,0.004818085581064224
694,0.004796646069735289
695,0.0048912689089775085
696,0.0048118955455720425
697,0.0049347784370183945
698,0.004823104478418827
699,0.004921904299408197
700,0.0048956493847072124
701,0.00481723016127944
702,0.004796708468347788
703,0.004831900354474783
704,0.0048293168656528
705,0.004802686627954245
706,0.004897748120129108
707,0.004820801317691803
708,0.004805102478712797
709,0.004808012396097183
710,0.004721935838460922
711,0.004961119964718819
712,0.00470214057713747
713,0.004843117203563452
714,0.004834108520299196
715,0.0048823487013578415
716,0.004832356236875057
717,0.004947327543050051
718,0.004758126568049192
719,0.004883680026978254
720,0.00484537472948432
721,0.004899205174297094
722,0.004845059476792812
723,0.004890259355306625
724,0.004818027373403311
725,0.004847749602049589
726,0.004851742647588253
727,0.004809089004993439
728,0.004884581547230482
729,0.004867981653660536
730,0.004946855362504721
731,0.004942154046148062
732,0.00479484535753727
733,0.004747177008539438
734,0.004777691327035427
735,0.004797561559826136
736,0.004696286283433437
737,0.004848041571676731
738,0.004735123831778765
739,0.004783316049724817
740,0.004834230523556471
741,0.0048712207935750484
742,0.004740933421999216
743,0.004822718910872936
744,0.0048429411835968494
745,0.004779870621860027
746,0.004936641082167625
747,0.004838861059397459
748,0.004806005395948887
749,0.0047745779156684875
750,0.004834434948861599
751,0.004808823112398386
752,0.0048435828648507595
753,0.004823270253837109
754,0.004821494221687317
755,0.0048431516624987125
756,0.004787346348166466
757,0.004811037331819534
758,0.004906931426376104
759,0.004780433606356382
760,0.004828503355383873
761,0.004787348676472902
762,0.0047902208752930164
763,0.00481424992904067
764,0.004893027245998383
765,0.004718215204775333
766,0.0048193312250077724
767,0.004898871295154095
768,0.004814202897250652
769,0.004743325524032116
770,0.004727495368570089
771,0.004869637079536915
772,0.004856274463236332
773,0.004736714065074921
774,0.0049547841772437096
775,0.0048107728362083435
776,0.004741976968944073
777,0.00489763543009758
778,0.004806665703654289
779,0.004861496854573488
780,0.004817727487534285
781,0.004804355092346668
782,0.004823603201657534
783,0.004795446991920471
784,0.0047568972222507
785,0.0048095425590872765
786,0.0048158601857721806
787,0.00477343425154686
788,0.004877679981291294
789,0.004765663295984268
790,0.004717397969216108
791,0.004818355664610863
792,0.00474227499216795
793,0.004753831308335066
794,0.004824602510780096
795,0.004791319835931063
796,0.004758039489388466
797,0.004737130831927061
798,0.004742583259940147
799,0.004789522383362055
800,0.004701534751802683
801,0.004899716004729271
802,0.004796103574335575
803,0.004871621262282133
804,0.0047226957976818085
805,0.004720595199614763
806,0.0048499759286642075
807,0.004765795078128576
808,0.004868417978286743
809,0.00472323689609766
810,0.0048481160774827
811,0.004788496997207403
812,0.004761113785207272
813,0.004817168228328228
814,0.004847800359129906
815,0.0047867936082184315
816,0.004819228779524565
817,0.004861956462264061
818,0.004789261147379875
819,0.004811625927686691
820,0.004842031747102737
821,0.004762097727507353
822,0.004641794133931398
823,0.004845574963837862
824,0.004734423942863941
825,0.004728049971163273
826,0.004740683361887932
827,0.004865212365984917
828,0.004753439221531153
829,0.004728258121758699
830,0.004804622381925583
831,0.004787839949131012
832,0.0049200826324522495
833,0.004792603198438883
834,0.004844882991164923
835,0.004829516168683767
836,0.0047017792239785194
837,0.0048027788288891315
838,0.004807765129953623
839,0.004751391243189573
840,0.00476403534412384
841,0.004798819776624441
842,0.004742185585200787
843,0.004784143064171076
844,0.004763378296047449
845,0.004953781142830849
846,0.0047731841914355755
847,0.00475318031385541
848,0.00461299903690815
849,0.004705224186182022
850,0.004698070697486401
851,0.004882244858890772
852,0.004726700019091368
853,0.004759108182042837
854,0.004885679576545954
855,0.004822772461920977
856,0.00470491498708725
857,0.004756768699735403
858,0.004727885592728853
859,0.0047951750457286835
860,0.004754849709570408
861,0.004766234662383795
862,0.004775205161422491
863,0.00477532297372818
864,0.004751365631818771
865,0.004668460227549076
866,0.004709640052169561
867,0.004601250868290663
868,0.004804816097021103
869,0.004778221249580383
870,0.004773030057549477
871,0.004811595659703016
872,0.004748136270791292
873,0.004772235173732042
874,0.004770645406097174
875,0.004723296966403723
876,0.004787637386471033
877,0.004634964745491743
878,0.004741739481687546
879,0.004914696328341961
880,0.004763648845255375
881,0.004894288722425699
882,0.0046926625072956085
883,0.004840582609176636
884,0.004709275905042887
885,0.004780005197972059
886,0.0047318520955741405
887,0.004792388994246721
888,0.004654129967093468
889,0.004732158500701189
890,0.004803044721484184
891,0.0048066917806863785
892,0.004694797098636627
893,0.004834809340536594
894,0.004727948922663927
895,0.0048716505989432335
896,0.0047343638725578785
897,0.004710913170129061
898,0.004904584493488073
899,0.0047031850554049015
900,0.004857173189520836
901,0.0047800783067941666
902,0.00474327290430665
903,0.004687145352363586
904,0.004887240007519722
905,0.00473427539691329
906,0.004663136322051287
907,0.0048173838295042515
908,0.004648942966014147
909,0.004728871397674084
910,0.004874849691987038
911,0.004646146669983864
912,0.004726058337837458
913,0.004782212898135185
914,0.0047358563169837
915,0.0047538550570607185
916,0.004627922549843788
917,0.004743230529129505
918,0.004713527858257294
919,0.00476804468780756
920,0.004747312981635332
921,0.004839994013309479
922,0.004728062078356743
923,0.004738078452646732
924,0.00481816940009594
925,0.004692488815635443
926,0.004738149233162403
927,0.004782974720001221
928,0.004713437519967556
929,0.004651626106351614
930,0.004610780626535416
931,0.004777771886438131
932,0.004856408573687077
933,0.0047033377923071384
934,0.00470316968858242
935,0.004891788121312857
936,0.004715740215033293
937,0.004742270335555077
938,0.004729455336928368
939,0.004664170555770397
940,0.004602988250553608
941,0.004780760034918785
942,0.004781418479979038
943,0.004828131292015314
944,0.0046081761829555035
945,0.004723797086626291
946,0.004758956842124462
947,0.004732673056423664
948,0.004744559992104769
949,0.0047305915504693985
950,0.004760661628097296
951,0.004735345020890236
952,0.004795473534613848
953,0.004778448026627302
954,0.004743420053273439
955,0.004784876015037298
956,0.00475680734962225
957,0.004653631243854761
958,0.004733791574835777
959,0.004648544359952211
960,0.004702173173427582
961,0.004652414936572313
962,0.004735789727419615
963,0.004765563644468784
964,0.004595211707055569
965,0.004724700003862381
966,0.0047537824138998985
967,0.004786600358784199
968,0.0047265635803341866
969,0.0047887531109154224
970,0.004686146508902311
971,0.00473992433398962
972,0.0048178150318562984
973,0.004809434991329908
974,0.004790507722645998
975,0.004785290453583002
976,0.004749923013150692
977,0.00463557755574584
978,0.004749084822833538
979,0.0046858047135174274
980,0.004788492806255817
981,0.0047613875940442085
982,0.0046025533229112625
983,0.004677968565374613
984,0.004772001877427101
985,0.004683348815888166
986,0.0047672707587480545
987,0.004715953022241592
988,0.0045738606713712215
989,0.004628773778676987
990,0.004711134359240532
991,0.004744958132505417
992,0.004769102204591036
993,0.004704002756625414
994,0.004769887775182724
995,0.004667543340474367
996,0.004803507123142481
997,0.004889870993793011
998,0.004697650671005249
999,0.0047079455107450485
1000,0.004760711453855038
