,miRNA
0,0.042199358344078064
1,0.036915794014930725
2,0.034102000296115875
3,0.03295920044183731
4,0.031998008489608765
5,0.03187787905335426
6,0.03157304227352142
7,0.031048500910401344
8,0.030010195448994637
9,0.029053514823317528
10,0.02854326367378235
11,0.027933457866311073
12,0.027104802429676056
13,0.02651870623230934
14,0.026102354750037193
15,0.02574315294623375
16,0.025460410863161087
17,0.024772724136710167
18,0.024382416158914566
19,0.024005822837352753
20,0.023352697491645813
21,0.0228565726429224
22,0.022501764819025993
23,0.022490443661808968
24,0.021795818582177162
25,0.021378587931394577
26,0.02117585390806198
27,0.020828740671277046
28,0.02053251303732395
29,0.020018015056848526
30,0.01976330205798149
31,0.019611528143286705
32,0.01911545917391777
33,0.01876579225063324
34,0.01878386177122593
35,0.018398815765976906
36,0.018141737207770348
37,0.017696300521492958
38,0.017527509480714798
39,0.01739402674138546
40,0.016890211030840874
41,0.017019763588905334
42,0.016554394736886024
43,0.01638580672442913
44,0.016157235950231552
45,0.016144966706633568
46,0.015420972369611263
47,0.015683656558394432
48,0.015192137099802494
49,0.01503437478095293
50,0.015158656053245068
51,0.015140353702008724
52,0.014618835411965847
53,0.014226995408535004
54,0.014126773923635483
55,0.014143369160592556
56,0.014015688560903072
57,0.013706659898161888
58,0.013640221208333969
59,0.01348212081938982
60,0.013454940170049667
61,0.013430106453597546
62,0.013165724463760853
63,0.012961515225470066
64,0.013067994266748428
65,0.012731668539345264
66,0.012630583718419075
67,0.012506848201155663
68,0.012382909655570984
69,0.012401136569678783
70,0.012283459305763245
71,0.012207274325191975
72,0.012088212184607983
73,0.011898894794285297
74,0.01200562808662653
75,0.011808170937001705
76,0.011654390953481197
77,0.011555632576346397
78,0.01166175864636898
79,0.01127754244953394
80,0.011201824061572552
81,0.011248498223721981
82,0.011059366166591644
83,0.011109939776360989
84,0.011048431508243084
85,0.01068033929914236
86,0.010759296827018261
87,0.010806930251419544
88,0.010871751233935356
89,0.01054843608289957
90,0.01048349216580391
91,0.010370878502726555
92,0.010401529259979725
93,0.01025260891765356
94,0.010336116887629032
95,0.010141382925212383
96,0.010370992124080658
97,0.010247099213302135
98,0.01008673757314682
99,0.00988868810236454
100,0.00986521877348423
101,0.009952469728887081
102,0.009754756465554237
103,0.00961017981171608
104,0.009831571951508522
105,0.009613920003175735
106,0.00965354684740305
107,0.009557213634252548
108,0.009450717829167843
109,0.009428777731955051
110,0.009340082295238972
111,0.009149379096925259
112,0.00920877791941166
113,0.009237238205969334
114,0.009373743087053299
115,0.009114380925893784
116,0.008907858282327652
117,0.009020990692079067
118,0.009070128202438354
119,0.009029910899698734
120,0.008842133916914463
121,0.008854719810187817
122,0.008811765350401402
123,0.008711875416338444
124,0.008817022666335106
125,0.008577168919146061
126,0.008520056493580341
127,0.00846881978213787
128,0.008526856079697609
129,0.008364391513168812
130,0.008557024411857128
131,0.00836963765323162
132,0.008370896801352501
133,0.008272025734186172
134,0.008379754610359669
135,0.008210990577936172
136,0.0082553680986166
137,0.00829276256263256
138,0.008109182119369507
139,0.008041629567742348
140,0.007945802994072437
141,0.008030532859265804
142,0.008063385263085365
143,0.00798442866653204
144,0.007995444349944592
145,0.0077634756453335285
146,0.007952418178319931
147,0.007866564206779003
148,0.007797510363161564
149,0.00788218155503273
150,0.007803552784025669
151,0.007678694557398558
152,0.007662089541554451
153,0.007733793929219246
154,0.00750697823241353
155,0.007780767511576414
156,0.007574856281280518
157,0.007614887319505215
158,0.007449836935847998
159,0.007568257860839367
160,0.007410314399749041
161,0.007411157246679068
162,0.007449270226061344
163,0.007354929111897945
164,0.0072942692786455154
165,0.007310930173844099
166,0.007420007139444351
167,0.007311175111681223
168,0.0072962502017617226
169,0.0071869054809212685
170,0.0071612196043133736
171,0.0072854915633797646
172,0.007356128189712763
173,0.00714169442653656
174,0.007056088652461767
175,0.007081951480358839
176,0.00705018499866128
177,0.007158006075769663
178,0.007008402608335018
179,0.00687662186101079
180,0.007020265329629183
181,0.007128206081688404
182,0.006917070131748915
183,0.006956689525395632
184,0.006839526351541281
185,0.006977608893066645
186,0.006845190655440092
187,0.007005642168223858
188,0.006892117206007242
189,0.006804438773542643
190,0.006770092993974686
191,0.006884024944156408
192,0.006747803185135126
193,0.0066862027160823345
194,0.006931696552783251
195,0.00660987151786685
196,0.006764167454093695
197,0.006830223370343447
198,0.006651307921856642
199,0.0066345990635454655
200,0.006679295562207699
201,0.006565901450812817
202,0.006513225380331278
203,0.006465953774750233
204,0.0064019858837127686
205,0.00660605588927865
206,0.006497622467577457
207,0.006514086853712797
208,0.006419587880373001
209,0.0063433535397052765
210,0.006419509649276733
211,0.006446755491197109
212,0.006286935415118933
213,0.006475599482655525
214,0.006432877387851477
215,0.0064045945182442665
216,0.006314198020845652
217,0.0064051514491438866
218,0.006365328095853329
219,0.006236948072910309
220,0.006227642763406038
221,0.006414866074919701
222,0.006419505923986435
223,0.006295203696936369
224,0.0063476404175162315
225,0.00622675521299243
226,0.006251688580960035
227,0.0062650758773088455
228,0.006145981140434742
229,0.006169033236801624
230,0.0061761075630784035
231,0.006054949946701527
232,0.006079479120671749
233,0.006003290414810181
234,0.006120097357779741
235,0.0061620376072824
236,0.005964772310107946
237,0.005998960696160793
238,0.006003465503454208
239,0.006001141853630543
240,0.00608018646016717
241,0.006081960164010525
242,0.0059953657910227776
243,0.005989176221191883
244,0.0060341753996908665
245,0.005961766932159662
246,0.005922843236476183
247,0.005935355089604855
248,0.005864349193871021
249,0.005960943177342415
250,0.005934749264270067
251,0.005875825881958008
252,0.005890716332942247
253,0.00589911499992013
254,0.005793231539428234
255,0.005855632480233908
256,0.00578683614730835
257,0.005804365035146475
258,0.005820902064442635
259,0.00577638391405344
260,0.005876328330487013
261,0.005761479493230581
262,0.0058037457056343555
263,0.005814668722450733
264,0.005725388415157795
265,0.005867434665560722
266,0.0057182577438652515
267,0.0056649744510650635
268,0.00572994677349925
269,0.005726210307329893
270,0.00566276628524065
271,0.005642286967486143
272,0.0057509709149599075
273,0.005732639692723751
274,0.00570344366133213
275,0.0056207976303994656
276,0.005767799913883209
277,0.005647230893373489
278,0.00558868981897831
279,0.005668811500072479
280,0.005450468976050615
281,0.005591134075075388
282,0.0055777933448553085
283,0.005698952823877335
284,0.005582341458648443
285,0.005530817434191704
286,0.005493880715221167
287,0.005607999861240387
288,0.005560226738452911
289,0.005633536260575056
290,0.00556377787142992
291,0.0053586335852742195
292,0.005532435141503811
293,0.005548734683543444
294,0.005602252669632435
295,0.005629153922200203
296,0.005558531265705824
297,0.005429720506072044
298,0.005417548585683107
299,0.005578729324042797
300,0.005479501560330391
301,0.005397523753345013
302,0.005499438848346472
303,0.005278708413243294
304,0.005470674950629473
305,0.00548827089369297
306,0.00544854998588562
307,0.005376610439270735
308,0.0054237088188529015
309,0.005441454239189625
310,0.005400798749178648
311,0.005427188705652952
312,0.005459403153508902
313,0.005432816222310066
314,0.005478511098772287
315,0.0053693391382694244
316,0.005273993592709303
317,0.005313723348081112
318,0.005355319008231163
319,0.005425421986728907
320,0.005296236835420132
321,0.005344823934137821
322,0.005434142891317606
323,0.005332720931619406
324,0.005364830140024424
325,0.005430135875940323
326,0.005285024642944336
327,0.005350199993699789
328,0.005375261884182692
329,0.005346227437257767
330,0.0051851156167685986
331,0.005340407602488995
332,0.0052711195312440395
333,0.005252809263765812
334,0.005370801314711571
335,0.005162801593542099
336,0.005263062193989754
337,0.00520889088511467
338,0.005110709462314844
339,0.005242019891738892
340,0.00518436124548316
341,0.005238583777099848
342,0.0053331442177295685
343,0.00530008552595973
344,0.005263908300548792
345,0.005197079386562109
346,0.005336633883416653
347,0.0051863775588572025
348,0.00514779519289732
349,0.005211705341935158
350,0.0052142273634672165
351,0.005251953843981028
352,0.005247709807008505
353,0.005005849525332451
354,0.005297785624861717
355,0.005113221239298582
356,0.005130186211317778
357,0.005036710761487484
358,0.005222806707024574
359,0.0051407176069915295
360,0.005156464409083128
361,0.005093004554510117
362,0.005156478378921747
363,0.005040413234382868
364,0.005240058992058039
365,0.005132177844643593
366,0.005305062048137188
367,0.004956935532391071
368,0.00516138318926096
369,0.005107284057885408
370,0.0052040680311620235
371,0.005045325495302677
372,0.0051391348242759705
373,0.005082808434963226
374,0.005155893974006176
375,0.005152471363544464
376,0.005029400810599327
377,0.005030045285820961
378,0.005067669786512852
379,0.004997107665985823
380,0.005039961077272892
381,0.0051252045668661594
382,0.005035988986492157
383,0.005056518595665693
384,0.0050313533283770084
385,0.005125728901475668
386,0.005058879032731056
387,0.005099060013890266
388,0.004933311138302088
389,0.0049036112613976
390,0.0049467915669083595
391,0.005002409219741821
392,0.004928914830088615
393,0.00502012949436903
394,0.005020990036427975
395,0.004978271201252937
396,0.005029311403632164
397,0.00488142529502511
398,0.005030603613704443
399,0.005041089840233326
